"","P_GSM208636.cel","P_GSM208637.cel","P_GSM208638.cel","P_GSM208639.cel","P_GSM208640.cel","P_GSM208641.cel","P_GSM208642.cel","P_GSM208643.cel","P_GSM208644.cel","P_GSM208653.cel","P_GSM208654.cel","P_GSM208655.cel","P_GSM208656.cel","P_GSM208657.cel","P_GSM208658.cel","P_GSM208659.cel","P_GSM208660.cel","P_GSM208661.cel","P_GSM208662.cel","P_GSM208663.cel","P_GSM208664.cel","P_GSM208665.cel","P_GSM208666.cel","P_GSM208667.cel"
"CALCOCO2",318.02668816728,416.580761924206,420.370096043592,359.062300647022,369.633935336598,442.896620896611,560.039294189742,412.682332279414,419.984928514403,363.417923879439,451.655851097125,357.2761220321,428.673240295925,366.696599505676,430.076525152712,505.332916324712,353.817844528137,309.849153204844,383.763791550226,446.724532873461,374.669459708319,436.847770012957,407.372189389514,405.527970218562
"SHANK2",62.4390221596389,50.8032140201747,44.2157554435756,61.9010626953507,51.0593668361866,47.5903894928044,35.6090644691161,57.8283089911231,46.1858339678934,56.3461009890825,54.2418213174925,59.5157319784342,65.0653731889753,61.2904626920427,55.190476613114,64.1120224642483,47.1103608633041,56.0650132713603,107.138281988173,39.9659646350617,65.2074848766431,50.1702580097045,93.8997850690339,70.9162738922273
"MAX",485.071813138279,598.298762347067,570.283202052419,555.504113397291,411.497028573471,458.34115744764,589.905005748313,629.76814411963,462.215506899631,625.332047685381,556.070303180937,499.112834902147,592.436863097156,462.215506899631,488.714560702957,562.28153248503,627.112149074486,432.736299041748,578.675650998093,636.308142424853,450.628668578022,457.849765090358,601.278901577764,518.279342722538
"CDC42",100.752454713534,91.2945408847115,186.959773642833,159.362356805654,93.1130415196575,183.030826111843,70.1716499137809,84.325274694499,148.228287885368,85.9414874783415,89.6097173442166,183.46850759286,93.9477869245865,87.4883417470171,169.377359388586,83.7129530672099,148.570562856757,88.661678043141,273.549775663035,86.95303791032,112.236940659796,90.8518540519431,161.959705378705,162.384765276909
"RCAN2",467.525911369317,700.009190898839,748.251986256332,676.989508680102,491.708908209211,937.846885857469,281.165409514053,473.203127779389,703.781816372409,641.935510673654,589.588260241735,802.192054226728,490.107953027753,674.02106514306,802.192054226728,291.35586643386,799.595308597514,614.466488337564,1543.60570737751,376.925963295771,652.439519911301,533.30278867849,846.930633177495,745.447768545912
"VDAC3",1062.39463688523,1050.61002150061,1041.59930591538,1197.35564311374,861.645376647275,1053.38683280039,1046.26326255115,1000.13326059581,1094.76285658626,808.857364260466,960.260953796803,1038.27148859027,903.303955615705,917.839386786882,1067.41403102359,921.292520096182,1185.00371014891,809.860269822457,1495.64697780821,858.718347809241,1040.18258855742,863.063266106272,1207.36206434911,1017.80839679398
"BCAS2",136.364370649993,174.195031832949,215.336251138736,203.409025145408,164.123947814535,214.608767655004,212.42272152939,178.138850070941,198.611095412481,135.266214367542,179.881719425748,212.42272152939,168.307738336432,191.191866919056,241.435003406963,189.0905735048,189.820435553962,146.52798135674,258.975453384875,142.468145082673,146.718454905795,169.307457587936,207.976797971409,254.928174532867
"ZWINT",35.7755660730663,32.9365004773618,29.7636447878922,29.4889192414245,44.0237543275552,30.7140812174582,35.2572919992113,27.89623774572,35.0914875568028,30.1202902919593,26.730249519431,29.9378412110189,33.5291359475984,35.6311369474814,27.6448491831567,31.0432236825542,39.6294418715895,35.2345287997588,36.4713454672872,31.1333864008631,43.3370215427026,28.7031574465187,27.2632073871561,34.3690619293604
"NIPSNAP1",418.730868686494,371.41970188266,433.106068673815,401.156175346768,436.539376003007,481.801573031103,283.833098423691,427.98594754728,452.028552288922,388.863820647439,360.087582361245,451.016051642883,372.825881682882,384.470008650821,453.464235269265,380.089552994107,378.039498054157,422.265036101199,535.800791996897,398.513459988086,456.688239757106,413.944640833519,480.774803441484,393.824661636081
"LXN",27.0449049442164,31.2892443629097,20.6988625532548,29.9931812031079,33.8333489512396,28.5116851849257,24.6759978332132,29.0724191027813,32.6528549742221,25.9914026892625,26.650503771817,29.0032830951069,29.9931812031079,30.2761101817618,25.0124916160995,23.1343123125187,25.0824784377687,29.9931812031079,29.3732628490501,26.1119541076216,29.7456429169242,26.5639916236747,28.9803772457921,24.6644504199024
"ANXA6",144.888198554732,160.060473698284,219.571559962155,154.133375909507,184.572083849903,211.272688930867,129.812732125053,249.737948908067,206.48575505087,166.256881907219,111.40662520981,185.561047703617,156.427539410705,205.962124291251,196.089508680779,179.835662548266,156.853449251674,224.968628826879,320.078300685693,206.661303551956,198.325614048413,205.2900521306,214.933657081888,190.995847377713
"TUBB2A",872.624124064715,1002.2324115541,1728.90074274518,2000.07476965471,701.605015301847,1896.89591893651,1525.27479185127,1513.3372603975,1567.30925072701,804.3222452814,1112.72177273793,1649.95672677388,1501.00644465131,892.413260403253,1953.60762553244,1851.59088370056,1885.88588575686,1349.50452686536,2952.48611595969,1330.95712186583,1734.69558468748,1358.98261317709,2247.70616538619,1812.71498324701
"SNCA",238.59745090278,288.68515017766,259.133693460562,228.777559651581,266.8786171379,148.032308645454,122.739017617649,167.090979836777,302.112678922209,262.245308845795,137.487336185444,250.24945389588,253.330534321127,276.048937981227,180.120601733562,149.602416285255,229.735347102017,209.285651259356,575.107098693557,120.466552047834,294.468995859588,315.762582729968,298.960021500614,277.955936811092
"PLEKHB2",594.126948874059,596.68597859071,725.575400129979,666.79723752627,512.575602284572,843.788990359264,514.604098782856,453.4395086801,562.330796930354,567.529688909446,617.729976639493,656.968053631792,529.914445661515,591.774808285076,781.079252269844,434.318354740095,855.330046261753,465.497200987793,888.634093279588,496.930233810127,616.57150331316,511.724393334423,740.572353889008,806.981816372408
"ATP8A2",83.079597673053,57.5013867651778,62.2994768264334,51.8663681044814,70.9025438348085,81.5753086471155,48.0690368843995,54.6232521316619,52.9542097757007,55.8329494186327,42.2218546768598,66.1658135476068,40.0956207975947,53.1729172827359,69.6367821378259,47.8123758612091,53.5709113874714,62.4640759195532,92.4249447450522,40.2117369946986,55.4515604604716,55.2534978853185,70.3336379018445,49.1189530374171
"RAB6B",431.437164310038,436.40764712221,674.588653574897,584.255388773726,407.71959360388,802.557353554598,340.711015635992,513.264404571132,511.08333428603,437.324241082063,445.408523434942,669.501047141639,456.389508680101,382.75067832936,618.601135996321,377.775722452734,548.033590489963,553.761518421848,810.283667435655,431.637317526281,498.154692125134,473.547836608145,641.905789537333,505.18775105362
"CHGB",56.9627919621504,65.9892813526014,127.787719492108,70.8846987086952,70.8014348998152,110.546827642326,39.0086568473094,81.2613995081637,140.799555596109,78.5851456383241,85.6170391146045,232.599071556681,94.8402364255305,55.1533738784671,232.636097816295,67.0201274805884,94.8698358761935,77.9102427422842,362.110356657352,76.1908359670393,144.043371258247,69.839238696731,294.428452588976,115.71100707619
"ALDH1A1",67.7784904989769,299.98268645518,65.6365465459791,324.77244784359,92.6647146109553,154.103299223233,207.272241014352,158.8997828344,329.325431487503,218.044585857008,238.336389503857,158.451126550935,466.594620159435,129.402696106203,191.0842357864,128.880660244352,83.3454218897712,160.135536241817,776.871252010407,78.1297690221268,181.717922179063,299.98268645518,328.573676783765,489.130534321127
"PID1",62.7516561861046,110.463710910253,79.607913329814,120.42918925647,51.5350899532893,75.0649003701665,125.654726064432,112.548278946281,116.211079718669,108.913036240602,79.5544702995097,88.6030499982552,106.830238225291,57.4066359589199,89.5718639878683,101.170445191696,104.094937589987,90.4918020896212,162.625680688578,93.2488661445187,106.850700288631,92.5379875945029,126.935881504303,144.275207536267
"ORC5",54.1657282962066,45.8424884517661,66.027641944917,45.5025342436058,61.9702539323741,90.6931016561511,59.0203934334853,54.5310510065946,62.1050953578809,52.7678930816541,69.779186221686,66.4044056234742,44.6693819880755,62.9850283684007,59.7309569296427,49.7417443316257,56.1103589127651,46.3511369672933,78.7276244448767,55.2156418878793,55.1357028453128,46.7072107936064,56.9382348731591,58.9752698578663
"CRYAB",3791.03625026192,2532.68181637241,3587.89705548107,3296.66111952093,3359.19134636073,3754.79781413969,4326.28971954577,5524.36226213913,3186.81086181001,3794.50245587874,3975.20926263586,3349.91522597384,4803.69582951921,3850.19352385195,3620.89977136361,5146.75860627265,3860.46699346974,2527.26871650363,3349.66807417197,5840.09021782073,3061.88859113787,4309.17675328596,4116.00414751655,3500.91183710597
"MAGED1",526.444514505923,488.183800803546,1151.29240865665,788.460655410834,494.665246093556,1145.50368271012,569.178092886396,761.5756360811,854.897200987794,642.264673392867,626.898483039075,964.193816969741,722.420499202496,513.935662526255,1020.99301249693,628.997521101539,939.190052137729,735.451270039684,1381.91019852606,649.529062077074,815.39617821175,704.115036881886,931.430382470017,718.288945112015
"IMMT",156.335750494171,184.887652380406,249.388657726437,224.438187483359,183.358723311654,251.130534321127,196.91534574397,200.627970218808,231.257249588694,146.889346776599,244.488961000254,237.421559962152,178.121987133583,218.153611244207,213.926748896238,150.933103491349,210.831774187371,178.833098451838,243.374155429981,166.992073081367,191.69638190611,163.559425516805,200.044828413866,225.204893295486
"UBE2N",102.70166444672,109.569908518433,146.403472075635,107.043823107513,119.481484641241,189.166376617893,101.18970408326,122.222133987376,163.312633920584,89.5248306638472,97.2343273223813,165.913767953146,102.745659805062,111.677332344087,197.313910186632,105.695515006602,149.10747381239,79.9719044669016,292.4918480124,105.853062470297,158.637819055753,114.470904230284,196.884407075491,167.988414168178
"DLD",113.014197315266,259.283033255186,288.344235196494,288.848483039076,138.938576157635,335.873010388549,243.088128890685,214.009217503471,226.540512334936,190.557845446495,204.769310550229,277.664813713272,210.799199755123,154.57121979,245.603566618022,172.733602092022,225.309791802541,157.836032789841,248.004768357448,175.357479283048,217.469842255841,187.943645188025,268.655185675663,288.068336307039
"IARS",245.040085529839,320.149885354497,480.665067111229,397.986944577537,330.445918936511,410.17276317735,310.022774626404,464.498888308769,431.42857316895,261.355314185081,317.572478961678,365.353500918179,332.876004992156,380.779489324823,362.553726559212,249.896653474121,437.860712081956,251.14930084133,475.052329192922,347.226931296383,349.892521004595,323.305748315438,407.221734204403,529.484565092395
"RNF14",80.2317284597672,105.130898405494,114.437564791407,87.1637510125897,77.4911903217846,102.271026977553,69.702862648139,83.1590545279317,91.1543017794037,68.1979482650719,69.7798281389416,133.648252460881,87.9852062321734,94.3321772935909,137.72805911694,59.3674964959082,114.010343637314,67.3986256056597,168.130723146705,70.3107407918057,101.549737832581,67.7098983538307,96.1676400410896,116.514652443505
"PAN2",140.971587455302,109.216103079594,118.801977655913,101.38315323071,90.058153123625,97.4758375946383,193.829976610474,165.460148209483,102.05515838279,180.765208253286,130.182869126847,109.524138353953,126.251208841668,105.706502941317,102.09996779918,128.231485574304,144.204909711752,103.649910243572,129.133344399878,188.522809587858,93.4752633698655,117.287245385376,106.764921834134,102.09996779918
