"","P_GSM208636.cel","P_GSM208637.cel","P_GSM208638.cel","P_GSM208639.cel","P_GSM208640.cel","P_GSM208641.cel","P_GSM208642.cel","P_GSM208643.cel","P_GSM208644.cel","P_GSM208653.cel","P_GSM208654.cel","P_GSM208655.cel","P_GSM208656.cel","P_GSM208657.cel","P_GSM208658.cel","P_GSM208659.cel","P_GSM208660.cel","P_GSM208661.cel","P_GSM208662.cel","P_GSM208663.cel","P_GSM208664.cel","P_GSM208665.cel","P_GSM208666.cel","P_GSM208667.cel"
"KPNA2",161.748483825255,276.74852908981,129.664429465856,246.061297437252,90.3702588284988,150.989446154262,179.374944765259,158.16460741505,213.637058331731,143.539026230623,157.201305500412,137.317762862014,207.535662526304,143.978030310227,163.488075334053,131.799925804802,309.084405118614,124.825925582931,212.663867654474,203.173881068891,212.402428301898,178.116246387943,215.374124064723,262.662425262076
"KPNB1",41.8662235606534,53.0881632667647,56.6296002980216,50.2432196006009,58.5087668601569,56.7803975207559,46.7689400128948,38.2356004775026,55.0747853972846,60.3898660536206,41.7574173488186,57.3342859479829,52.5674228511546,51.9230447550956,55.239010091112,41.970280856584,47.5789622973572,52.7527439287386,67.4820483475316,33.6950777919471,53.6512218702216,43.706107022961,46.3950042279218,58.7592715018028
"SRPRB",172.217834921918,190.014652432433,329.220653434798,243.98874043363,176.761303594333,239.80737433908,338.234592265976,268.015826357622,251.187423526134,193.110275737358,142.410862185863,268.931891618353,233.292359585717,210.815305324441,222.826146771654,267.544303516109,246.524134127585,189.535063397483,279.19555975699,248.776502155423,229.756417226402,186.72959963511,266.029188387852,253.883125980132
"PPP2R2B",185.476669329144,247.99631118473,233.596877111666,354.347985022326,221.021220179943,241.131031828809,279.894636885229,213.865690487552,169.456303769819,230.936440004008,296.361378160471,226.611385394075,244.817013507199,283.468175649544,223.983041953715,198.076958398886,324.681177966339,221.427143338932,300.781617067904,205.606249918033,163.246706659359,210.354392715494,237.038679644257,316.737148615047
"QKI",1589.37373406501,1817.42155996215,1701.02543327635,1629.36386765446,1290.52427233344,1336.02663745857,2209.32571503756,1293.48965503476,1344.21849563395,1770.45512964418,1545.41604221087,1661.34785090466,1692.65918459452,1798.68764847471,1648.72412406472,1514.61445868139,2104.43566252625,1238.26661401771,1375.7677714512,1306.65679763956,1068.74552088453,1667.43187233737,1424.26899585959,1799.00219048241
"FHL1",394.504609877964,590.468454162939,849.857073787778,1118.82188671025,451.664068272582,799.397157717425,829.577985254139,1058.99692098001,745.607184251147,795.864192170912,816.564800266918,808.124962567394,1145.86557749756,489.375473114611,946.252593928137,803.719869743988,810.086979111282,1020.27358133269,1087.43615297281,1211.95765322879,845.196634527476,929.103074133652,1098.5393348067,976.540685475335
"TLE4",349.703733425413,388.179252269845,241.615477437195,255.075623750543,211.316347457135,231.717300635199,265.741454003062,293.5286143754,178.900528932691,333.09739151221,381.294941156673,319.833098423691,312.156403268775,300.251977059536,262.030042032537,202.543661155397,388.854140203252,125.587434743952,238.421403654693,295.333889573442,147.441383967977,281.66163224288,266.705115208281,305.380351426908
"TRADD",128.726159308435,123.657679963153,158.564215900149,117.824922811293,125.118707406065,114.186412260359,109.652857310376,121.725342914198,119.133137636342,112.044045665178,123.461240010729,115.286939861543,99.5784611904168,125.257214431451,117.705704609199,118.790912377386,129.27529322372,124.918178445206,113.130979464894,151.763349154867,117.955750639356,111.046253176497,105.40984743863,118.88357345062
"DCTPP1",361.992072782665,263.091546949006,331.962579014808,291.492340392178,327.513715485906,363.639023036905,380.403032464159,336.287297776595,331.683497054509,265.286683471809,312.582134651806,314.144853128975,291.564645463436,335.461303551896,332.871399646009,355.910536305496,352.706790229877,327.291661592534,320.122500925089,320.396915947075,383.027680185358,322.722429540142,291.298262148726,343.694993320031
"EIF4E",23.4122481401079,44.9623856932328,75.8160293288097,35.5773923412239,28.7520983125224,40.795730607036,37.8238168691634,25.053879354409,31.5454257603731,31.997780753369,27.7635100283916,78.3998745246122,34.7643295637491,43.7575925971415,64.5200439862377,25.9215802686909,48.510127603897,34.110486302777,53.8481686471289,20.6024794736634,24.595978429175,28.2470929033814,35.2040697508783,79.7223148671746
"SNAP25",316.021772296314,429.498078388465,2328.19534765285,978.438278722143,455.297200987793,2215.41771380831,130.194393858761,1043.87668816728,699.177840369948,796.104869468698,661.604880810497,2018.57725230773,597.765163007581,905.506070301012,1894.35897785035,260.54163907445,1341.78181637241,509.26321305232,2176.07441899016,437.514872949212,902.271559962153,653.944476944587,1786.32596360178,1420.63998243914
"GGA2",100.049780752874,84.7295289404297,98.0508319376709,92.3406149834107,98.991609596376,74.6818621510218,90.027874806968,91.4168518842218,92.005574265224,94.5984346077834,88.8547028486839,81.96297506651,102.604497351266,98.1389463469737,85.497907189031,101.960335426597,94.6575434925246,101.828650242607,83.7827434183762,104.645309619801,113.07212656412,96.8974352564295,95.1631443244655,81.4545304569801
"NDFIP1",175.314819675933,220.76258560318,511.582212663429,314.918752753561,171.882635670201,391.761281765063,216.978131474882,307.631102268585,316.63969057148,279.255162434342,270.465718246634,363.632431365883,348.219774952285,236.660827564606,431.9616759948,233.452142333173,393.975088586942,255.25536886643,674.352889286874,329.130888498486,346.84675115027,306.159004308582,458.395663121862,417.861975376618
"NOSIP",252.897448144281,197.755983798337,216.265047235345,249.06023952388,160.87151076383,169.377387646667,171.216602742605,215.366985259541,185.271762408603,182.505361493593,267.381574647645,206.837332912194,193.050381639115,184.140529934857,194.50232755409,186.846344980689,254.82787799467,195.642511500615,172.423794308311,195.627752005904,158.642832396401,163.689432680226,151.490022708947,178.808088274713
"PVR",25.0050078628224,19.5821716638333,22.8371551227503,22.6243966259733,21.1923374021768,22.9868391353219,24.3534283508294,22.034763340875,25.6190553265767,21.6205861046359,21.3732050341885,24.90657209165,23.753619151424,18.1448928757596,20.0963255943908,25.9756449154172,17.6715139605761,24.7717956696003,24.0060913888283,20.9354026218854,24.2878520999515,23.9462386250841,20.1436716657464,21.7395923143549
"EEF1A2",167.236633661238,158.611125895689,812.592535082602,486.511303551896,244.04606306565,552.480877955362,57.7628492713911,473.81680847203,322.550195592066,332.366279075223,252.776116726419,656.669454928167,304.385934273144,388.762279391661,576.615059897525,181.071657683217,799.83749971449,331.044394353434,1092.21645819834,324.946001349183,408.007832916551,217.400048876384,576.818290548357,435.511431045359
"DCUN1D1",106.781178666336,123.408681684536,115.607383897867,99.3826713620597,90.8684642136347,96.490119912628,115.166024276385,83.8368827831217,84.9596199288494,105.925762097995,99.7629890463454,129.671651154991,108.149106233168,106.89449822201,131.063274569516,90.4441411508963,110.444449943616,83.7259735904821,143.22998864711,86.8326887853669,90.8648909697424,110.904156968684,111.283554694732,126.623692907365
"RCC1",78.1517011616725,67.3815989719991,65.9819892466013,71.5376243706689,76.0823181075604,65.3378237868225,64.4203893631626,71.4351946027814,74.3489794505114,69.9713297274605,49.4427729533421,58.9558967653732,69.4377939770892,73.1214081029593,61.1792807167996,79.2645452380666,64.4203893631626,71.3629323744512,56.9863848330832,65.4372700723504,68.2754219424753,64.8556185836443,68.2798726523207,56.518337136518
"GAB1",77.4759480476345,87.0812753151584,106.149201530288,75.2430177501482,86.1729042373424,79.4891893890648,88.3055982175569,76.7588823398001,83.9434726570468,97.507513280421,60.8756343820999,92.6510773013623,83.9813013308023,92.7929004167628,81.715533233146,71.6869265754932,57.1420338709932,66.1067648703415,66.2327983774284,68.440370547215,62.492065235927,66.3600608108354,80.3671257733056,79.9913394416085
"ECT2",11.2535091917126,12.9360426150654,10.5370573084056,10.025699152627,9.28069736368456,10.4430896184158,8.9750670245288,9.47286274566444,11.122659233087,10.0656537662755,9.59051910830714,10.3630796076965,9.18128380447322,9.05112813590561,10.4631367845058,9.07018312977,11.2288693118918,8.54525511729751,11.7004158565386,9.34555304388783,11.1060316693281,8.99902006222189,10.0747412451744,10.6334251067416
"VKORC1",180.692935848388,161.084757323281,290.010512445708,230.537501732433,161.866906922025,228.10745739805,204.407178610992,197.445599615741,185.927970224765,171.328159153661,290.477916522878,191.211822904653,175.229922805652,148.676918845002,162.110471413674,196.52540611662,175.659421841014,183.032575199633,159.005407425822,225.166251347841,180.483443744679,159.865619762715,187.460030997329,163.104132778761
"TNFRSF25",52.7677392173938,51.8814533002436,60.4056287060077,59.0640543058581,53.1954885259747,52.3188460661159,59.8655586511916,54.9235234125994,54.7465583135903,56.3212093479554,57.6483716497751,49.3625314058273,52.2481084032377,60.366612836772,60.235806707705,64.4998316051797,45.761101182376,62.8175717107233,47.9107986888554,66.9100687641399,58.5097711367719,51.3728689205593,52.9794462001794,50.8230378811874
"PIK3R1",31.5655185825311,30.0380791925181,26.0974364615999,36.5126035469886,22.5125631857647,18.2135924666095,20.1530816043085,21.7153633021076,26.7072216754398,54.2975570860927,21.4130463887018,29.1285823036401,41.1121492520634,52.490470663511,21.9618087367599,35.1123239868385,18.5750390552121,41.8402170126651,38.0586475228984,16.0352438334474,30.8679427108306,35.7969186738367,45.6279957050606,39.9447389412562
"DYRK1A",201.166918215009,265.853611244203,250.140707765546,203.881528032897,191.305346662139,198.897467168335,171.287532562986,213.688144987884,182.000920488139,260.044119373211,236.045885211514,229.98381041545,211.786944577554,221.215234561545,233.433098423691,173.051973856443,306.30745739805,172.774124158301,278.165248695879,213.396180048104,167.453200175396,235.132344919797,269.204180506082,248.779289875226
"CANX",1439.34784857535,1553.09389403027,1520.474855351,1438.81735040532,1687.02760361407,1705.84079073138,976.195239447829,1804.14960625727,1833.9985091288,1625.95284414672,1546.06386765446,1798.68134738962,1885.68223137,1940.96899201863,1782.25847894594,1040.32113557891,1455.90796372219,1142.96343334586,2154.87925226985,1454.49620883648,1866.11836815661,2037.15711206465,1925.4631726119,1884.98009166775
"NME1",259.901116474707,276.99965493337,658.258594934971,305.577852420789,259.861303551896,556.734380474973,312.219144207761,416.521638869895,512.916884817322,307.146136105574,401.168392345462,608.962055825556,313.650931823526,351.732076902523,531.595398494681,298.836471529374,258.571559962152,231.870160211258,548.614522114062,308.60149190754,376.745277905749,270.758516629701,485.322248886039,499.730534321126
"MST1",134.517786299421,152.35846902229,140.79005270201,152.299769221064,155.583819054774,135.105243564435,152.513851698478,155.281570638039,140.929511882325,151.878895565382,128.483847626,127.094443119489,129.683245171342,116.77492465724,138.616703923888,131.373132488698,146.519166968132,143.014088127203,114.570307246742,155.814418062309,137.55819126495,140.673530410044,110.005094585118,115.647086570855
"AGL",39.2311510510401,74.0084940446595,56.1380865428561,36.5683655505935,37.5192278474784,71.8791647054021,73.1928641945662,35.4340846143749,39.7160677365747,45.9907856965371,65.0888675758937,61.937786081366,47.0257364583136,45.1014294103544,81.844265950455,65.1158177271553,62.9059331212757,48.79885408055,83.2032722533616,30.3976921454926,37.5377943588054,43.2175884968496,64.1958978571679,78.7787473734043
"SV2A",436.038711239208,171.20489342335,933.484895880345,345.580903637689,303.473214889377,882.423144551932,111.556858350731,561.353718997688,434.046670297827,484.309329445662,272.796195556341,820.336944577536,404.032106541053,416.679646853181,664.812814756326,224.289681866332,614.037194193819,506.453611244204,1066.15853450417,318.180515955057,490.670149002481,349.453971567982,732.966431674049,415.120386828195
"PGAM1",1176.35500468603,1254.09671369484,1798.26113051037,1731.69079073138,889.480810885435,2187.57654184249,1515.63443208607,1624.41778539628,1656.70516064711,1458.2159899361,1294.23791669308,1669.22338565254,1544.94371502863,992.159934728029,1658.1272428078,1664.27034876906,1285.48847319933,1115.72957874803,1952.42703728348,1564.807349879,1548.12284656451,1334.44926561409,1750.15123066895,1466.57243495673
"TBX6",24.8097547092157,19.4504239219868,19.1379938322933,19.3784779720663,19.0470374013716,20.0591464259324,23.0348501559177,19.2434807367944,21.5854324569978,22.9430313165426,18.942491124146,20.1128872981403,18.3982188022474,16.0686770032023,18.6145494635721,20.5988274496322,21.552052806215,18.6831654295381,15.6345075782096,20.8701228350342,21.5216016404992,18.0557567455398,21.834035548446,18.1280444150802
"PFDN4",41.2841597622862,80.082374626915,88.2033571383327,86.6980611188508,52.5503428023459,74.2331376317847,84.5941443925025,57.2997279198467,68.0672352553071,56.6166831850658,87.2486130376703,87.6858931774394,57.6734581638735,70.1357668388861,98.6721095765377,63.4724841166816,67.0909985652549,39.7015555743458,94.1427756418847,57.7312186226239,56.9784790085829,56.3130096886449,76.3437938197706,105.326477363554
