"","P_GSM508710.CEL","P_GSM508711.CEL","P_GSM508712.CEL","P_GSM508713.CEL","P_GSM508714.CEL","P_GSM508715.CEL","P_GSM508716.CEL","P_GSM508718.CEL","P_GSM508728.CEL","P_GSM508731.CEL","P_GSM508732.CEL"
"KRT19",39.002666548791,43.6990621423228,45.6410429699716,38.8599181327961,39.4637418484052,55.4295352100553,47.1201247249055,48.56664811633,32.991523901554,44.0747622636436,49.2156088549372
"TMEM33",65.7542251998342,79.7155845318845,99.8849177785283,97.8337398105977,65.9332261810794,109.095434184924,70.7928916318579,88.799806346208,229.810071201265,177.315600043973,263.095087098406
"NUDC",571.859898423624,828.109657880674,680.295953594864,890.135219198577,1172.90413148039,829.311725883837,773.226016764258,1601.92753926445,1047.4894610366,1557.20585768484,916.071808443079
"PPP4C",360.172079361111,344.239333962441,336.51293620891,365.586580312318,390.19833122984,352.426647225594,397.863395459083,451.861032381097,380.226973322532,449.718551187814,433.286043797436
"TUBB1",106.380804221026,106.059697146741,119.083380983041,110.416180223915,111.546103586991,111.849606170573,117.694983375283,113.330499280663,96.3151530889326,105.631478498314,126.173333813307
"UBE2H",421.351974581985,440.7530324075,488.943320776286,412.849935642477,430.198932277795,394.804380671355,465.753662784462,364.670238386052,294.870720647651,289.268151171631,408.269839976504
"CD48",203.359613480908,179.5773080718,229.247309254765,190.277144147855,176.697040225553,183.183888427517,225.716263066528,183.183888427517,160.917819713514,126.790546242196,209.955554548112
"BRIX1",39.2209374664543,41.9726312870073,43.9028788409362,44.0647593475265,45.5335258200308,41.0430687848576,38.3745666893304,39.5718531427261,60.2585063901657,62.3430934107068,47.2482440629905
"PRR13",713.299561603203,688.915163792619,928.30298008176,1306.09122804703,896.098858013277,903.309336642603,683.702012715716,1085.47357585642,896.037130235148,1045.21612215931,676.806582803572
"RPS14",61.4198475558439,63.4187524285364,56.7974088529583,55.6639991463978,57.4099977471949,57.9862481408977,68.7546403479937,60.7765984356589,55.6914189073441,44.3787936561239,84.4414193864849
"PRKD1",29.0160413622946,28.4695985406366,28.3538387208623,28.5373445379391,28.9396358973305,29.5241867799149,31.0072194297527,28.0477684978975,27.7973617916165,27.9623227569256,30.0869578532735
"ETS1",126.093599277398,118.324807672569,127.926075716178,122.721290625631,127.405082728795,110.158074968511,126.210771136729,122.721290625631,88.5816852883291,94.5275340969729,151.243105028034
"PIN1",266.828109761393,226.100477423116,289.882457564087,221.271060733678,246.449370598242,243.538306381721,213.486738707437,340.908290923877,130.751644014295,244.455118393823,1085.83777841029
"PLK1",93.6313767429323,98.9329823546964,88.8929360639678,100.182949067829,93.7625994474253,79.1586495899921,93.158272799871,87.6731107001295,75.3413811535793,74.0504724235153,103.566195527272
"ECSIT",116.775280503423,102.54108170322,162.334955612946,142.10983159235,115.287425504846,151.137706342292,133.929583213219,215.463442729524,116.414600541649,159.35566161391,271.858940222043
"MLH1",339.808766587083,421.562645933392,638.699577187261,621.724037643155,430.99732937976,398.870031462216,412.654342061863,431.011734751425,834.167809497501,1005.20814046271,279.716795616255
"P4HB",86.5246490572447,77.7174916424686,89.3894456684167,88.8920467158137,97.948616830615,70.8273270429577,85.0141251562214,132.320372545673,101.22906261409,100.150550189696,66.8543598225279
"SF1",89.9041414806686,264.90675954071,90.4037826991541,117.808917728751,80.1283489051447,64.700498249454,89.7805453668708,99.2179846186265,84.6570910387211,76.6878885500883,88.2497425861785
"USP39",132.736110069052,116.313762943724,137.862188160837,152.168835501909,136.897991566951,140.213784173852,126.478622528769,143.94322390436,156.783885327864,150.771782258157,126.687219346217
"PRKACA",507.447868506135,608.079001761974,458.728615775879,410.685865489082,467.712953251016,425.241761575672,436.024595984586,465.501919184573,286.309878201613,329.577875283676,467.67094777201
"TAF7",350.949755120201,442.890396250564,665.750370673088,950.568275203091,472.128056632084,949.674628996271,272.197511490597,687.704714933127,1712.9550016174,1670.95987430321,194.742498450952
"MEGF6",237.226107417091,233.619587489464,252.139518849648,290.654590416014,283.349043815112,194.2146436546,215.069822882461,224.805993350388,206.462065978636,155.183947733301,329.190823386054
"GNAZ",773.577372032262,690.291077281764,732.24921289492,814.795467395065,748.946508267424,868.640146241633,620.259584290569,1025.04607508219,1065.51111864138,965.748947547596,481.581341213691
"BCL2L1",239.35988838779,330.598973526398,325.280552128975,272.842433758254,560.9335636454,332.964535931216,289.465287832532,527.722805473771,454.6067977768,446.253061197281,245.660851040284
"NQO1",216.101629727026,218.875106100709,322.937861459747,493.106834847037,262.837234827345,398.657301671192,232.292603733574,410.210629089806,582.369648899707,727.071669428062,489.505988198966
"LSM2",94.6581319485808,99.1066831009286,194.074304973398,135.885710607989,114.727245805398,125.771657704802,114.412666562056,201.618244407337,112.460766249526,152.261056455069,63.1924358299762
"TRAF3",94.9709475218586,124.171765102054,107.645450859496,93.7671501283173,126.563349904821,99.7509130317665,116.402028430873,109.687123352022,97.0850137489943,112.026645576096,115.333805310188
"SCYL2",72.3730140012874,62.3855179010627,69.662661975623,51.0952769370066,73.3555232405168,63.639424437298,67.1640135995532,69.9099255766356,56.7654753506075,51.5880240888898,83.0246125204253
"NUCB1",45.6379966529023,46.2329837693602,50.381766504573,43.2595373219091,47.75622527252,45.1043521672344,44.198530434076,46.7103873650717,36.2308048194573,36.2591645655494,45.6417989683999
"PRDM1",157.583875575582,163.599483660748,142.743850588991,128.735444716708,126.44921835775,105.956210473228,148.1541176128,118.131624761279,99.9475360083538,86.6946778840394,135.829878656398
"RFXANK",127.478714819131,126.061333845571,224.228564809612,163.153936194688,120.703428111235,174.366032422975,149.413636867553,203.631258095255,104.176608093418,190.567811505027,152.301776416134
"DYRK1B",128.525036114212,143.498584135433,138.090601038763,124.959399549483,128.020074519489,119.66597507793,130.176673104495,128.910650512142,111.190491579192,105.993492662954,150.930582856466
"IFNGR1",339.437723803739,110.279196310128,221.854466217504,258.612342113695,112.479454075872,195.884849680015,194.247944758995,205.870807816767,577.354769793527,753.293536241641,133.684776335684
"HLTF",218.090326688021,193.365148823408,174.430293062835,291.516855605765,125.691776166204,276.68474563906,158.593230071141,122.909126531719,273.972637616713,257.201744279845,131.165127558074
"PRKAB2",156.111132715614,117.086904916803,115.47294275839,98.5492139143781,110.739707364786,97.3853944884536,109.211581921178,114.736396754888,92.3782011646699,73.0862796754841,127.474141038523
"KRT3",53.6089559324063,55.0836616878737,54.213323965165,63.6708911308336,52.8929866682779,59.626285953827,55.1894885459054,54.7210028818684,47.4165057928843,51.1109134490647,69.6719363630529
"FTH1",2111.56146467859,2881.84861649164,3272.08476173385,4527.95295696638,2736.7730533753,4272.8236291516,1291.20094499485,3557.27126799277,6487.44456219489,4832.43677954033,5082.69959682208
"CEBPA",147.90633070608,162.133875003597,226.782225573848,227.09847503173,176.585627192447,194.912430906978,173.834020130823,254.743183403771,176.737281913003,190.146463769766,185.550318370083
"TICAM1",70.8973104526139,78.697378421793,86.2014946950788,75.9858868008493,114.027026111034,90.3657694395033,90.1853691299447,91.1339266737063,87.4502553920262,109.294684902589,99.3707855568571
"TAF1A",30.931612120837,30.7502302170805,31.4366108703404,33.1210537610907,31.6505300923839,29.2221092464717,31.1699267098243,33.8237792511909,40.5825522838645,41.2254644209685,28.9869091254311
"PPIA",5401.02188181264,4035.02283563236,9440.55500557415,7392.78180091061,5561.6971701455,7745.16017981002,4116.0153302637,9431.94247595558,7142.9975847643,8604.79078166448,618.732524849144
"CBFA2T3",83.8073862753075,92.820743409593,71.1518637586445,77.2053423012076,63.9153677587316,82.837041594231,81.696126070357,87.4727398744563,85.6907888853061,85.3702952304272,76.3570689798848
"CAPRIN1",124.309230946402,105.008333156375,117.668085111798,109.555044146805,138.119031824318,97.7739313270398,153.691492338037,127.208210501614,88.8720507746106,98.1916622198592,165.856440208717
"ZFAND3",244.889283182316,303.620467796725,373.391937541417,242.710345108257,288.570997220881,241.102598358051,225.51269150421,271.856344127096,271.940449971708,275.102852979177,278.538439416506
"EPN1",180.963649894636,183.14417762059,184.608566547217,154.449787421707,213.706377632792,175.757821545384,189.559630937981,157.30910752414,140.540827598398,166.516805167099,185.07258409495
"TRIP6",200.241482358998,237.571997422083,350.486678520591,326.616957108751,328.581063571458,217.483036011513,256.919658590708,366.725590245915,196.416004690953,245.714587676798,209.130988470057
"VAPA",1560.72676584361,1603.14479275382,1446.142456768,1431.47407026482,1524.27557238974,2561.17307585776,1036.03403867367,1801.61848994168,3321.70237253288,1435.38400970865,1723.97217003731
"BLMH",195.881682300715,185.259641590192,231.48030806561,215.372118512153,169.964795284695,197.149781078302,194.29005490107,210.412010278126,285.981754997175,281.267684001157,178.514070131894
"TRIM27",415.885114317788,486.570658943505,417.270746743243,401.036185813485,474.821366030974,358.459207375907,400.681554286349,481.833768150367,797.462790918606,482.716470781669,254.065459833477
"KDELR2",135.685878485093,159.348712523243,251.627847043163,207.945601508448,261.790564702621,175.662075398646,149.572834834982,400.031053444408,234.318906077917,382.729190934495,261.933001765202
"MCM2",177.781364909566,152.616323956681,207.639169737396,189.033464525524,129.168755122684,143.671956616109,172.956790298217,170.954631117538,141.21326126859,126.096900972984,175.624017420843
"NOTCH2",383.998937241944,550.428743839234,428.44041265801,447.113625003935,465.919771071056,715.089153485598,401.186761033054,348.231590438825,665.712591560306,485.926001145638,297.973515685637
"WWP2",187.337285468168,191.799556478917,190.029957606846,158.150704969221,168.962103798418,154.210867038407,178.582958285933,175.863184294584,153.862675610209,137.633624938976,223.741037645888
"MEOX2",32.5001183760572,32.2106770731946,33.2339818591816,32.1310093628286,32.0776598655269,31.3696778098215,32.2106770731946,32.6264569520401,32.2106770731946,31.1980151861973,32.934764088112
"TUBA1C",9860.86626211295,6892.98127462495,17412.1469959518,14049.536904508,10989.0046067588,7818.90620972416,7924.94505955562,14250.9847779643,7125.82448924572,6585.92278481037,2062.42496102255
"MINK1",206.906190500725,173.641759347189,220.116169283884,191.940537016506,195.974829571195,195.366536003447,197.072718960239,197.167844335023,144.563761649528,175.794266933322,162.889366324068
"HLA-DPB1",281.892647056051,308.963795278105,1256.50112430127,343.136091785834,409.962677249789,328.027436744979,408.58680908048,1251.45668460023,701.966830798791,838.956073103829,1030.70413867629
"TRAF2",179.889992211781,194.686469891072,193.212683350924,229.034959933261,213.894713632688,180.946760469567,193.212683350924,192.742972677489,252.568952103978,219.694436832195,203.388358160497
"B3GNT2",153.011074938209,139.210704475875,151.058756443623,125.627544101343,160.235553399477,119.728853653658,132.989280244996,117.69915815302,126.149304665333,109.913256052243,120.764645149383
"PRPF40A",256.47275857386,228.853468789752,256.566864217204,202.172468201645,240.66674812213,195.418560504428,247.646010381061,229.24828586496,186.198812497547,168.319119601567,209.397198874163
"DPYSL2",4071.51677630361,4044.91377274511,6154.94919205154,6399.49571120643,3107.79618523962,5513.48553636225,3724.81621568173,4808.33742952802,6576.16021911055,4910.6568709178,937.361733241595
"VASP",123.388839074845,138.921194497789,128.862507266521,121.010775688387,174.25334334196,124.43907727897,132.804306796929,136.945688123944,116.806665453274,135.654211363081,164.217205844219
"HDAC5",246.682813938701,239.969012152251,326.706723244201,255.26219612147,241.996223206045,391.255767672493,285.169224122637,322.722746907574,222.509029953515,299.249308348225,278.886870254047
"PEX12",235.838321865707,240.7922009728,330.429989528627,258.835520779552,230.17785756434,260.855602221194,245.424383707853,263.876289002214,567.096794267052,510.908714668511,255.798256303897
"SATB1",551.534859495016,923.103917141308,359.679034052952,379.399542629351,389.743703002068,451.745789618476,728.257956421044,390.160884450713,422.789667771077,573.326450372159,233.115630307075
"TKT",106.855969995707,106.793069442536,259.355039848159,122.874185377458,78.8611575991253,152.667855751306,91.4490337658653,285.18032377487,321.307813768247,337.438580356362,212.915361632841
"TMEM147",502.628242685121,617.152275133477,1596.14085784196,996.164488443966,867.184457794524,925.690304136292,600.326131920746,1832.69435874556,978.160508422651,1268.97775352599,491.350754681043
"CALCOCO2",590.817718595871,611.143189800928,617.38296260972,655.143068854866,623.037131468985,733.038078665985,559.918671415713,577.990454545714,1422.32186308321,1231.65633335069,364.457873404225
"KRTAP5-9",86.8434981664764,93.7011606376073,97.9221904550426,74.3639030687416,98.1948937488791,81.5784218434569,102.118249719103,93.9120232938818,82.3668388224194,73.4170683348579,97.4460366843372
"CR2",67.0127640353859,74.0926463372921,73.0129589772463,66.3557411434891,76.4402373028411,66.227838623952,67.407139334755,68.7069869495068,62.1176370686398,59.5087724969253,67.09194848295
"TAB2",122.124016729907,121.342065603321,143.263348427245,128.468071120466,102.589523852448,118.170610360377,116.867272801648,117.133081205947,203.410329316109,168.483928746086,114.953312735631
"HSD17B4",610.304186927229,761.8061814765,1232.28965543106,1258.9730233101,705.806428405957,1096.69906328133,948.653127864995,937.290680429192,2308.78927110196,2268.74801553679,1296.4073550136
"NAPA",372.627812364666,363.18857362515,557.601251089046,336.541442311606,427.779258156266,303.471518239443,349.411904013291,617.777308201579,247.151283351941,279.989589642373,323.51089687335
"RAB33A",223.963478986326,162.165399753243,500.518131485796,495.070491020643,202.764807667364,307.304787117139,238.903825241985,397.00648876793,317.230563457466,625.379207578762,278.111155534795
"NOSIP",343.383871526464,306.094003975997,743.21635680832,562.072502065877,538.441032345641,551.249778113622,502.945982625192,1065.75603373025,393.912466666472,782.893480064684,1206.64027984283
"HNRNPU",527.991589648267,353.125698063828,345.273467013008,504.220420973065,576.056605551621,472.810444242336,519.398657647806,558.423080844704,541.467728313011,574.412698036528,1183.68507719526
"BIRC2",522.404386586354,550.944806854425,587.437259647077,700.883503578064,472.583814443495,815.643998226352,456.159988993576,599.479454282064,1873.73956208068,1107.93262509512,274.561962448274
"TNFAIP8",41.1689708727601,38.9653741924296,45.7159800722404,40.0497281196381,45.3732087878276,43.8797075098223,37.7986571938744,42.8955072589748,89.7320041529045,63.134381635564,42.7216827323661
"DNMBP",227.901295707091,258.615583705943,224.475494019496,216.397062693338,298.967660913375,210.78408844966,264.038162301299,201.17103597305,179.744733559917,147.248446715747,265.168499568855
"PFDN5",1969.25548333857,918.774332677723,2829.24605341825,3062.7853222514,2236.22858723407,3786.28031802612,2341.69725573549,2841.46162415913,2207.17655024445,3670.06205548524,713.831224381039
"DISC1",102.947802722122,93.9892432847722,99.3432102556079,78.4972510475063,79.9988868871879,75.0483134517993,86.9523702941377,88.4771205476394,81.290420639723,63.7444158778809,87.3094834726552
"SMURF1",46.3932735018908,44.401600114031,48.3311268603539,44.4898400992329,47.0653251225703,46.4959738555959,52.8465498449205,44.4513889160143,36.5363217359202,37.1741546066469,49.4304051899689
"SMAD1",134.142887537432,286.244857751646,212.445288779681,209.479351947503,138.974764521949,135.158349318201,174.514903527242,215.674059985697,331.242800306716,194.020462793891,165.880835958548
"EIF6",252.542359086846,235.788629018397,520.249240205904,362.774972382648,383.324273814456,319.785444548931,280.016528585838,677.773809846308,322.586317103136,384.864329287937,302.958994813786
"MAPK3",495.067680129127,393.029066872878,498.954123727166,433.569555997901,418.739364096514,403.70522658674,467.004652726878,483.535829200354,222.090571895126,340.766266629762,429.796949583346
"IMPDH2",492.430579345213,791.62209493097,1496.0485773917,1294.53229809646,1160.69390100834,894.75261603142,1103.69779777063,1701.81380948375,672.419476803781,1280.12114077388,771.368269283628
"C8orf33",78.9928631513062,88.3186358354519,104.82048178243,83.6242900286146,90.2475923713034,93.8475480348782,104.773240108754,145.141057653069,103.534316563988,105.936722626012,118.081243829567
"CTBP1",651.531158435848,435.672376066432,256.869968606395,467.127884243843,272.519195334714,241.85700187361,160.702404385961,629.89548401568,231.617266587192,450.43535809611,152.39070931993
"PIK3R2",126.272496116114,139.703170691406,120.140675789715,114.117132838299,125.059167118482,97.8754125240007,117.022327950175,106.90342129055,92.5047346179692,101.521978499521,139.128218919984
"FFAR2",71.5185390909878,64.8856075736696,63.3205063600675,60.5045147153576,64.1617514540708,61.8666965104848,61.232656295468,63.1061113869256,55.6535736590016,53.4281978220751,66.6694345508519
"AZU1",66.4403502269496,81.330882634537,70.7438204626005,65.4918287915246,103.410702312474,61.6657669956758,83.1180853087695,66.4403502269496,53.9922470592825,57.4865975649088,72.4481227312309
"FBN1",109.19143155483,80.2832835096983,81.6269403336034,81.1755536381438,81.0604304744712,71.9926932880712,85.4629166471548,84.7456697110967,79.19650473967,66.3451778552869,112.338412315045
"ATG3",219.463363979238,103.121626404746,219.845589707749,313.642897077157,193.806244147992,279.479782134232,158.465199476006,211.301528069494,412.745651174219,754.852819637577,120.787867813377
"DCTN1",868.175425119921,578.174746009216,955.947228874825,904.020288982755,699.436419210791,657.652107909825,689.013674429414,950.2795861523,393.082977179085,480.070334824271,721.9005178188
"THAP1",71.8042985811275,77.9502518329206,88.3798932489927,70.0642511272283,67.5367330916531,82.7784384579254,65.558527135375,80.6959127362476,168.505933633496,119.64555780743,61.8736347413406
"ATF7",56.8553408799658,59.6131764579535,54.5555017939977,54.7396412161797,59.7004425184192,56.1164244811598,60.2347463747355,51.7565799430675,49.3073333694674,44.0415400412927,63.2866257567894
"TUBGCP4",104.974530976288,108.881094338707,108.65660739435,101.485543508042,101.994156711931,89.1359251411333,87.2239698807431,94.384739228664,96.6971962472533,93.3925349316037,124.8894892473
"SP3",132.76586001282,129.520912560224,129.021084159847,152.946347391627,112.042576946479,344.454529164995,194.687551215427,128.906438337035,448.203137318314,294.223452660864,301.416228102298
"GTF2A1",79.4828261045547,70.6650938106795,78.2431100624602,66.8142511166959,72.3853227721998,68.1921118133256,70.9650977118051,80.1053568507751,62.9779763922575,60.7433458367198,74.3766803178839
"E2F5",41.0672036962817,42.9108539242218,44.4901880136325,42.9108539242218,42.5201783472665,42.9076536954461,43.5504758193523,42.6495147643481,45.9255628819288,44.6741159918346,46.1332822225342
"KDELR1",106.712559538617,89.9674686858301,93.3885079198077,90.8728557053377,91.9206251710008,82.8462358661189,100.914210805266,91.9267270091015,84.2249289421976,78.8287198996355,121.502912822806
"WBP4",33.1202631699257,31.2155308064955,30.159821883797,34.9136862863525,32.4522372617737,38.0326915560385,31.3498526353538,30.0477608791419,45.6000765008464,44.8023163677019,33.6886444873741
"SRM",232.292603733574,222.979485821001,307.416857433839,249.330098703847,290.909483391027,219.524032177132,244.773355789808,304.063146411869,152.45766991214,212.325981481251,170.463680110589
"IL18RAP",69.2490159529123,57.1638655217187,60.9635260575216,53.4681847262258,90.249319484537,56.1744668633655,57.2741062092017,51.6498975777801,49.6225095329595,47.6631482496667,62.9403435897233
"CEBPZ",53.1835065573916,51.1691177232118,53.8372961813568,61.9836786128685,58.715499201931,60.2134852199323,49.2285002601049,54.087028346505,151.155222225986,106.791216517792,62.9494364890984
"LIN28A",43.7520257426499,43.2903563504131,39.5377600550106,39.3524152867387,42.9832770544744,37.9572380638568,44.0339700411997,38.0605125738472,38.2690020074151,35.217961797511,40.1610588553054
"IL12RB2",40.2495550977731,38.0766697878374,38.3978328705915,39.4888656889804,39.1692517431414,37.3407300613868,39.1860340573341,36.5571770353906,35.5088917968053,34.0679471869173,40.0797530782237
"DHPS",145.1695796206,136.682787348086,279.821608287894,219.702434021225,167.540214426989,196.456402942052,152.819694550208,284.693464904998,156.655634482189,252.986912623025,181.701282476848
"IGF1R",348.53742546378,588.412775632653,141.084889548455,261.036154941228,222.39799907372,228.863593493241,499.278608861929,157.144174204804,138.656613067221,207.326494012687,164.30028791886
"GRK5",128.088472710194,146.400247878447,85.4129724067495,132.030140778661,162.796418210298,181.632456646946,190.999214230067,116.11778621146,141.579150576863,179.407749163688,159.303455568974
"CNP",5287.9821598957,3159.12711619293,10272.2052766177,7690.02512734489,5033.65824437325,5896.21584988509,7377.98212641379,4993.35681190263,5083.91953738974,5351.94558824358,2518.59178866928
"RNF5",133.950286247045,118.107646621063,143.201911595349,117.322592166189,117.398052349659,114.710333778977,119.658257924942,133.560238654936,102.461061070072,91.4987560800832,107.687002603931
"VEGFB",118.744881244061,80.0475859151882,105.665024149528,110.201253094164,72.9513405936447,129.319540475394,123.192931244997,108.998942878237,89.2870301103675,97.9760100959456,97.8803069386219
"MCCC2",44.8121176594482,45.2725892333475,46.4555252494448,47.2679238513111,45.6856172152254,44.8199737663688,45.9679574716395,46.4830107715644,44.7140202417413,45.3131048925303,52.5439964988586
"FNTA",114.490151728177,67.4932326358183,285.459699953422,117.752600605062,89.5671522464883,117.179226124879,70.0089128487301,109.413261222491,327.78323550248,273.747016025042,56.2740629944359
"DERL2",90.7886220130211,91.4543814221173,118.661858007543,98.1284827637141,111.943092056289,119.207266465071,84.0923641557882,145.601954091229,165.715845618971,189.90453342719,64.9727845071493
"MYC",71.6440752156588,58.7847567837105,66.2015485035376,55.2875309596099,86.3448961051609,56.0697766594243,62.3729456668119,63.3734493900032,65.5430835496523,60.8981138501035,62.8460982182235
"UPF1",110.799836683242,104.085097834338,102.589732988926,97.451156640535,96.5322872238232,82.5677050316567,114.364053952941,92.4905010042642,79.2788374033595,71.6332226934957,171.168139166121
"PPP2R5D",45.8409562160149,49.13011083071,55.9847485704077,46.6458180629146,57.4611099222923,47.544732425753,51.9775915572081,63.621895646739,45.5789061979421,46.7196011228437,64.1199975016593
"GIT1",769.143665819189,603.333432415294,603.333432415294,635.141599232701,625.751423195074,603.333432415294,623.610711940328,579.259024533742,430.330970217696,470.444805232587,549.849513599677
"CKB",988.932280786934,702.495859961753,1560.65015746036,2279.97711778719,774.722539122941,1221.15529039487,833.299389518951,1634.67264071636,849.358738106307,1150.72766595081,272.548211658506
"DSG1",34.277630643071,35.54254318225,33.1824662499301,34.5080010759475,38.1557323796621,34.3354100543846,35.9258924990642,33.6492628537008,33.2096477349231,30.6859497874627,35.8885562357532
"RSRC2",124.560839760592,129.45693987879,94.1480560898921,107.404076845885,79.2603679584806,83.6223865747869,98.0217078376937,125.295867346344,105.250435567387,99.7167368488312,160.042744633851
"GPHN",98.785753063159,103.629137203507,95.8943024553464,90.5365018699662,93.8715191350227,84.137133827112,93.0570157184276,89.4808258465264,79.2382929714235,72.9401497167642,91.2636607913893
"TARS",106.621823155579,111.153672039199,128.778383117604,139.705292271734,151.740028496355,123.29632239092,70.6651113052114,164.759645643775,1072.10297441623,579.825092698107,162.609842254201
"GOLGA3",230.831977417916,358.720698043293,247.128819022826,421.685924337138,422.083268966095,500.988767417824,349.877133651082,221.232105461387,698.777209529638,589.073500490908,168.507092972369
"AREL1",122.682959186362,110.70788501952,107.399114765889,150.440280943329,128.936608799136,138.432184847485,116.258336561459,133.903465771732,214.954865219762,134.633417686868,85.1182407018595
"EIF3G",948.547952640914,441.452634996072,991.014522152084,953.476169469853,802.965303068368,720.707966300531,1064.71788145218,1162.41752548435,822.884451343354,1236.79690832909,4227.98049576738
"ERN1",205.376970437629,188.400771682725,169.933259578891,174.053725139765,171.244981635519,165.754776387648,176.151747827225,177.248545192764,115.938452692648,131.188304609183,201.709096242266
"PIK3C3",218.651534104451,231.212137567736,206.705440402278,167.994365742907,229.276186603948,187.490012302589,215.29753661748,207.613969738469,170.835986235249,110.233939472747,236.555853240565
"GNB2",395.624596839715,314.388494346779,422.855428665532,387.755362031933,503.218171438087,318.592834828455,399.346055528354,385.619085316808,320.066851495981,402.580955972682,263.847409834558
"TONSL",49.2762719216822,48.2171408392348,49.2755201625833,49.9988675110171,55.3117736438477,46.6525062735269,50.084082211052,48.0338861366888,41.2960433660735,45.6660162111969,54.0665984670399
"NRBF2",37.1303290494914,36.5522528224716,37.6628895520385,39.8567660032704,36.5947348576596,45.6893620915305,43.1209911257866,35.8294036240652,86.5839195028255,76.1097942408526,37.4915893257061
"GNMT",128.09418518397,116.566279415193,116.468815057925,124.781081219805,129.890565933575,116.566279415193,135.164731364392,110.208506605455,92.2753919355315,100.247525733653,163.155305074694
"RPLP0",747.047145864814,837.071669090986,2282.26017640725,1602.69194149362,1767.04622307496,1084.30544692386,982.591902990291,2068.49394539836,1495.0081425885,2272.44743278045,329.39990437483
"HSPD1",211.393690442149,130.80732635082,166.748749761358,165.446016807404,114.7698711733,161.897462972862,115.795472641502,208.410140402875,950.945227450934,280.97869556739,143.165848617299
"ACTA2",91.111577212433,86.0015350543098,86.4638279001842,77.419051260362,77.419051260362,76.2346983455826,99.9620085746424,80.6765573181183,67.6407087928294,62.3475948208489,92.2201777467181
"YES1",132.10267333125,119.058922181067,83.3812221685936,147.487142962039,130.157287823561,350.508534212711,160.493392366629,85.9485672530286,394.310261797678,362.090652082901,106.999399534748
"PRKAB1",167.285195209838,171.873350491234,125.166434563202,110.228605860143,134.110906673885,125.841047826638,183.85380962879,112.11654690927,110.897305426328,92.3999281789687,168.08877606339
"WRN",48.525287238546,53.5246984635682,45.9783433570131,52.6553974996637,48.6669963825643,55.1756251778696,45.671649475807,50.9818845375703,65.6894004271299,51.075516692871,51.490124341795
"USP2",68.8363417935683,80.2177516146152,78.1634952075794,61.9352923495002,72.090006186229,61.9012772754589,72.2227634780798,65.8707816991514,58.2357690322176,49.5356623547539,93.9521164704633
"BMPR1A",61.952444436138,109.120365048145,72.8897376418255,79.2319390288798,97.5427351847319,219.005286398285,79.1670396656282,89.6570703360323,145.943466013618,149.416328106656,153.279198487017
"MPHOSPH10",177.39778402783,159.734629774642,146.716742850279,176.473980486391,161.89247993063,157.312984054909,138.608393480973,176.473980486391,261.098246358918,327.437876695499,208.114605127397
"NMI",56.2373174186734,72.2818752861422,80.6530113162592,95.6217495178224,79.7780341329676,98.8710802919985,69.176196370529,93.1649640232902,93.7749511318518,157.188775843287,85.9397147516233
"NLRP3",76.4087849012412,74.8166219295909,83.7279902745552,74.1805624657383,78.0262692100337,72.0941550184116,78.890276666011,74.2418580446603,70.2762274463638,62.0348354907355,92.182268183691
"ETV6",59.2417968678415,57.8009508452588,60.2242588857505,58.917960006422,64.6063285576472,55.0063083892644,58.7951659605795,59.2486558614649,50.3723817701797,54.0498657074691,61.2799501789003
"UBB",13316.7007939226,11352.1198019976,17817.3703799269,14415.134315908,11273.6654487964,11907.4874664032,10516.1337831931,13867.057483609,20663.8053604603,19380.8579206672,16004.0173114459
"SUGP1",859.942771829178,616.785078298055,567.76166095245,774.877499797334,530.92098127405,632.146155338373,798.109000884245,592.362908081595,504.236386166035,449.264710415071,877.877088397281
"PHF21A",371.644290092989,354.093952670622,324.989971785983,469.94606944896,329.915764907911,603.911853559751,380.060353523002,284.211081540802,773.900745977086,775.495360253002,368.356196462919
"TTK",51.2515615073399,44.2149333124046,49.1760925019529,49.6976044310209,52.3707212665825,44.5081635455353,47.0517734535567,44.9616236131019,45.1888014128074,42.9642912561443,56.5410129690409
"SH2D1A",104.044694688412,93.8426889285052,85.972193145641,91.6007312944997,86.4910932349539,78.7731136162162,96.2972920907514,80.762298480117,73.9927213247483,70.119650785245,89.749471461147
"TAF12",71.0588690605057,62.1622086506251,72.0854537277173,79.9469323901851,71.5758527043998,84.1032704423285,72.8812491761325,76.5582494607804,96.8523964215352,91.4630960683509,76.6301575665954
"MLF2",202.048612685564,272.076103208235,514.672025047381,264.105012532255,410.787762084341,292.548509393349,239.285855876017,718.722826321414,267.018259169686,256.591677163811,164.705123609662
"GAN",37.4581300622251,32.7303367770312,33.7777733929531,33.722710936371,31.3468931836425,35.0198192119382,32.1904643980784,33.5205798324983,37.3646994026478,35.4917655113406,37.5339804547734
"SLC5A7",126.874580821543,113.045770820314,109.646421585676,89.1243355877152,105.20939513998,99.7859764766122,116.593366577798,98.709954646104,84.5440103027838,63.5336731220778,109.248155363027
"AHR",31.2763271351095,30.1148969833761,31.371218723543,39.0114137092598,37.0828596961807,31.617819482531,31.2953758031841,27.6722625885307,36.1385251813647,47.5901262617777,32.0679367650082
"DYNC1I2",1380.0297918774,1090.84468234717,2099.58825226349,1892.46257576244,1241.19412861678,2160.2636285328,1239.83464722259,1199.22227480577,2625.36007448153,2853.58033921328,555.571715922655
