"","P_GSM508710.CEL","P_GSM508711.CEL","P_GSM508712.CEL","P_GSM508713.CEL","P_GSM508714.CEL","P_GSM508715.CEL","P_GSM508716.CEL","P_GSM508718.CEL","P_GSM508728.CEL","P_GSM508731.CEL","P_GSM508732.CEL"
"UBE2D3",741.569277938082,641.221841672571,616.265996391696,943.197446434342,718.225688272307,1221.22311294601,602.447565520689,884.397817091426,3202.68747097855,2240.35631525515,512.541865361357
"SDHA",943.044443114112,953.516988949616,1381.72656578621,1034.94061655021,961.759341687008,823.667731948302,848.144713420773,1578.65653587753,1089.59684629369,1178.91504503367,540.281202880553
"TGFBR1",85.7209781471066,83.0581921086263,91.1033151575764,86.5548704762452,80.8832718881915,82.4764637185483,96.5651283700107,85.4175419695434,85.5967865425087,76.5957995015043,96.8055611817225
"SURF1",143.243415393696,213.353961443714,121.330452375831,236.88915391698,140.440816029804,154.250515163595,184.289799498432,150.478929629214,182.616508908392,215.46714716543,234.361799413565
"CSNK2A1",603.672406378317,468.201527851496,705.13735866598,604.445013851668,541.755490297909,600.009275192063,456.805995133967,805.323373950214,722.076062069208,609.4130361981,399.16094242827
"GTF2F1",121.406403221066,119.399742188791,119.197276952408,118.602781280967,123.505250817729,105.124014980582,141.794323902262,161.813007255592,110.306014891896,159.738435885438,277.324750596041
"CLK1",313.483624864345,254.837620439792,130.14680475829,296.249898097468,158.13385872781,265.860171410826,328.681700560687,164.574759977628,2216.96500098093,1030.26905283717,57.6081290779026
"AHCYL1",201.130390736456,314.087445286124,356.777378691508,280.289619032423,145.300090200302,267.803524129621,198.889379693577,268.221213636869,519.512732266202,416.117196541706,246.075985989564
"SLC30A5",45.0008798402032,46.1279888741966,50.0217249260054,51.3091162544356,50.7874666461862,48.0484724938586,45.8890206970578,52.6273847033361,70.0594469615296,66.9248384673226,46.9231200238592
"CLNS1A",409.830296080456,574.242998071226,978.137696594013,845.066242072747,576.485645934598,945.739685005264,657.176643175082,754.854606692921,1057.458918678,1040.64795745593,299.886775797428
"BCAS2",220.821350949837,155.603861896121,292.96386206876,333.219238973216,202.501956943686,309.008349821719,187.706364754087,297.513291887731,491.407633365739,411.722337695886,323.463325779823
"MARK2",70.2471799684435,71.6382491828129,78.2236998256546,64.3049831564197,71.8714123048566,63.1171765291635,82.1629655906733,95.9333843561619,76.9432309651933,89.5992307117781,72.2388266656612
"GRB2",321.888314718046,382.779512781542,418.958283749564,308.006049922283,357.838558425057,308.222300087679,349.693204096334,534.427859931403,309.003354607902,397.289819988446,459.796895695399
"RWDD2B",443.717004066847,396.874492198975,429.589100323212,328.451003614969,390.577166660589,335.690696853444,355.156325793529,457.691854701119,328.194530920988,252.100584996278,412.61190072188
"HIGD1A",1719.38728234002,964.615744274249,2027.28227252183,1836.95303254761,737.197645669126,2558.67842494084,884.972179034059,1593.24608077883,3439.39788188868,2357.63664464927,547.863462862089
"NCAM1",184.092816914969,111.548069251956,219.947813871487,189.541796462647,127.740351002394,150.441488867649,142.384176669214,192.815581478799,240.948251482103,179.14252838174,119.444384407337
"ATP6V1G2",327.623530929424,218.967599803335,580.989835999222,308.242543789844,196.138461793535,278.461844033807,222.468057525091,496.264228198384,367.330991788689,344.196915117118,106.147002515754
"COPB2",200.527534002717,207.44094789071,202.654305780294,238.841919188589,245.100752909457,268.144790139994,205.963952716282,204.731984949061,245.174360948431,344.670815192693,153.43948688211
"TMED9",653.006685120731,1836.32193905941,2058.15451914396,1294.28286871781,2473.44990228274,1315.34656595561,955.389429811342,2831.03750821231,1667.08468168775,1856.308217167,1016.72847469815
"FANCI",91.8988364975422,85.3945586929096,85.9043902539634,80.689430947027,82.3315023277716,92.8647247143537,88.8938787372281,86.6429401537,78.9887567856115,63.4689468880409,95.6974568944748
"PEX3",76.068001308876,102.652799932202,70.0727701752056,79.595942795977,71.0512529582185,78.0543240642432,81.5402516247932,71.7649864636507,104.509632628108,109.132398111382,71.969771933478
"PAN2",194.899929342125,214.765067432816,144.873374412331,306.781614390662,165.396577154728,309.538281174924,233.929009735384,153.079691532254,583.173242423422,520.177955653212,336.783394324864
"AP2A2",332.078478074093,267.241900407154,291.980449134693,278.820568862745,199.263758489222,361.725043354609,295.009030050129,295.381869816766,253.514931628201,225.249049471675,358.548320960492
"KMT2B",220.816342517346,131.799235996637,128.154211507198,158.424095457905,166.531491771274,134.993116496764,185.801189341215,136.73803265329,153.672595931853,154.24081480259,124.411644283279
"PTMA",1298.09758672376,648.343420305571,636.505463154563,1263.21326149536,731.526437313745,950.62661992043,1308.08443886085,898.554708010571,386.982139594124,713.459372601923,809.309009342703
"ITGA2",86.1232115551927,89.2370013924547,77.2441031425546,81.0015306395656,74.6851594500096,70.2144218614979,93.0275502008223,65.3505075453495,66.1714165869589,65.6875886850004,71.8427110986312
"GTSE1",65.6745122897913,73.6475939695927,49.3608144505713,50.1353291083107,58.1594806992553,47.1053789444018,74.3928154546793,50.6770989691735,49.8089776483788,42.8382730580143,69.7705412012427
"HNF4A",99.3546128934162,110.002281697298,102.743103657521,92.8289742191502,92.3635781992773,73.5791293473586,91.8548297467155,73.259957223653,74.0059897854889,73.735273109143,158.807645621782
"SMARCC2",319.794830847373,410.699177995194,249.299523923518,287.57905455945,262.899276399784,284.028981765809,302.688683792074,277.728973476659,187.551449936755,352.434776842903,178.334279621802
"NME1",467.855971013798,323.828723548174,968.434000008229,472.395092516151,489.207204802781,674.710977909495,331.958217189035,1973.4426224006,590.363170219621,1064.36135467286,319.133910073686
"TRAF3IP2",384.262816017602,554.538448622303,510.255340296291,450.250240864048,575.094734663246,379.232208813796,406.876916669744,452.619820618763,439.748243018703,485.831336840621,460.825157927718
"WNT5A",61.200251995509,76.2346579445005,64.2534618889258,61.2457525541326,59.7217659605523,59.8861176777406,64.1352889318684,66.6592170403346,73.9848410203605,92.4223344452015,68.9686247362915
"LDLRAD4",128.56838964098,224.360661370496,130.298237256208,135.106739932724,79.19735894505,305.506306170971,195.019701966559,121.250396788051,269.302161536377,400.1571248399,270.528288864469
"DDOST",325.513668487648,430.495887019029,530.834282353912,363.655119783128,372.543843511549,348.780187719174,374.293246315212,527.067026472466,416.980836197526,443.166850219258,331.798365757667
"LSM7",179.330916112406,89.1466200640061,107.376437790522,246.670212883722,130.935157078583,183.574344663577,143.864839022155,124.787924002666,111.638402082277,395.229323612247,419.69950400719
"SOX12",47.4889369924586,52.6459286846272,46.6560968382024,45.9978302837241,42.6374737262476,50.8074653630088,56.0095836904381,54.4804309555675,42.2069249431421,47.3361169968439,52.3006705563327
"CDK5RAP3",689.969876925851,944.39806436705,515.999884017418,1371.17612291502,653.044564391749,1010.703600408,891.702446437544,740.42034664659,1003.84968927719,1047.02943504728,585.456601450944
"PML",425.081644608536,309.6115083577,408.541998087825,411.979332731482,426.846929452883,356.094362396267,383.803324747667,343.714232161613,244.375206946986,230.562674060143,379.683689232406
"NHLRC2",50.8292980753422,62.3235603301602,46.7141134410202,70.8586605507826,53.579018897922,119.414086154152,69.7221913068791,43.2527472012721,102.793960262052,78.865107457999,51.7710788285704
"KHSRP",379.918042875736,563.375667201042,414.065298180799,508.499625641701,618.804565193248,407.779227963178,580.913692078686,489.323679392121,257.149973256974,227.361645071514,576.433926025937
"CCT2",547.120116778782,788.506142819673,1531.97448509798,977.41260352652,1039.0466583283,1208.02146709059,761.748246809818,2054.73953382747,2648.25582460607,3016.03065085429,793.542931511443
"ARL6IP1",927.06903866214,742.386259871392,1035.40769343954,891.547921224135,400.542366932444,1666.41587948565,351.885277867691,1147.52193653534,1797.17152161076,1452.48364785423,212.185441031819
"CHFR",171.840614909042,187.900476559328,137.866552921217,207.564587832502,191.775217090219,151.495079156101,159.865029478295,146.12122707429,201.573205351275,232.45819843692,136.590271611256
"CD84",211.057625036999,193.484266417803,222.870593820144,179.566585991711,187.025459912538,171.378340220503,248.317434878366,199.751421466803,161.223435152474,160.414918399217,263.229961912151
"SCAP",407.543495523448,424.654223895582,548.965114137207,512.475529231534,474.579243748129,534.613967676411,499.688307004687,638.739232149209,450.273754035755,544.369853866407,296.194799797948
"USP4",564.174908779149,952.229693000517,316.482063392413,578.827136014236,439.868231955986,412.204140665636,744.593170719151,535.318375516392,418.185641140977,708.701562903331,2591.80792229032
"EIF5A2",45.4720653531631,47.0313389765082,46.7765274776934,48.6029571136507,47.7716638362643,47.2106930819374,48.0218276240026,45.9070300818178,48.5576422253987,43.1691363597768,55.8843522907462
"PRKCH",214.718656595403,175.813136985227,269.798899039755,186.820726807387,256.426729382547,256.145800130958,220.800620426791,334.435171065381,376.338509897659,318.840604771515,155.068664577897
"NEDD4L",98.2288765917979,106.68022730779,106.028829050062,96.2460382968607,122.9389178996,96.0691453913324,83.6235976856308,124.44514463367,193.763192949285,150.801619119131,111.240573049266
"LMO4",53.1423822083486,54.6109279068517,51.5494113821852,60.3123677321956,51.8349894112071,47.0388153658213,65.226229043448,55.2388510369722,47.3657386487137,66.5091537307157,245.266824661449
"ADH1B",30.5181815536971,32.9715918031586,33.3495236064447,31.7467103683073,35.5321387779749,34.9502108135444,31.6453289893138,34.8458436837127,37.2375171483943,41.7742883782716,31.9676138929903
"RBM14",156.11495600647,309.115639313463,257.657732604556,272.892651582842,308.134427073953,208.211973201744,230.232576812126,357.14606472618,405.084851726233,391.09099523646,256.977263831377
"DNM2",103.142400790246,102.116898784195,179.51294418349,104.144189173809,120.870611402135,83.9390857721463,102.661273752537,141.488470034817,85.456748271704,99.4032698116604,100.024437008076
"ALDOB",173.959652641685,138.443582749284,137.014351441552,146.368379017871,125.859118016361,140.197125429799,142.964823300706,134.01122210923,103.238453487698,119.385512798235,159.309668324482
"MRPL3",261.01836731892,338.57403353166,506.259146101535,435.066346199074,399.814555543534,494.174746421482,208.237524915781,772.112243556096,981.24321860967,1285.90124793098,318.661018952282
"PEX7",48.8665294484335,52.4679355051909,61.0901837346666,53.7968557173291,54.2106330491116,51.659661012265,43.800971230607,52.2403714301555,66.5692389878362,67.6568271129938,53.8855014880759
"SART1",167.074426748186,138.584271986429,139.688249466611,255.226139753128,213.720729546209,164.184488526073,259.220509930165,250.375541511635,150.359842922635,296.138277130767,338.405780500049
"CDKN1A",685.995119362362,743.672535122807,1113.43814665309,1052.05261079332,2531.55954709709,682.774030175225,813.482436103241,842.140539599451,750.566205050227,903.470202919934,543.696999924275
"ESR2",72.8162781309717,58.726540827363,72.5700103027021,59.8002774853145,61.1392562006283,57.4666433932751,68.0205692619822,65.694299940681,50.6783665724799,48.1796747906092,62.0891361549401
"MRPL40",158.95611702881,160.115115755331,283.060107198113,204.314300636254,165.589127758293,233.602573452322,137.09236942736,302.359222850753,194.554602633907,422.577817085452,148.69457086567
"XPO7",210.388623125848,219.402707316695,191.572757179877,181.349742612019,191.5759355996,176.75324723885,180.240650978622,176.22655238176,195.347485595359,177.526190628688,217.888587104004
"CCT4",749.379813409779,1067.00124144656,2020.10619303348,1295.87673030032,1148.98335936055,1344.441951583,499.675386488364,2021.68400592027,6043.72188349638,4083.40293060709,237.402630685382
"EFHD1",2066.97882992855,2054.43054162907,3442.08050923721,3682.73635708531,2762.98997637606,3662.62711740283,2288.73054943623,2409.73196934319,4240.20739661758,4389.8510436857,1196.75512780547
"DOK5",297.677057035338,354.733758445433,421.257506360925,327.948124797858,281.727645350983,344.384008548429,221.093998753299,534.884612301941,601.367687522439,472.149717880556,378.193372497322
"AMOTL2",532.516370387408,400.205641476941,452.327110723329,709.744297944085,308.881065439955,536.698352608969,659.857129345783,371.41469855464,489.073457465447,444.991743313848,232.560506685979
"N4BP2L2",273.084379558129,334.015749559124,251.881094533675,300.008152633747,249.822631545954,407.214721912647,309.352113372736,229.305963142597,577.200955042478,507.857348335209,962.033280056486
"HNRNPH3",404.686824434945,279.726498604882,223.364481651399,458.254208588606,306.061918233786,472.344755900201,340.16937921701,254.323433353634,960.039771387312,614.970419739588,242.799385932333
"EP400",261.935524150605,295.200988316406,323.473707394391,337.997416405685,319.545822473601,240.847610538546,278.907114538921,249.887937070873,232.592346948897,229.716229659643,252.251539979306
"PHB",132.084609334339,117.723180883155,212.157584167335,228.95422997265,143.807722299933,186.249604284779,111.490963553402,437.287893075128,220.901713480379,359.033663368809,151.613582409229
"NDEL1",482.415672884194,523.924964452974,539.672451962806,503.187949220126,668.791887414057,529.862810337787,434.687932159353,656.6605806406,699.785454824649,914.248618971996,715.25371217347
"SNRPA1",204.563404967116,189.834588024009,169.974353255239,240.267310103371,229.984855594404,219.440962953739,202.893631183451,238.327481779081,226.002723811029,260.364183450772,199.333019503979
"RACGAP1",58.3661203474113,43.8208502248238,53.6992611173648,57.9155046511261,54.5176363901426,145.596303975152,75.985455972106,55.5388819572323,74.4668570626867,98.8117665990317,262.947379657169
"RPS6KA5",309.628129364061,647.858009770304,340.226473002865,578.1599710631,321.413697069169,442.186756095694,466.468853457755,268.425213048962,529.916170435504,648.515092878538,167.584032160836
"E2F4",1866.80135680413,1141.96326657694,1375.72177469416,1350.62738015864,1378.4960368305,1456.16411747454,1574.88304334347,1260.36335373292,881.416713185739,822.599208413561,1355.11378510939
"KCNQ1",80.5791937347565,66.5678770274108,89.1462700158591,82.624352811944,86.7639224511128,86.0570179609771,90.2016894896286,102.722806664609,79.0841844684181,101.873936952146,130.422640104514
"YWHAQ",1735.51610824951,1839.67135971617,2381.57429645407,3066.79697119677,2279.16069174312,3206.249471387,1445.31849373007,2805.30812406749,4528.73758016239,3259.5411161598,678.286464183048
"LRCH4",922.514733118129,816.119375646683,625.302591704711,814.359196574779,783.399033485941,905.072151283091,1078.34153872911,920.835822577432,515.129638039527,740.591957410183,1589.65616455023
"ATP6V1E1",1762.00672903316,1432.23573531985,3245.70250141981,2338.24647269836,1807.06849899172,1700.38597704313,1108.10020043555,3452.94214055219,2290.88077125322,2788.94951095462,1036.59721844063
"DHX9",131.502382563124,182.726252754063,198.987896173853,210.497433483828,204.937760920566,158.685931214019,152.565740812826,229.011683434744,254.392553131838,286.159297511403,156.681866701334
"SUCLG1",585.9694382757,625.595991122547,1019.46330934935,1149.26848489192,604.40870971758,1119.10028186722,598.692914763006,1122.40467441375,1154.83714512451,1370.20139445197,591.967232095364
"GNL3L",181.629052391075,201.793782066526,163.782539889738,148.608643594335,161.46095280789,138.196559842058,193.966538222083,132.874387203169,118.437304796467,122.092747827201,207.61910566367
"RARRES3",141.547352483692,164.44305332173,291.425207855673,274.145408269194,221.660365050557,188.795004782719,216.049544854544,384.615845708361,182.639418876409,229.431389279804,244.007457840557
"KPTN",255.505252756187,376.580984297376,266.607039705848,246.175100556581,250.547191346261,266.607039705848,308.305254423624,301.478196211449,256.356450194023,306.812276362849,287.128476051552
"PADI4",50.3668884843999,47.5768087951414,50.8213493033735,43.9633384888836,58.0044825860227,46.7229751534801,55.0736322240175,46.0770596728602,43.5611052523259,41.3453166264208,63.7236374818954
"CBFA2T2",147.18984709173,136.42341923696,138.258635680048,132.737617898611,141.401714666968,140.1856961843,170.129793422557,132.689301902199,125.655511254023,131.314003023109,146.707760266227
"GNAI2",649.175914542183,485.515086455179,617.084946941417,409.314905178457,445.13375835212,413.394094309677,606.756561305523,753.947128195114,283.699482612103,262.29390334177,440.726759055332
"CROCC",131.309545228498,157.211801256374,99.0550543505665,144.116005401983,117.432717435643,162.519108904168,148.736086474315,127.504027240159,103.295952553738,117.881227349792,149.110369739778
"EIF3K",562.939334631089,513.10080229925,966.727966803024,841.894435567854,985.286640915995,884.146402376115,677.413267836413,1476.49779712952,686.180555312866,1673.78312832418,158.32889214782
"BIRC5",260.575761580383,209.938925607113,230.024583159442,208.747573652495,191.336249750518,215.636716468273,227.881807724076,177.051576031018,180.968204958677,153.871117400798,302.386750672999
"MAPK8",171.825889954038,167.400214874533,147.7749290941,137.252706005453,187.919762138626,149.688549845347,191.471556676297,136.480097880446,114.643010291664,105.655331451256,159.385552962006
"INSIG1",119.354718713646,114.792476363612,145.571887224143,114.741889387724,119.834566559727,103.719662227652,117.594214084455,106.071513217672,104.09984566826,76.470327742984,105.38085454251
"ESR1",58.0874018480323,61.9251731265945,52.2409577126879,51.3540508976868,57.2466716483545,52.4765823017095,60.6301035481378,52.0338704794957,46.7927113600691,45.1286210978631,64.3661937130166
"NFKBIL1",118.10881646689,118.114232843247,109.893175936984,116.936105303695,132.72701582631,106.14374473218,123.909029526452,118.15533994696,95.0616660437463,94.3341524041654,137.89142689802
"POLR1B",1448.64835531203,1292.19114666071,294.130400466268,866.950894250193,756.085031020213,875.484374565419,1468.88407219032,466.40292848698,554.780780158361,536.296964718385,1343.93778964932
"CDC5L",201.771922612813,306.812767542474,369.34786847627,290.742832287681,245.509028163671,267.87162777527,187.332894634612,431.870386975336,785.397657572348,753.185068252706,199.378061446758
"SORBS3",587.672654904368,628.597603276091,607.765508425159,537.331838598241,692.141061177922,504.608771224447,676.914347565934,470.618120135394,406.599588568707,376.503283246436,596.785034175139
"TTC1",486.093053343885,620.995486436775,634.396680286439,505.850457460329,427.825491729074,566.222740947009,505.944356205212,804.715388925298,437.930703688288,578.447148169031,233.207458122395
"PCK1",31.1906532923109,33.1227313485871,43.0323536813889,31.8244486203972,35.3800900393317,30.454243136615,32.0813373019075,36.1353794736104,34.8751455838749,58.4836733328859,31.7264722653188
"ZCCHC8",192.188053771907,284.98213578737,122.757772724695,233.21447190236,213.570014173097,220.434500269091,251.32079624448,120.054234560391,747.376953468009,469.606826919376,704.215318570997
"DLG1",29.7386808021137,31.2171696327814,32.5919133828395,30.5501518098056,30.8516508581086,29.7837088467862,31.2895284561535,30.1249768475536,28.76319264546,29.3375887461246,31.2079549819497
"HSPA6",125.368414327008,135.851513085816,199.340541781736,125.942176868633,346.227948886828,132.077412396342,140.281056547296,141.269270033891,6216.70728298615,306.796820467063,200.569882803972
"SCP2",137.157849855631,117.729076553761,288.690666465021,233.377134560561,88.8715840530089,264.322974242973,115.454429333297,243.575345515168,909.888126212141,848.809388498599,144.526477670346
"CEP250",347.001970885908,395.806787878551,353.617692605221,327.979977683558,358.309148545096,313.509594833095,383.083894362274,335.071942221289,274.737560792957,331.339422057086,415.638168238866
"PGRMC1",133.507033345569,85.6972972674423,152.368512982821,116.295021664625,103.780483630755,88.8698457899392,123.130559406071,144.150863095706,137.737992057266,135.17950440063,109.685732329943
"UBE4B",91.4695323347407,65.902704233716,76.6272344536307,78.4561240828304,71.5632481313168,56.5265167931821,66.5168614658229,67.2067279082639,103.848062416358,78.2048777672063,83.20065972519
"ZBTB1",31.0381013342941,28.7576408862409,28.6651778917047,28.3183711490849,29.0802998922541,36.5041248461796,28.973135170851,29.6483347710559,52.8451524417207,34.483145074228,66.7092195214866
"ILF2",82.5438008556307,78.3212840892467,177.688551457651,135.410690612413,114.960109184545,132.702519346528,78.0373601121462,253.292616064412,201.205862932552,280.584090836651,56.2740629944359
"CLIC2",72.7880125402216,71.2198136212909,68.3435165863041,58.685708485502,86.4435035665106,65.2273040037744,72.2604066530367,64.2002478142116,236.419663189107,85.506659518632,145.547183836869
"SUCLA2",91.6007028215015,53.4199539048604,122.405008979678,104.370055140481,39.6999128571971,198.975690513192,75.8939535570551,112.21622450519,310.986020420453,293.505551284255,63.8581821652631
"TAF4",67.538014160033,95.0861928338549,64.8866000602199,103.207846903607,59.1186966885768,150.386023083966,71.3590675957459,57.6551232689028,222.392020897189,246.361227503499,54.4365764000214
"TBC1D17",239.471565783876,231.162175045782,328.407697255993,289.871863027663,225.043120542105,301.439882263403,320.487762476855,317.33222166651,230.270797439466,227.019604774127,301.337229494419
"SFPQ",168.230949483943,143.16383349028,179.988586800291,199.784159440001,186.04670001446,142.619962400333,124.528266705651,229.736853138457,237.150701642079,310.695927713288,130.183309694738
"SON",303.856086122161,328.34684928299,340.383332714176,354.038096233634,394.860216662437,278.479092540888,303.770198445719,295.232984270746,243.613438204277,290.402011914699,255.875492416094
"SNX2",62.9846745382225,71.0133184770354,77.9740492090303,83.593257623913,73.9771933145072,129.055004874833,67.2479994805241,79.4422943068726,143.030765126967,154.107001105328,101.95372292155
"YWHAE",1332.84300617986,1012.01598894544,1791.58118823624,1704.2417827673,1390.74937168517,1765.37364788359,1470.68936592615,2030.34457836851,1475.11630306199,1182.06915132541,636.422917815353
"LRPAP1",582.697999967143,812.09382036274,1035.61302079403,887.049836454856,926.011154008313,685.878258949009,771.286509620968,1354.90062499726,823.122753153485,1285.89760721406,1261.66171328957
"TAF9B",99.6174230802179,176.26532945107,81.1954939811174,181.385492903133,106.453388232269,90.2299401342131,131.859777432944,68.3778459496198,103.815544702285,88.349101365722,87.1350026732822
"RAF1",317.412321600827,485.239220278351,497.1003617964,704.528569754997,598.521631551708,673.915461398429,465.228480554751,550.714221276311,877.532625540691,1067.9422805918,270.196803487515
"SDCBP",1206.90099854353,1488.90129093476,1747.76686767715,1242.78201417217,1252.48686475612,1743.47624634009,825.714284001934,2053.52911237555,3628.30808197428,2779.98335089095,522.203422597043
"UBE2I",222.298693613301,243.945497148209,372.976121511139,281.526293549101,283.085706749261,279.523696245085,208.012531994689,424.938436190643,377.320016408858,510.395421705273,270.569499295196
"SFN",399.94130140463,526.281591460237,561.982428473352,494.335269336269,1198.66380546479,405.656115880486,448.824561090234,683.865304019301,393.610534219792,278.783424887006,1042.98954990734
"CALM1",485.9995136137,447.953600132981,662.603991713114,382.651272287348,504.267667072811,405.486543034207,485.9995136137,446.088847613843,382.903409221791,360.719845406821,469.769494120954
"MAGED2",277.496055330929,288.155932704793,482.804293151878,436.036159777161,325.771173541315,367.879735485282,313.003659513121,525.500423622193,256.030752773442,425.386079608755,311.925310675866
"ACOX1",71.3190777430743,94.0084244714993,90.4864933021904,104.668953570123,71.603427777495,86.7114192946014,77.7068308100847,75.0283979454232,110.037563573806,115.379387259854,85.0231762794518
"CDC37L1",60.3875395421773,51.0684057830596,71.5726136000319,65.7463230632367,59.4537825686412,79.7921709999586,47.7810752724864,51.209538026681,79.5945829233197,72.4787261441434,54.3002910682418
"CTBP2",1096.51026472808,2881.6434078255,795.942633327887,1509.871941585,1056.58567073105,1411.05986777877,1913.38910949266,915.255203102055,2215.35324861446,2275.62126716614,930.782282313777
"SPG21",749.969544105519,542.805237126301,273.964854650696,548.878079752218,468.252698273725,511.126734425621,702.221064270017,382.098108957088,445.879741533562,362.551044524203,566.673801111403
"COPS6",341.186758736534,436.834181697902,515.004522307654,441.645376255705,469.769494120954,477.488025388434,412.286176726063,715.574066361581,514.997438380508,689.735843574927,474.153374763375
"PELI1",58.9626344463165,51.322475608923,66.1701155257005,91.0636612738205,81.5460369314418,163.710014912207,66.1701155257005,55.3192838902785,366.432271238368,411.63407934885,50.0440547441573
"ALAS1",102.688285315213,89.1701426218613,249.549226030368,177.245249779991,152.925025005527,113.902593863558,105.447529462326,196.076345617394,148.947153876156,284.98286892944,131.210355296419
"PMVK",265.818650428797,232.334640776221,419.599882997117,300.538597138279,337.085240222547,341.037790437334,240.192475213568,620.155705952572,369.905394077058,424.104056394494,270.900003140905
"CCDC51",205.890235413059,240.959663756611,321.256402828196,231.898687011676,273.086561560703,236.064078171285,265.258620967812,285.76549719431,248.147872189546,298.006513303878,320.992444064421
"OPTN",367.55422336653,533.152511972818,711.952316571632,600.241741713059,634.008267978729,917.870929091194,592.538665662588,1036.79119459575,548.210972896213,804.291644262035,840.432351887316
"PSIP1",135.90903064186,118.062269564985,78.7452895131187,121.129961403788,101.450138351889,115.037028002702,105.777634236896,100.378904607406,112.724128981848,138.209010817777,140.332721459599
"NUDT3",3160.27935438947,3441.74885661429,2352.48312603598,2424.01734964338,2216.76833528633,2393.51307167279,3050.01478043438,2771.9338293047,2407.71504672081,2352.74021836748,1407.48226023553
"MAG",172.203333415222,72.4949935665025,727.581232439409,145.224238681488,119.683415660559,131.705832525651,143.36172881315,260.351845859056,107.468308777299,119.342510645001,84.8728880760327
"RPL31",5244.49557311973,4301.62450785572,7557.66629982437,7903.55222622188,7357.10756292992,8586.40527032646,5115.30650918199,7804.18491520199,5762.98400509135,10139.8450806789,2078.32970353119
"CDK1",78.8128197168677,88.2779103247364,77.0831265767424,75.5203019889096,93.1374938913575,69.3058571389378,91.153563593055,75.5321368701206,75.8958385448755,77.7823440758026,90.2696744068386
"RANBP6",192.877247159622,239.439028963622,203.12593558097,200.634868660273,162.060184736781,313.400580749734,139.639116320389,212.820475454618,682.892729590678,696.606675570937,292.724956741657
"DERL1",180.329443552424,167.165850742331,247.483660561958,176.115089425282,221.435460931622,166.978326983015,163.637465979355,279.310147469493,203.502268295554,251.573688362749,291.588349236354
"CEP57",54.1565216988711,51.0088280415011,46.9575436670322,52.0569655563844,50.227762100138,42.7455527460263,49.8093410400073,47.8600945187652,47.9603901827536,42.2129389591106,49.7741816568723
"MAPKAPK3",579.501238622229,513.634435506753,611.211556414087,462.205921997815,656.612924071317,594.700924703126,724.224207950685,667.347554850183,459.856902544367,504.083312108973,692.588868346905
"HLA-B",555.619141419582,208.826786314798,955.92150139369,348.237679140584,439.37065681294,422.583152394082,446.699673166774,732.494180488248,442.38726663189,690.00977297436,245.480041334948
"DDX42",847.158710381442,699.860555905607,724.420744594124,936.8161753104,786.923258619569,760.869015985362,828.13033282864,839.499677712961,841.479200426412,1030.51391625797,215.911608650626
"PARN",234.643949903289,421.799115676345,526.14462543078,466.920050224152,376.273481242752,364.362495130793,269.792150925933,628.132828352779,492.828919022424,419.467205249304,306.220492207043
"BRD2",102.03780233422,89.7766396758159,87.5461370787532,84.6661197709962,99.9932204924342,83.5268900458933,93.4968070909265,83.2527347563009,115.326795751882,99.221084630351,104.176746541265
"BECN1",138.254617268437,130.34235611132,127.787133511763,124.003203083327,133.717588217638,126.992881393421,125.928958673153,134.860711493088,123.644257987114,130.001966343709,133.377638478476
"KARS",364.328973452767,455.652494630035,846.806985776103,733.508360077082,663.325487891617,627.750457226495,463.461359127551,924.749517860831,879.872379135111,1171.3399434091,224.539891556587
"PSMC6",64.008705580207,64.7563506519446,106.488055423965,108.053571623381,63.0140199379161,138.300705030433,50.0681194551714,112.626675433308,381.437590252272,347.887570679128,36.9437184678701
"ANXA6",408.100034875675,373.131202359583,445.47310363914,324.699493511413,539.359350371721,304.700014802157,358.548334065179,487.880412851595,208.946953067122,284.201452193089,340.684050712874
"TRAF5",87.0659829477016,136.052682140823,80.4862048160568,111.352241067668,145.689597108499,90.1428291804119,153.165251201871,72.524017762059,80.7500323493191,76.2900457725016,111.09923598441
"CIAO1",221.890480885887,192.286255193658,181.558292878242,218.151443439682,189.784779391528,247.106764676745,192.697604165348,178.295124587678,222.375931579573,260.515368842473,166.644848532434
"SOS1",134.320970864198,117.146597544247,102.352795932949,99.4987235791086,117.412106411095,101.258917092563,110.035743146955,102.928128178826,88.6473085749288,78.2118766252284,137.856705752371
"RNF2",76.9332107980093,73.1163199182459,63.8069802089441,66.8740872710512,78.4392768110541,68.4694944966274,83.1494955426633,64.3915283981385,69.2647799690741,56.1205688931259,67.0533357492331
"ERCC4",354.319323558381,307.312652320216,322.83826987085,273.342110127524,283.324384693886,284.444446309447,416.999016093227,256.433175889251,247.638050746733,197.3533766451,341.457518109421
"ATF7IP",36.940983521273,35.6339896827154,33.379128145781,32.4276067316113,33.8502775046575,29.3788108158043,34.9555605382285,31.9762866714114,34.1601077447149,32.513976911804,46.5003272818007
"ZNF451",171.150023351813,264.840930342904,82.6382747208406,322.629670309268,142.318056195491,80.6754306105408,217.954468335154,129.738726046161,247.430070779187,153.448094244147,223.940862055113
"RBBP4",128.848827371166,103.097881252314,96.9407704970779,112.583849917113,94.7078756555173,111.191272287289,80.9711020775433,105.730851734249,125.926001445291,135.343524067622,62.5587980099836
