"","P_GSM1679692","P_GSM1679693","P_GSM1679694","P_GSM1679695","P_GSM1679696","P_GSM1679697","P_GSM1679698","P_GSM1679699","P_GSM1679700","P_GSM1679701","P_GSM1679702","P_GSM1679703","P_GSM1679704","P_GSM1679705","P_GSM1679706","P_GSM1679707","P_GSM1679708","P_GSM1679709","P_GSM1679710","P_GSM1679711","P_GSM1679712","P_GSM1679713","P_GSM1679714","P_GSM1679715","P_GSM1679716","P_GSM1679717","P_GSM1679718","P_GSM1679719","P_GSM1679720"
"ACAA2",145.388463549787,352.256378540345,153.58421624975,133.547950572991,409.496562348936,203.138524021713,113.304268878086,189.473780652981,228.133951174717,211.437775879968,326.183492442936,624.561866082114,227.262517948798,345.260205952011,224.98178278081,460.003289386442,352.696266239485,198.108799628838,349.820265842208,358.474575317494,170.193995571592,147.145367821378,257.796879007252,261.566476022964,121.798969573889,226.963043576102,235.198055306783,243.874689966601,506.185630786824
"DERL2",188.149776358547,214.636503053257,91.0469305911691,48.4729598376043,121.52142373946,157.852865800312,86.4518120919497,180.117050744192,179.741900925534,126.313476499721,250.074010872918,176.189631482308,160.079072861744,132.697872750239,50.4139780813187,153.734780787114,157.378413620806,108.256174660567,95.6100405034973,141.370255054786,98.7733010013701,195.127552980523,474.784213461232,114.834062644228,310.033740733537,245.348318055731,136.450780177981,272.952056847235,195.284667539639
"SON",228.060334980057,123.731631171877,12.8753235179431,114.752313084941,54.122987043625,163.028369597043,58.9444173354203,152.046861017824,106.001633879161,41.1891771194744,251.433108758096,121.510090677454,71.3305713269949,92.1513005209994,49.6615306472692,103.290555841342,144.731933954848,89.8526249682709,68.6142643613334,131.27237969373,106.371247232245,108.759619694062,196.084884804744,71.7712891526424,192.261183376966,110.945621859827,37.7035050491789,96.611896409846,102.98594407563
"HDAC3",54.1643295577636,35.3518946205364,15.6343214146452,23.7418578796429,29.614464608776,42.6979063230352,15.0635733190518,35.8674646503585,38.0223251957861,32.0360266484801,16.3091746221468,24.3020181354908,27.3710331836143,38.0892042153464,42.1370563067738,38.4336951967785,35.1291101832156,45.4675933574383,53.9915522843279,30.2936260831685,20.5144548233615,30.3887172674586,20.9024496492366,19.9364692090673,11.0726335976263,38.6724739054253,13.7647716846209,54.402815454088,31.0900963247186
"XRCC2",47.0374440896368,49.2401389357471,65.2962835552829,62.3223769340627,55.1441754784104,38.8162784754865,70.7333008025043,68.6160193311206,88.7187587901676,61.3261081556618,59.8003069478716,44.958733550658,57.2303421111936,49.1473602778663,60.9482421580121,73.2642314688589,80.0943712177316,55.2106490768894,65.2397923435629,65.6361898468651,76.7392569318337,75.9717931686464,52.7538014956924,47.8475261017616,97.6404962699775,62.1295482415029,76.0054784324717,66.5965499524181,117.559426727842
"UQCRB",1721.85552909943,1943.09163646448,2059.13209690533,1323.60857679009,1468.46896922137,989.815101124906,1574.47088082611,1128.26568150149,986.27607174524,1132.244713262,816.817828992519,1370.63382284168,1240.82017099052,1185.68006670353,1617.7619832065,1424.4488282306,1603.29258876196,1226.54245890423,1167.56731814859,873.466218731358,2116.78781992167,1311.51306101663,1518.91134117786,1157.11267289427,1051.9001917745,1538.02330646822,2074.29124603895,1277.52818359427,827.773814645632
"BMPR2",2403.18577985236,1256.25482669406,3500.24866494939,2560.16367468816,1407.19766313425,1227.88827577456,2142.30210115733,1421.44321864355,1130.30003082019,1313.47709258768,108.727830814312,1115.46263241903,1470.57096468328,917.826953189154,2261.10453931885,1108.57189583208,1399.54374969931,1320.72533085892,1287.9234867824,0,3400.84073293948,2375.91786846367,2117.11954304411,1887.5849047145,1914.55900933502,2615.14680098163,3888.24876673834,1937.86580565769,494.526844665055
"TSN",0,44.1898682756705,167.37920573326,34.6235427411459,214.449571304929,0,89.071563973524,0,58.7617753025786,57.6648479672641,57.0821111775138,70.4758525929234,0.829425247988313,135.155240764132,34.6125819662785,0,0,36.8070993845929,183.34631296553,80.7830028884493,7.59794623087462,0,41.8048992984732,0,0,27.2609242284145,64.0361117501927,40.3331218021687,115.616295707547
"MSC",7.1268854681268,0,4.59832982783682,8.9031967048661,6.12713060871227,3.88162784754865,17.0283872302325,7.79727492399098,3.45657501779874,6.40720532969601,1.3590978851789,1.21510090677454,8.29425247988313,0,9.78181664264392,8.40737082429529,8.43098644397175,3.24768523981702,6.74894403554099,0,6.0783569846997,1.5994061719715,0,3.98729384181347,1.00660305432967,1.90192494616846,6.58315167525346,0,0
"TRIM58",29.9329189661325,12.6256766501916,34.0276407259925,48.4729598376043,23.4873340000637,11.644883542646,43.8808440163684,11.6959123859865,27.6526001423899,21.0522460832869,12.2318809666101,10.9359081609709,26.541607935626,8.60078804862661,51.1664255153682,25.2221124728859,21.0774661099294,35.7245376379872,32.6198961717814,20.1957507221123,8.35774085396208,7.19732777387177,8.95819270681569,13.5567990621658,8.05282443463732,13.9474496052353,49.6728717314579,5.62787746076773,15.5450481623593
"TGOLN2",426.187750993982,868.646553533179,721.018117004814,1237.54434197639,1132.49797417698,640.468594845527,1068.85876768229,486.549955257037,1016.23305523283,1317.13835277608,1530.34421871144,1569.91037155271,1949.14933277253,953.458789390607,1942.06682728184,1639.43731073758,1093.21790890167,1240.6157616101,1485.89251182494,1706.54093601849,292.520929888673,435.838181862235,185.135982607524,658.700942667585,200.314007811603,191.460444580958,827.681706079594,513.074828506658,1353.39075563541
"PIK3R2",19.955279310755,37.8770299505747,6.43766175897155,5.93546446991073,16.339014956566,54.3427898656811,14.4086353486583,30.4093722035648,12.6741083985954,11.8990956122926,6.7954894258945,6.0755045338727,15.7590797117779,13.5155240764132,11.286711510743,8.40737082429529,9.83615085130037,16.2384261990851,11.248240059235,10.0978753610562,16.7154817079242,7.19732777387177,15.9256759232279,0,8.05282443463732,9.50962473084228,9.57549334582321,11.2557549215355,11.6587861217695
"TMEM177",289.351550005948,90.9048718813793,232.675489288543,212.687476838468,139.902815565597,151.383486054397,229.228289637745,120.078033829461,100.240675516163,147.365722583008,29.9001534739358,24.3020181354908,155.102521373814,86.0078804862661,165.538435490897,94.8831850170468,94.1460152910178,130.989971339287,76.4880324027978,111.076628971618,161.076460094542,167.137944971022,28.8652876108506,142.745119536922,114.752748193582,60.8615982773906,221.433283622162,119.123406252917,73.8389787712066
"ATF2",0,3.78770299505747,1.83933193113473,1.97848815663691,3.06356530435613,0,1.30987594078712,0,1.15219167259958,0,0,0,0.829425247988313,0,1.50489486809907,7.20631784939596,1.40516440732862,1.08256174660567,0,0,1.51958924617492,0,0,3.18983507345078,2.01320610865933,4.43782487439306,2.99234167056975,0,13.6019171420644
"CYB5R3",11.4030167490029,7.57540599011494,9.19665965567365,8.9031967048661,2.04237686957076,12.9387594918288,9.82406955590338,12.4756398783856,6.91315003559748,5.49189028259658,6.7954894258945,9.72080725419633,14.9296544637896,1.22868400694666,7.52447434049533,0,12.6464796659576,10.8256174660567,10.1234160533115,10.0978753610562,1.51958924617492,3.99851542992876,5.97212847121046,3.98729384181347,0,8.87564974878613,2.3938733364558,11.2557549215355,4.85782755073728
"ABCF1",369.172667248968,489.876254027433,894.834984497046,728.083641642383,696.450512523627,518.844255622336,656.902784304739,348.538189102397,532.312552741006,572.071904437144,1004.37333714721,588.108838878878,860.11398216388,481.64413072309,1146.72988949149,572.902269026979,703.987368071641,533.702941076597,437.556538304241,131.27237969373,405.730328728705,189.529631378623,410.086155023118,539.879586181544,440.892137796393,200.336094329744,998.843649636183,457.734033475775,696.612470775726
"YARS",0,61.8658155859387,91.9665965567365,103.870628223438,35.7415952174882,0,53.0499756018782,7.79727492399098,29.9569834875891,42.1044921665738,29.9001534739358,0,82.9425247988313,0,106.095088200984,0,8.43098644397175,0,41.6184882191694,257.495821706932,0,0,0,0,0,0,192.108335250578,7.50383661435697,0
"MKNK1",196.7020389203,222.211909043371,129.672901144998,155.311320295997,292.059892348618,192.78751642825,193.2067012661,308.772086990043,258.090934662306,283.747664600823,159.014452565931,404.628601955922,374.070786842729,476.729394695303,365.689452948073,399.950640641476,248.714100097167,188.365743909387,569.16094699729,40.3915014442247,320.633330942909,267.900533805227,192.103465823937,265.553769864777,195.280992539955,187.656594688621,150.814020196716,200.727629434049,250.663901618044
"ZNF16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNX17",1805.95277762333,703.25018941567,388.099037469428,803.266191594586,176.66559921787,1242.12091121557,722.396581344095,1043.27538482999,649.836103346163,453.996263361318,554.511937152991,511.557481752082,432.959979449899,992.7766776129,482.31880522575,869.562353827113,748.952629106157,443.850316108326,614.15390723423,706.851275273931,906.434985343342,1054.80837041521,1250.16555997339,760.77566501801,1050.89358872017,826.703376601222,402.170720524575,933.289678910648,542.13355466228
"CDKN2A",0,8.83797365513409,0,4.94622039159228,0,32.3468987295721,2.61975188157423,9.35672990878917,6.91315003559748,18.3063009419886,9.5136851962523,3.64530272032362,1.65885049597663,11.0581560625199,0,13.2115827238926,5.6206576293145,2.16512349321135,3.37447201777049,15.1468130415842,2.27938386926239,14.3946555477435,7.96283796161395,11.9618815254404,21.138664140923,16.4833495334599,6.58315167525346,9.37979576794621,3.88626204058982
