"","P_GSM506039_1_1364_BA9_Pm.CEL","P_GSM506040_1401_BA9_Pf.CEL","P_GSM506041_1516_BA9_Pf.CEL","P_GSM506042_1647_BA9_Pf.CEL","P_GSM506043_2515_BA9_Pf.CEL","P_GSM506044_2525_BA9_Pf.CEL","P_GSM506045_2685_BA9_Pm.CEL","P_GSM506046_2729_BA9_Pm.CEL","P_GSM506048_2977_BA9_Pm.CEL","P_GSM506059_5138_BA9_Pm.CEL","P_GSM506062_5441_BA9_Pf.CEL","P_GSM506063_5476_BA9_Pm.CEL","P_GSM506066_T72_BA9_Pm.CEL","P_GSM506068_T127_BA9_Pm.CEL"
"PIM1",218.920494857212,231.207600246498,242.152741579553,271.437895007462,230.867091050085,346.258149159945,192.188664596009,187.223175925111,229.390348369538,334.31796326756,292.631764414248,340.442551082453,274.141444992654,334.482943000354
"PAFAH1B1",60.0012930304642,56.3700234483752,53.813732944089,59.7886868394256,82.9940396851744,69.6001156922627,88.910794479498,66.6460004805528,63.6738795418756,60.8377993470616,65.7654760566945,62.853846024541,59.4310628365587,54.1388700950778
"PPIA",5460.03103064292,6703.59114007434,3861.15435854681,4160.31806830954,10626.8552072997,6078.48824611137,6027.1600272601,7721.53894176218,11771.8655453924,8832.85967123172,8346.62411557019,12447.5769788735,7281.61509906217,2021.90067721603
"RECQL5",86.9123090344801,87.5802409596128,159.316369761972,131.183393208645,85.1646234786144,88.9971199961058,95.263553911656,89.4984281907468,105.543971624049,82.936235744413,89.6084717675883,85.3187444265342,107.469553398104,147.184665902052
"CDK2",94.1776164635702,90.9349911486297,113.266540689852,112.337372311095,92.2034123478943,96.0567013452464,99.6099861165161,100.890612469929,90.4931441322129,87.4062730531174,83.8246037168323,80.786589333055,100.62423627133,105.110625949251
"SLC9A3R1",439.777132690539,363.310292493992,549.595961476103,758.727663120185,542.328952426175,582.991020637293,388.504734006153,410.504422997018,334.823452836477,481.214100831023,282.925306173327,389.540682058958,635.694190664394,470.60326686743
"MAP2K1",296.879052692313,521.482612570305,254.80872242481,381.385073845253,889.990603913647,398.933682959465,279.172408072563,295.619107464425,946.758301087375,1878.50180637871,1951.85869893158,2632.77073464346,800.66211380883,257.525537989096
"SUMO1",34.0465135998217,33.2131076166253,29.8894440799061,32.2797360529665,36.4641795323411,34.1924591593824,33.3638568132353,32.0441914606106,33.1959344916511,34.8106432039665,35.5626145558435,31.063264056323,28.9461696175576,29.3104964960904
"CDC37L1",54.3969559766995,58.1062816851964,44.0992506798989,54.6556242803771,115.601273631584,138.653294111108,63.8999807647864,85.7936260527493,92.9998585554413,97.6737673489896,102.201777959536,107.006572569097,78.8271757511188,45.8240625757918
"SRPRB",301.486661320875,481.363397761142,358.84660825959,543.666778843797,651.109390678726,530.545526723823,313.069729459909,405.560992160957,450.917650026513,724.34626339735,591.421176892571,845.472977344121,744.740348447011,340.448196985789
"ATXN1",482.123864656644,930.065113251228,549.14342074619,589.756828438007,909.563863351728,386.809345106399,807.805539608752,736.549140379873,865.671118589545,1375.06420115778,2086.90575881643,1147.29612805615,745.064799157044,713.625999802218
"PRNP",197.580323983254,184.393135736713,129.975626889684,157.309211707767,297.499684200672,248.884934978364,274.818475265213,193.918235162998,253.279459404175,115.871939209285,142.228253146435,171.487597693815,167.053749491876,131.568914647619
"ITGB4",61.2682704703102,70.52365137609,82.9493091350199,61.9827630603799,59.7880289193828,54.0798562536519,72.4681388299818,58.2028827367809,61.1877395454473,57.2414753469464,55.6249704381301,58.2828909186681,90.7270444464929,85.6456140082177
"AGRN",567.128988967408,757.754957903008,495.075205207224,383.227012586176,526.467145456806,345.283438061552,456.614690295585,381.300533347121,487.374182195804,288.705050975232,249.834797113582,261.520747726214,618.055868254117,489.296975725868
"BCAS2",159.122069583438,149.417871665538,199.832961552123,252.444678424629,330.209449552047,309.398419247738,165.04583651244,234.62672193136,274.146077689782,577.786551514473,836.027836766704,745.299016532611,235.52486975324,156.763278127037
"CHGB",171.83886349672,236.30819571002,173.207745655802,96.2071054791502,516.716256708934,99.452127619194,146.402028507819,186.72772033263,372.576057464135,785.845551541469,1079.74375113129,1232.90939560069,514.992789600208,168.553758122825
"DRG1",778.64283155088,861.793507664633,876.49894475527,844.203881199663,1121.63537780222,752.963142356797,789.85004062401,793.444611238812,959.413518528506,968.881632070569,997.486826504227,1132.0251402052,775.585393352229,603.269106170175
"NCAM1",126.895110375945,109.1891855038,99.550749518552,84.8685055524652,113.394153532905,124.196322454135,155.051134816144,116.242830138474,107.738810306442,84.2044385497751,71.0097619800723,84.8996825821125,72.0573225047021,88.5872258999392
"RAPGEF2",950.383316294946,1534.96903576145,597.02239024259,1004.66813051127,1952.92924982964,1167.70848636353,1125.17938395649,1182.5525813762,2488.5604032857,2914.26871863921,4321.17893106485,3208.0855288411,987.215004308166,621.646395462785
"YWHAQ",1216.13684388143,1774.21118401997,2146.79662828233,2667.54444024499,3060.48555884874,1865.91031141289,1418.98216540717,1957.63411693913,2349.22804936402,4112.12077071871,4736.44246187107,3750.32072454109,1944.43814678938,1284.84989844622
"TCEA2",384.956643024173,390.97663181861,183.777974914467,141.275020118267,581.111999471215,176.371412320745,183.974872959281,245.086433653614,405.574771278701,343.625602661773,407.125359990483,574.628675242143,343.032049802086,110.039646781938
"GATA1",142.514334121983,139.247736047638,197.796845318543,155.703616156678,104.758640549483,127.335234148005,145.245521436816,135.406819332026,126.399980500086,118.443848045519,97.4588810112582,114.650937231148,192.978518622627,202.636804953595
"RANBP9",647.76311549917,1116.19096569139,833.397871991359,553.887431790306,1187.14366248275,903.513859335598,807.395158939421,1151.88732083735,1404.06989337268,2375.33720770752,2710.57072454109,2402.51669026013,1322.54041537726,684.346997486586
"HSD17B14",215.261490969337,144.109460103112,303.926865851165,256.55373215639,134.399942994538,182.834167830019,131.212560019925,158.395233930314,149.753513747107,132.670713443996,101.142247538566,112.96769706595,189.95242133936,248.084789818196
"UBB",10953.8303847015,8875.78666865561,11447.0908327427,11069.2204553349,14545.9731275345,15107.7806264204,13586.0162515738,13721.8657572688,14040.5760787975,16686.0120084006,16442.4269998005,15886.9064180387,14044.3180830245,10623.7195374529
"MPHOSPH10",168.682286297654,180.092921196101,184.587503060513,184.679419783777,225.324179469884,221.642427685265,190.687676250663,231.081408415818,216.529437703812,282.147157203983,326.815735835997,317.494590430289,171.808266997709,176.048251013149
"SLC7A9",200.290548568852,175.107164160429,196.066581416916,134.093801853874,140.941129634177,154.369663871504,185.043027176204,197.942521082622,158.545113733587,292.887428478562,326.886362940516,313.481836775388,228.496100232853,206.077076205841
"U2AF1",753.181387667145,620.068134333977,516.533116252868,695.97013347548,871.873451042614,1501.27702745748,1088.619187314,950.211238512735,1098.00515728095,705.488006839699,1137.50232602785,940.800338923804,419.859835708675,373.514207658248
"OPTN",242.814514789987,344.414878169385,320.468884161463,476.549057786632,582.439794766777,293.947923463019,339.603047219146,359.860584926718,612.987783685657,603.287761596556,1101.44142844551,928.869177751571,717.895156683814,334.116193098886
"RPA2",210.891233420598,274.837587751688,237.527548819332,283.945288361039,339.020192337652,258.543187845417,247.073034909097,253.37457061741,284.396498951687,469.653029982383,451.197690479921,522.787662196863,316.021517985976,148.321999360019
"SQSTM1",103.102200379684,145.012900391221,145.562299608938,170.518688716433,147.709210007947,117.388016551154,122.084091436946,102.112324931134,110.359695868427,139.889627909767,139.174992591111,140.682735624,192.645625174041,189.15828079179
"CYP3A4",433.300182530443,476.870919726526,572.393501136158,447.605942342508,449.131208675953,459.580086722049,533.139330908596,497.233003185336,548.438501381131,420.232885372839,389.037458090451,285.772408659019,431.664075899407,558.739498365057
"VAPA",1272.42300346773,1764.1446034874,1094.36078955868,1281.07188317475,2117.54441972438,2302.18614646897,2147.12666109095,2254.31537066391,2350.58040441524,2006.30508373271,1379.668353153,1647.72997148421,1287.33528045084,870.478550876
"INPPL1",454.271619366454,458.705636172562,420.403627575803,460.221173763071,445.656054435416,448.042452771273,441.606993680448,345.907563548219,427.23229163791,381.310521890325,383.608845057232,397.098641576992,448.972106475356,439.503510924414
"PLEKHB2",742.633777633225,1426.36183669985,616.424243651355,1018.90010510648,2147.16560053449,788.324894894396,571.982915536617,1205.13321373565,1405.11445055627,1559.80199668623,1774.40697751051,1779.6374309409,1583.12356387458,387.721220069412
"NFKB2",74.717544480266,50.3092431935457,56.5226624934572,59.8572672138707,50.5207311914099,60.0652445792636,53.2696332625874,45.1011227222282,46.6495340518482,43.7179784207975,39.7798144154313,45.1785391589505,59.6652185163933,68.3795951444106
"SDCCAG3",87.9277047364108,120.932338611855,122.7260088022,110.120542490861,102.618355583312,95.0523682082412,130.203166108814,101.466304715171,117.74241484272,166.467818442446,178.47962611881,151.948202041163,219.199573643352,183.258785319515
"SP3",186.369589716852,248.59808389842,122.748693467254,245.590454266332,218.566785883822,340.925149677944,374.533632988836,337.696827412019,265.861302502597,259.560603740343,210.576552706076,125.666918025627,135.854723559394,151.660396911064
"P4HA1",242.824149549007,331.374328188321,374.698090843243,336.442713362026,341.379521256729,705.49333982405,313.889207331763,260.002351079654,316.90924334256,711.079406973601,361.781084991712,435.20368081183,210.956883902219,722.082290037096
"LAMC1",164.557251841935,158.813476461901,160.395910479353,177.563166461865,129.354114981259,198.746443791982,162.440184185914,154.232472074045,131.696687039793,113.351218033975,91.8490457421559,120.300909537875,145.165372111955,131.696687039793
"BARD1",79.4674635604927,69.0511451748678,140.649327582038,125.891766834343,70.0153250865708,76.8508561724345,74.5143454612737,62.7517135366995,62.4710549417357,158.858887168304,194.077965093043,134.083166160884,105.409113415642,160.872037264127
"ATP6V1H",454.56002863257,1263.96126907346,531.193077182228,475.294573237932,2300.04281714642,578.569019138487,744.193749966396,796.144290532493,2222.83676127591,3226.33288059224,3155.76744992147,4487.28653783865,1922.9370936512,352.543193285535
"PAN2",140.740691877066,219.424507809945,154.037473243457,186.605096683781,167.866269887526,105.36734152814,190.080757340629,138.986795525042,140.123509507945,444.855439094306,380.98903855564,434.823095508648,230.632842600949,245.418226125673
"HSD17B11",169.320485151303,171.406510203926,140.886596859314,254.144002157638,219.152562490413,160.003015114704,302.900571418472,171.675168628978,168.038012052246,365.09128928263,547.796384491506,370.3314094771,128.038187259408,180.479476159504
"CLK1",171.900031533748,482.503516182948,159.204601254836,356.192952949666,99.7572598643525,194.38568861592,166.696002563042,215.806474508708,234.793768973504,877.989244580969,624.838043970612,501.729432169489,101.017360259062,409.900413026742
"CCDC40",100.89768054207,70.7654163888374,107.355126299812,86.8922707457164,77.2936497283218,77.8713941691527,74.1127596440129,77.2936497283218,68.8205405224082,82.870969684652,72.0044241557804,80.9689368784601,95.6612321917622,104.224433440743
"TANK",306.951648688314,269.565375558519,288.197551566289,254.506266597348,235.448946859418,298.268672196022,387.783358266871,334.51412750108,294.287870432922,151.592840873611,195.200544037558,161.592741724155,193.0794694997,260.081940601011
"SPINT2",297.76530829419,379.686643295647,311.255794060711,191.379591816823,560.007409059398,273.258551759941,254.247708522289,388.29275598262,631.954202858338,603.098720274871,965.876462519892,964.027236626684,614.277363949492,248.130160158074
"ALDH1A1",46.335235507489,58.275224918743,41.712981744964,84.6353239223822,70.7319057790367,185.233607568044,51.8077074543321,78.4641938778504,43.6984423280335,42.678098177111,75.1104142227408,45.3725921537073,34.7479098270865,34.8577537800805
"RCC1",105.164378922139,91.4950200555051,138.199443013303,118.347547776763,101.175694209913,90.2869134482185,121.899543355278,96.527080708893,116.530290173494,91.9180023137879,96.8389067305726,91.9394623343063,158.977480244986,188.796308187
"DNAJA4",478.427959048031,469.570429808942,519.838145217569,470.535668429984,529.810331742173,494.889119538454,511.107059943463,470.535668429984,505.687385403933,428.500906004984,427.677637457706,430.122127718823,550.859917701101,568.848792863056
"DISC1",87.6508728097429,79.5287468384935,84.8957800771627,92.3434575609004,81.1837222732997,74.0751321362474,80.5989440943471,89.8381053168774,85.1812629488975,72.5804989757498,71.3800346837509,65.9098191822387,95.7571172931772,90.3007543274742
"N4BP2L2",427.250862014854,925.122658317951,664.070211962845,552.045655866985,467.532856360827,380.005560441016,668.845016866465,483.651093221419,478.867146378348,2643.18282718117,3366.61383640801,2190.09552503649,518.79779785493,1426.70187471299
"ASF1A",83.6008379581046,112.29452116533,108.277852963298,144.940492711397,162.549584210796,104.654828247541,176.550095222625,181.166237571869,136.959679650622,515.190802168678,358.140841950734,171.132287562706,64.6676601750141,75.9379534706088
"CYLD",159.582337485641,165.37758872528,207.252632083926,211.64287669775,172.588675447433,179.070967298568,168.336150467132,161.844075553236,191.566163056758,168.336150467132,167.17338137375,172.853916178326,200.88918202667,216.151091768414
"SUPT3H",113.330890311056,114.598767479783,147.339790891338,175.960107208894,105.246319033711,99.6189720992516,124.228823346939,114.083799135008,114.506464522503,127.215549978953,131.208105388819,149.936825110009,155.376186642135,138.643898280376
"SARS",720.370929389854,747.071870337982,575.36089490744,643.239728614696,1511.57084742511,919.591347343048,746.168154846118,624.979009446566,935.864398790416,693.1487248566,666.038130838467,1001.61151042979,1160.19448965097,535.76824723964
"ZC3HAV1",42.2079566248287,38.2915370011168,43.8810693069305,55.3935292217645,40.3980725384868,53.4792467380602,41.1443372626754,40.3713089144862,36.9788935888056,39.5223298098386,38.9481468815358,41.3792998583563,40.3124912687353,49.4773883962563
"COPS4",227.813228734325,319.743241548589,265.196635143259,396.227981902164,776.851938505067,348.411623468762,297.608096985923,380.161663787249,367.138917094486,1268.84696167336,1280.96169332088,1785.43456352614,435.267383983862,222.802413862821
"STAU1",1648.87055665992,1911.78574592394,3061.50617341625,3718.65579847326,2051.43138390408,1911.50699849855,2273.23819218307,1820.94188710707,2775.81023404337,3737.81033997405,3060.400028151,3230.04894053827,2527.93048096805,2932.17113430975
"IMP4",472.850874941437,330.642967611921,253.091795828902,278.12532590954,434.969064785289,435.378002355989,269.332184910996,375.865546778381,338.427887089736,300.034807314759,326.544618449363,505.817562871937,549.395144895616,237.108714465782
"TUBG1",140.686857529021,123.10306976964,88.6949755811707,96.5715883800111,159.089874037288,91.6844011084396,99.8673375147396,91.8786169565719,138.99101826443,152.702327139329,185.480890737357,248.775732534267,232.506984229435,88.0088416314214
"SFSWAP",424.81038397873,255.18232974282,270.336334087164,278.779423089189,215.803101211928,224.890562446821,203.333267300416,202.80310524325,246.265513997621,540.495368480298,478.522776094071,505.280524345854,393.967577773978,377.110147588948
"DDX58",41.9850855460621,43.7453912462374,52.9618570770043,48.9030597470841,39.3119836516738,50.8761846139083,43.1669236624059,43.4250253521578,47.5164056467948,42.0410167948049,42.9911072167402,45.5200870365476,47.8174139285714,49.9514320465928
"POLE3",78.7913083004223,102.114233410672,64.7310193352201,86.0886889642745,193.33095121078,128.547207990475,125.521511828298,141.525884415591,143.151381832036,176.171037882892,189.111315618724,248.770895711472,70.1812049994833,57.5063806321716
"MRPS7",351.376641230275,362.714264572041,258.446755425097,220.184324037943,330.403328328912,380.098110770885,275.409191941602,295.352801394329,269.005822648069,362.998029963315,329.732506191256,547.726345806227,247.906651090451,204.990372570312
"VCL",498.620303598181,551.984479674403,408.104172010931,592.812104504488,434.307258989697,1205.60869472225,593.674877512823,534.508859595283,601.328983209773,561.365368847735,771.381109320796,755.056392487994,391.378645235692,493.390158196585
"TUBGCP3",82.9874701576507,102.802620219735,48.6597621765385,65.3997456425908,97.8780340099281,94.5839554438027,97.3996573252179,116.748630203814,119.646918165653,121.14043658122,139.429689573399,86.3759986736238,44.8059066748857,56.194555124519
"NBN",37.1172269907427,40.159860278825,36.9483231759973,35.1922379278763,38.8910447300601,37.6010743484181,38.2192634069394,39.1586200918086,38.1791739032321,35.2104555950138,36.156523716194,39.7227908091853,38.362894337269,35.6299245694552
"NEO1",291.234101802196,333.63264274247,322.445177855188,403.35727367818,329.767855801622,324.462308712908,412.679479776758,283.942490856609,321.983672982154,382.117101730501,283.351464191552,287.964747485046,389.944991905493,273.167566241337
"CASP10",75.3380980627901,72.3435965638581,87.6198424430291,131.330088383636,74.9173032717068,82.2615777976391,82.9702638288135,77.3841358365009,88.2289393765615,75.1662949631522,65.7507561003825,69.8491082879644,87.4498497852692,120.70290054145
"SMARCA5",135.830959327258,211.783118249488,153.083792453695,310.882293183923,280.719738721457,268.613437722457,184.6072991295,219.882229044784,207.164713165207,458.951423794084,507.929886737383,424.435061259616,164.612967607871,180.193191039936
"ETV5",187.025627762294,180.92457672158,210.586954963181,168.270773835787,160.127869162797,216.255305739277,210.298490194059,247.199522328658,250.048184458416,151.792997863848,166.048721695892,175.109050765948,149.960646675081,235.093469814692
"TSC22D1",5270.1651118596,5828.90556400972,4053.87328812479,5412.22501265402,6998.44104005585,7796.3037898367,6651.72316825536,4549.24113140019,5992.14216932441,6446.58500629586,7417.08407121379,6765.46993088377,4355.46405388348,4894.19140577762
"RAD54L",127.074497741215,150.477152095604,177.533759191965,109.688595241811,99.7743720798862,110.480655995366,118.666205800119,85.8292050592389,104.902766109119,123.291115702604,188.36629952065,135.113147943748,122.229966209528,135.432008232458
"NDUFV1",746.421912722968,706.858503745597,452.187233654432,475.013628337827,1211.65782216022,659.239258746344,570.445396855418,583.620003538186,820.495022280619,610.337604362181,688.210553298927,1131.95868925014,2605.83823465741,395.474934466182
"PITPNA",476.469895504898,691.271839064978,836.639000490018,1091.61731330725,977.375332555571,847.698339776229,628.560419378326,722.579771968469,845.078202114119,1131.83416307669,1397.72987354154,1264.64704811294,1187.86356992979,555.553355714405
"C2orf42",205.139845845987,237.083061879769,265.500360043995,254.732955294723,247.497088365199,166.202132191195,211.496185383533,202.688611993315,202.275453067055,374.908109599,286.015642832129,299.657284456592,349.295250840599,336.084365939926
"TUBA1B",12712.094230216,10694.5275874182,5959.609206902,8921.49304572912,19416.1628867002,10470.8351095348,6447.47930650498,11489.5809497887,19489.7881505036,14032.2731432654,14940.5891859129,18800.9878414136,14992.8199294127,4033.01318382448
"WNT7A",195.048099049868,180.208428291636,227.598824879016,164.119415383717,160.086628726911,164.48537140222,149.830267236704,186.715112230603,160.086628726911,152.227569616204,162.291946711385,133.156730021018,209.716541238932,227.365787254739
"INSIG1",209.473656910041,206.444063425654,127.640016453913,233.313337118529,404.625581134024,594.515798526176,328.388061462752,395.863053868277,425.611778430667,251.677243356046,334.95173869279,271.073507932468,134.621599897503,85.4252806581988
"FAM46A",103.639142897097,96.1963858616775,97.8692839272498,199.874348289302,87.0397771037114,137.609053603262,89.1022330207455,113.329584340962,84.8876385581037,278.736216607708,109.286077450134,130.264907485876,94.7440804838026,273.029388460911
"GRSF1",150.233227528354,151.676503434576,129.719980188559,123.269071978211,122.990584724019,145.187670134902,144.372923993477,167.373313856007,123.623693211058,112.560501587549,109.567188792855,97.3097980585787,106.430132123343,136.748541997455
"PPP2CA",574.241195666043,885.73347123213,119.720181793841,270.091101354212,1303.2826716813,843.569038800088,673.622820361226,866.011051434758,1103.72000153062,1371.61731541191,1367.43308035927,1295.98050485374,385.624885857422,106.641189952744
"DYRK1A",78.0695202508479,70.4693031873685,68.5371077063596,60.4897831375451,57.5727375511781,71.8925890775919,71.8264559801684,73.1971372157398,53.7066312166743,69.6189294726583,55.490431827291,69.9641808401359,63.9758890154377,58.4230545280813
"ATP5F1",803.795688264097,1213.26736609532,988.861912173029,1360.96903576145,1773.67487112558,1316.26732298869,1263.72660249151,1414.67452928188,1507.59834918683,3397.14832758526,3328.36395135723,3961.31210344323,1666.6438417009,423.416557927205
"RPL22",816.588393669031,1067.68014717968,942.524621856573,1546.43822549307,1698.35168038564,989.466148537305,1178.40388167383,1324.34877816051,1625.69662112648,1307.10070064004,1949.35088613911,1696.87505830855,966.009692819382,707.143193749577
"DHX9",51.2389654656078,62.7126412306755,68.6500165349105,51.4641696719604,59.8232760056144,67.7352516264979,66.7392157971891,73.7921580545329,66.596151349197,53.9694937583048,53.5025927065722,52.172484103271,58.521495722688,56.7199649085373
"SAP18",584.845283166051,611.431881232636,616.417387238536,730.043277252505,1016.13349619569,947.114869657396,775.072487913519,762.129530188743,979.279556195842,1100.10818420426,1205.41108751513,1574.40079852349,547.245173512392,464.062226790813
"PDE4A",129.261524746534,96.7372819508846,97.321937422474,106.037375060607,104.295742115251,73.759318078512,80.3456426513166,76.6069900907879,90.3068930138704,60.5244114129757,64.850024500697,64.2962594264269,103.078529608267,115.184171670055
"DYNC1I1",370.795752877219,556.003046801253,338.670755970963,512.501774091259,1084.80490502183,264.867367469004,243.441252593333,469.560317786611,958.860321150799,1255.33036853199,1577.51014044402,2088.70784445051,2198.66493338714,324.056804537965
"NRP2",51.3616428630494,42.7620131584101,54.326080177006,51.1114792139911,39.2127866897877,47.5250356029833,44.2659706657891,46.9726094567962,46.261347306304,38.2798930034915,37.6822474494627,42.8551756012615,42.4054699140319,47.9525961060466
"ADSS",115.137824160855,168.728430981152,128.988539155355,160.227924678548,202.2482606749,157.392486738199,132.627194582517,164.321679478439,186.582587006176,202.616151060953,270.772827962498,197.092562041279,124.89973534657,122.201661675907
"TUBGCP2",129.974519809622,139.437829990083,153.396032018506,139.968065806662,133.578821758252,125.322534477468,127.818097916193,105.1117963308,118.297925735964,105.738951866247,101.932232245152,97.5965387838477,185.070575307203,143.43204802731
"SMPD1",355.442390733378,335.494445300124,342.684170577419,480.308538644648,383.163919409435,427.313843879241,351.138883206866,274.625761612647,387.879700007915,396.150566610164,410.701547562199,385.431785484301,318.414968034128,328.759751861258
"TUBA4A",556.639985854271,1024.42518965716,436.777955754544,365.485602503724,2853.74832000849,377.855771560453,282.560933147331,534.018318187344,1704.58067811799,2079.44238623908,2566.26505793496,3492.14020580907,5846.86343924597,295.086268283208
"CDKN1B",460.894700257246,516.239858202949,268.228731201513,816.189766113665,689.212356291438,435.540377527518,798.808551533768,730.077846677443,734.624232523992,805.366163817146,1036.84711270264,653.880732759818,279.295872679769,363.730381343579
"STK24",196.523489768487,152.472841241878,129.003002010134,203.424967425757,233.957130333091,292.342525940656,227.994484687809,216.952304297105,317.849352553861,195.832130715138,184.695889381635,209.934624645719,171.409689586069,164.973834453794
"NDUFB6",484.104830411756,509.138143201097,516.828774904133,572.817942095403,721.890226481629,556.289282201597,569.830556273417,527.937184529462,698.01680928154,1179.61011740308,1212.32919706559,1570.5474327672,645.557292230485,463.894165878799
"ZNF207",366.692112343668,335.738661466259,239.98882440507,200.831551289358,355.221789002269,459.607108994282,464.676048669085,323.585647940185,302.316661482324,383.694488579344,348.306922255216,375.251630520863,242.747217421245,226.373813275008
"JMJD6",138.034065089118,99.9558021812974,149.339397987634,203.258040243977,82.4565136587106,481.513840053495,138.799891087933,92.007728977655,127.088296512375,1374.23767706153,703.622475086201,792.451795215603,118.794936869593,391.912490420217
"NDUFB7",262.268646259468,200.647551156291,151.646088189005,130.769248455034,231.387430935419,202.614029526912,177.797913769875,187.847366538326,303.193507658743,154.296347684691,177.890215178625,219.357522599797,174.273939375762,176.063333707095
"SDF4",694.431016371245,712.81045292238,556.23624206174,580.753279912181,587.96900240374,555.952096380713,455.610402160362,489.426185372608,535.671217554975,555.952096380713,555.952096380713,689.591569939705,772.090638182354,556.153101598665
"UBE2D4",209.594276570864,172.786498543659,203.178023412967,189.020181712399,193.851835264149,196.491779599942,205.886950487467,198.10512837874,196.01113817604,205.804855609136,216.487408041362,234.489792984525,210.557171063589,212.169852877867
"EFNA4",48.392216578233,47.6374565540128,50.7160402824219,47.3974626866159,41.9477760605304,43.5620355330323,48.9724460949919,43.3790842317114,39.7235372679557,42.2989760288329,49.635197351866,56.8215591287359,47.7092720223156,49.0872841971461
"RPS6KA6",79.008910667137,72.1102687800586,72.0484075015473,72.9848931468488,72.3355809558377,83.3902441209675,78.8623946431455,75.1634626595111,84.5878631510583,71.4739896018501,66.738506298084,77.9795499340375,76.3869688414191,76.8880672882816
"NFE2",59.5424727861666,47.315190423172,57.6982725318185,66.5009899305045,51.9096403768024,51.3623987401666,49.708443532621,46.2996107657448,48.5275849665776,52.1793342387083,50.78987836485,51.3189119166223,60.1675259463641,66.7174057749757
"HIST2H2BE",209.025263596461,183.451766340419,251.166357977785,293.04348416949,238.812716152777,272.31901356632,280.683210760996,184.176356150251,193.97305763896,728.310275791282,607.206153333422,740.394193612592,128.861451745926,371.758745386939
"RAF1",427.145507861709,516.919251664008,566.521168178169,622.204471168688,476.920322763829,490.341905558263,595.320670591272,337.858149777789,636.093531870773,1493.43025991147,1256.51385978157,1778.7259129175,446.148898103263,709.360678750302
"CCHCR1",193.240778632284,175.536391517036,155.984477807812,146.384629392852,183.99333259641,148.081252634264,155.07854104492,146.344792346502,144.543033295801,155.484903676492,157.761817615684,178.083824913315,198.201506131028,171.17906868899
"SNRPB2",294.313017602673,379.138946285639,363.455181885965,607.459559257577,464.629410403785,523.276466891508,355.099719964853,428.180560118452,417.886853351832,667.25085969516,472.759964088454,554.450803142441,359.103020847232,381.100355041098
"PTP4A3",292.099677414558,262.53274855759,371.822634344313,267.139686032748,236.675925963506,222.234736138035,213.499057930119,182.157225119889,223.925473258705,177.441030544664,182.958097618299,221.658878717557,289.624848222801,398.643135715967
"SIRT2",1925.56741263077,1299.30007150701,1749.42942743613,1618.39596963068,1273.42041433464,1174.67584218405,1527.71911713817,1283.21602124455,1104.04762464432,873.843019981776,892.961852193404,802.04595242022,1297.0402722338,1977.82402447953
"PPP2R2B",298.752732915162,638.551148698724,966.510322326244,767.452032798313,978.29659079924,335.366216115993,442.755388328251,552.827493258613,704.696818206715,1249.56373007231,1376.95017083607,1354.24800121095,1549.59142089032,511.443411312102
"PRPS2",64.8880973627525,89.7186825051802,67.1087234340563,60.7845121738364,106.500142518498,47.5938822097932,48.9972908104676,63.9844356475827,92.6404198823169,215.119455000207,222.898080542892,291.583475485567,127.29963171835,62.0508236877751
"USP18",94.9976705357056,74.9309949217038,89.7908027658637,107.846860671954,82.6319865954243,77.752038272568,72.0203704136866,78.2965994724073,72.543078706322,96.5591073269695,98.8517212420315,100.623415081217,86.5503478628087,81.0146829118362
"OXCT1",221.729872378623,213.481694357857,170.659561819526,205.737851372621,405.565418447994,202.80380475436,176.040350830302,228.359611472212,261.261364583302,528.540033670494,759.782638970566,864.906088739466,164.916604724368,148.351479234108
"PTPN11",170.422058962097,211.186206187949,132.718792188931,73.3985871062442,243.387311542682,362.965555597517,425.09040276492,307.50974034051,250.611835335193,70.1454742001876,53.8643739385277,58.6858760037151,75.9787174235228,72.521663815168
"PSIP1",310.144059930803,441.998776974601,327.122464129671,354.337984811218,639.713779734912,428.438771103638,464.800414286082,582.822710577455,500.914969779257,736.014371291111,740.849859231622,674.7313902082,121.336767645383,185.550418643623
"CSNK2A1",213.353570270401,171.399523050184,145.814658041581,145.205885384063,185.088703715913,273.589382533501,245.504127006462,272.136560936298,282.101888878871,120.833488888933,120.344693957596,109.275290163484,181.573329266076,150.006024692086
"TOP1",242.009439218656,407.021077387327,300.300098707491,276.318437744024,425.624736384602,593.236238732765,528.194453256648,405.921614743646,560.754460823634,517.829075180097,640.702467145681,386.661194457067,415.28077039579,225.645981245527
"CDK5",486.800916504169,452.355822927297,191.614877670721,140.060043280712,631.205454990281,216.143665399904,307.531810060694,319.114239828471,601.16435607248,325.52048276949,452.355822927297,491.205354032447,688.956827205691,198.245717479943
"LONRF1",65.3707282269412,86.9188974868406,55.7967298047459,46.7581928891307,56.0043352399386,61.8953434544063,59.7968155260334,61.6429450294033,66.1698271588829,54.8137213579049,46.6148835556791,45.5586264113812,57.8949879321199,64.409017838153
"SEC24A",143.99563975971,178.15039562496,173.813398124146,169.843804393093,139.370349156946,256.417095464681,175.232591781479,196.120010939848,170.356427197193,191.057171710407,191.529254696405,129.877422226378,112.256886411741,158.985382307011
