"","P_GSM506039_1_1364_BA9_Pm.CEL","P_GSM506040_1401_BA9_Pf.CEL","P_GSM506041_1516_BA9_Pf.CEL","P_GSM506042_1647_BA9_Pf.CEL","P_GSM506043_2515_BA9_Pf.CEL","P_GSM506044_2525_BA9_Pf.CEL","P_GSM506045_2685_BA9_Pm.CEL","P_GSM506046_2729_BA9_Pm.CEL","P_GSM506048_2977_BA9_Pm.CEL","P_GSM506059_5138_BA9_Pm.CEL","P_GSM506062_5441_BA9_Pf.CEL","P_GSM506063_5476_BA9_Pm.CEL","P_GSM506066_T72_BA9_Pm.CEL","P_GSM506068_T127_BA9_Pm.CEL"
"CBX1",302.721794489532,380.639760208286,452.524142255349,492.54371651207,683.099724155039,346.317031059068,535.537060436693,499.943270713751,588.664303659283,1729.25844489689,1467.07048299306,1442.72615373357,500.290772425319,271.115142329753
"CLU",6435.25659741701,8532.10304698213,2598.2791652518,3002.39770228741,10375.0551682625,9640.0403131996,10402.4311097782,7490.94755865805,9407.64187329201,5565.40542880442,5116.77879184531,7039.9273031654,6045.59426216175,1730.42513532192
"FXR2",1249.52574769503,681.265259370545,720.32841301102,570.344603654584,648.904654899455,611.560225880976,583.074705845204,576.041928610651,796.893047754524,604.26929760089,700.108304396473,621.618793481236,621.028297212892,815.981383442485
"IVNS1ABP",100.41475140508,149.09670663523,134.261128522216,176.004419870465,92.2516207692776,188.442820281302,101.036516284174,93.1228926478991,112.811812415055,353.795723565195,273.848335832093,365.962402878134,93.0976098527289,178.855408672686
"PIN1",543.150351164266,363.199713808558,208.487485792719,188.882916933117,515.670648976155,228.486212446382,211.386351228164,235.545354728779,334.622752903643,324.844214545455,421.304810854546,493.962399844103,473.659564289982,208.717246543147
"RANBP2",215.584504379217,291.120683510702,215.464724974703,264.069270607378,256.049026960601,294.031228538436,280.571932858512,289.730386317477,279.2049973962,435.523877438009,464.792298185446,402.986223502799,207.408927218159,249.439271019062
"KPNA2",218.888957402449,254.897539127632,224.685149291784,193.668741904073,333.977448049002,369.846631023848,251.03956272233,209.649649532579,365.631421160468,577.824619163093,789.072740731666,936.271150329192,387.558952271092,205.775215804511
"PRKAB2",108.615202547065,83.6173149107028,83.2780484994834,76.8357890020172,93.3857475995971,101.214445573573,114.32941263482,144.602092312284,110.692475321164,76.1451380510353,84.9159026255327,72.4075043435806,80.9497972006459,85.9407815897826
"NAA50",167.924112951567,247.747472703486,357.129369957132,363.149876498263,420.477750145184,584.586302957549,346.144550425528,278.301795238881,318.3265759448,542.911126784986,575.262512051781,579.249078609567,188.05418199747,180.561983896301
"CTBP1",1203.21753900958,1781.4668004799,248.48245683723,306.932061397225,1712.77421364736,971.473225350172,968.76746190555,1527.93439629507,1263.90989426536,1018.07786493895,854.555170502495,738.333414398618,1263.16445145238,441.925854031326
"SIAH1",287.952326127283,386.651394377171,399.474578505028,449.936977873242,473.510308107533,514.19257603428,453.726483203586,483.362134924616,488.913381478751,1024.79129727323,957.093174955662,680.50691998847,553.716880216207,480.576118223235
"PCNT",683.788217317186,1374.99317516575,927.712410136305,676.381754791177,824.218666935168,447.105446520653,786.166623990758,729.272343937252,753.545999223317,1156.88668602336,1154.87691267725,1395.77329315113,3763.31462771322,1094.16815656815
"PLXNB3",334.93050380399,118.482757383486,98.7605688793923,90.817570448118,96.4006000485096,126.295358055493,151.6295767976,107.727463211825,113.982082816054,84.8223493296722,84.2607217189778,87.6337263472433,104.912184997845,115.099387948468
"AMOTL2",341.176637166655,488.651230494499,322.77793367896,522.208929995446,356.959535059369,713.55911646314,401.58759908308,463.39053620991,382.960402479546,528.29219224064,476.165259859377,342.66860352106,197.79567030507,376.126690158648
"RB1",57.889905303335,85.9717839355953,71.0677886799095,124.877271942353,77.9835254513229,90.874425531833,74.5276434802897,90.7044342441588,96.8085224302674,205.598551096687,330.555896700772,205.015046607275,66.0415918188337,95.2505570519237
"SNX2",58.7497004811894,67.6586122028862,54.1154644011337,52.575661805246,100.609002713289,77.5791857865892,75.3621899310258,73.3094038531321,83.5545443795693,209.109847350067,217.968079868717,225.10828765129,51.3817115829895,49.6888096880947
"BIRC2",229.314713424258,438.330898792778,434.501954889323,750.300375138655,499.340423640676,925.761988273295,604.431448932981,489.879363446007,534.008671829175,1692.61777696386,1580.96186011869,1412.21206887126,465.797504469194,466.895694006654
"NDUFA9",547.932920119213,521.198842829015,720.423657957167,875.682833515625,687.931428209421,570.669491296006,538.002426945795,604.939524148408,688.043955178909,904.453415939625,922.982825499527,889.673844270822,729.221934911274,684.46695094475
"MRPL12",179.219080914825,169.632901689236,103.26106282453,149.643363412391,193.73484755966,183.873832842205,154.766112887016,143.435540927363,155.794280746261,119.066549413983,133.870125828133,122.027993162813,116.799202686266,112.450068746338
"COIL",50.8141435362608,43.6975278831751,54.0287740328236,48.3773377674008,48.4702031748529,54.8221313775899,52.723399277738,56.0631473332474,47.4116258814793,44.1222140880204,46.4844055330888,45.4434412709363,57.7360131859953,48.4119892151409
"NAPA",781.73399574373,545.354553778721,287.117662562464,218.912353358271,670.736381537862,352.987548839994,333.953512713143,390.709786743785,567.405537036827,232.491828261661,254.399372376191,199.957835845918,496.743246989529,240.918442591131
"CNOT3",53.5629194635389,52.0218865910711,55.0278685453917,56.7723064921975,46.9762230789473,48.4374816314846,50.0057752699413,46.8196577715604,46.4169354447287,43.0322292001228,48.0799662055135,48.4374816314846,59.5110948063249,55.6386767543905
"VPS26A",563.684247505791,844.475424246879,1018.46422278231,1181.58456057961,1187.66998869741,849.141497027362,1077.78244234958,1020.61387429191,1009.18556266487,2082.59723255259,2006.69487647595,2009.86207602249,767.641459359878,830.631372525254
"HTATSF1",165.609573306091,272.248559001808,384.538678815438,448.749141253166,405.210128222496,338.413592722771,312.013537888621,315.175500923428,309.272588812466,1057.53789845047,1129.51433465124,1327.92594073182,377.071776719196,210.655994429409
"CUL1",218.819171974084,306.528120969599,187.289691467338,153.03709937801,390.255096996888,246.925647317845,230.968916791634,232.155926597174,366.099602561919,401.386887642609,259.746738919221,666.619429939035,237.961846893953,135.450389987552
"TRIM32",191.597797174395,162.62952868103,180.356443735168,163.152571096579,200.880310591226,163.440116190427,170.870205984307,200.880310591226,188.237476881773,237.194438504579,251.056488069365,273.60925909887,234.963277779793,176.691834419849
"ATXN2L",245.766044202836,180.821687345302,213.553712557138,241.381024122081,145.035354118856,191.587656720649,184.948976229428,170.965604339303,143.72028866159,88.9355279799261,87.2690280864962,99.9372279655811,118.523642863269,283.002160361325
"THOC6",98.948509096046,90.9284818059022,88.8656640294303,88.3420573586954,90.016260074632,74.7625229438987,74.3563245366532,73.8774905912023,75.6232634545207,63.0204530138419,70.7423764968834,73.6353596092963,95.9469227000506,96.3540722869548
"KCNQ2",136.812699546434,124.384760016285,234.286536387988,153.433522036079,124.950893759346,128.308190956137,129.010126006979,139.545958254783,125.860105097504,124.202630097096,98.5328768118647,105.870855061908,166.210008062484,195.498563108282
"MAGED2",413.537569039768,378.398234713636,319.179853788131,367.537893164349,539.172501066801,281.941577036865,388.461642003904,322.043224735268,446.253632439968,529.415286671979,491.156519363514,709.253909293258,789.837344330371,310.278450866377
"CREM",154.770401732611,158.202540495894,186.113586271026,238.709998094144,154.083601865941,500.328245309704,183.773352232393,179.289097298091,229.506138380033,331.906387003349,310.768782726853,287.686754292416,117.067097590666,179.401226264038
"BIRC3",29.3104446248431,27.8645783269483,29.5775649825309,33.1011021678038,27.7583799630841,35.9782772155518,29.397228532079,28.8393864690995,29.4430212467105,30.2658231358215,33.8721451843526,29.3353643158639,29.422396872896,29.6891779816841
"AIFM1",188.840539694288,222.579694091913,251.496378395296,209.050636048519,248.335062726324,190.205341382837,226.158284603368,204.340487349581,247.075416433763,269.81649565254,298.417230650066,390.54522579667,249.285471903183,263.498057812329
"MAP2K2",80.3158795664411,80.3158795664411,100.628961126592,79.4743803914343,80.193878987609,70.3289329875779,81.3667112878768,82.662487264042,81.99281016503,75.3966840898928,78.0244079288444,83.1895189748054,129.558032139119,89.2284198245854
"ZFP36",504.956505073525,309.110723203903,295.13545342511,487.369370131325,326.180120690884,1118.0681175803,314.512702822347,306.170700925759,380.978103260073,342.713080253609,325.792439321182,442.019368805046,205.625878551471,348.100883611005
"SP1",54.692332040472,56.3528980701145,54.6558288553563,54.230251932666,50.8643295459912,54.230251932666,57.1684383833014,55.9692608259598,48.0984553456298,48.4526452118069,49.5921960259508,49.5937157241821,49.9904717461872,60.2992927763651
"PSME3",437.806287067611,387.948333088729,322.38896133813,255.720232234452,384.587043753557,413.304333009545,422.944948594171,440.69188928937,432.663489346425,203.751529930165,192.226222032094,171.277405671675,304.724274149442,268.78325618177
"CCT6A",59.8649459301019,81.5104375813339,78.5608558223409,78.7630489243268,124.046998284979,149.82611919329,77.975637819128,86.5078373545671,92.3929526911622,512.357008390799,311.881254411023,432.299894777249,80.0639536840631,84.8407854039714
"CREG1",337.774839391534,425.547787713205,298.847156527779,1058.6524224797,520.679798020004,433.04911427494,464.128783121775,561.938103355135,486.115503408347,891.712147216888,837.941352810401,880.987132930801,591.062021914895,545.857697407808
"EEF1A2",1275.76765398841,1335.09929408365,385.791083646351,148.000646931108,2238.0048737688,185.073804933205,506.332985511168,651.059910257173,2104.7841872975,195.674501566392,212.801344492629,209.46201044653,949.881359117239,234.457841272292
"ENO1",503.340680294839,373.376154548071,458.300522017018,495.117305723448,398.829448332411,453.5834001208,476.265122482445,502.977259510786,363.764007281809,347.419063543276,309.957364121732,331.82247280052,394.386902439635,448.329730139385
"DYNC1H1",1227.78719916185,2248.49921060058,1359.91543043588,1521.42910282326,3136.20597339979,1123.91467785406,1069.25460314763,1436.99476011697,3210.13054678719,3181.51555717848,3613.67740330342,4202.24833683786,2770.14612988162,1048.12567626338
"SHC2",716.698368433754,511.810938896039,352.018858886472,292.101810311736,424.269957102112,359.247300218174,331.788685954478,343.95655600414,431.812999376025,407.168547827361,327.925296122419,473.849135010092,1060.49326455472,454.076938882441
"SSBP1",148.869207534176,166.250126658497,133.319316493023,130.102059351092,321.899352810849,257.784264006995,135.319968071154,174.867002251907,217.466573836002,1211.59477476841,1457.0807975249,1538.49638230997,88.2243043398712,75.3177769339015
"GZMB",91.2538101673967,81.1054230610089,101.828918196589,89.7076382382145,74.8599300235504,82.8273663875835,97.688207646152,86.2094846133816,88.079266992546,68.7597276431005,79.3257126119125,76.3857808597831,88.4057225650518,85.9387199893808
"FZD5",69.5072926321246,57.897542286713,72.5337998302007,67.1400673138827,59.4546149136464,61.6834434446956,60.3199318711432,58.8033208608413,68.9057653113351,47.431214846479,56.8160452215033,56.5491988004005,84.267698254495,71.8237644792066
"EIF5A2",40.065946397692,44.1193510238003,49.6342976182335,45.3045170259833,43.2767915855408,41.3304285893704,43.765616439563,44.1462494352669,40.6206861010945,46.5924889477109,42.1018792208536,45.1382012355119,44.5866294942001,52.8267044037908
"GIPC1",732.09241291445,479.502147459616,502.488719466399,495.732725264706,434.84676387801,429.477079629852,403.662629840558,385.649504060234,426.976061059683,222.094114212256,245.646328378651,209.899057267205,464.901604930134,481.385264370862
"MYO1B",77.6971429409276,74.2820428906393,66.8332359869738,76.6240059697654,72.1506552151569,85.9852450059734,64.1218398264661,73.0525926673048,81.9229288124381,100.206666088738,107.122212667529,95.906077909082,56.4664372403485,68.5485317712436
"GIT1",844.354546164935,728.903873073134,1045.00370729079,563.171525507531,680.963278011861,424.152086912612,615.989936847179,531.477230851186,617.773938330075,481.577573384318,473.777335492012,509.764942004607,761.067077299016,981.958205593252
"CFTR",86.9337898510201,56.4954862675414,68.8560975484547,86.9756929942715,56.1949532581776,64.8938195831178,66.390950702386,58.5103589698184,56.125513621571,63.2130368460478,61.5200239165549,59.2869665122067,59.1702369322927,106.198864764787
"SCYL2",64.9991061303822,55.9950401663302,59.3082514040241,61.2537042730612,56.9183535980159,62.6703402456642,61.2748214830767,70.5068923531415,63.2670892085295,56.2234812024294,53.8831697361976,57.8010308639963,56.1229290182052,57.4112488210794
"ACAT1",427.959273680685,593.367687639065,652.841652336756,879.877614774456,979.900395280948,693.497183561182,838.735275995712,722.493058704835,751.225218262082,961.848349263557,1132.60789681872,1017.36324986294,738.219471692607,404.705547450929
"ZFYVE21",92.4128124046762,86.4423407130204,57.4610906987255,55.1513409600773,128.677372112534,96.2203286395696,85.0162965539294,99.8918556787991,79.9416076704823,53.6153042525766,49.5921960259508,68.4006915728148,47.2815897978693,52.7931215821268
"SORBS3",989.443255968759,679.827390351724,641.630373314825,581.199600599422,520.105330631986,736.611222248531,675.636407091569,698.578452097661,612.673233441046,312.665269981914,297.474874040213,301.51913491808,477.41203414794,700.787640580696
"SMURF2",66.6467119797127,97.95965290322,66.4371441012236,57.3947859276539,69.3088639349825,118.521081424751,123.130431704775,147.123458633023,64.564025036942,77.2075999272978,64.1358901135737,61.7274031760012,40.7077290930568,70.1832556934224
"TSC22D4",509.125997215565,374.697081630387,325.561608012555,424.466251455358,326.742882638528,415.1625431196,315.317572798205,262.252596406964,329.786943399346,135.30060521291,151.695444296829,145.463962878009,218.056385681713,394.5414501001
"PPP2R5A",505.700774931538,564.82061269449,700.344937469422,1104.83614036461,604.773972427657,539.536977073606,600.397251216569,579.90961180221,427.14495546486,793.955249973919,583.182725517255,636.106398376899,436.645903327657,624.806505655326
"ENDOG",279.574921353345,271.288667395316,241.572879601892,299.241059502945,391.209605771296,253.176371997032,213.165823112439,159.66240854809,311.456653377833,333.213256944932,376.414514741321,416.272351748588,726.349701015109,206.391114358628
"HNRNPU",1260.07652954414,1724.78111272468,998.300235555394,1201.97102506116,2302.81773018544,2856.61323382646,1743.95262300574,1999.33859266783,2509.34909223894,921.858127264617,947.766384573404,669.427772356371,618.959552922288,754.761134828877
"LAMP2",306.384759760229,343.420850971455,288.803683332884,914.098348214096,218.934401592402,362.049516935809,441.359843584072,328.267363273337,221.103077443417,1171.89490435486,1278.11864174546,746.610427531225,176.039099937049,394.026174876252
"RTCA",95.0126385860632,88.6554829678209,98.6756687205331,102.228998100106,125.225836992556,97.6668206695977,82.8203459174084,99.652571706114,107.438605394085,306.79539402018,458.274188575096,534.558797749854,107.054489171569,90.43918139349
"FHL2",231.994799210008,216.4752252757,212.624213574184,207.140545625997,284.159582045919,172.167135103502,224.865727742686,191.836768214222,297.095919085808,425.597614066733,845.132343843163,483.902622534875,352.329164220306,199.225988408625
"MKRN3",68.7844362537247,69.683144087695,64.6645772879039,66.2197063922869,66.972908593166,65.9175353101837,75.8646369054736,72.0090517615415,63.5308115538398,65.3514684784348,64.599640268819,66.4767794500849,72.3408441433488,71.7524309511431
"CIAO1",346.825893116975,388.898515896583,279.33890761717,178.241666560258,351.908019899759,306.185812705535,305.167831271922,292.328674792351,344.819085240889,414.416710706603,358.707734629558,432.127339875472,262.729379221473,258.108010587282
"FADD",132.504920948281,130.791807806205,176.857536494976,198.213002779119,157.321196066661,153.186748013836,127.6921729862,126.306162370243,139.474759700763,172.89354509232,210.573750556417,230.173625722259,277.993796842186,175.391623198129
"AP2M1",960.641516685511,1361.88935209274,517.153185191525,364.476712709105,1850.06889502424,564.913243226223,808.48612741615,745.067661944799,1921.23985491025,524.791675783419,885.414217785729,988.123007957789,2467.1310946246,669.291888052859
"FANCA",87.6228390957471,113.241100101754,126.022526703635,108.194119467437,109.76595350414,82.7051229095348,101.958585901187,95.6831059128007,104.197476217977,101.652771133587,107.25420184801,93.9362535696459,125.766526103798,110.402323489966
"SMARCC2",820.013163520114,676.231020743361,368.614425808751,220.832198329719,505.593575193708,204.961221659377,294.018178392176,291.338490318587,331.951012258063,534.71592849501,575.452648432198,371.109934852721,426.156073525085,415.235726421925
"CCDC51",238.73082155927,208.244303195879,238.5354513153,202.88342575514,212.795089459297,191.334598356664,202.672716494288,169.146768276624,196.472795396272,200.714647151214,179.078484517591,258.491764184823,219.391850051095,199.177370622527
"TNPO1",141.569809598639,179.646403268925,104.974418725316,102.301600714401,208.885432783615,422.057621326778,430.955337958435,346.22215241297,332.679039282058,108.959129950243,131.549721272325,122.16040454885,149.249867107156,111.654997776227
"PPP2R1A",835.786280846537,592.313823575881,212.223990554848,268.946235286188,830.937582362516,471.549411368846,582.442706536111,421.604259431889,683.648206293911,193.477484466595,216.664725340939,298.396417543978,510.999840569388,254.992669310706
"AREL1",171.004882984187,232.581530753269,130.055528037086,158.486343971806,237.616332466246,205.436063737864,216.404863789316,176.48700619166,263.747107093605,349.3823696002,345.562625549765,310.679654938703,277.125846743026,124.443973257078
"AGPAT2",513.860676435863,466.999393995345,405.927538057598,441.03217590057,448.74412209716,432.094317475328,497.098870252573,429.500999145993,383.241211553382,243.996149904808,242.777779636328,276.986557863352,414.297184573406,460.619991750971
"MAPK14",38.5515260144974,41.5751306489988,44.0603841538274,42.6166552970453,41.1110216215309,36.2248929900871,38.6509287263872,36.7874838211704,39.0907026245672,37.5603810750982,38.1492034486886,39.4688109246636,46.6207367534931,41.4044120620862
"DDB1",868.833008346516,702.614949363089,716.70698912341,1057.36977280209,877.466597713793,1009.09441712805,785.146500917312,765.156645319101,877.220643463868,728.571901772958,745.75172480857,745.018959863,1139.12628243815,680.542567263288
"ADSL",175.276850655438,252.339143469759,287.20218965048,315.257894324116,272.208766033917,224.769845003466,244.796628227228,237.861130487077,249.563973530475,569.569491478353,521.353481618787,744.496711760252,407.618018717483,264.91303572982
"PRDX4",99.7990779562044,136.618920432824,84.2551886001125,167.14658721274,135.841315089057,162.461241743799,138.346004548848,146.634831553413,100.748253791303,330.051921950079,249.643932002076,374.147839995191,153.451314177373,86.5150848502483
"SNRPA",541.130602399994,321.384640652591,301.349480974451,335.651775748345,335.434249583794,270.845449469399,280.677367316482,299.61415859949,349.204534920632,275.302895796654,298.036688991954,292.537821440513,472.228167678124,343.644399024566
"SPTBN1",94.0041485146651,95.4443290147839,163.462653767927,103.332593239948,88.9024458476723,101.631385531776,120.047918648215,132.619274088997,94.0228514103518,87.785225111833,86.7354441012541,92.0175010489231,89.7536359406915,94.7351690659677
"AP1M2",155.288278524229,165.936827126644,189.008959638277,152.671980101479,172.456738515117,171.339336246179,166.36944086267,153.343786523776,144.345314317371,131.119838348065,138.904814500725,129.486028575921,176.190339576481,164.20160357959
"ITGA4",31.6441499611227,30.5272194008239,35.7658493371671,33.306224979592,29.8655148177279,32.8939541283186,32.3456990557171,32.3005458420321,31.6441499611227,31.0562955417973,31.3467042708229,29.41351261514,34.6475978259757,34.7185228262431
"MAPK8",266.024651824216,212.188459045722,194.722243923164,177.498863469561,170.221243725739,201.274556268777,264.411435253353,199.422611515971,223.644887180441,131.877871255709,119.368418575468,134.720405032512,169.612494202656,222.611456626791
"ARPC1B",402.139917123828,316.98181248966,369.93446490976,365.741241982358,241.891336706846,435.595525614674,307.531810060694,255.619995920569,285.36505069927,190.881144960103,256.148980297734,247.178509000177,254.540602442038,400.133086880174
"RRP7A",112.994967146872,97.3179067799538,96.9334039651867,104.02434928787,123.226585017419,89.9700028947308,74.3208955258433,75.2270250456184,88.4239201923869,84.0025557784229,87.3945689530959,95.0016346475759,147.115091045673,103.962778452576
"SF3B1",532.241715310818,434.759703359844,651.377867991906,435.227420264155,405.393126348523,767.941627974646,785.369791651299,971.546648758626,544.734636371985,264.061516887952,253.490276869394,183.107643133088,373.079410646,544.734636371985
"MIF",1953.42710295223,1951.65234625316,1306.95101339598,1329.46278692607,2617.64836135683,1549.52040396331,1275.0558808229,1640.94716339298,2754.64717570117,1778.64014918394,2616.18840373211,2409.34383498473,4218.48178173151,908.371462983066
"MTHFD1",251.011403272269,314.095406755426,290.575959481752,306.994031474939,388.668483646877,239.758745076323,271.795409213116,322.805435659278,336.230095625398,404.287616502028,450.251625191734,558.949880435635,355.920456363103,192.712542636564
"RINT1",37.4049102293206,37.2791903213284,32.8662532018432,38.3859377109912,40.3818040450595,36.8787685351232,37.0559728684873,37.8399828488035,39.6225151757957,53.2993072267256,58.8862772972213,56.0148205295037,39.1326431040136,35.0377238820769
"TUBB1",119.276431980358,95.0472974776228,87.6409970408792,98.2695996207222,86.8836944310062,84.5000140604081,88.0090527646359,79.6479769524681,94.1265720311663,84.5038588557381,97.3580491219672,87.4870221599813,105.012287771703,90.2226572103997
"WNT5A",55.7154654167256,56.2640021047392,56.5433333350954,62.0974767692661,58.1586295581516,62.4163999540364,63.814913038964,64.5047792163869,65.6344448482183,70.1783605306767,85.0227443274529,77.6486715297663,60.1560486231559,63.3204783130653
"PRPF4",147.676281862815,147.003110121669,143.136565654109,110.095677810161,168.633378285839,257.052984504439,218.031492319862,203.919138459226,154.578389218568,95.9409387889439,66.962767947129,86.7455729522136,102.220118038272,113.201655182694
"SWAP70",62.5815752129506,63.8527751142043,50.7281570590274,67.2282167176985,45.9604168260982,74.8567626144419,119.966694099803,65.8431065350667,81.3894999498821,415.908113187005,412.760579655969,243.741210820875,37.4800412346051,57.1425255783967
"SLFN12",46.8742359129619,42.7691265311922,47.5143073234472,54.9813227576259,41.210148490328,51.69512968888,51.7018568231082,49.0649216840252,48.4242585986862,44.5327342109818,43.3854032212403,40.4349765413943,48.7643398678714,50.9611181036438
"TUBG2",404.091099841022,361.045719830124,298.522789861209,242.643180337258,461.734488725267,171.093209221687,220.061081710819,287.045158274347,326.308492555805,279.786396068864,317.349182293086,340.222780004382,854.509343570488,311.737927359098
"RERE",1027.62375683011,1553.47766486975,1160.90851952649,1172.45731890024,1573.09928040081,658.408460234632,1250.88118477581,1035.64438233735,1772.31907388118,2912.86313859823,3343.12003942628,3152.91926452411,1148.92485170245,1573.36951962445
"IFIH1",42.4772680569519,36.5020128657526,47.5416188539427,121.145121574945,35.5646116612274,49.2154611985436,44.1377158737839,50.3565706025515,42.2193275875848,73.0055449886788,47.2710360750926,69.127549896574,37.0612227654051,57.1793991538416
"EPHB2",237.607755037711,207.030223872917,175.798976502525,211.226781810316,159.911977149455,165.65431140218,207.728779876034,203.643994837718,161.417105472757,126.567763327144,113.711756584879,122.720691499534,186.537166786817,212.920967955792
"DHX30",399.169487267435,281.319780331616,217.30822858167,207.578423434047,361.656396107933,280.929871338475,259.642433839953,226.12639820078,269.295910876193,324.427135561239,322.461169852766,553.206295159192,404.011624831499,219.543262333391
"TWIST1",50.4754774094767,50.541929387502,54.8226566303435,55.0141948620212,54.589081716864,58.9726019164162,53.8347214221176,57.6660467687638,53.7396893608203,59.6026900243996,53.4033531728566,52.3600773825199,51.3586765854809,55.255908699473
"ATN1",89.5025245661648,83.186785510715,85.3079783745266,84.0706667257952,88.2497501708177,86.4103779583141,100.864037252207,84.1493090552282,81.9328447994869,78.8257400322791,73.7259568789539,65.8163926825819,97.456341813852,95.5017169939648
"CDK4",291.337297363889,232.782202004581,216.075328153196,336.381816084612,233.43058543483,354.946475409884,276.404511766164,287.325977359176,261.60880779322,240.942648050505,207.509367190792,245.68207485919,264.578915648269,232.012782254914
"HDAC3",461.406316687507,488.022773682705,470.629525344909,429.030987909073,433.365402276376,421.668005445917,434.283202209995,414.399046418046,387.585809063515,436.343669892995,470.638119279113,430.713189533903,701.071812703441,391.534583007422
"GTF2A2",400.277071653576,412.543423317264,272.111065831973,301.239116227808,371.861893537502,350.886028102327,352.713466349745,335.439602104687,347.919878786282,507.490450570728,579.681317852744,633.687351676028,266.179320810467,254.90223261573
"GORASP2",269.15704500336,220.616100355996,244.417828556357,310.799473530304,346.025621737471,353.622268019619,267.394238036985,286.434603253147,340.308715203491,551.58537203886,633.905641537486,582.864106647923,265.780263892847,190.699855673192
"E2F3",57.8685899459142,119.621947836215,125.659775188525,62.5015075412945,121.91397443198,86.6243626647176,69.1018087605009,113.269600995416,113.416522403872,197.408654169683,217.50996426015,236.286416101132,128.675691717918,84.885131166487
"CCP110",598.038369499194,825.814461391592,442.824310737361,983.518384762004,715.531997582118,614.23883062961,932.358759002939,748.871657467672,815.891288904035,912.013862930338,1086.19613876776,546.416572319217,534.653909363869,562.082685317075
"RPAP1",278.71316729398,268.534319734821,266.645660683765,281.155971951515,240.024062875007,268.057668920582,251.913328087801,248.721971790002,261.025483957942,385.837289001521,310.627704797888,425.318200969069,309.264187518527,310.255947076757
"KARS",568.419982163663,1347.71904733709,2959.52827000149,2161.70302410507,2228.42853677285,1644.0669153377,1149.56988939636,1616.932502027,2136.95448368907,3339.59660344734,3195.43638518174,3755.39907953068,3167.73624346619,2246.02332514139
"PIK3CB",234.210855870014,476.508048954774,302.041106169082,248.352484286877,763.501572911598,162.523893187563,242.386962125102,341.065459746343,503.121812848159,908.678004193113,1199.7467138415,1206.01559085305,401.607795131524,260.738754362821
"GPR37",55.1537210141127,57.4012020829934,52.0127647995054,73.8962624286117,56.6525960669213,73.6143752907147,78.9016764838097,55.2935037167935,46.7369781546153,55.9884607240385,61.2272218466124,53.1300098339794,46.5099778849909,46.5873697035047
"POLD1",133.106377470565,119.951829428179,140.910091339909,134.973235113974,112.388864009723,110.833465332107,116.147918631821,107.284560572917,108.288919377605,91.5233984912271,88.9131949650822,117.766669626089,179.218554247044,170.074131872146
"WWOX",715.878122400696,653.509856168992,575.021572011528,740.755919439672,631.757250016446,716.566995326439,653.296322291994,705.037813127062,488.554409223842,770.177216212471,807.901794390483,773.451082206438,526.85686627739,622.085649734761
"ACTN1",674.696244989205,1041.61994510409,820.21031412193,450.581790361957,867.764787722875,764.344673284515,636.393523992309,557.92899541957,1249.69579305091,1515.77477940384,1581.02415737492,1231.99680004779,1116.38848577891,1092.35097972403
"MFAP5",68.3394060155594,54.5950575687488,65.9667934481714,58.4845614733092,64.5518046872483,59.4571990269882,63.1593732928846,64.3895395423199,52.4084748057445,52.1252868957028,48.4632185635351,44.3449005645537,58.5462250394007,58.2129424599668
"JAK2",49.4768521611242,50.6784235370629,48.164847451567,47.8376274299439,49.4946128791031,52.0351691060637,49.8294182255628,52.0969210109783,50.4196801921457,45.6269729189898,48.9734190476106,43.1177147710726,50.3499153213015,48.7106842342167
"ZNF175",161.378187321117,172.913012868854,196.556472356694,142.294917889695,147.533752026646,145.60474149354,171.855556597712,170.400908516123,148.389714706887,139.749690170335,156.066198482331,112.741442077672,163.732973203461,203.227936115208
"GMDS",98.5664195161271,91.8187280943239,129.798936536866,196.594122215104,83.2937487432095,113.884655672106,99.786513969742,104.096367130057,118.405134580378,110.309457036785,113.949398460562,169.976319157774,193.292727036512,135.058143539774
"IARS2",217.731912332337,269.315667401079,304.154644810795,348.59814148122,311.699203231888,241.158707750772,333.256524058706,277.739660347824,263.518610415773,668.684288008421,759.384138156923,718.547769493945,193.191478611439,280.209741601369
"ABCD3",444.540773097046,496.586451361783,515.831402548878,721.721918598316,472.340541414326,592.840567851773,509.775030951988,572.625313548566,395.455795015987,1106.3207666343,1672.86587462064,600.999142198071,186.633482310513,427.471192892882
"ETV6",63.585339320365,57.4744073000697,62.1588946475322,58.2677668225248,56.428454479364,69.7674213602083,63.4407757916345,58.5716352629615,55.7019238996779,49.3679881284248,52.9624390726767,54.5756026577868,69.4383818078953,71.5448868348146
"TPPP",228.069019917133,183.695877842421,112.595802428949,110.994580358418,288.908167804782,120.757632066536,165.999686660474,135.113627701056,267.353829821895,102.32129333392,99.7859145224507,140.369777293795,114.337799290533,103.557903531822
"MAPK1",260.649940532159,392.061983587794,383.732415845787,256.78272348857,699.016691417582,345.748579293067,360.113368868827,330.989742842961,649.246849342685,1274.89106309882,1349.26920788571,1387.49644838576,563.712458316069,293.919649106997
"KLHL35",83.6436738754555,76.0604063982454,83.0443349642367,94.8609435864573,76.9643740014582,83.8994626263563,78.5218455316968,92.3580576314266,76.8137819373184,72.7569820101801,74.4246706990449,70.8565696041898,110.464164353519,87.2703199105059
