"","P_GSM508608.CEL","P_GSM508609.CEL","P_GSM508610.CEL","P_GSM508611.CEL","P_GSM508627.CEL","P_GSM508628.CEL","P_GSM508629.CEL","P_GSM508661.CEL","P_GSM508684.CEL","P_GSM508695.CEL","P_GSM508697.CEL","P_GSM508700.CEL","P_GSM508701.CEL","P_GSM508704.CEL","P_GSM508706.CEL"
"BICD2",40.1304282172567,41.2540423417089,41.4275248567232,39.7532398778679,39.5683364478951,36.825064839505,35.847690560346,39.9330074421443,39.5297123833889,47.7150871175418,45.3246559009616,41.966047040356,48.2992285864458,41.7579875163384,34.8219844454937
"BAZ1B",269.404471077305,232.267289124136,228.261387584541,206.320669965963,243.822861651854,262.818356925658,231.208032836415,259.012921881685,281.596584360583,196.368982522458,165.247880583773,161.615172831199,193.485127659095,264.602361377042,273.014354237777
"MYH10",780.394552398754,1253.34548071456,749.264942421143,1294.14844837853,735.720551109023,304.782831558223,728.94837116463,977.710864793873,1495.63538148168,909.671632745768,823.896948521278,919.035532107966,2062.56357234596,1730.24406322344,733.926735009921
"SEZ6L2",128.235268751758,221.261941688882,166.753430544572,350.748416767524,212.94846140218,133.949951380353,143.668415732215,257.913342283916,309.236863078033,108.907277910066,111.842024667082,133.854079853439,100.373550039805,207.917668537807,148.34333152818
"DAPK1",50.9817754745874,72.3418389897708,68.3855568903203,70.2391746042394,56.2933532483385,54.0322261769455,60.3237261152937,74.288563136472,50.3712395825679,51.6470441402143,54.9072325416695,49.2201277889887,48.9485448635054,63.0148426890913,53.2884019629954
"HNRNPAB",406.886366265343,472.360759433307,424.431724594085,258.808934088652,403.842887875121,476.959796965926,470.158138376553,398.541205282601,428.499929310156,605.139162166426,528.726530948479,385.13096711329,699.86810016299,400.833275058187,405.570756807189
"NTRK2",282.416682919908,253.264707341092,297.643620037271,357.136749245653,249.158892007296,294.330311460132,269.241525774828,268.870175550411,246.657519943286,214.635207069014,161.188542077762,189.928604656818,184.692160172707,223.949388317479,246.79654873935
"CNTRL",66.4916264963018,69.7698044074939,77.0714593924201,72.521496277967,81.9442704076857,78.3515553651098,73.0115057950163,87.8610768960426,68.546955674336,75.0990158416475,73.3294660578212,82.1618657955118,64.1724525695506,77.8385456479428,68.6751729618473
"RAN",581.829517513339,908.755167704833,784.236276971765,365.350193939865,520.355531103674,282.09530945602,439.543641110636,435.287520387522,734.034146655828,945.65349670081,743.388871854493,422.168181106022,1150.12907570259,913.663303886194,524.8001102194
"CD22",370.271290304573,323.501918260629,321.60759701499,365.087152480135,447.075226196482,340.358358039823,370.443004881796,407.754751806537,382.511777639067,265.491041962287,336.855696916772,371.986246178659,249.69174908109,368.451914392476,437.405713611342
"NDUFA2",601.0610043151,737.155211369614,724.422711775738,288.157060640801,514.906361645983,386.389612672988,350.142168210875,456.434545272187,725.178223032978,184.850169490075,332.508524875174,316.05289964516,249.212668287799,713.904567940438,397.27588253896
"FAM193B",261.070907358581,311.106804554438,309.322720109432,474.866759035558,644.485744822267,374.837693289044,318.588823252153,319.488351708945,252.773718072222,212.206158632554,212.442160715815,291.222648157202,171.371728643277,315.965427191285,302.194223412703
"UBE2I",252.291190354009,211.236494754714,132.427980882209,175.814053130276,138.034834219049,98.9856269417858,280.690131876567,143.694667995973,202.942417126493,330.257493410888,297.346402411823,428.334904525608,465.309913445111,252.291190354009,256.340670592034
"SKP2",97.4286156960003,87.3056050842496,98.7023069875232,114.551388896151,94.8294028235861,78.457558531283,91.4677648238104,105.549590725873,94.7715216632669,313.96751882213,210.866602776785,176.620232281419,224.121384094407,87.6266544046789,139.961102192124
"LAT",128.809614607562,98.9483310731396,132.035742134692,158.078865957401,109.258319582127,122.82879401299,114.111098673178,112.073200578465,83.1321460674815,106.635074623024,113.983094742066,123.215480350833,112.073200578465,116.403863509735,112.073200578465
"HIGD1A",1986.5653547257,1778.83008482856,2033.3997176023,942.169210082343,1759.49412177093,854.152091980725,1809.33772174285,1574.07036000363,1729.85135079842,2458.22108006062,2858.92234386519,1570.95160690427,2044.16623979537,1964.69920604389,1071.11562569878
"RAB6B",817.641063449252,1306.10134124254,1047.51664126923,2029.59571165168,795.755027055992,687.300340844872,912.772112955942,727.256969336537,1137.76353036669,650.598668478913,515.394985743043,862.140046995769,1193.65199564938,1381.34680928089,919.624110018812
"UCHL1",563.706964702964,2263.47772484412,2185.13652393274,2314.14218004486,942.239080216327,539.602648899716,338.302760849948,953.814488122146,1791.72154064426,542.423594248841,482.635617726287,403.165638488736,1619.44127587572,3239.71662838739,516.861634531509
"CBX5",77.031998955415,82.288033369945,80.2673255852918,81.7430158893795,73.4157350210659,65.5781468432696,62.7371030310888,74.552555387626,83.1434124426633,71.5831536305333,64.7473600901201,75.2171494455495,70.2105640645347,67.6528253991842,68.9226274862267
"NAT2",119.31075425583,108.116182326542,123.497912403815,120.027999056677,97.3751525223342,110.332537685196,102.593767826797,151.186535792923,105.803075718956,96.9402075001955,98.2418889830731,105.4920010332,67.904067203312,99.1157628916918,102.963421659832
"FOXJ1",239.821196088987,195.454355925187,254.525492355778,242.098053031821,186.171797754369,388.193774481164,263.560441696009,227.630833767911,204.064638159362,133.838308008849,174.971458016895,183.889208945421,154.174858070193,190.533004968064,248.42842342721
"VPS37C",322.594782033183,237.202328534673,193.989005294054,233.254545260201,221.891443951268,302.942017834522,332.575598776993,211.241138071132,239.569078995067,302.942017834522,348.367065441884,387.383038554977,367.47793219,260.666541508558,405.597671982328
"REL",29.8011265535178,31.3433646201631,32.082525472845,38.0593455575732,30.4028669818373,35.8891209061481,32.4682972392729,32.3532886009313,31.5841348355746,35.4937048848779,33.1524655188801,32.7690544854864,35.2153716817625,31.3426229001201,33.4712604414647
"CCT8",736.369343477823,922.136789271872,817.874181321294,571.77649018456,605.255028271574,285.68827403775,324.847317267193,367.599131602379,855.483078641321,2528.99457497765,821.753897087379,759.314088293642,1776.32696937519,903.404304406261,996.249033634655
"BRAP",198.060773512993,114.419354419667,127.233786995096,127.19881612246,137.322032204618,155.231345654349,147.539573886717,143.655070854789,139.214832330508,92.5198804208949,110.740865405903,131.535950422121,92.4347566824072,127.619337147524,143.361713915508
"SMAD7",118.398282684386,170.137820929896,158.278137614482,102.99663595188,179.112737063152,140.031532422781,164.731440849157,237.691260904519,217.809329934938,246.58007156468,253.908951127716,202.587587116807,375.432592790657,133.697893508052,240.581452833669
"RIPK2",192.397257732644,177.672497982971,195.39975341114,288.336309003462,188.383845674773,270.372811792799,254.899702070086,195.455373864275,186.815768484236,212.198552896226,156.120573873442,169.866516569853,150.433398502781,201.700373518237,201.964637330183
"HPCAL1",413.548249231544,328.910352667886,522.542762806771,1995.01333317064,349.846612185963,488.017385714987,501.205436911317,333.343195666891,404.405160119674,241.080586669129,278.273013282722,344.174916548295,268.545481586429,366.301706326038,416.801221263175
"INPPL1",319.868447268344,258.258002598323,320.359531633433,348.803280551802,323.732952516085,347.386246296563,331.80350568461,301.421344958692,309.247574356234,233.491021278768,274.323884509613,235.50457758439,238.23179217324,301.490721101145,239.604450165673
"CASP7",84.7461668303587,99.5403643347838,96.5413343631702,70.1734625391045,101.229998618539,75.3842302376928,99.9150453129248,77.2767250070746,91.9970301591698,1040.38179370524,123.433048253057,218.01883308105,277.684527794269,70.4291520166958,163.876791512016
"RIN3",83.8053610996666,88.298040659639,82.0392777655054,122.873998396695,103.23015471747,142.200446557542,99.0499462301809,109.149209751048,74.4283939423849,69.2858339155645,76.6238885147579,74.2245118171732,62.4803621732198,83.8981338119763,88.9670202766687
"LZTR1",260.176891394442,260.176891394442,262.370530115143,320.255364739268,386.080830061696,257.167649288472,251.487638827937,268.441959188497,285.304376421497,174.636736380023,263.518784203897,298.40177112805,172.065056881828,244.883922252547,325.348177817225
"HDAC7",169.899054935905,163.49435216665,192.243269122332,160.497171837984,223.034855405221,388.043850118159,198.958518500877,250.120095772055,190.727042410444,144.056770011893,159.671279164783,198.281281438632,117.689318586261,144.347627942671,239.367861048186
"PRR13",600.293899286849,566.133494887432,546.883799577247,323.2451100505,744.390889565584,641.657936557325,395.274457498643,471.673016874915,542.973168531326,350.031668495333,354.137419181057,389.06728644772,347.537521764797,495.615166198639,425.418817220029
"MRPL3",466.784413745387,349.131922200116,320.004990548147,183.395622320625,324.858496395701,150.635506090638,251.05623961069,337.534904688069,462.952220508627,701.675121688938,580.963862592802,560.751017071511,1004.15203651413,510.603350862744,279.318242731453
"TMPO",46.7352372537592,45.4341877218188,50.7798726878565,39.3774315631154,46.4596560120305,46.7663337139401,43.5486986931261,55.903880364558,51.1451006683761,79.1511223125748,74.6274410643365,55.8909626912844,59.5028550345311,48.2362687026301,56.765958240935
"ITK",36.5391957343348,39.5058918589925,40.9394720395791,39.5414471153108,37.1125250872519,32.9521217980094,37.38034683362,36.1222542880308,35.8439694138828,39.2427734697324,37.501228509896,34.5804041017049,38.0132040044211,38.2781374043347,38.0831396781559
"TRIM27",273.733382964622,351.798991477853,326.354275738303,325.076326599722,391.484845151151,316.428338135069,346.772921352108,332.149571649041,342.713766348973,594.479943070663,461.842685697277,381.514394458213,624.021590247924,306.823110106694,361.242094536854
"NLRP3",61.913495517229,50.0810952952582,61.8058551277179,91.99223560312,54.9220410215254,67.192531131947,56.4408853873655,57.2319964028361,48.5631002418361,40.8871198640146,49.6049298718387,48.5003705751304,38.1886280518137,52.5760238973741,55.4850672829527
"DNM1",942.524860733948,1980.70396231508,593.361757163949,4624.59156857249,1443.44522842179,450.069277134583,498.465677554248,1818.86392375609,2323.55453069406,645.718793080079,598.969601410757,1603.10824349587,3492.03303302966,1424.62154243202,769.089320025666
"STX2",296.472532644034,249.462406102991,275.657836537385,256.888255748897,316.907697593393,236.610176252788,407.921430201443,328.417507175564,227.001248054587,431.929230035289,507.475023240341,298.722068838179,482.880904814082,245.730267477809,264.442884670167
"TYMP",36.5213551750799,33.7701342700266,35.6453885584021,44.0777045738203,37.6112121337982,38.0455708369038,37.3986173980572,35.3671318993095,34.5012548771428,33.801282738657,36.2603403737082,36.2944463337451,34.1287222822206,35.8052315179758,37.9477323530414
"BRD1",104.730891797149,104.0403665321,84.9139664991772,85.5847728546632,110.761456076331,69.2553968069784,79.5927837934906,89.3996340025886,113.310731300903,210.104458341396,189.222607987946,137.303398605346,231.911572923534,97.8724386881559,123.174759340157
"AEBP1",113.756811342062,335.185992789056,265.405986020649,236.102549656411,377.062754125554,304.128476247579,152.817056151155,172.727817392422,251.184487150405,130.289538091802,94.3246043235447,82.0675130147665,69.8899808851723,149.761951517057,176.696878611798
"ATP6V1B1",42.7533100150707,32.1737906503128,33.7384866085048,35.0353034116986,36.2333367713314,40.378299744858,41.1125318188128,40.5821589567631,39.269491925239,28.7273895206416,30.0552866361167,31.254097978588,27.456824025518,34.302537927885,37.6404111031082
"CYP2C8",33.6980176133014,34.0770699530903,35.0323366834468,34.1683687882496,32.6202983021771,36.6076508002901,35.0744343100542,37.9194619040561,31.0850034137296,32.6461879238047,33.4878982886455,33.376727847362,31.1597997110991,31.7845334991235,36.020310710986
"PAF1",206.994034852201,154.189109901798,123.682097072821,124.871315316947,138.526985981382,198.978285755431,205.743855932504,141.434824773718,147.755263202974,136.05241660124,251.859336549673,111.016787572653,148.311670791458,126.111146635664,169.256046347206
"SDHA",600.075033625358,683.966092672716,644.493950546798,604.156943913502,700.026057999615,470.446242949631,666.164535392584,571.551680141759,645.766337382414,580.261986557394,552.422701134462,498.278551045981,520.813826273543,632.499349029417,623.975012486802
"TRAF1",102.395006882714,102.489231178712,116.575830523541,116.153120904504,146.360267966401,111.948855734212,119.946137865722,139.552519353195,95.7525848359789,103.505941387675,109.071163507185,113.179628983602,92.7539578248741,105.846890571249,103.76243234519
"PSMD14",758.366941982518,713.909701925181,709.033492664449,242.39003164367,504.814810091516,329.738976359924,639.743415652918,610.651081236803,832.073190004281,765.13024744212,1025.31013779844,959.374156512233,942.808930239713,741.920304312059,592.89748651025
"RAD54L",102.767389123215,94.9072022562899,82.1594876609026,119.728949198562,87.2644698135086,108.031353938029,94.6939671280122,91.9001854594156,68.3739753217259,88.8796602432813,96.8881444034707,123.373514686766,222.596298507475,103.200236888852,99.394077408991
"SNRPD3",386.809097123817,338.433991847705,424.674902946438,214.948207291587,354.457043450704,274.048460412829,325.351676284519,355.506511389379,372.436904600381,553.025596192703,608.405674750269,409.107032979869,489.666970288821,267.734422051639,402.41852506527
"PAPSS1",694.019166427191,992.795670707968,662.120852444168,553.705743617982,485.000793738277,243.461668248818,568.585289604074,507.015691068217,966.96681308077,1420.36428664094,1228.17809098414,854.174901188353,2420.44051524228,1288.36656690052,563.627166190931
"THRA",114.767524623707,92.0605629241606,99.9106911147115,115.767517873685,85.4928669749535,125.697889929288,103.450659022154,85.9875767367214,102.243617233195,83.2787127735051,88.1240774415212,82.9208530634403,76.7655143644803,92.2580084822757,96.3270235626985
"DHX30",138.727157978138,202.965595003286,137.443130070982,186.053561557013,207.897428389477,143.049754638874,126.460101530043,169.714746290682,206.106147823116,79.1511223125748,124.668590111499,101.613649683306,107.6069551739,179.08498505403,176.339830952661
"RTN3",1024.42784593169,3773.60329363277,3352.24595988136,3401.70962637758,1586.58558975799,902.16681019148,987.105404741634,1957.06191116285,3772.93380774299,1561.17998871779,1862.5913389274,1142.10012504564,2454.96434892007,4373.5211784068,873.991287494753
"RAD51D",105.002347081801,89.6946102615294,90.2938098817319,103.540996732277,87.3608993800294,83.5636665260324,116.007732781275,90.8672729579803,79.8826373759798,97.9254256986901,108.956490749957,93.3736337612854,104.798647673925,86.2852729455819,101.72137195166
"PRKACA",515.752676373135,351.525993393758,277.489509576361,505.138362430795,406.882259940638,454.07577976649,440.793255738674,435.88289537781,396.045884020969,259.049232013914,252.846309643678,248.625609554432,260.588299277098,331.445829611005,432.111736382401
"PPIC",58.3225439364583,62.7347155019355,77.3722609308537,68.3709379377127,61.0877433012797,60.2597752634481,82.0463443207108,57.366373146432,65.4402839560364,64.2640058703967,60.6246792901015,46.6978182536823,60.8112851741736,60.2597752634481,65.5758760332779
"PBX1",245.880339485895,677.180008768818,565.820227226905,393.389226032023,232.590545721744,248.593097312023,356.829290860381,536.364520817508,353.115156456574,586.283701935939,641.190566286498,491.585442639786,826.773793000698,589.409779958242,326.726991171375
"ACVR1B",99.5436248785071,89.3415349966799,90.4913749293704,115.178795476108,93.2336576150683,118.412616811324,107.184049586537,100.606227850205,82.2858350918735,86.8186691858277,97.2362287556179,89.8400220652174,94.8975530655888,96.8852770572578,105.613144103751
"RAC1",2253.93423596834,2470.81158747806,1937.47186815532,2171.57213836947,2043.18611690048,2470.24897403814,2851.53537480132,2233.00361798505,1843.8125281633,2183.29899690513,2356.12908820215,2318.39159700023,1559.3424337695,1788.53588998125,2248.49252258294
"TSN",138.651032681955,69.157621392102,61.1336925958651,67.3437203463561,75.7633001196823,44.9650916242806,99.3823174931142,69.1422202304382,76.421883737883,183.337336102713,193.889908236437,148.864056664722,172.790013534988,76.3729869882866,102.435628907161
"QKI",92.4917638752235,96.053745196488,99.3204085112177,80.292548463179,106.522937536519,104.191741905536,88.5306549370944,101.249597797529,102.665380006888,111.537128415272,90.0750123200016,90.3778492809382,107.035191390983,104.400741610477,101.971044702862
"S100A8",5276.63413960918,530.291471995821,296.130481512107,90.8941347699834,719.829906272831,2516.34226029241,140.83247994871,612.385324835283,773.373381756558,76.3574014553385,100.4617470065,450.616017354619,90.9027570111123,429.722193965842,115.433416416464
"GPKOW",181.741985425649,187.008173743373,167.850282716727,140.539357968308,190.274852679802,179.193791244001,236.85716106888,172.764886631934,136.236989477327,162.141319591588,220.377717251491,212.752388661634,177.394674541091,186.804769611029,164.71793716081
"PDIA6",277.23442671837,628.584466000447,428.705048223878,193.656989508746,351.236627044688,319.393420250902,212.154085186143,241.41037352436,374.513487264772,718.708028765378,454.361163756869,285.349801964492,978.243692014061,464.078466260332,479.771626342018
"POLR1B",328.452790645372,282.958932187317,360.883391860103,1180.93819401336,361.523862074779,231.596138136046,344.081890600692,229.901190675483,216.512963984604,561.769099059109,504.275195150189,771.618926199361,440.045289854942,251.532186916218,458.499284307453
"CLU",930.077910843497,7263.9492698762,7630.00385768338,6524.14349361875,8485.39846936004,5554.73529602044,3978.08817903303,5447.58903093049,6875.33157884624,3180.88108982624,3950.76166888251,2598.95718552477,1816.83196674058,6602.32168286935,4643.428387327
"PDE4D",146.15550437313,140.05909831389,201.540771483823,167.165062876601,140.158857183331,185.310679179594,119.253226372242,147.223364590787,130.210789812655,183.237478648096,112.980934978271,143.732613259289,129.67721811018,124.334182219007,132.239863912302
"MAPKAPK2",243.616897191406,193.733449369459,197.592994277975,150.07939206926,258.82287328765,394.123662243058,249.926773226474,231.472351753615,211.37190754274,137.977033709892,225.764900264938,155.166494931239,113.071324218928,150.633495859444,312.258439062723
"DYNLRB1",655.550167851254,712.28843668326,400.963154201665,449.861665275955,681.920652955554,334.679204470937,591.131146921694,524.171375651307,758.273272883712,547.089127163387,487.831453514634,407.608763459427,975.568604435205,579.90999022654,321.237129939073
"FGFR4",70.5778367886672,50.5292642500801,51.8025636723911,72.0139836784209,57.1840994961562,66.0232043788389,69.6330676705886,63.5641411359217,58.2621982220398,43.0375472240855,50.3570231079541,46.7800894513998,37.9570393792649,56.4768487556005,60.6145431774129
"CDC25A",95.3706536290611,69.0057293854742,89.8696910013689,69.1957499985531,76.7501343614383,168.827069777075,86.6473756870382,86.6965868778436,73.5272399684347,64.7796452329765,65.5937455503161,81.4845545237603,58.4577491851999,59.6339495487775,92.7985326229477
"PLCB1",1639.04178809968,1495.20680918135,596.315596213937,592.554251649871,660.440673754112,153.608853814782,825.538134532623,999.400758105885,2787.1959158077,2587.7394434371,1431.03966882724,1313.72533877463,5186.86203627208,2803.19251560749,1217.83013376743
"TRIM32",109.756255577776,136.542417682791,138.413750729705,123.727735424494,113.680664215464,110.632837758771,113.258367117851,131.248470238696,150.907431299292,154.865922812139,121.565416001364,118.733092147795,153.202320555381,130.515375668274,127.510139099562
"NCAPG2",67.5880408977874,70.7618419745261,74.4794259000698,65.4920413634824,62.8084189881423,65.6157415257883,59.3447192961443,64.9533628864611,72.9352313062619,68.9020103462511,72.6049448820007,69.0666610071564,94.5882922549234,69.7824607223336,62.4740140006812
"ANGPT2",39.1889522998438,52.8204932383018,42.0593110009053,43.8595474563622,39.0907225378479,74.4880148063703,41.2366116482735,38.7504334220714,44.6899341353988,87.5678406349912,113.240047112041,115.831542741075,63.6780008439071,36.8900685062318,44.6899341353988
"HCK",78.7288393401677,53.9263125391745,47.6474039752589,68.5834934184291,87.0389344786082,92.1566255650224,79.7491626219852,74.8038019879516,63.5438173779025,48.087336319163,47.9960280330744,46.2060136823948,47.9294357694768,56.6783564486661,55.9588697312295
"SOCS1",55.9450699201562,40.8212312279036,45.7614884394992,53.2154299783302,46.5480711149763,62.9890086783168,53.7879348683734,54.3841564975562,46.4011233378314,43.2172444291608,44.7638045383695,40.7150526370052,41.7519025401171,43.8858681940862,54.6530836225957
"TUBB2A",2647.20789917106,2390.43646977459,3238.81020445227,8774.40142764566,3606.67745445933,1848.8422557148,974.47947649305,2479.8309331382,3428.92364346935,1164.82045829223,2522.76135409433,1726.52692743092,1889.92705427015,3912.75279013676,3082.95250444678
"GATC",35.5238529267539,34.1614878076324,34.8238580877762,50.4815035384576,37.4825740781654,37.9575943707864,39.6690939898516,39.2927772898755,31.4581664118246,30.543391451165,35.8421379571134,31.5803342522341,31.4818344329574,33.2529884403598,34.4681477925926
"PSMA7",676.109067349545,842.021477912139,893.166595491059,468.521669199137,594.893127539074,711.608387612076,453.278556606174,463.386809028154,834.408656174205,613.602486964302,857.764649621702,526.584233468495,699.256753863322,1022.67362933122,689.463334396168
"USP1",25.9521949561971,36.0710253636203,33.7000282459256,25.2479244281817,25.2345039521966,26.6341254037761,25.4973709814311,27.0846275684847,24.5904474177023,45.6202608287667,32.4941827739938,33.5713300617924,35.3311960977196,26.0096741341533,24.2762520084273
"TAGLN",295.076466155499,627.097739696847,1228.75825004971,149.985831617729,1241.70669209351,571.862244704197,262.356363065338,1211.961967715,901.961322069615,72.3684569617728,185.951936537545,98.2954133706199,65.7725650495541,298.637532485785,225.901619953316
"TPR",181.298340357205,265.862466010376,134.298773161411,179.973674123147,129.198997980931,91.2626489917437,132.555560087334,192.18231399103,123.090079352943,311.459697057662,192.335931149246,402.48443375694,235.9022077515,169.084502435159,126.166957917615
"OLA1",748.876045920086,1090.48421984517,501.786261359207,750.053462740322,652.07826414458,469.85299619689,504.690236044781,1008.08864029876,1450.58876557678,1287.50715620816,650.759078355117,982.457173885687,939.263555121634,1170.26540376983,509.973500656394
"MPHOSPH10",167.14440862692,160.319348465201,171.500158171351,140.053618146612,139.828416885103,131.927025575825,117.393979905276,133.476574669327,168.54544152192,247.537873314753,213.62179946489,181.849236475307,209.008613978536,183.241629009213,123.829214992591
"DDX42",568.641986080558,619.232185391903,500.778268739365,411.92813617649,430.784976727718,450.077726326257,449.71148797666,450.721032986469,491.667781975297,438.831430188984,673.583157650446,300.742453636039,508.461107499029,598.983883426213,364.662210676823
"RELB",68.8396819405611,70.009502390132,79.9774347615947,76.7689898845873,82.9638915390617,168.680240187829,79.7214073158329,86.3368847037489,75.923388559759,59.8551405158033,60.2637883929064,68.1782488093645,57.5357484241446,67.7153005818555,70.134826775215
"TRIM21",67.4264254335125,60.1655515049108,68.4235736569543,60.6992630607806,65.1055612346677,58.6706151812934,69.7134293632918,63.7009302601595,60.2736906505856,65.3695828343881,62.1183826268972,62.4390722251614,63.4185892382335,59.5841961135723,63.5449255859105
"CDC5L",203.666072933724,256.947258510057,290.042799824709,229.568402669476,163.486916626093,286.299821973877,211.700102403308,170.068289604784,234.392891883486,138.21675030412,143.644058504508,164.731202048237,146.67575663434,207.096247264834,193.821370088148
"CTBP1",326.415452234038,1118.78295219981,493.655333501517,1120.60371572197,1232.92761735596,547.019246664242,825.336334652114,918.226063634195,1508.42490491454,418.330699687335,414.741879350761,351.149567361294,836.627889786665,1058.98052558761,364.480787718174
"NECAB2",417.455001310617,1024.97615904958,430.810252209676,849.234388945882,616.519204743913,407.537016798522,440.373360489792,722.886903440921,503.536313467509,269.299492500749,268.154254647421,521.258349040316,355.759706437022,607.781985511882,409.654396382297
"COIL",84.1808389902718,86.0395435597267,72.5511583901607,51.103779587986,69.5142725464381,56.2950494986241,60.7026830534729,58.34996245509,72.9852915561777,180.49773761295,133.639094308365,101.395705536033,223.667851542804,72.9737624584143,80.0173973142853
"HTR2A",64.4756944550318,92.0289165654762,123.446102515742,323.979827260222,64.8641455485097,55.6332337863391,62.1632620134146,60.9250824531596,55.619369259169,76.2919020589163,67.4918034698604,69.5115879169685,110.933249346292,68.2535907225657,59.3760802292932
"PAFAH1B1",122.686366495476,132.421239929794,145.130273035535,103.573088872576,124.63070902878,111.151249129151,111.530837542415,113.289647528953,112.556594109109,196.961519107731,103.232533713793,127.938500212419,128.968034926005,106.237226903092,167.366123421478
"CLTC",22.607156084377,22.098990563557,23.3261074542767,20.5902499687847,22.9182816998511,22.4055656661485,22.1190942565306,23.001639840913,23.0265035789653,22.4066534329357,22.1110206959862,22.8914719942335,23.7362662229858,20.1648644330662,24.2376034680454
"SART3",264.040878805686,171.63216668109,183.016317862632,172.949045988152,147.827810306896,121.551416759948,245.694996730501,164.711886292736,146.43424780367,169.293294233662,227.677415884073,214.732537392186,271.299356406264,171.63216668109,190.425778336295
"FLT1",49.1499488112431,51.0233140711442,56.0852941584865,54.5442196258238,49.4565036574345,49.2759748767853,53.363592147261,50.2573552086291,47.1849107594971,46.4928488137196,50.6190371430716,49.471292416481,50.6323629372615,49.1636158402892,51.7963130304192
"PAN2",108.575835509364,155.35157083765,125.863108859368,174.522490258084,168.95550861577,102.282307125374,139.376464372344,112.549442966304,138.366555776267,467.526308393807,381.728031377746,416.007336342148,488.212676276647,170.474146500239,213.989868344656
"HSPA4L",38.5228745835643,45.0239658355149,77.9970650240208,36.9757123551673,42.7580696870774,59.6113810296043,34.1432638311434,41.2721793220221,43.2018598933228,1614.76559318662,44.1312214274778,143.537029485294,199.105505688745,46.4711487522332,118.301606401444
"GRIN1",151.699565567861,159.351081363496,151.725323087795,187.534784396918,183.647740333236,151.492015355512,165.574362538615,193.074371377711,200.297958300122,141.748571609654,141.907320046303,137.639669784089,133.451593806068,166.071026097864,149.7026685004
"EXTL3",75.0102680875705,50.0076665177622,48.2679365539467,71.066205742183,49.5462104653441,48.920340671641,57.7801467638509,53.339967786782,57.636780745817,46.1170924103103,41.08811715223,51.3960238667857,48.1449784162165,52.154329576878,54.4645550664376
"DLX4",100.850010048272,86.5982928023618,103.433294625262,150.761689083921,96.2878017652227,165.421228760913,108.307517353837,95.7125409415776,99.8994186068918,94.789634222576,103.204072622415,83.4112704299768,70.0444789375309,98.9002992997323,96.729762588392
"SNAP91",506.117499666762,904.402238113198,630.69962902497,1439.31815367118,265.573349716128,87.921457490259,111.914382779185,281.814888236963,940.743866264098,685.656559402846,216.29288241512,308.916571612167,1519.14628296182,1082.78767452263,303.697832988946
"SIRT2",952.813103471863,750.993070983415,1012.82928052048,798.052855383388,1061.60372768788,1405.05201807332,906.059530976241,1271.08657685004,944.212810459596,575.923113639964,723.523063257102,976.374983635943,533.816868622943,822.118197466956,1098.09910166902
"CAND1",48.9658571297129,50.5671564894151,54.4106207055771,37.9532495845449,50.8424102936308,42.9966076942281,37.5433009273631,53.7981604701531,54.5678254958699,88.566042825097,53.9373602518072,47.7780331768024,76.8132393222692,57.3483851110891,48.9802698653816
"SYT11",654.922664258255,1410.04967080467,1177.64970624987,1303.74368131765,1028.41064749394,445.96044414895,728.333014159837,908.350345186208,1163.27332552974,919.801744403294,964.940150641819,694.780663650187,1067.02235697615,1698.89823896131,745.869688626035
"TLE1",698.924993730563,539.586488180505,490.545728286939,643.627761338027,251.497667247847,430.426654910741,658.471026238572,399.885753719904,511.415005966618,1261.45844334224,1066.54781735992,834.419188457957,699.71448740079,420.955750825301,740.996076510295
"CYLD",101.009641355254,90.8023360275855,109.464116173572,90.2252976924202,87.7327781624774,99.3480983436024,91.4259190201693,91.3596493409875,85.1810509465657,88.788378098452,96.1709080908278,86.4926685577825,94.9482479972396,92.0773754135998,100.278936082713
"U2AF2",185.439337992813,133.095129461402,125.808693216925,176.15901470725,154.603129975887,151.222594957799,163.707065425501,143.170741694206,146.362755084617,131.553163401668,132.409443499212,127.696024015007,137.278210661644,158.796143938606,137.372233574093
"ZFR",29.0371516053843,29.8194701722682,30.2366431158056,28.1189049100672,25.7480318290085,27.3956100888187,26.5197852862795,27.5760104283768,26.1928238477745,30.8158841741253,27.6218991582244,30.765485932705,27.9442389532341,28.6170684027359,27.6405712756381
"TLE2",289.568749152818,213.127127026729,254.31391684934,349.729972652771,286.984925798393,310.164016048258,336.986850506909,263.532266815863,267.356690997313,207.60460259158,196.8999313815,231.112700450358,195.199288617736,265.753085738819,336.839807350655
"CLIP1",200.338793306223,279.419064937489,235.067616055286,218.040412085083,290.412399225285,247.938008267057,261.654925696341,248.685082880187,285.77346314348,448.830650361106,454.157595879688,422.415676826222,601.650660784379,286.390913467333,257.852018785256
"RYK",112.613803920981,107.145126856067,126.591358282813,140.139614203034,93.0997947513578,122.028634922243,142.820738632419,99.9848809035535,95.6354950257267,133.728666000911,129.476103339468,104.068204651819,138.037646760372,112.187056898115,88.1237475860005
"DTNB",47.2397196471066,40.0601953747982,47.8908667250083,47.8488704979244,40.6441290957215,53.8865473250625,41.7630646834546,40.9480718474328,39.3471405695912,41.0018614434502,40.312429874271,37.6606928811276,41.8116608603383,40.328307505239,44.2526949582565
