"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"12607","5.0821256","0.10642281","0.19676806","0.0","4","9","false","PLS3","3.75","4","0","0","0.68599034","false","0","PLS3","8502","0.25"
"12608","4.67149758","0.06532233","0.21406412","0.0","2","9","false","HSPA9","5.0","2","0","0","0.71757711","false","0","HSPA9","5932","0.5"
"12610","5.10144928","0.0","0.19602273","0.0","1","9","false","IL17B","8.0","1","0","0","0.6845039","false","0","IL17B","0","0.0"
"12612","5.29468599","0.0","0.18886861","0.0","1","9","false","IRS1","3.0","1","0","0","0.66963954","false","0","IRS1","0","0.0"
"12614","4.73429952","0.02526304","0.21122449","0.0","3","8","false","IRS4","4.0","3","0","0","0.71274619","false","0","IRS4","3202","0.33333333"
"12616","5.7294686","0.0","0.17453626","0.0","1","9","false","ETS1","3.0","1","0","0","0.63619472","false","0","ETS1","0","0.0"
"12618","4.88888889","0.07447543","0.20454545","0.0","6","9","false","NFKBIB","3.33333333","6","0","0","0.7008547","false","0","NFKBIB","15812","0.16666667"
"12619","5.53623188","0.03055185","0.18062827","0.0","2","10","false","KLHL36","5.0","2","0","0","0.65105909","false","0","KLHL36","2496","0.5"
"12621","5.06280193","0.01857324","0.19751908","0.0","2","9","false","KRT3","6.5","2","0","0","0.68747677","false","0","KRT3","3424","0.55"
"12627","6.5410628","0.00966184","0.15288035","0.0","2","10","false","DHX15","3.0","2","0","0","0.5737644","false","0","DHX15","720","0.5"
"12628","7.53623188","0.0","0.13269231","0.0","1","11","false","MAGED2","2.0","1","0","0","0.49721293","false","0","MAGED2","0","0.0"
"12630","5.7826087","0.0","0.17293233","0.0","1","11","false","MAP2K4","8.0","1","0","0","0.63210702","false","0","MAP2K4","0","0.0"
"12632","5.87439614","0.00966184","0.17023026","0.0","2","10","false","MAP3K11","3.5","2","0","0","0.62504645","false","0","MAP3K11","2618","0.5"
"12634","6.86956522","0.0","0.14556962","0.0","1","11","false","TBC1D17","2.0","1","0","0","0.54849498","false","0","TBC1D17","0","0.0"
"12636","5.68115942","0.0","0.17602041","0.0","1","9","false","MAP3K8","7.0","1","0","0","0.63991081","false","0","MAP3K8","0","0.0"
"12641","6.48309179","0.0","0.15424739","0.0","1","11","false","MDH1","6.0","1","0","0","0.57822371","false","0","MDH1","0","0.0"
"12643","4.75362319","0.06529003","0.21036585","0.0","5","8","false","MORF4L2","3.0","5","0","0","0.71125975","false","0","MORF4L2","11710","0.22222222"
"12647","5.74879227","0.0","0.17394958","0.0","1","9","false","VDAC2","5.0","1","0","0","0.63470829","false","0","VDAC2","0","0.0"
"12649","4.92753623","0.0","0.20294118","0.0","1","9","false","MRPS22","8.0","1","0","0","0.69788183","false","0","MRPS22","0","0.0"
"12651","5.06763285","0.00871894","0.19733079","0.0","2","10","false","MAP2K1","6.0","2","0","0","0.68710517","false","0","MAP2K1","960","0.5"
"12652","5.91304348","0.00142097","0.16911765","0.0","2","11","false","MRPS35","2.0","2","0","0","0.62207358","false","0","MRPS35","244","0.5"
"12654","5.90338164","0.00227006","0.16939444","0.0","2","10","false","WDYHV1","3.5","2","0","0","0.6228168","false","0","WDYHV1","234","0.5"
"12656","6.97584541","0.0","0.1433518","0.0","1","11","false","MYOG","5.0","1","0","0","0.54031958","false","0","MYOG","0","0.0"
"12661","6.56521739","0.01927677","0.15231788","0.0","3","12","false","MTHFD1","2.66666667","3","0","0","0.57190635","false","0","MTHFD1","3442","0.33333333"
"12662","7.56038647","0.0","0.13226837","0.0","1","13","false","NDEL1","3.0","1","0","0","0.49535489","false","0","NDEL1","0","0.0"
