"","P_GSM1192704_BR34_1SN.CEL","P_GSM1192705_BR34_2SN.CEL","P_GSM1192706_BR34_3SN.CEL","P_GSM1192707_BR34_4SN.CEL","P_GSM1192708_BR34_5SN.CEL","P_GSM1192709_BR34_6SN.CEL","P_GSM1192710_BR34_7SN.CEL","P_GSM1192711_BR56_1SN.CEL","P_GSM1192712_BR56_2SN.CEL","P_GSM1192713_BR56_3SN.CEL","P_GSM1192714_BR56_4SN.CEL","P_GSM1192715_BR56_5SN.CEL","P_GSM1192716_BR56_6SN.CEL","P_GSM1192717_BR56_7SN.CEL","P_GSM1192718_BR56_8SN.CEL"
"PHF7",39.808449724774,41.4883480510361,43.4593355819787,40.8045743982469,36.5289713575084,37.8997822036866,47.254908625644,43.4593355819787,37.6001490046676,38.7148590259556,36.2201409884546,38.9605397817327,42.8395014730016,43.4593355819787,45.4007405677739
"IFIH1",78.0457330709617,126.652654883231,94.9055668168102,77.6168617804976,102.820188789368,165.631348078865,130.178624488911,200.464421916598,141.888961500474,139.687350562673,103.328979519401,146.652896058511,92.8677739037335,124.201205212129,68.8377794402726
"VAV3",751.997804637263,617.317132552621,289.002892561208,697.35668675351,568.453027161948,281.636856667871,86.3941975634957,586.046370822077,368.288527392022,607.677374069782,336.290701630784,202.57148247955,167.725073989136,180.754934167142,284.655066474251
"BTBD1",1529.23721956447,2052.77669051723,1297.56987548002,1675.65506647425,1786.82812894318,1820.95067201711,1587.54475629037,2156.31934123646,1867.28550125686,2047.07698987488,1794.96679155389,1823.40672905569,2115.36309130919,1471.35071864817,1540.92792521511
"DCAF8",34.0744875370759,37.4748046993029,42.2045864562579,35.4550108966857,30.07834612017,34.5522191615783,45.742150149159,25.548690690944,29.1412057623247,28.0947990803645,21.7441817585724,34.0757467350499,32.8733913580262,38.6837085284847,32.6032579515053
"HIGD1A",345.76930420523,343.632736876138,133.611588213381,324.203124787889,333.00722041491,242.036549152876,53.8255053755395,260.121689043711,211.411503839316,279.770933559338,113.698544735158,170.131573424609,180.736339991676,111.597130199258,209.359025227382
"LYN",128.239733473998,88.0121854676303,174.00742392925,157.872029733274,139.702474355643,326.727494972803,95.3851528180221,76.6538296086678,259.959414300338,123.828979517731,371.418954908673,194.777092768515,260.707109642745,112.44411285576,203.69854473512
"ATXN1",33.5011287231043,22.9947789283124,44.8449367636807,24.4908372764929,25.8881930807637,33.7446506921653,27.4065292265588,38.0101852876383,34.527183336474,22.3964561015505,43.3289228024869,28.2043858760703,39.1005312096928,29.267716077546,43.0548170731708
"CLK1",696.558150810865,1104.83459900821,836.046370822077,921.995720646149,882.350718648165,1070.18543722412,1041.13332734382,1735.61400809028,1462.66379067484,1149.61870326585,863.028190238843,872.44636718175,954.373869384793,2712.80381991992,788.524631691643
"ZMYND11",39.7692310059837,35.1469895641463,24.0031587845883,40.2756155153355,42.9417482632556,29.8891570255294,27.9450960686125,32.0959459781896,28.318873650095,30.5890144949361,30.1853141416141,25.2677390274831,27.3784147678323,28.1161419639799,26.4111430673889
"ELAC2",334.978047100091,281.364700631364,192.594521673627,292.07573248147,295.596621775888,262.799224250525,224.046981235748,193.965216157146,247.142421892864,242.319100014208,312.82445702375,257.628703014743,288.676805604686,178.046370822077,221.844412528737
"S100A12",114.477288399157,21.0686483295197,153.599888225601,19.9705771879743,334.046690161097,227.663369891972,275.835206426382,488.551390550444,87.2637624846876,116.612228003148,45.7778753636248,206.653979086633,158.011377599119,92.1271895665942,87.1768059819592
"LIFR",1256.74988702071,1372.74851859792,4699.00804668006,1952.84164352258,2224.51316254056,2776.67718645842,2687.31152346044,3054.74317643923,2803.52132700465,2807.03542801856,1052.44762159437,2281.11158821338,2570.36863589292,3655.64548597981,3244.56100429301
"GRIN2B",36.5509138755573,30.4020833234701,21.8622099724413,29.3288764590224,28.8313443148576,24.7030335871879,26.2570080550545,28.2957906348888,23.4986440576118,32.3535588599518,27.5492083022716,29.2878205659705,23.2820177399788,18.6739541961093,23.8848475337569
"RTCA",114.244047157212,103.878551781677,72.6750659256004,111.089849083124,87.2419926353548,76.574204869243,56.5261511234462,74.8196278339903,66.5064718958115,83.3107297040005,70.1992738246261,72.9594362808065,73.8805727328273,56.1288318230001,78.2490476490381
"CEBPZ",297.514017153322,349.378121244829,318.847722262941,288.416853607231,336.332432618335,381.338278629796,392.741838182861,442.242436375143,450.727397532069,386.442721616705,429.95223038701,448.208267312907,446.94210601783,435.388416946859,349.187872270507
"DYNC1LI1",439.35570937836,325.538965898393,160.481153430773,467.225688589344,383.046370822077,335.675635286124,123.21927718249,280.97185669673,358.348314015692,310.690285377841,324.067171492734,261.745722326434,274.468166821261,232.183132562666,330.872712720622
"ATP5F1",109.234574495807,124.340835623745,67.7950474977582,110.157274302171,81.5000624864595,82.8031565225782,38.2771018909655,60.2899640977498,82.8128498317116,86.0463714775059,46.7677660770622,72.3784042336283,130.029802834761,38.4095878581305,77.9739811954748
"FOXO4",82.8808269898457,124.475134122859,154.908283406551,101.487021379207,120.86649156963,147.49880545056,244.896779483772,164.493470067448,149.192764474392,139.160542820622,173.915401549905,180.13774229613,142.381768852983,204.307240387294,134.22189141492
"UPF1",180.959414300338,201.72683448596,265.779918017289,192.814757664941,224.103624643158,259.187814088648,269.248242338216,187.989687728881,217.123180365062,202.602098679976,259.047958878691,297.272282029392,248.065455536404,213.270146645845,219.091962952035
"NTRK3",467.65326626753,377.65765955028,219.24202299599,582.397616182625,507.781704722892,440.666959738833,294.901589071156,615.029957018516,501.06496817923,609.32515183192,252.701615855401,344.354651599602,387.487063301106,292.314013395876,362.481153430772
"TBPL1",892.500930468205,841.12088498836,588.846530713811,847.046370822077,995.483279359006,491.254285968394,281.443090053341,707.622163993476,526.58609053545,788.828979517729,465.154615491313,477.029758964036,469.750578193748,398.273261843997,543.069299873967
"PSAT1",1354.22930563432,1967.65161963556,1464.92436516289,1742.77666932315,1583.16431871248,3127.68834181073,1631.89894771535,2622.75007563711,2510.08835521322,2500.26368470637,2103.31985221165,2584.51126312912,2769.50510996524,2496.97696558377,2377.27815180794
"S100B",3730.52615431062,5209.30724038729,4902.38452141913,4571.98814798182,5088.5994410778,5683.29343255398,5786.82897951773,2715.54335303636,4986.36938585669,5388.69494958779,4480.65650253618,6113.87254066917,6709.4092708187,5635.48115343078,6874.59331980086
"S100A9",425.831151071126,106.206888890502,476.361176076467,305.445911955126,644.523365994715,336.833169161948,542.358826839259,467.182089095366,183.655066474251,276.04531765279,1014.91336391718,403.36870441607,963.548325206698,110.359266110957,218.394196909034
"DDX3X",268.868187996108,370.646234193165,421.837762817936,809.911134089309,266.915936039468,398.320501417668,198.408538978792,349.076650783007,789.914500457331,299.068260553343,388.590843808301,319.033384111402,451.69854473512,647.674478820974,686.141019844261
"TOLLIP",233.212115033929,211.378132764669,219.08715254417,219.161792171163,229.068516486448,205.524339920198,168.833582290818,176.324569289244,164.923024527992,188.867231240332,129.249314994087,161.35059454738,165.613376016161,158.887693861583,129.116298158654
"HNRNPK",1609.85603872788,2074.1130156429,2395.78550125686,2186.14967724893,1069.267750766,1892.20619704432,2033.61557164888,1274.65506647425,2570.92777030279,1766.4828769007,2231.02962413523,2367.89818459612,2248.08713380381,2231.69854473512,2545.66686264382
"CAV1",123.005604975158,137.428669873751,150.312316528036,98.3786224246311,141.86325839606,176.400475435982,120.437675169906,143.498516875191,255.202005050423,191.908397088292,139.622624195314,298.995733877392,127.159096453677,144.486884625509,157.158720866948
"FTH1",6774.0194460963,9870.29306254841,13345.8078682865,9828.35761160665,10363.0366585659,10497.1768056047,8131.83674189855,9458.9711587306,11005.391219341,8777.83801811878,10229.778591147,9661.64704221148,10819.2527747631,12831.5723650918,12664.9987090717
"SRSF7",161.185953015416,153.396026401615,272.74202299599,128.471468405626,156.250593194964,202.481153430773,222.793374191181,114.25172952424,295.773734210592,143.115805944871,217.471986044666,154.487894153412,159.400389493753,504.341641567914,257.155219024179
"VCPIP1",205.57287821612,215.769850833305,83.492538948399,215.970650386304,177.216971480243,188.148150582877,74.2056467957167,174.437675169903,159.254140212731,218.235465776731,104.742022997645,110.711727144573,142.69408736307,93.4973168218338,116.433676436322
"PYCARD",124.362098984269,118.818147852264,108.267806362865,116.880787394031,158.101255435046,199.951293122571,109.428142963793,115.537409649351,136.761031780292,126.782742523856,351.396531918874,142.799152190684,187.705833719578,77.7228012857908,118.307240387302
"CYP3A4",16.0667028490984,17.3737528541397,17.8956965049951,15.2420782339166,15.9766706736044,14.8627364224916,14.6577329845057,15.2420782339166,13.7689804293233,15.7500883227865,11.6929687542414,14.5872189265318,13.1940279508657,16.8690806090854,13.3239863824956
"GGA2",55.0593648332168,49.7457442339404,77.1700382500138,56.4982812058878,50.0570942357709,50.0570942357709,60.3076942894596,45.7878565074214,38.5192547443592,47.6068639974018,39.8304621046512,45.4966630760147,50.0570942357709,38.2737272126619,46.0858096519359
"BCR",469.34918113561,418.792276061674,416.039492096383,591.089849082947,475.080375315175,509.67147060836,514.171133225849,243.130798034342,397.048960938412,294.402970048685,291.999716752554,471.291430302279,355.609325037611,322.941168663085,378.350295926291
"UNG",172.586762163929,191.926298139092,221.446588813105,194.465351489087,243.916586617023,346.710936868755,260.876917002889,220.046087981912,282.964031756481,188.192178236308,166.358653279378,263.74202299599,311.165488874784,232.422113730272,259.113400420548
"DYNC1LI2",220.960117410304,290.853578493239,299.014656333776,296.573870976889,302.176805604686,361.259821453801,376.353994919991,191.314163015591,467.108577651157,276.477014895821,300.607442633198,376.377393884683,365.442787451415,574.743338351969,497.226457917437
"KLHL35",81.6216589305001,78.026481856615,57.1931996532219,94.2641121482356,72.0464040542338,51.6892209329757,50.9722387423068,50.8942550313183,41.6427616043927,56.7345747754886,47.8215146414001,60.7965551255968,55.1821764675748,48.131406461616,67.4504690901733
"IDH3G",355.845658216118,256.359518729297,241.414513592344,329.71133635827,276.522412930428,213.211657247486,235.010586890138,224.253790734908,188.629911215552,211.020102286367,257.449651804286,226.506729658288,243.484591770057,196.795283117795,233.396521508501
"HNRNPH1",1538.31646283824,2768.18690450163,2623.52232744702,2329.69796115194,1873.23448570359,1939.6268431556,2407.44180268752,1820.58669469399,1524.39419690903,1616.29210074184,1222.05743356205,1460.01257601421,2280.17680560469,2425.99904915368,1711.08984908295
"PDLIM7",138.941503205608,86.552736776657,75.7730274440056,164.828979517729,107.708873690415,86.4024254272891,67.1133879967324,72.6384524051909,73.0023899384823,79.4688720916502,108.098871396711,86.826135228086,83.2955106644285,49.2941791886879,61.640376573918
"TRIM22",396.176805604685,304.36881144561,469.388793481139,505.611588213381,435.668616208041,682.561587329643,397.669786260545,451.778156804984,789.854692522349,615.093593969986,527.901588296519,662.627123000268,732.089120263191,501.668583665508,467.439007496848
"KPNA2",1324.47543256838,1390.29737654917,616.130550201133,1425.5458939469,1356.34652508294,1017.52463169164,647.758226128321,1200.29441990138,1047.18240778115,1372.38933033092,828.481153430773,684.539614332422,922.712404848766,669.173951722828,878.264569907592
"FAM46A",128.043457370313,128.120572375394,116.676874927122,99.2271212617743,133.214506923928,178.78550125686,207.49533644645,196.055842043782,142.925868437144,161.29834304916,130.046370822077,151.213758211925,136.394196909033,236.838779135537,131.713399631988
"DEDD",418.655066474251,390.681913666466,376.291799380801,449.190624882124,402.778474543497,455.656620128632,412.540218396988,434.140657885086,394.524631691642,428.589849082947,322.659102586619,432.69854473512,436.350718648164,432.69854473512,332.569294975387
"ZFR",1452.73535917311,1821.35071864816,1797.61218615036,1833.77728878154,1858.34087789955,1962.17455276898,2010.69854473512,2346.66294550242,1945.18901679426,2074.8481864609,1713.52873450317,1915.33121702364,1994.01439008984,2244.00098513448,1821.35071864816
"DNM1L",2014.93287598358,1726.75009273602,748.797865252087,2135.08984908295,1797.7606794195,1533.32897951773,559.534328169663,1505.64117334475,1770.89403587219,1781.19854473512,1535.15837118463,1343.9176843693,1359.45781962386,726.936718455184,1691.76623960382
"STAMBP",389.279557910215,495.78550125686,347.111704554038,368.713382765624,457.816781059277,472.747875851884,377.994987652799,452.076491466981,417.372834620695,467.44407471263,383.915936039468,440.499113185055,593.338454245988,445.129813567789,473.463116080004
"UNC119",285.377147361895,249.124351085584,299.35583077119,245.759883191455,234.081980548467,261.924490764346,253.872457778599,193.175725108219,223.197795183812,265.419785767283,242.203484461716,258.726077955895,214.80752265049,225.882057399572,192.655066474251
"RAD23B",429.119959426054,432.209053732709,150.662299029438,608.997033656726,406.299407507293,493.159309409112,185.226992621938,369.307240387294,475.194021044729,366.721365750231,236.070930584294,346.280949504552,434.157199365175,216.52934834822,385.450572895053
"LZTFL1",37.2361806200343,38.6088066683647,20.5622904210584,31.5722785435304,34.6377327247785,30.0595360839866,23.8165082940803,28.2986206603714,27.7567509320362,27.1146673984303,21.0374294726048,23.4699592785035,29.1426099449812,14.7317875606128,27.8857441206219
"MET",110.605505177631,151.363016543357,66.3633232551466,119.901595883485,115.142588337178,193.046370822077,94.1950345939966,116.658952600804,168.899325162165,211.982311144894,127.031570086243,183.913153975076,140.06870507219,82.6242873647374,106.879637574961
"MAVS",71.3761755912634,80.0736574559256,178.556858337745,74.4070001552383,101.217837075366,109.545186521552,121.137025495099,115.37764924445,193.942362343831,135.897218996658,109.231652263067,139.250067964119,132.085988762353,265.712507728628,178.935663579933
"FOSL1",39.383338570769,33.9110442798197,46.7639495816846,44.239241469808,38.8605321344041,45.7854424480401,48.5878282336875,34.3312967560315,48.7779117767238,38.5610578867273,35.6083026972102,39.0125220849971,35.150639979937,60.0487772801282,38.4299196436471
"UBE4B",679.301935299997,679.950296102709,453.134209437297,526.640612469371,597.969439744127,536.564680060212,398.870064250767,568.95666996663,524.944986658806,579.084925364011,519.551873095639,485.616301706088,566.197154682418,487.229209091523,523.796210425677
"NCOR1",294.006907193896,390.908224934639,428.184968769148,332.585131802151,373.176805604686,411.004464490423,372.569806649882,478.656534205608,402.908277153369,400.391821758664,299.107782675062,450.882802312114,384.21767907675,487.597853243706,373.425803164178
"MCC",1382.08234951376,829.444002657291,1035.53740954875,1060.42049941048,1527.49344481231,1158.3001734905,824.769976575155,1842.87702972797,1474.00289256121,2275.34833747135,547.350718648164,1195.35539578552,900.682014002832,1246.82458714656,909.779752185215
"TMEM177",114.706260418592,104.872457780254,45.0952799034256,114.99154834173,112.46075086021,88.2926907222386,49.5213263598059,61.5685599108468,86.0898497383755,67.1196176708286,52.4767366328182,69.4282274305195,77.0817507301431,43.0576748643279,79.5915153982478
"TUBB3",6451.65506647426,4472.68974600312,3163.95662747693,7313.04637082208,4747.73546579241,2044.0539683721,1444.22028386556,2596.73158070035,2682.33380527972,3320.28550125686,2947.64776817525,2646.8362825417,2638.41033174724,908.150371928793,2906.38806170141
"ALDOB",23.9605291792262,33.781035427981,24.9141119420773,26.7082124190561,27.7962949870133,19.2674891274355,27.4563395358287,31.1310984693427,23.6829593518788,23.683725910416,27.5250466193192,27.9031123666355,19.6468527983457,21.3545852704174,26.6274212194959
"HLA-DPB1",666.275614115913,675.992282209649,496.085529912249,878.872457778599,564.890874039113,718.329952954683,461.508652002815,581.927085417837,1234.22028386556,549.151911223949,2259.04325719206,842.814975427375,820.775133269611,315.656087386773,699.600940528995
"CLN8",76.2637738247854,83.8873237203158,123.461506846117,126.292517987514,80.4762085285916,118.077824352471,83.9842579016214,89.0352257746847,155.676690217267,101.290634808568,154.653346936371,124.726820488645,122.699403739779,217.280642328779,201.220283865555
"S100A8",1626.59537256898,322.616767787565,1816.17655183048,1279.09074344428,3681.44547157046,1849.78055017336,1842.03420474067,2934.09118295861,817.566381334333,1113.74589708899,5365.22028386555,2155.21901728713,4215.4330804813,462.797845233161,1078.05591059137
"MAP4",372.472735787909,433.596138025647,645.115209908537,440.611588213381,406.75939190052,438.572681009049,542.535861268163,366.724810413859,549.100225278407,397.606153180477,529.394196909034,678.575917217954,479.893362944148,792.231799198207,555.434741522437
"DDX42",5.72755120964875,5.61641621031176,6.0533867148962,5.44774377330806,7.15206226238097,6.08818292725675,5.98494836339318,5.9918475503987,5.99329664616813,6.14001714082341,5.11703558625532,5.28691412152231,6.04631446528106,5.62980895106288,6.06165305386689
"CAST",18.6248684003276,16.7462472982093,18.5739811211229,16.891406067215,13.5701899138883,16.8251544970462,16.9438329156165,13.7472689146997,18.3971188736245,14.7901274729455,10.9479389356491,15.4652174033446,14.3650059829927,18.1204986856437,11.0844507821948
"TFDP1",46.1205554503283,59.5675461988123,31.8362024064407,58.3830653263981,46.1205554503283,46.1205554503283,37.4654300679395,35.2431680420882,45.4195275184156,37.5304104663658,36.8169064915929,41.4840703902993,53.2080767933996,27.1901841152626,31.7389497886437
"IARS",2386.24942314189,1547.43729689713,1442.32584759948,2080.78244753031,1801.9412186823,1327.91593603947,497.002892561208,1980.25805487772,1705.47468096716,1725.6620113884,1722.47363176221,1081.58348932316,1589.13311022605,855.307240387295,1314.8134546222
"CDC42",1079.04632111647,949.238687533358,176.035274560316,1019.92942994985,861.158488780616,393.928284054219,32.4194191052864,764.928077642716,407.879714758219,622.455739494345,578.220283865555,272.627435002455,343.704165384351,56.4723490144035,482.217795298491
"SUV39H2",5.5856249725731,5.32901298268686,6.45471968160792,6.33696520775771,5.73024896792147,5.92779246531313,5.84264261301158,5.6761548542074,5.00098727543739,5.9095196810898,5.92779246531313,5.61814598320527,5.52794675222449,6.24652639075888,5.49643453214083
"MLLT11",6642.34562815016,4986.23729500038,2181.46380000645,6390.5868423378,5507.97416422833,3269.8929587636,332.202737700282,5432.57703256281,3744.74598531483,4672.85071864817,3951.06075074057,2546.74907028405,2689.12666593868,1028.30391172288,3401.44778954708
"SLC9A3R1",190.028907531425,252.002939904928,199.368607792203,272.307182261297,243.089849082946,354.915929299667,330.611588213381,238.133327343816,327.843662022002,233.294528882177,260.283096719157,297.322589796551,313.310751430415,252.157874985862,305.38604433882
"TGOLN2",379.081335083508,531.14402015033,406.419013812415,502.58356447649,442.204723420804,489.249777859863,476.245140753742,278.975615484923,589.862671878553,371.194241308986,619.828979517729,546.632463485432,482.716577850452,495.33573259368,574.538370967694
"OGT",102.470399158309,164.78550125686,169.73334377729,138.014569151596,97.6434127207552,84.0972445457181,97.394196923107,94.1421973842993,101.350718651586,64.6186349985153,93.8902698286063,66.1553473330556,112.195014678199,124.931006307474,194.959414300338
"ANXA6",1016.58141381471,712.686626307609,443.243216211529,1040.25786890428,820.349184020764,333.67452934458,218.536275359558,365.75299275763,750.728419531618,691.589849082946,687.93390039881,507.744652644167,345.531383918788,243.162391504583,704.430357698086
"LCP2",95.7420230236345,82.8740128749849,126.231107164381,121.176805604689,135.74202299599,189.920656324565,79.4811573694127,92.6895400694835,241.687866032685,123.600717667614,196.263762126425,126.485671924556,213.903860564814,87.6291755828121,115.945988682642
"ACOT7",2933.24801817314,2074.15011961837,585.246586225773,2691.76679245502,2308.45846575657,863.863704065484,146.44130340521,1221.72310438286,1052.39189457211,1158.15560977452,1322.1348804284,736.731046192191,732.953696155526,186.59853460407,1084.85521457459
"GNAI3",113.948675425202,122.092121037679,132.481153430773,102.959414303725,130.720074705576,124.97411183266,112.411379099234,143.319477036408,117.699682900718,155.538041608618,182.290009629504,138.046370822077,211.046370822077,156.350718648164,109.090817989361
"LYVE1",19.8358434158982,22.3485311849791,65.3276204932621,33.4581637399303,27.1901841152626,57.2443256206477,20.0008619687864,53.9447394365247,38.0876943505057,37.8014407222968,29.0460785985403,62.470413938169,89.7311549388447,30.1997281537,13.9767772959671
"ATG7",21.3305181829826,38.547434524519,19.1557759111313,20.509872048433,25.935666286923,16.0118598349744,12.7330447201094,22.336453411026,18.9505749745952,17.1871665864821,17.3369323064083,17.8844999774709,20.7570140918588,17.8916498459294,14.2133629387849
"RPS15",7660.01014193527,9060.94669696531,8616.3762177538,8532.02934014954,8667.41974874416,9003.82897951774,8964.08369951679,8063.91633903372,8197.47497821249,8015.57164756749,8960.8724577786,8725.91551308792,8824.30724038729,6827.46555716383,7236.30361113915
"FGFR1",72.1342934338519,62.1935120977488,164.195472679929,90.2202840580886,67.7579652630496,100.505898533531,88.9552375349585,166.571062895118,96.6986406557602,116.524631691659,172.305560072442,98.6550664879956,119.865559814822,128.361690330134,189.96138047585
"VEGFB",134.360348497388,102.976822941655,153.78550125686,152.69854473512,129.630156099332,155.159731421453,179.828979517729,122.178421831681,129.089849082947,108.593930960066,163.630594045431,171.75159058506,155.495627586733,119.771606118214,90.547382908922
"EIF4E",98.5067813212257,147.176805604686,54.5068725191886,91.3893700675618,110.122062453241,84.5285528943525,36.2090906033645,110.278537881582,86.7193289617418,93.1541962468947,52.099221547933,71.1880750575568,69.1495081236088,64.0765476407182,62.7266744037094
"NUP98",39.3027165848825,40.9423066612785,73.7926388948506,61.7859507038515,50.4124206389996,58.4849730828612,41.5262403397359,48.9346115517949,75.1759004262632,61.9624223750407,81.1333295780168,73.8098428839791,58.1130839975377,79.7110792155432,74.7570823804505
"MAP1B",630.218074097689,342.350581147058,631.681188946805,429.083042911558,566.524631691643,477.972605274582,345.987319054778,259.895499252141,613.936217371466,556.301721446978,541.236015787007,613.649288311259,333.313307963143,469.868249386065,950.071823280251
"SURF1",54.9736777055288,73.5002572163617,76.6273116865735,58.6231435498997,51.3252598245339,61.7314611689444,108.056001731747,83.6577876409447,55.5264997654048,69.560503075874,62.6806664363559,60.1209624804333,56.9601215304298,83.7313578699085,64.9045046311789
"PHF21A",50.8383651815647,47.8378825830677,56.9691847117826,47.7211154486929,46.7021708339386,45.0796512808606,74.8442230071643,47.7211154486929,75.0885581863021,42.8967989991942,43.8385186828028,33.7172952756492,44.6029482895265,121.91963384356,50.7900288383475
"CDK12",174.119819148585,162.916959834671,122.252281528164,179.713733480219,164.610723339586,165.655066474251,106.083574700411,133.086711891679,172.118678127013,157.830477280169,118.950909418051,128.640442273774,160.089849082947,154.529171170738,133.959403010257
"TCF3",133.408772478046,177.688297086775,197.20864263991,122.934630582374,160.437675169903,202.893927881567,318.95531703084,199.136886468881,180.12788813883,200.872457778599,155.372991761042,210.658324596468,211.676498198441,204.78933043836,117.326626160302
"FLCN",148.507555334598,208.189861360165,432.180034550974,123.975450770879,195.329130038221,165.655066474251,394.950594825782,258.218646159088,187.670650395571,204.357888354035,208.481153430773,206.655066474251,149.394196909034,709.298967104652,121.164466567657
"CSAD",215.527345081407,309.20245030002,257.674790449085,236.06259754226,200.637125945141,197.089849082947,275.270067327355,209.532646488992,282.792058073573,253.417472420236,160.076728659084,200.447937845825,313.720935488858,333.429758520026,284.490819825735
"VPS45",799.524631691642,854.471661281068,569.266895427091,772.504149655063,875.869449281865,706.063649252576,503.441202755516,795.126227886399,690.711053145236,800.224265903792,700.263762126425,759.018504533365,683.193839977158,687.263762126424,575.037275298375
"VCL",388.517381820609,290.435054687778,292.274478615041,349.58982315372,300.500693249404,356.350718648164,203.002892561207,320.629252047831,527.23208385456,408.568706715262,361.046370822077,352.057444978582,375.915936039468,266.530459379442,301.089849082947
"KCNQ2",723.4283046775,513.065077948066,232.094603818002,411.726863936876,508.01274181577,306.268214588998,51.5723538513293,307.400793595018,273.06877413414,335.794954500176,395.785501256859,281.915936039468,289.638994442372,84.4530539442248,248.350718648164
"RCAN2",8888.742022996,6907.00289256121,2710.8724577786,7227.39809679595,7562.62515963505,3735.81335408851,772.889080818491,5502.24120546893,4862.58350963563,5682.83251584342,5422.0926030616,3354.43809246651,3469.6746546279,863.573774823279,5591.24674262853
"TRIM25",183.259028198765,183.711914551734,197.152169990435,149.458543156172,209.211365999676,217.773143585916,285.773486918197,193.709920694391,189.557727365655,197.775234789414,251.461877211446,223.822225588027,202.611588213381,170.527740971413,156.663416732262
"PTK2",1029.9649256302,1763.06923082086,1147.17649804718,1286.74202299599,1192.78406851525,1460.85691130125,1117.23556753803,1195.78622525553,1854.59054117077,1143.22463937912,1319.71074567302,1551.83990169985,1770.75669207626,1638.20877965292,1855.45072094832
"DAZAP2",2228.25629137348,2920.39419690904,2534.58065555291,3527.75135652268,2725.11999355581,3302.61263665272,2284.3724577786,2804.04755217709,3391.99529643629,2656.8719839399,2905.44549232835,2864.09370412604,3343.24460896349,2443.48864710815,3760.81236328489
"ZWINT",316.779112741891,191.755208332701,88.144067978325,213.57111831177,216.287415685585,177.915936039468,46.0596061884133,141.316241923739,127.864051155116,185.723174306661,174.218327654891,140.625422889158,136.677520461277,39.5477291981195,90.6958543767758
"TUBG1",300.297320560646,245.03915602982,187.549659774462,291.515757636986,261.769994574663,189.511273357988,137.751187311341,226.785814725188,189.398755452133,217.939162218618,163.323469072702,169.330218779833,229.676545591524,105.26376212808,135.615416638191
"IMMT",1312.80872497437,1291.1507536236,520.595491713789,1369.84137033583,1289.87638783216,808.12155902922,425.307240387294,991.002892561207,954.201700137216,933.076111406753,1062.65560900456,714.197747189941,807.698544735121,341.901227467966,866.568109952512
"BCL7A",89.3690038442976,106.611588214179,132.273672414307,128.611960586521,97.5605945005924,91.5208973638065,105.609202898752,73.9107500620887,77.4827665508098,74.1535825387159,43.6429599161806,83.4277361477811,84.0442535146508,74.0208379094232,94.1860792335608
"PTP4A1",22.3792032524183,23.2785476207607,24.8038215878536,22.9905283316073,25.4372453793146,21.8125171705546,34.8081236440804,26.3778838987356,22.2378239959888,25.4666036352267,20.7912076146683,21.8255033848878,22.7076825064037,26.1357122407436,26.4578327833067
"UBE2W",9.02328044495557,9.32401955061292,12.4554590909853,9.4776620937408,10.5459958326341,9.18427565065431,9.93188327204914,9.38106742461586,7.66212004964078,8.43750218532155,8.65926696889066,10.1360114360743,9.26068560906954,8.67823395000401,7.00297133098903
"MST1",130.821546509545,122.136602973008,106.003064739435,116.693512480032,118.688496868847,124.82897951773,146.961181447632,123.975806295911,118.688496868847,107.362841214138,138.647995003719,118.290302392341,117.529912197881,122.828979517731,119.193925431262
"CFLAR",164.501495655458,181.117656191037,249.946892127137,199.951170331351,189.62639204115,234.885729306899,140.789737763901,180.524631691642,317.693460753562,220.35189610132,170.959414300338,218.901840994168,238.144793066984,248.966291317629,305.548262432308
"RSRC2",315.185725294372,267.939881554768,294.840007440522,299.98797151719,435.541493534307,429.542163718731,324.574522428866,287.687908811893,466.917976196468,409.18262051978,422.301930306092,430.217047226257,400.376650407007,546.07433047786,465.062847819035
"PIAS1",460.175554913249,436.524631691642,327.437675169903,503.551162042582,486.920052211919,440.887948489047,300.309422911368,607.220283865556,449.046370822077,677.917895014203,231.948000357854,383.884979288554,418.002892561207,342.4049256285,363.828979517729
"PPP2R5E",265.003797632464,273.964403674234,262.173933976544,243.507369784365,258.921872920344,227.248926574392,242.566482551729,296.896817464318,257.293800913335,339.220283865556,242.637167858725,265.003797632464,219.111993274969,281.029412223593,217.990527279561
"PRDX2",457.799908834319,388.372757770189,251.431971514932,421.534593035542,388.71531883595,284.316969645348,259.097939874727,261.049144258369,261.300242353675,283.58758850635,328.193865799918,268.106381549576,302.029613727385,165.251260004707,296.848686182675
"ATP6V1A",4139.78252133524,3228.92357555159,1571.31391532001,3572.74202299599,3658.61158821338,2451.97318185271,619.031297735613,3464.75335821447,2506.8642112755,3045.92854382469,2403.7853385109,1973.0478726653,2012.2353484966,1028.69377003397,2383.466476686
"DYNC1H1",2901.13125530854,2416.24363244178,1295.1276904418,2806.64161308832,2560.44945698551,1915.20894791146,1046.10569608564,1748.34919702281,1971.66831191404,1912.92144069373,2171.89387835018,1948.17058760701,1851.84785514234,1180.50063732012,1753.3951107169
"PRPF4B",218.175184638667,316.990458104318,331.208616953194,255.150156165805,267.611588213381,292.190697021141,369.458944284717,596.569478735162,294.602390963336,327.176805604686,181.243762743991,220.461574541755,307.862077789227,514.663897297042,186.727586005007
