"","P_GSM184363.CEL","P_GSM184364.CEL","P_GSM184365.CEL","P_GSM184366.CEL","P_GSM184367.CEL","P_GSM184368.CEL","P_GSM184369.CEL","P_GSM184370.CEL","P_GSM184371.CEL","P_GSM184372.CEL","P_GSM184373.CEL","P_GSM184374.CEL","P_GSM184375.CEL","P_GSM184376.CEL","P_GSM184377.CEL","P_GSM184378.CEL"
"BTBD1",530.147370014794,440.820943555768,496.940340887731,636.616283223924,696.160859286359,500.499467968932,528.870961928913,528.350161028537,581.773702409429,479.333079098606,438.718231743145,465.677746804804,577.48999222953,429.457990294141,561.616697226347,531.481804198452
"PTAFR",64.7465425218109,57.6564336259586,74.8687104923382,51.9281378668875,66.7338325421922,54.1119734506043,68.7717577356911,63.6648842085178,60.0826110125112,49.1546597880758,49.8431946805537,54.2491370721501,47.3899806102364,76.3578536091258,76.7617830171929,87.2175113782322
"HNF1A",52.2788877857917,46.4491399065633,39.767272857686,48.0807320903496,37.4831710555027,39.9346512047531,45.1393377825526,48.1811720000183,40.322107437009,45.7463486688693,44.7229663006555,45.152833261436,47.647939816377,48.1956908148552,39.0653486570853,38.7304227935919
"TANK",14.3437469470941,11.1888395640482,9.75325980248872,7.98340700789424,8.65971768224737,9.73584635113762,8.78664012047881,9.75325980248872,7.92573009266345,9.75325980248872,10.5020760605096,9.18828882064862,9.75325980248872,8.54286362851588,8.88484099752295,9.30524635988206
"PRPS1",46.9184310607925,46.2838396256816,41.0014517534094,67.6278227887922,75.4086046646988,43.6227860913148,27.9560271789601,28.8458380342416,25.3767212116932,25.3301915738776,65.7753729759224,45.8550134802349,74.0920838644299,31.1841162430587,27.8045559052739,78.4533577822421
"ABCD3",380.501135546724,291.283651859325,269.357725471687,343.089198380683,361.967115651946,393.393543286551,454.102553770138,459.344091060633,558.020029453026,317.186560043801,371.909027316266,330.717449623189,338.150161028537,195.472557339731,365.464946143423,416.69453157225
"SMAD7",113.354707625652,116.086474324373,108.106955346071,84.1997957379558,118.543323287971,108.234080939831,87.643365630435,100.629635372676,155.229042773544,124.859836067906,136.722192432365,168.123672347087,166.801006835279,121.508177386999,142.150161084914,94.0026316221638
"TFDP2",24.4136781518293,24.2835212248753,33.1281473426795,26.4059779632253,36.7423045200852,27.1193901021997,20.7190315362206,20.5373347359405,26.928229104297,20.407087266914,28.180173596382,24.0790241384088,26.4059779632253,23.8119031874535,21.3519693299881,23.6803602929501
"TMPO",11.2513697623613,18.345513649164,13.9826579304977,11.6622246756475,16.1961924332989,10.9756541034835,10.7637127917208,14.2520631882339,8.81216800449622,11.6622246756475,10.324149067303,11.0719873711997,13.8608880301504,14.1497637533748,13.7664664755842,10.5891288587413
"BARD1",71.6647698271477,43.9289091778015,85.8313867411765,48.7500699466424,79.1969823000087,79.6941539544048,78.6748250020599,73.8461507201275,63.8263994647076,51.2863068303781,49.6464804721932,64.8068123858997,66.0523884858386,48.877738266251,71.6466101265032,87.3648246537675
"DTNB",104.846228538367,80.7536779570256,117.923124969248,107.371366987084,103.227727350576,89.6712232345676,124.800932605722,88.3913989072173,94.6802000552594,117.54491140275,119.633719717223,120.560956692696,98.5414095253036,139.314101008732,99.2596826848796,88.5953127290935
"EFHD1",3000.43016102854,1752.16281187017,2338.15532823953,1150.91379627912,3231.11016102854,2004.3783000978,2829.08737853262,3184.75016102854,2204.35863247148,2554.17369947309,2149.97646945141,2158.93989017123,4276.31016102854,2180.83016102854,3296.20276017474,2020.62236953262
"PRPF31",55.994350513381,59.8367508231416,36.2523070214782,58.5739351027958,33.4137291907816,45.8937575775283,47.3243384612067,50.4104604055334,26.5041647165685,41.1608262966635,51.6132659210727,60.4942813754851,66.4532956362115,40.1488121824991,40.6716354324508,56.7342269688444
"SAP30BP",120.282033587582,77.4361521065808,139.656086703599,86.836634188439,110.599492767714,102.283647137756,112.045292609066,101.135102079939,111.430503870466,73.0274616872805,94.5030467600516,81.0336151776179,112.030560121594,58.8184263841376,104.757251562397,149.726521669785
"CCHCR1",19.2109175231389,18.4654476007409,18.8761176641615,21.2258443761356,17.5131747428949,18.6313253417944,24.9770644948919,17.9205450829314,19.1037826804414,20.2597188298277,18.4218155047886,19.0456655820367,18.9775701897733,18.8170204401403,16.8413601990995,20.2921735202162
"MTOR",53.4339898226692,51.7271230153958,55.2830449717028,78.0162168646568,67.0976008273851,47.2280962909288,55.7800839055743,55.6485437969231,63.364623639303,58.5241804882598,57.3839556173127,52.8627221148599,64.6243244414798,47.3099280641539,56.5373157835971,48.7887572898543
"SOCS1",13.5687117269567,11.7768398441533,13.9995843584795,14.3362468980477,9.11233712125624,11.8596269443809,12.4770300435062,13.5763718855611,11.6849168300305,12.5364251863354,13.2607793178552,10.779856251792,10.2863971672949,12.82962014871,11.8664821803646,10.8696827748082
"RANBP2",432.161299102873,467.067599300877,471.147445195501,322.150161028537,596.579971607524,311.058324671263,415.397063536545,414.129872755098,479.449109849401,234.710161028537,364.472715068354,316.215179465309,465.266566464331,348.445506103564,427.364304391543,362.396810618215
"TBC1D17",180.531967368739,190.280111352556,174.861481100052,162.603070087133,185.449439458314,172.77620550447,200.208923550862,196.943261759935,183.902758902105,161.564053769453,172.070161028559,171.861610945005,199.589559691265,176.190161028543,199.210938325087,165.726495180176
"PTH2R",6.80034948339099,8.04859891041833,7.57424681229893,8.58880305314857,9.5393809002579,8.07089935994313,8.28240649418617,6.29770662622259,8.62269384296749,8.44965908174959,7.08547741003288,9.06058326168098,8.69394000282664,7.29936125854309,7.51328443458767,8.88258436176492
"EEF2",2371.1250532919,2823.26641281479,2600.47962708931,2465.38517659575,2357.81849190773,2208.24751317666,2023.45016102854,2170.05779853327,2277.49957774736,1800.42851529212,2735.53891650982,2786.05653500476,2653.55579205449,2566.58416955649,2474.79016102854,2463.80323630106
"DHX15",642.628466722257,879.441811736956,573.446373030361,603.790161028537,684.584060187349,555.427380238812,564.818545847087,587.859284565234,610.273580370807,454.246706326306,526.030161028537,500.729941766796,613.601569844423,409.153881432113,573.244025737281,568.033789330572
"SETDB1",77.5086824639932,83.8821627628443,98.6607634040644,74.7558328190902,92.9093216748178,80.9383513601803,105.650717216387,93.5783221159954,98.1507489558739,78.2627849789415,79.3922293322316,85.6720971903986,89.1195075160732,73.5098024210036,83.0047378786671,117.842810432812
"HP1BP3",361.410161028537,262.57857457712,243.770857645936,267.750161028537,231.058520523612,218.359869061199,313.190161028537,370.644475222444,250.099251086883,282.783327512526,282.150161028537,259.330433628546,313.587824327438,309.123096720614,265.231187564648,250.362964042109
"USP11",824.286267937539,877.251762284905,764.445807434201,1345.77735080441,855.470161028538,931.950161028536,672.630161028536,683.766484463654,938.830161028537,793.934421732575,1126.69410205173,1087.64234969864,1096.54534586493,865.922221105524,790.025546137217,1151.01765066648
"ATP6V1C1",34.27914874872,40.4578959668588,24.2642994908417,53.349061907907,28.6916668944574,28.6988337991506,26.6348182092266,22.9985540224604,22.2044966276868,28.0498776801986,35.4832592021632,33.0064018344376,33.0685762526641,26.4030713793669,22.9689857443004,42.96951485907
"CLIC2",23.1221295804041,26.7496110336689,18.686119446986,15.7694075465324,22.7815629476741,68.9881974408094,26.2781885881617,25.7271390901071,16.5844189575825,23.9238803685668,26.5112328470217,48.078321881088,19.1705632460827,41.8412090566106,29.8940912957132,24.58276617163
"MFN1",49.5540078974217,41.0142561359319,51.5679485286141,48.1170056897569,47.6543398542764,36.0384922981235,38.8599472627789,46.7548132064636,31.6122657666474,36.0384922981235,42.3055977325582,49.9378250287221,51.2652413883582,31.8466040524711,32.2666924188506,45.4756786900103
"CDC42",228.399001108288,196.950161028537,283.719034693938,212.133000212449,248.075356611259,253.390997229815,235.671292805615,231.294400295631,257.751349787707,213.306990058738,216.946591802319,189.748785033252,235.347959185223,236.809448649496,227.112157009471,265.290025674179
"KPNB1",470.219641060033,472.176567388072,511.610161028537,518.854631929885,486.559225765356,381.774862548443,343.98661321319,382.750161028537,366.371021655553,470.943280464847,728.29784990717,732.979242431479,578.752548460895,498.350161028536,465.763390685854,535.453605857464
"JAK1",372.263468322773,629.660454678033,433.281248791759,718.135944016704,540.717057399137,389.915542739582,374.51260059868,390.147626787598,449.28018109844,225.21787925089,417.110161028537,411.002318643793,414.554751402192,444.872440874597,407.982937597343,429.655719350407
"E2F4",64.8187665085299,82.9128023564769,61.844485348247,71.8819196735018,87.9236624712634,70.5775885040631,76.0638802471181,80.1245677641965,60.4614618332777,92.5681744756836,60.2282171838838,58.2307313192734,71.0250929906875,101.839715320545,67.0123948232575,57.1900870356227
"COX15",16.1460251431603,12.2423019456389,18.0644166694609,21.8937300209317,15.737550784305,21.5899945783579,18.7693948570029,19.5709244927602,31.3161415729122,11.8767052031463,16.5372068838328,15.9050930986039,18.8103372759943,13.4272825694269,15.089079620143,22.207179129284
"ARHGEF12",28.8996846416747,62.8467629287385,25.1835031151675,44.980176635107,48.0439221300756,33.7437879136314,28.8996846416747,23.149539545675,25.1835031151675,23.4833999465598,30.5342489339878,32.1538831988691,34.0157761517549,25.9519477697073,30.215086222034,25.5020710062575
"PSEN2",49.2781919641278,52.3419958984755,41.4822054919634,73.9008561586189,51.3871125281972,44.0054432662937,40.7789253936852,40.3298454594393,50.309836233375,46.2454594384366,47.6515429509272,30.6140038897971,46.6238375811792,52.7298747608901,43.8138072470464,47.8430642454116
"H2AFX",170.390161028567,148.113164847291,215.350161028537,161.739754194765,232.250678442364,224.550161028537,231.730409307174,321.119938811346,199.839314159795,221.892843415344,157.446526737203,215.782078809591,184.666519838083,187.729555652737,223.59853022528,134.688797337744
"CEP250",60.262353928938,66.3655243380044,65.2607999463179,76.6985040993429,78.4801507257109,71.5222422151901,68.0853549980154,74.3102250421282,73.9591530943922,61.0516115011152,71.2068830112117,68.4408826837337,75.249861064998,80.823372065435,71.8819196735018,76.815690762735
"DOK4",21.6180114448886,28.2921880445827,21.6091202775698,29.5995496777463,20.8651086630057,22.6010086909467,21.0811993866955,23.4527971466319,20.2632409123666,23.3251008614656,22.7105891016408,24.6864544574003,23.317022080273,22.8419529283803,18.1705919358218,20.9042424745917
"HSPA6",35.8928733827607,33.6157632483632,45.2003325873894,21.2437489848657,29.827373400623,43.1461945129429,30.9225347857279,59.454184807571,26.2580915562215,23.0564737277995,34.0064733181349,61.2779762028754,29.6677630111979,53.8257705121965,29.7176066862388,28.8366514340241
"IER5",90.3367319437555,125.109370385881,101.190339646224,26.4640296592566,153.069823003834,147.205600868861,97.2254839860246,76.2743071867591,58.9146414009735,32.6205059615561,52.1726005191553,66.6774456677678,78.4582464801759,87.5863482882484,86.1273861988842,71.0108766729785
"LMO4",58.3638738927407,69.8990322938496,59.5459755937992,50.2729575343087,64.0192983235921,53.6617788425518,48.9006988937939,50.2729575343087,39.6673079178942,50.0398845131824,47.0616458475437,75.3488660972314,53.1343906394562,69.2019088657272,52.3769521522285,38.6859581686983
"SHC2",132.964626358671,93.5601316241245,160.988691967325,121.676916510131,148.202596723902,136.70220705986,107.59816761586,162.071829072141,132.632396901648,132.632396901648,128.991052981955,134.597527092171,148.658259816497,193.940783136175,113.736889832957,153.320841366113
"NXF1",157.438598729244,260.172928797019,143.514283967782,191.223671022883,241.367849703659,201.523396930149,182.510161028538,262.262241715456,198.652390279089,206.356544931632,182.188171400263,178.13023010244,213.453739163993,284.348268530797,164.273227124124,181.602207577922
"ZBTB16",300.991097402334,381.537916477607,429.942846595067,105.740514795568,439.048370603249,465.299550169786,366.924499213851,338.9386248558,341.446101643231,551.240846928542,244.018623679576,441.704089205317,481.985539480026,582.645438568346,343.146624370139,295.776145502651
"RTCA",112.157500690275,73.9691192899648,134.065067718142,202.343038650416,156.82002071704,109.117576168713,99.0835359257276,130.787432034225,133.062067565901,58.1316526041564,117.78168693122,104.63501163174,108.140341599194,74.534971242988,98.8628591138966,165.328065691357
"PFDN1",208.951213379197,205.833369362274,171.937055321825,234.297082747246,224.117152234089,189.739704024214,182.994845238705,224.725315231765,199.070161028537,153.180259094637,195.49559736278,189.049497379089,194.746429652993,198.096822447109,166.830161028634,175.747519211343
"RAB8B",33.1099864224356,28.6560670505882,29.3770139978685,36.5848894005663,29.0897310282635,30.4041125360136,23.5889502958026,28.2202001707815,21.8056573485128,28.5106919331329,36.5020959711378,36.1023863748913,22.7466666735267,23.2070580758228,22.7530197600663,28.3473346818857
"TSN",137.270891119427,122.750164320239,111.661148236048,168.012091689953,125.777036562814,105.339534480718,81.0336151776179,128.039889165924,95.9105729684594,48.4319045071541,120.34598880674,112.979092846613,132.470161492987,55.7095724161156,71.82189103288,175.99409374644
"HNRNPL",250.486769844446,246.399377657857,371.426687124109,211.908397803323,225.453763895007,154.853955808906,169.599789055639,161.779407290235,147.64587842243,217.354722000822,211.041600738286,177.985637774094,253.621096288595,214.994333808471,228.917766877981,224.505519695528
"KDM5A",164.88783866708,228.990161028537,185.515437500929,105.155145784089,183.088489775121,191.709180841199,161.442995016236,145.865079161993,147.784165189222,239.870161028537,163.673704625848,238.778161045549,162.114231269008,169.972160861782,242.242206889953,170.621855262203
"ATXN3",54.5129934503711,52.0619221705304,51.3165717864427,30.7778260667145,45.5357367154653,36.6512476747551,40.8692751837944,51.9539184100214,45.3973510998026,41.473262957144,53.2667453345446,75.711224974857,37.0616763314506,69.6214078897853,71.9063422117753,33.6615402622966
"UBE2I",56.984787003448,70.3861326176639,37.7525070880039,64.4536285616911,63.6539468960965,63.1454862057536,74.2918833923773,77.9591180178541,96.7105108752691,51.0782598003818,57.8873245883247,59.0890366337236,71.9150017336549,47.7959922284345,61.6238483583146,79.5147221614278
"NAPA",286.979008840719,316.578927910169,313.044863179581,651.833312426171,326.738036566691,281.402690206479,212.210161028537,259.217742125739,268.59778745947,190.722873250732,368.670161028537,319.632356500296,356.889200604618,191.491802607306,216.923736939107,360.594481338631
"LATS1",8.76826181492082,9.5949092834194,7.71494191515978,8.89549266350384,7.68437207088717,7.70390210699676,8.47988661982782,8.12350613141867,8.23557772038652,9.41855931192606,9.03728857630608,10.178238420213,8.33605321508206,10.4827697621342,8.82635676399001,7.79083454244149
"RRAS2",10.8707935036611,12.6480858340219,15.7547575841499,9.73305865204233,12.6480858340219,15.9503486233963,9.56039096567402,12.6480858340219,12.6480858340219,8.57889893591748,12.1945063191316,12.8691775171225,13.4591574697256,12.82962014871,9.12770092118754,11.6930008490008
"PSMD14",688.986826893912,690.219256951499,706.566641926177,647.910161028537,861.306366399447,654.710161028537,584.461378780421,618.212538590717,744.20647164911,419.964263167528,610.024368228023,565.021287510657,701.663665439955,591.317721815388,623.140551689506,803.448047157282
"NUP62",104.955134475428,126.054681664993,119.155462831415,96.6380253000104,125.392398147276,112.931089178499,107.855330790653,135.065048063449,109.710196579512,101.436965868906,84.9602650793447,101.581431170782,120.270166012768,113.42606224654,112.315534940463,112.809325791326
"HEXA",199.350161028537,138.823245062264,249.7767572714,223.339142027114,169.544897754819,208.845101120076,197.01475832995,201.742217929232,179.750161028539,159.541524534578,169.941979199811,161.061794157262,188.296198979602,136.802847533803,170.624251716167,251.215648085389
"SON",796.774658970661,727.287191884054,644.506014735658,388.655604112757,410.474652659777,390.715990569306,402.458927539301,343.225098954198,214.217678878843,823.591873849563,658.681931936873,535.603617257389,509.484865283635,525.422799517375,926.382108348386,301.116113910888
"GNA14",39.3551829634085,21.940436899072,25.0390590479912,31.5695934422084,23.2583900952942,30.4541423970768,32.2002738690623,34.8480228749004,28.7532659330893,44.1097222867997,24.6020387781761,38.9886102612017,25.1723530909845,29.8444556741687,27.3248530728462,27.6567981828845
"RAD23B",139.141260386489,173.285107578145,119.193525071998,75.9587496799304,238.352113707984,71.5222422151901,45.6639195469189,76.9965652421762,49.1325826323713,73.4627347836146,190.671521506606,205.524137565725,336.965431273678,227.351215609466,147.653846930026,56.3278414886677
"TGOLN2",61.4594508568577,60.2510621932383,62.2641087994564,77.2061391073469,49.843357397582,56.5863920056007,65.1112111587556,70.1079653291314,53.4283922239475,61.8182349600559,67.9116235293466,72.1072075734575,86.6462654096506,56.2546113313808,61.4808523678061,39.9851043844937
"S100A1",376.300942761302,204.30719808992,475.139122897519,339.801636712989,341.110161028537,487.69766097839,483.609641951868,461.613475897397,503.37613553513,458.489764770022,371.529128062357,499.844983825923,451.510915032572,363.173653761595,391.404656680341,409.871520696152
"ATG5",75.1952514986617,98.1678131731823,89.6425581811758,57.6669178781178,121.276598989395,78.3599161605912,82.410322066573,52.257776555079,83.176097524667,47.421983286107,70.8172659107971,59.9418421248105,97.6560071503307,70.4452779607423,72.9974568632905,72.840473809025
"ZC3HAV1",9.27764760355602,10.5920889114601,9.18384137484596,8.66287750841115,10.063569947239,9.55032413156346,9.41279945412583,8.69528631310249,8.63360548330689,9.92917559093364,9.54513253183542,11.1318103220879,8.54037578219846,14.3029153801187,10.4180050517735,10.184267693689
"EIF4EBP1",77.429377090095,46.6291089673774,267.222827636561,39.7144378387769,60.7895501789238,81.99315567127,64.1476232030939,58.2984694068295,51.6122325570189,47.1817339594474,47.4780718661395,83.3910170287928,50.8766586343049,90.0846812543755,71.8819196735018,66.088898863284
"EPHA4",52.413464292039,189.588179691308,49.6899028098925,513.486914400736,125.680627151913,40.2158856039714,51.2858763966144,39.1293330767999,39.2548740680806,66.7877306581089,105.576042641621,158.253232499018,79.8341482160594,81.2607883021734,68.5686905768808,49.7635825554348
"TUB",39.48137001478,37.300444993144,38.7757104677974,52.3554468867321,40.4377529538622,42.3585973116027,43.6020310071291,38.951226779755,32.5700650785669,47.8548650271358,43.3800458088241,46.9697734719225,38.070410712768,53.5395559134445,34.8025311966297,37.7877497342378
"CORO1C",326.82513154293,242.047248396933,424.236137231437,262.813162049354,284.630161028537,254.928065104506,268.901145008739,279.719197311613,174.341035132626,153.938484730775,205.921779128859,201.09763275569,267.893771767491,249.494483740704,219.750571196161,343.193953351633
"THRA",281.504086127633,223.463936703598,266.184423773131,147.455265431537,253.294843096334,335.600471265414,293.324589181392,332.75100392975,297.09571960005,239.148707817758,253.908547652976,276.288365064651,237.622838027633,219.183414493271,203.31521972617,232.089488252274
"UNG",107.010975257516,116.543849658622,227.43376443131,53.631656466422,187.199391055209,123.683029001502,139.134903953705,128.889060896468,162.970663192455,104.874731452588,106.049934366484,117.208833687383,190.73830430753,134.405944021957,190.132675189371,117.654479099297
"TAF6",109.75606059064,165.728040499556,147.405435282096,198.930014371347,191.643198905886,137.0223047187,145.283257786672,150.85512776866,158.125672558593,111.486995835025,146.196287196866,128.14296349482,161.867428388221,165.246550855388,150.318461448867,144.753857145852
"DYNC1LI2",1152.84647781003,1352.07016102854,1435.0796993886,1298.98967490123,1230.33181316562,1247.0840124089,1647.76221038607,1411.62967335227,1038.79016102854,1747.65109154054,1344.72816600684,1470.81391445096,1339.6816342586,1828.72475920742,1572.64200249023,1121.53367642597
"PPIF",252.483249788939,96.2803731854016,211.790161028537,178.475841657668,108.932032693467,169.452922361134,108.009796744351,160.288065460605,185.132603143627,91.5431386536846,166.660576312122,154.477869634691,190.056490147993,53.2569465107797,165.0117858364,220.736362385615
"TNFRSF1A",181.430161028538,83.530998400265,214.671875933784,79.3941360840329,181.710161028538,298.914549923374,173.78009082996,184.030161028537,164.096628611947,160.531063943107,133.563335458729,174.223919679784,139.792732378964,207.193356553581,170.263589531187,196.688129617684
"ATG10",18.2049148303597,15.3615279670033,15.7935090097422,22.4370027153577,15.6362122649266,21.2647505907746,21.1983786228893,15.5117305933232,16.369944848252,22.5442758126683,21.7451921199426,20.6099231885975,19.0642424528847,18.8903605760225,17.4861328417069,18.7592709021763
"NDUFA2",495.258185416543,522.741838695143,515.720498575479,860.990161028537,610.790161028537,579.130488491178,444.284813111303,501.550161028537,579.435900266877,415.309915241369,555.473540077639,493.636214042489,544.030161028537,405.876803657771,480.751818560013,701.277159659252
"MAP3K14",34.3849941011581,29.3948287204865,29.7641263554575,33.8440449681885,33.2962244294824,45.5625496120783,32.6566773490699,27.0967648198044,32.8656926671736,40.2842686153601,34.984465649364,35.7108106405846,31.8911924606213,40.6027545164634,33.0736609129797,37.889399689649
"RAB5A",276.53656920175,235.661182383182,264.471283273189,190.441184133723,134.405772613984,130.504445887744,120.003761654224,176.750161028542,94.3054397884819,69.0473700904167,181.607510057085,204.872179022351,186.550161028537,150.254748243037,89.9261600833364,187.859323927517
"CTBP2",353.70914895884,696.660364417452,445.493283753878,193.215615325348,527.294721273266,744.199065074058,690.766827000149,679.652520362942,662.630161028537,816.196617618766,398.670161028537,722.333337808708,476.421404544704,766.711803480551,583.900883059063,494.058376196654
"HSPE1",549.270161028537,365.255814554003,641.679897655399,337.510161028537,488.910161028537,609.080397065203,459.245990963707,741.271476618705,424.837129108975,283.602511272155,408.83795736901,672.874020669581,442.030161028537,343.77154885536,438.949467104187,307.322663596706
"PRPF40A",355.930390044944,560.031765650759,502.833442739623,219.661914655135,500.510161028536,441.837890111123,472.031718368483,423.129556091464,420.929955188848,333.654915156593,286.225522337276,322.48130002459,365.054319301096,413.482732033016,431.029950746704,455.470161028536
"SCYL2",30.9304933858496,37.157591867603,26.3721369707956,23.0632614933109,21.1376982705791,20.8844704424353,16.2364046338378,16.6520107735308,15.5950803703562,17.8595466123657,22.8708873003103,21.3443402212563,29.828796717567,30.8018334009226,21.1420433684645,21.0808373017896
"ENO1",55.1923142154779,60.3089464202995,53.5251745272459,49.9916461602306,50.4326083365386,47.9601564745103,48.4458314246886,48.4642133935337,52.6905432426449,50.7518939633769,49.1768225706968,46.4654191031836,49.0181422981352,49.556571538496,46.7163437185082,58.9947877650398
"EIF4B",674.333151945962,908.554318334128,1020.49056351993,652.116842073908,868.270240227362,668.667217365116,896.957566536237,826.56823242419,770.098814070066,571.18161803835,717.887506442438,834.792703673119,710.807917141503,621.530161028537,557.402114361032,932.009718972525
"PSMC2",207.491403454233,215.883352491321,135.986241276127,245.578397624936,225.216832124456,211.750161028537,163.645580959869,243.711070630474,375.502910557151,140.889476128646,225.310063032135,136.690820817628,216.361004308126,133.057147023858,144.506173396906,322.150161028537
"MCCC2",29.9012698140429,17.8498325945581,26.4741896825954,35.4246565911158,17.2945463100593,19.1269155792204,23.417134658183,24.1637974248121,23.5450389835137,24.7683724879021,30.3544854225599,23.2660245384453,22.5556470672371,22.8426689141339,21.9437588725053,29.6337841725222
"RNF111",177.751731361442,261.217460319144,181.511679744718,186.775574393033,285.234295470668,171.817467319052,166.829611055059,221.084056490233,201.665440665155,128.329813794726,176.140969566174,186.50051557073,184.280843994663,128.842672280897,182.501937630669,200.830161028537
"ACTB",3000.11145834701,1968.16330189582,4096.1808910331,2899.43128447926,1643.92522999768,2245.27991894488,1894.73110129599,2760.56059282575,1590.88390972653,1095.94053020607,1887.59346853861,1779.33781734228,2624.41005417208,1648.02491165916,1270.2044439293,2277.29253380175
"ANP32A",199.77353136149,156.806495901978,217.34050251336,139.736431956197,112.615652466134,175.710161028544,145.750948603333,156.462509056343,79.1239191439998,106.692163610475,234.931143736802,286.47183335225,164.449193375303,122.287160338626,105.483658533313,110.155421012638
"TMSB4X",5837.51016102854,5546.70348644936,5820.09413582196,4101.95940987186,6420.64181510493,4813.53553397771,4981.45102550268,5376.7192794227,4510.14415924973,4989.61346243283,6246.99691676992,5970.35016102854,5636.67341172382,7697.0907889053,5834.37388079134,5749.59016102853
"HDAC3",77.3361286382189,70.7903832866212,81.7301016963923,91.4327408928731,96.0366540216748,73.9681387464484,78.8679942361865,83.153481242962,84.038243046847,85.56177836573,78.6113246333511,70.8524158468658,80.7737299931499,77.2040715683796,82.3312094696529,89.0292904248109
"SQSTM1",801.390161028537,705.130161028537,1013.80491259055,516.244632837069,894.710161028538,731.230161028537,814.061934164804,1218.44377346338,755.789158296843,533.939979819529,671.084654964116,877.778389649964,850.561550210693,694.065574354277,742.777293689166,578.458220799779
"DYRK1A",13.9995843584795,21.2458105687697,12.9218451526644,14.0381657314113,14.6662917785186,11.1611830881208,13.7656075563549,14.6433471126267,11.7464021798324,16.218317145418,12.9026117849471,13.2373888926674,10.9266746883869,18.2211505420209,12.7618367483612,15.6921323335683
"POU2F1",58.179400344979,83.4650955993193,65.6930792867854,73.492188771036,59.5283392531444,77.1149111340691,76.8390359441983,71.2034338700687,76.6363297148702,76.5108800813162,65.5964802684193,58.7966849618063,74.785890699091,68.9394802277043,77.9610192975193,71.0341508981156
"MCAM",138.982118287395,109.512889400381,154.344914609034,208.178707297286,170.250452890105,221.321181273672,196.55159656401,114.672706781391,202.707106335952,129.550584929024,148.230161041247,84.9029582299558,111.398655581839,127.361928535311,129.634243831409,333.642246120267
"CASP10",18.5631264177613,16.0757920085816,16.8467096022442,20.3992903298043,15.0156063344136,17.9203032776155,14.8957028314827,17.2023194741463,17.1072753434992,20.2246343549221,16.9975415148322,16.8438616877316,15.3924172099942,19.2977201313476,16.9975415148322,16.061855183665
"THAP1",39.6510161344452,38.9968683061684,39.0715021464645,34.9437939256684,55.8979612382022,55.2830449717028,41.5564145775618,52.1277162047414,47.2148617776023,37.9594399066444,38.5259264843444,42.4658462812093,39.7700730533212,39.7700730533212,46.8045740045067,36.222536243554
"PID1",68.2142483787604,71.8149871865491,145.475399314909,111.080691867039,111.022816590731,108.336577036501,61.6320907644783,48.3662259637861,135.295082206813,36.3834496315707,102.531847993497,112.265395497582,96.2164640344851,60.8247391985834,54.2757013544184,104.662172509737
"STAB1",78.9972333350727,79.3369507875825,184.735728345417,66.0105456897144,122.146467335158,137.402662196318,120.042692675298,222.748870228161,91.536879574035,88.5653312014504,92.0252920850107,107.142569284809,116.243827623361,321.543999534955,131.617016742977,116.617248130282
"LAMC1",49.0868679977506,51.6874972346059,72.8091741200625,43.1713743793932,45.2416477935602,56.00143262299,43.859448690086,50.2347742543838,43.470471703066,33.3107612124167,46.8903691620522,48.685145104352,47.845894740095,72.0977894903877,53.2325242473946,37.9602469362574
"CBFA2T2",144.819589480646,140.699223304565,172.370684322314,148.419210965673,183.537664865608,157.759662468965,191.870161028537,235.542544017943,148.454985371687,144.149761199146,145.567310272145,157.044938374669,174.43305034693,136.670708811935,170.731367738645,147.960093871805
"SP3",266.13719645456,445.790161028537,340.910048535456,148.911257316351,334.651146564698,351.230161028537,272.467789041998,275.192589474379,335.086770818506,254.534149003845,269.350161028537,244.318517002791,275.391915445958,193.350161028537,333.348043771924,287.44259576758
"EPOR",33.220053510894,36.7180697294533,53.5275800549166,41.4385138081482,33.0151294857719,35.817505188172,42.8079741959455,40.2105476190097,38.8847787750524,37.2306462411937,39.4471262659475,42.2225377843853,35.1649311130709,45.8417444189618,33.0452742337777,29.0993734575124
"CDC20",14.7335407948138,15.048817875985,14.8958179691477,16.7468779407858,17.3869615787698,15.8177897788236,15.2175129759891,14.4069887540034,17.0992471527529,16.3125389850271,14.9365572042871,15.0682973204695,17.1527053815767,17.9007952264454,12.1927278763466,16.7123444984629
"PYGB",260.854796164405,338.736699209014,295.306230175175,397.210988907622,276.710161028537,464.708129968448,296.590161028537,304.750161028537,441.383060294173,373.458600421356,310.006469173964,257.901884044275,350.994939447661,207.945989680196,303.248773698035,536.039207338545
"GTF2H1",59.7727967336391,66.2554900104083,47.4738505043384,82.7854024357998,70.2611220339401,53.9283225666635,36.2780037177062,50.2455647971009,47.5700885063839,38.4382478372426,56.2566450935395,57.5500506183155,55.8925675322732,32.2891276148316,39.4288821744777,89.1808587620009
"ARHGAP32",127.516659305137,143.959645705676,112.436362873409,189.708571523969,158.679910382302,116.352552992566,104.812933378021,74.9514827788683,88.4568439814477,124.004833740114,152.598921367864,183.310497793829,213.811005945769,151.521786640602,130.827615917666,124.217671638954
