"Gene.symbol","Cell.type","SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","Stress","TopologicalCoefficient","PDMalacards","DEG"
"MAPK14",NA,5066,4.06010929,4.863e-05,0.24629879,0,6,7,"false","MAPK14",12,6,0,2,0.65998786,"false",0,2286,0.35483871,TRUE,FALSE
"MAPK3",NA,6424,3.94871795,7.067e-05,0.25324675,0.33333333,4,6,"false","MAPK3",36.33333333,4,0,1,0.67236467,"false",0,2292,0.36734694,FALSE,FALSE
"MAPK6",NA,5429,3.78058008,0.00120226,0.26450967,0,5,6,"false","MAPK6",63.5,5,0,1,0.69104666,"false",0,86334,0.26709402,FALSE,FALSE
"MAPK8",NA,2571,4.03699033,0.00015786,0.24770929,0,5,7,"false","MAPK8",21.5,5,0,1,0.66255663,"false",0,5306,0.26282051,TRUE,FALSE
"MAPKAPK2",NA,6535,3.85834384,0.00062459,0.25917856,0,2,6,"false","MAPKAPK2",64,2,0,0,0.68240624,"false",0,10272,0.5,FALSE,FALSE
"MAPKAPK3",NA,6426,4.50945776,0,0.22175615,0,1,7,"false","MAPKAPK3",49,1,0,0,0.61006025,"false",0,0,0,FALSE,FALSE
"MAPKAPK5",NA,6502,4.0197562,0,0.24877131,0,1,7,"false","MAPKAPK5",57,1,0,0,0.66447153,"false",0,0,0,FALSE,FALSE
"MAPRE2",NA,6156,4.15678857,0,0.24057033,0,1,7,"false","MAPRE2",9,1,0,0,0.64924571,"false",0,0,0,FALSE,FALSE
"MARCH1",NA,3971,4.02564103,0.0001476,0.24840764,0,3,7,"false","MARCH1",35,3,0,0,0.66381766,"false",0,8064,0.35416667,FALSE,FALSE
"MARCH10",NA,7894,4.35855401,0,0.22943389,0,1,7,"false","MARCH10",86,1,0,0,0.62682733,"false",0,0,0,FALSE,FALSE
"MARCH5",NA,4687,3.9642707,0.00020087,0.25225321,0.33333333,3,6,"false","MARCH5",42.66666667,3,0,0,0.67063659,"false",0,10774,0.35277778,FALSE,FALSE
"MARK2",NA,3731,4.87473728,0,0.20513926,0,1,8,"false","MARK2",7,1,0,0,0.56947364,"false",0,0,0,FALSE,FALSE
"MARK4",NA,3561,3.89533417,0.00011243,0.25671738,0,2,6,"false","MARK4",58.5,2,0,0,0.6782962,"false",0,2674,0.50438596,FALSE,FALSE
"MARS",NA,8188,5.20807062,0,0.19200969,0,1,8,"false","MARS",43,1,0,0,0.5324366,"false",0,0,0,FALSE,FALSE
"MATR3",NA,2514,4.06010929,2.49e-05,0.24629879,0,3,7,"false","MATR3",20.5,3,0,1,0.65998786,"false",0,2600,0.52702703,FALSE,FALSE
"MAVS",NA,2501,3.04875998,0.03277972,0.32800221,0.0015361,77,5,"false","MAVS",3.87301587,77,0,14,0.77236,"false",0,1212888,0.02488566,FALSE,TRUE
"MAX",NA,7220,3.82009248,0.00195535,0.26177377,0,3,6,"false","MAX",63.66666667,3,0,0,0.68665639,"false",0,255006,0.33873874,FALSE,FALSE
"MCAM",NA,3075,3.97477932,0,0.25158629,0,1,6,"false","MCAM",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"MCC",NA,7633,3.94493485,0.00032551,0.25348961,0,3,6,"false","MCC",47,3,0,0,0.67278502,"false",0,24502,0.37096774,FALSE,FALSE
"MCCC1",NA,3937,3.93232451,0,0.25430251,0,1,6,"false","MCCC1",101,1,0,0,0.67418617,"false",0,0,0,FALSE,FALSE
"MCCC2",NA,3669,3.93232451,0,0.25430251,0,1,6,"false","MCCC2",101,1,0,0,0.67418617,"false",0,0,0,FALSE,FALSE
"MCM2",NA,6473,4.47078604,0,0.22367431,0,1,6,"false","MCM2",38,1,0,0,0.61435711,"false",0,0,0,FALSE,FALSE
"MCM3",NA,6740,4.21101303,6.217e-05,0.23747255,0,2,6,"false","MCM3",36.5,2,0,0,0.64322077,"false",0,4092,0.52205882,FALSE,FALSE
"MCM7",NA,3588,4.03993274,0,0.24752887,0,2,6,"false","MCM7",80,2,0,1,0.6622297,"false",0,0,0,FALSE,FALSE
"MDFI",NA,6556,4.11349306,0.00175036,0.24310239,0,3,7,"false","MDFI",47.33333333,3,0,0,0.65405633,"false",0,24068,0.33333333,FALSE,FALSE
"MDH1",NA,3286,4.0668348,0,0.24589147,0,1,7,"false","MDH1",64,1,0,0,0.65924058,"false",0,0,0,FALSE,FALSE
"MDM2",NA,3235,3.44892812,0.00611025,0.28994516,0,14,6,"false","MDM2",50.84615385,14,0,1,0.72789688,"false",0,520284,0.09735577,FALSE,FALSE
"MED19",NA,4460,4.10928962,0,0.24335106,0,2,7,"false","MED19",23,2,0,1,0.65452338,"false",0,0,0,FALSE,FALSE
"MED26",NA,5278,4.08448928,0,0.24482865,0,1,7,"false","MED26",39,1,0,0,0.65727897,"false",0,0,0,FALSE,FALSE
"MED4",NA,3810,5.33291299,0,0.18751478,0,2,8,"false","MED4",20,2,0,1,0.51856522,"false",0,0,0,FALSE,FALSE
"MEF2A",NA,7395,4.43253468,0,0.22560455,0,1,7,"false","MEF2A",50,1,0,0,0.61860726,"false",0,0,0,FALSE,FALSE
"MEF2D",NA,7397,4.43253468,0,0.22560455,0,1,7,"false","MEF2D",50,1,0,0,0.61860726,"false",0,0,0,FALSE,FALSE
"MEGF6",NA,7294,1.66666667,0,0.6,0,1,2,"false","MEGF6",3,1,0,0,0.66666667,"false",0,0,0,FALSE,FALSE
"MEIS1",NA,6808,5.3396385,0,0.1872786,0,1,8,"false","MEIS1",17,1,0,0,0.51781794,"false",0,0,0,FALSE,FALSE
"MEIS2",NA,8359,5.3396385,0,0.1872786,0,1,8,"false","MEIS2",17,1,0,0,0.51781794,"false",0,0,0,FALSE,FALSE
"MEOX2",NA,2623,4.03236654,0.00059168,0.24799333,0,4,7,"false","MEOX2",21,4,0,1,0.66307038,"false",0,64554,0.33898305,FALSE,FALSE
"MEP1A",NA,6781,4.17822615,0,0.23933602,0,1,7,"false","MEP1A",19,1,0,0,0.64686376,"false",0,0,0,FALSE,FALSE
"MEPCE",NA,4329,3.8419504,0.00043523,0.26028446,0,4,7,"false","MEPCE",58.25,4,0,0,0.68422773,"false",0,38694,0.28625,FALSE,FALSE
"MEPE",NA,8514,3.89617486,0,0.25666199,0,1,6,"false","MEPE",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"MESD",NA,5883,4.086591,0,0.24470274,0,1,7,"false","MESD",47,1,0,0,0.65704544,"false",0,0,0,FALSE,FALSE
"MET",NA,7246,3.89617486,0,0.25666199,0,1,6,"false","MET",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"METTL21A",NA,3577,3.81378731,0.00014288,0.26220655,0,2,6,"false","METTL21A",103.5,2,0,0,0.68735697,"false",0,25266,0.52835052,FALSE,FALSE
"METTL21C",NA,3882,3.81378731,0.00014288,0.26220655,0,2,6,"false","METTL21C",103.5,2,0,0,0.68735697,"false",0,25266,0.52835052,FALSE,FALSE
"METTL22",NA,3104,3.97477932,0,0.25158629,0,1,6,"false","METTL22",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"MFAP1",NA,4596,4.03278689,0,0.24796748,0,1,7,"false","MFAP1",64,1,0,0,0.66302368,"false",0,0,0,FALSE,FALSE
"MFAP5",NA,6917,1,1,1,0,3,1,"false","MFAP5",1,3,0,0,1,"false",0,6,0,FALSE,TRUE
"MFN1",NA,6212,4.04287516,0,0.24734872,1,2,6,"false","MFN1",36.5,2,0,0,0.66190276,"false",0,0,0.52898551,FALSE,FALSE
"MFN2",NA,3041,3.13240858,0.00236961,0.31924316,0.06666667,10,6,"false","MFN2",19.7,10,0,0,0.76306571,"false",0,74094,0.11506024,FALSE,TRUE
"MGMT",NA,5889,4.04791929,0,0.2470405,0,1,7,"false","MGMT",66,1,0,0,0.6613423,"false",0,0,0,FALSE,FALSE
"MIB2",NA,2595,4.04833964,0,0.24701485,0,1,6,"false","MIB2",63,1,0,0,0.6612956,"false",0,0,0,FALSE,FALSE
"MIF",NA,7688,4.18074821,0.00172924,0.23919163,0,2,6,"false","MIF",64.5,2,0,0,0.64658353,"false",0,91764,0.5,FALSE,FALSE
"MINK1",NA,6785,4.06599412,0,0.24594231,0,1,7,"false","MINK1",55,1,0,0,0.65933399,"false",0,0,0,FALSE,FALSE
"MKNK1",NA,2389,4.0197562,0,0.24877131,0,4,7,"false","MKNK1",57,4,0,1,0.66447153,"false",0,0,0,FALSE,FALSE
"MKNK2",NA,6795,4.0197562,0,0.24877131,0,1,7,"false","MKNK2",57,1,0,0,0.66447153,"false",0,0,0,FALSE,FALSE
"MKRN3",NA,7619,4.09247583,0,0.24435086,0,1,7,"false","MKRN3",45,1,0,0,0.65639157,"false",0,0,0,FALSE,FALSE
"MLF2",NA,5203,4.02480034,0,0.24845953,0,1,6,"false","MLF2",62,1,0,0,0.66391107,"false",0,0,0,FALSE,FALSE
"MLH1",NA,2437,3.89575452,0.00024954,0.25668968,0,4,6,"false","MLH1",44.33333333,4,0,1,0.6782495,"false",0,14644,0.35519126,FALSE,FALSE
"MLKL",NA,8040,4.04960067,0,0.24693793,0,1,7,"false","MLKL",13,1,0,0,0.66115548,"false",0,0,0,FALSE,FALSE
"MMS19",NA,4628,4.12568306,0,0.24238411,0,1,7,"false","MMS19",9,1,0,0,0.65270188,"false",0,0,0,FALSE,FALSE
"MNAT1",NA,8459,4.09247583,0,0.24435086,0,1,7,"false","MNAT1",45,1,0,0,0.65639157,"false",0,0,0,FALSE,FALSE
"MOB1A",NA,4446,4.18621269,0,0.23887941,0,1,7,"false","MOB1A",6,1,0,0,0.64597637,"false",0,0,0,FALSE,FALSE
"MORF4L2",NA,5843,4.04960067,0,0.24693793,0,1,7,"false","MORF4L2",13,1,0,0,0.66115548,"false",0,0,0,FALSE,FALSE
"MPG",NA,7979,4.05002102,0,0.2469123,0,1,6,"false","MPG",55,1,0,0,0.66110878,"false",0,0,0,FALSE,FALSE
"MPHOSPH10",NA,6354,4.14712064,0,0.24113116,0,1,7,"false","MPHOSPH10",5,1,0,0,0.65031993,"false",0,0,0,FALSE,FALSE
"MRFAP1",NA,8444,4.03993274,0,0.24752887,0,1,6,"false","MRFAP1",80,1,0,0,0.6622297,"false",0,0,0,FALSE,FALSE
"MRFAP1L1",NA,7625,1,0,1,0,1,1,"false","MRFAP1L1",1,1,0,0,1,"false",0,0,0,FALSE,FALSE
"MRP63",NA,4263,4.15384615,0,0.24074074,0,1,7,"false","MRP63",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL1",NA,3290,3.89071038,7.489e-05,0.25702247,0,2,6,"false","MRPL1",85,2,0,0,0.67880996,"false",0,18452,0.54545455,FALSE,FALSE
"MRPL10",NA,2425,4.15384615,0,0.24074074,0,1,7,"false","MRPL10",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL11",NA,4743,4.15384615,0,0.24074074,0,1,7,"false","MRPL11",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL12",NA,4745,4.15384615,0,0.24074074,0,1,7,"false","MRPL12",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL13",NA,5896,4.15384615,0,0.24074074,0,1,7,"false","MRPL13",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL14",NA,4974,4.15384615,0,0.24074074,0,1,7,"false","MRPL14",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL15",NA,2426,3.1542665,0.02235401,0.31703092,0,36,6,"false","MRPL15",5.26470588,36,0,2,0.76063706,"false",0,723120,0.04100679,FALSE,TRUE
"MRPL16",NA,3424,4.15384615,0,0.24074074,0,1,7,"false","MRPL16",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL19",NA,4808,4.15384615,0,0.24074074,0,1,7,"false","MRPL19",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL3",NA,4855,4.09373686,0,0.24427559,0,1,7,"false","MRPL3",30,1,0,0,0.65625146,"false",0,0,0,FALSE,FALSE
"MRPL32",NA,5546,4.15384615,0,0.24074074,0,1,7,"false","MRPL32",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL38",NA,5496,4.15384615,0,0.24074074,0,1,7,"false","MRPL38",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL39",NA,5147,4.15384615,0,0.24074074,0,1,7,"false","MRPL39",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL4",NA,4741,4.15384615,0,0.24074074,0,1,7,"false","MRPL4",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL40",NA,4776,4.15384615,0,0.24074074,0,1,7,"false","MRPL40",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL41",NA,5061,4.01261034,0,0.24921433,0,1,7,"false","MRPL41",79,1,0,0,0.66526552,"false",0,0,0,FALSE,FALSE
"MRPL45",NA,3791,4.15384615,0,0.24074074,0,1,7,"false","MRPL45",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL50",NA,3983,4.15384615,0,0.24074074,0,1,7,"false","MRPL50",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL53",NA,4639,4.16435477,0,0.24013324,0,1,7,"false","MRPL53",15,1,0,0,0.64840503,"false",0,0,0,FALSE,FALSE
"MRPL55",NA,4749,4.15384615,0,0.24074074,0,1,7,"false","MRPL55",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPL58",NA,2902,3.95544346,0.00025993,0.25281615,0.16666667,4,7,"false","MRPL58",39.5,4,0,0,0.67161739,"false",0,22140,0.29545455,FALSE,FALSE
"MRPL9",NA,4173,4.15384615,0,0.24074074,0,1,7,"false","MRPL9",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"MRPS18B",NA,6117,4.12274065,0,0.2425571,0,1,7,"false","MRPS18B",30,1,0,0,0.65302882,"false",0,0,0,FALSE,FALSE
"MRPS22",NA,2587,3.12316099,0.01045314,0.32018843,0,31,6,"false","MRPS22",9.63333333,31,0,1,0.76409322,"false",0,898282,0.07993827,FALSE,TRUE
"MRPS25",NA,3880,4.12274065,0,0.2425571,0,1,7,"false","MRPS25",30,1,0,0,0.65302882,"false",0,0,0,FALSE,FALSE
"MRPS26",NA,4141,4.12274065,0,0.2425571,0,1,7,"false","MRPS26",30,1,0,0,0.65302882,"false",0,0,0,FALSE,FALSE
"MRPS35",NA,3899,4.12274065,0,0.2425571,0,1,7,"false","MRPS35",30,1,0,0,0.65302882,"false",0,0,0,FALSE,FALSE
"MRPS36",NA,4409,3.97477932,0,0.25158629,0,1,6,"false","MRPS36",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"MRPS9",NA,3292,4.0668348,0,0.24589147,0,1,7,"false","MRPS9",64,1,0,0,0.65924058,"false",0,0,0,FALSE,FALSE
"MSC",NA,7041,4.50945776,0,0.22175615,0,1,7,"false","MSC",49,1,0,0,0.61006025,"false",0,0,0,FALSE,FALSE
"MST065",NA,2789,3.97477932,0,0.25158629,0,1,6,"false","MST065",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"MST1",NA,8147,1,0,1,0,1,1,"false","MST1",1,1,0,0,1,"false",0,0,0,FALSE,TRUE
"MSX1",NA,2532,3.10970996,0.01420891,0.3215734,0,26,6,"false","MSX1",7.82608696,26,0,3,0.76558778,"false",0,563362,0.06379521,TRUE,TRUE
"MSX2",NA,6361,4.10928962,0,0.24335106,0,1,7,"false","MSX2",23,1,0,0,0.65452338,"false",0,0,0,FALSE,FALSE
"MT-ND6",NA,4848,4.09373686,0,0.24427559,0,1,7,"false","MT-ND6",30,1,0,0,0.65625146,"false",0,0,0,FALSE,FALSE
"MT2A",NA,7656,1,0,1,0,1,1,"false","MT2A",1,1,0,0,1,"false",0,0,0,FALSE,FALSE
"MTA3",NA,3924,3.85287936,0.00069774,0.25954615,0,3,6,"false","MTA3",48.66666667,3,0,0,0.6830134,"false",0,32626,0.34793187,FALSE,FALSE
"MTAP",NA,5431,4.07061791,0,0.24566295,0,1,6,"false","MTAP",26,1,0,0,0.65882023,"false",0,0,0,FALSE,FALSE
"MTCL1",NA,2559,3.87515763,0.00232105,0.25805402,0,7,7,"false","MTCL1",8.14285714,7,0,0,0.68053804,"false",0,35492,0.14577259,FALSE,TRUE
"MTERF3",NA,3284,4.0668348,0,0.24589147,0,1,7,"false","MTERF3",64,1,0,0,0.65924058,"false",0,0,0,FALSE,FALSE
"MTFR2",NA,8800,4.1382934,0,0.24164551,0,1,7,"false","MTFR2",38,1,0,0,0.65130073,"false",0,0,0,FALSE,FALSE
"MTHFD1",NA,5183,4.02648172,0.00083097,0.24835578,0,2,7,"false","MTHFD1",31.5,2,0,0,0.66372425,"false",0,182464,0.5,FALSE,FALSE
"MTNR1A",NA,6597,3.98781,4.254e-05,0.2507642,0,2,7,"false","MTNR1A",59,2,0,0,0.66802111,"false",0,5634,0.54716981,FALSE,FALSE
"MTNR1B",NA,6537,4.01261034,0,0.24921433,0,1,7,"false","MTNR1B",79,1,0,0,0.66526552,"false",0,0,0,FALSE,FALSE
"MTOR",NA,3250,4.0197562,0,0.24877131,0,1,7,"false","MTOR",57,1,0,0,0.66447153,"false",0,0,0,FALSE,FALSE
"MTPN",NA,8196,5.20807062,0,0.19200969,0,1,8,"false","MTPN",43,1,0,0,0.5324366,"false",0,0,0,FALSE,FALSE
"MTREX",NA,5097,4.06515343,0,0.24599318,0,1,7,"false","MTREX",45,1,0,0,0.6594274,"false",0,0,0,FALSE,FALSE
"MYBL2",NA,7292,4.03993274,0,0.24752887,0,1,6,"false","MYBL2",80,1,0,0,0.6622297,"false",0,0,0,FALSE,FALSE
"MYC",NA,3525,3.58596049,0.00294596,0.27886531,0,8,6,"false","MYC",58.75,8,0,0,0.71267106,"false",0,262000,0.14845758,FALSE,FALSE
"MYF5",NA,6544,4.50945776,0,0.22175615,0,1,7,"false","MYF5",49,1,0,0,0.61006025,"false",0,0,0,FALSE,FALSE
"MYH10",NA,3315,3.98528794,0.00133219,0.2509229,0,2,7,"false","MYH10",42,2,0,0,0.66830134,"false",0,293600,0.5,FALSE,FALSE
"MYH9",NA,4703,3.93989071,0,0.25381415,0,1,6,"false","MYH9",110,1,0,0,0.67334548,"false",0,0,0,FALSE,FALSE
"MYO1C",NA,2451,3.05884826,0.0183202,0.32692043,0,44,6,"false","MYO1C",6.95121951,44,0,3,0.77123908,"false",0,1463692,0.05361459,FALSE,TRUE
"MYO9A",NA,2445,4.06515343,0,0.24599318,0,1,7,"false","MYO9A",45,1,0,0,0.6594274,"false",0,0,0,FALSE,FALSE
"MYOC",NA,7110,4.17822615,0,0.23933602,0,1,7,"false","MYOC",19,1,0,0,0.64686376,"false",0,0,0,FALSE,FALSE
"MYOD1",NA,6290,4.50945776,0,0.22175615,0,2,7,"false","MYOD1",49,2,0,1,0.61006025,"false",0,0,0,FALSE,FALSE
"MYOG",NA,6260,4.50945776,0,0.22175615,0,2,7,"false","MYOG",49,2,0,1,0.61006025,"false",0,0,0,FALSE,FALSE
"MZT2B",NA,3657,3.14501892,0.00408597,0.31796311,0,12,6,"false","MZT2B",11.91666667,12,0,0,0.76166456,"false",0,218160,0.10396825,FALSE,TRUE
"N4BP2L2",NA,3463,4.04791929,0,0.2470405,0,1,7,"false","N4BP2L2",66,1,0,0,0.6613423,"false",0,0,0,FALSE,FALSE
"NAA50",NA,3935,4.03278689,0,0.24796748,0,1,7,"false","NAA50",64,1,0,0,0.66302368,"false",0,0,0,FALSE,FALSE
"NAALADL2",NA,4001,4.17822615,0,0.23933602,0,2,6,"false","NAALADL2",6,2,0,1,0.64686376,"false",0,0,0,FALSE,FALSE
"NANS",NA,4457,4.01387137,0.00274336,0.24913604,0,2,7,"false","NANS",32,2,0,0,0.6651254,"false",0,98192,0.5,FALSE,FALSE
"NAPA",NA,7168,3.9924338,0,0.25047378,0,1,7,"false","NAPA",57,1,0,0,0.66750736,"false",0,0,0,FALSE,FALSE
"NASP",NA,6840,3.90079865,0.00048305,0.25635776,0,2,6,"false","NASP",56,2,0,0,0.67768904,"false",0,13208,0.5,FALSE,FALSE
"NAT2",NA,7776,3.99033207,0,0.25060571,0,1,6,"false","NAT2",81,1,0,0,0.66774088,"false",0,0,0,TRUE,FALSE
"NCALD",NA,6903,3.93989071,0,0.25381415,0,1,6,"false","NCALD",110,1,0,0,0.67334548,"false",0,0,0,FALSE,TRUE
"NCAM1",NA,4534,3.84447247,0.00032826,0.26011371,0,2,6,"false","NCAM1",112,2,0,0,0.6839475,"false",0,16806,0.50917431,FALSE,FALSE
"NCAPD2",NA,3440,4.08701135,0,0.24467757,0,1,7,"false","NCAPD2",45,1,0,0,0.65699874,"false",0,0,0,FALSE,FALSE
"NCAPG2",NA,7143,4.04623792,0,0.24714315,0,1,6,"false","NCAPG2",51,1,0,0,0.66152912,"false",0,0,0,FALSE,FALSE
"NCBP1",NA,6326,4.0197562,0,0.24877131,0,1,7,"false","NCBP1",57,1,0,0,0.66447153,"false",0,0,0,FALSE,FALSE
"NCK1",NA,7351,3.89617486,0,0.25666199,0,1,6,"false","NCK1",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"NCL",NA,3682,3.91971417,0.00022175,0.25512064,0,2,6,"false","NCL",60,2,0,0,0.67558731,"false",0,10846,0.50862069,FALSE,FALSE
"NCOA4",NA,7241,4.10088272,0,0.24384994,0,1,6,"false","NCOA4",29,1,0,0,0.65545748,"false",0,0,0,FALSE,FALSE
"NCOR1",NA,6616,1.66666667,0,0.6,0,1,2,"false","NCOR1",3,1,0,0,0.66666667,"false",0,0,0,FALSE,FALSE
"NCOR2",NA,6788,5.10760824,0,0.19578636,0,1,8,"false","NCOR2",16,1,0,0,0.54359908,"false",0,0,0,FALSE,FALSE
"NDEL1",NA,4201,3.93232451,0,0.25430251,0,2,6,"false","NDEL1",101,2,0,1,0.67418617,"false",0,0,0,FALSE,FALSE
"NDFIP1",NA,6127,4.04833964,0,0.24701485,0,1,6,"false","NDFIP1",63,1,0,0,0.6612956,"false",0,0,0,FALSE,FALSE
"NDUFA10",NA,6060,4.10970996,0,0.24332617,0,1,7,"false","NDUFA10",26,1,0,0,0.65447667,"false",0,0,0,FALSE,FALSE
"NDUFA12",NA,5688,4.15384615,0,0.24074074,0,1,7,"false","NDUFA12",34,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"NDUFA2",NA,3630,4.16435477,0,0.24013324,0,1,7,"false","NDUFA2",15,1,0,0,0.64840503,"false",0,0,0,FALSE,FALSE
"NDUFA5",NA,5040,4.09373686,0,0.24427559,0,1,7,"false","NDUFA5",30,1,0,0,0.65625146,"false",0,0,0,FALSE,FALSE
"NDUFA8",NA,8744,4.09373686,0,0.24427559,0,1,7,"false","NDUFA8",30,1,0,0,0.65625146,"false",0,0,0,FALSE,FALSE
"NDUFA9",NA,5000,4.09373686,0,0.24427559,0,1,7,"false","NDUFA9",30,1,0,0,0.65625146,"false",0,0,0,FALSE,FALSE
"NDUFB4",NA,5412,4.10970996,0,0.24332617,0,1,7,"false","NDUFB4",26,1,0,0,0.65447667,"false",0,0,0,FALSE,FALSE
"NDUFB6",NA,4850,4.09373686,0,0.24427559,0,1,7,"false","NDUFB6",30,1,0,0,0.65625146,"false",0,0,0,FALSE,FALSE
"NDUFB7",NA,2835,3.97477932,0,0.25158629,0,1,6,"false","NDUFB7",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"NDUFB9",NA,5911,3.97477932,0,0.25158629,0,1,6,"false","NDUFB9",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"NDUFS1",NA,6058,4.10970996,0,0.24332617,0,1,7,"false","NDUFS1",26,1,0,0,0.65447667,"false",0,0,0,FALSE,TRUE
"NDUFS2",NA,3092,3.86633039,0.00025741,0.25864318,0.5,4,6,"false","NDUFS2",56.5,4,0,0,0.68151885,"false",0,35280,0.29920213,FALSE,FALSE
"NDUFS3",NA,2670,3.09415721,0.01240921,0.32318978,0.03448276,30,6,"false","NDUFS3",10.13333333,30,0,0,0.76731587,"false",0,528910,0.05098039,FALSE,TRUE
"NDUFS4",NA,4185,4.14039512,3.789e-05,0.24152284,0,2,7,"false","NDUFS4",25.5,2,0,0,0.65106721,"false",0,992,0.51041667,TRUE,FALSE
"NDUFS6",NA,4189,4.0668348,0,0.24589147,0,1,7,"false","NDUFS6",64,1,0,0,0.65924058,"false",0,0,0,FALSE,FALSE
"NDUFS7",NA,5038,4.08575032,0,0.24475309,1,2,7,"false","NDUFS7",28,2,0,0,0.65713885,"false",0,0,0.58333333,FALSE,FALSE
"NDUFS8",NA,3296,4.04077343,0,0.24747737,1,3,7,"false","NDUFS8",40,3,0,0,0.66213629,"false",0,0,0.4,FALSE,FALSE
"NDUFV1",NA,2897,3.86633039,0.00025741,0.25864318,0.5,4,6,"false","NDUFV1",56.5,4,0,0,0.68151885,"false",0,35280,0.29920213,FALSE,FALSE
"NDUFV2",NA,5409,3.11013031,0.01217367,0.32152994,0.04,26,6,"false","NDUFV2",9.34615385,26,0,0,0.76554108,"false",0,284708,0.04693962,FALSE,TRUE
"NDUFV3",NA,5414,4.10970996,0,0.24332617,0,1,7,"false","NDUFV3",26,1,0,0,0.65447667,"false",0,0,0,FALSE,FALSE
"NEDD1",NA,4927,3.96721311,3.635e-05,0.25206612,0,2,6,"false","NEDD1",59,2,0,0,0.67030965,"false",0,2258,0.51327434,FALSE,FALSE
"NEDD4",NA,3330,3.74947457,0.00246863,0.26670404,0.02777778,10,6,"false","NEDD4",29.66666667,10,0,1,0.69450283,"false",0,108148,0.12726383,FALSE,FALSE
"NEDD8",NA,2404,3.45229088,0.00474508,0.28966273,0.01098901,14,6,"false","NEDD8",53,14,0,0,0.72752324,"false",0,562262,0.09656085,FALSE,FALSE
"NEDD9",NA,6438,4.01849517,0.00202645,0.24884937,0,4,6,"false","NEDD9",43.33333333,4,0,1,0.66461165,"false",0,71740,0.33597884,FALSE,FALSE
"NEK6",NA,8450,3.93905002,0.00013944,0.25386832,0,2,6,"false","NEK6",60.5,2,0,0,0.67343889,"false",0,17988,0.5173913,FALSE,FALSE
"NELFB",NA,8546,3.89617486,0,0.25666199,0,1,6,"false","NELFB",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"NELL1",NA,8329,3.89617486,0,0.25666199,0,1,6,"false","NELL1",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"NEO1",NA,6591,4.04960067,0,0.24693793,0,1,7,"false","NEO1",13,1,0,0,0.66115548,"false",0,0,0,FALSE,FALSE
"NF1",NA,7580,3.93232451,0,0.25430251,0,1,6,"false","NF1",101,1,0,0,0.67418617,"false",0,0,0,FALSE,FALSE
"NFAT5",NA,6285,3.89617486,0,0.25666199,0,1,6,"false","NFAT5",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"NFATC4",NA,2997,3.1382934,0.00672768,0.31864452,0,18,6,"false","NFATC4",9.85714286,18,0,4,0.76241184,"false",0,197520,0.08277704,FALSE,TRUE
"NFIA",NA,3698,4.08827238,0,0.2446021,0,1,7,"false","NFIA",52,1,0,0,0.65685862,"false",0,0,0,FALSE,FALSE
"NFIX",NA,5252,4.03278689,0,0.24796748,0,2,7,"false","NFIX",64,2,0,1,0.66302368,"false",0,0,0,FALSE,FALSE
