"Gene.symbol","Cell.type","SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","Stress","TopologicalCoefficient","PDMalacards","DEG"
"ACAA2","Astrocytes",5875,3.9924338,0,0.25047378,0,1,7,"false","ACAA2",57,1,0,0,0.66750736,"false",0,0,0,FALSE,FALSE
"AGAP2","Neurons",6344,3.89617486,0,0.25666199,0,1,6,"false","AGAP2",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"AHCYL1","Astrocytes",5049,4.16435477,0,0.24013324,0,1,7,"false","AHCYL1",15,1,0,0,0.64840503,"false",0,0,0,FALSE,FALSE
"AMOT","Astrocytes",2558,4.24968474,0.00045573,0.23531157,0,2,7,"false","AMOT",46.5,2,0,0,0.63892392,"false",0,5482,0.5,FALSE,FALSE
"APBA1","Neurons",8565,4.11979823,0,0.24273033,0,2,7,"false","APBA1",14,2,0,1,0.65335575,"false",0,0,0,FALSE,FALSE
"ATG16L1","Neurons",7462,4.03446826,0,0.24786414,0,1,6,"false","ATG16L1",44,1,0,0,0.66283686,"false",0,0,0,FALSE,FALSE
"ATP13A2","Neurons",2716,4.04497688,2.973e-05,0.2472202,0,2,6,"false","ATP13A2",31,2,0,0,0.66166924,"false",0,1052,0.50847458,FALSE,FALSE
"ATP8A2","Neurons",8024,1,0,1,0,1,1,"false","ATP8A2",1,1,0,0,1,"false",0,0,0,FALSE,TRUE
"BCL7A","Neurons",8611,4.1382934,0,0.24164551,0,1,7,"false","BCL7A",38,1,0,0,0.65130073,"false",0,0,0,FALSE,FALSE
"BIRC3","Endothelial",2956,3.97562001,0.00019746,0.25153309,0,2,6,"false","BIRC3",56.5,2,0,0,0.66937555,"false",0,6146,0.50917431,FALSE,FALSE
"BLNK","Microglia",4530,3.81925179,0.00031132,0.26183139,0,3,6,"false","BLNK",116.5,3,0,1,0.6867498,"false",0,22646,0.51106195,FALSE,FALSE
"BMPR1B","Astrocytes",7159,4.04413619,3.23e-05,0.24727159,0,2,6,"false","BMPR1B",32.5,2,0,0,0.66176265,"false",0,6230,0.53389831,FALSE,FALSE
"CACNA2D3","Neurons",7584,4.12862547,0,0.24221136,0,1,6,"false","CACNA2D3",14,1,0,0,0.65237495,"false",0,0,0,FALSE,FALSE
"CALB2","Neurons",7114,3.93989071,0,0.25381415,0,1,6,"false","CALB2",110,1,0,0,0.67334548,"false",0,0,0,FALSE,FALSE
"CAMK2A","Neurons",3843,3.89617486,0,0.25666199,0,1,6,"false","CAMK2A",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"CAPN3","Oligodendrocytes",7880,4.35855401,0,0.22943389,0,1,7,"false","CAPN3",86,1,0,0,0.62682733,"false",0,0,0,FALSE,FALSE
"CD83","Microglia",4440,4.0197562,0,0.24877131,0,1,7,"false","CD83",57,1,0,0,0.66447153,"false",0,0,0,FALSE,FALSE
"CD84","Microglia",2375,3.19041614,0.00183162,0.31343874,0,8,6,"false","CD84",26,8,0,2,0.75662043,"false",0,53562,0.24271845,FALSE,TRUE
"CDK5","Neurons",5019,3.98360656,0.00016438,0.25102881,0,3,6,"false","CDK5",45.5,3,0,1,0.66848816,"false",0,13380,0.51149425,TRUE,FALSE
"CHGB","Neurons",5101,4.16351408,0,0.24018173,0,2,7,"false","CHGB",9,2,0,1,0.64849844,"false",0,0,0,FALSE,FALSE
"CHID1","Neurons",7065,1.8,0,0.55555556,0,1,2,"false","CHID1",5,1,0,0,0.6,"false",0,0,0,FALSE,FALSE
"CLU","Astrocytes",5928,3.97477932,0,0.25158629,0,1,6,"false","CLU",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"CPLX2","Neurons",6681,5.92643968,0,0.16873537,0,1,8,"false","CPLX2",8,1,0,0,0.45261781,"false",0,0,0,FALSE,FALSE
"CRMP1","Neurons",6706,3.93148382,0.0001777,0.25435689,0,3,7,"false","CRMP1",30.66666667,3,0,0,0.67427958,"false",0,6824,0.34496124,FALSE,FALSE
"CRYAB","Oligodendrocytes",4543,4.03446826,0,0.24786414,0,1,6,"false","CRYAB",44,1,0,0,0.66283686,"false",0,0,0,FALSE,FALSE
"DAB1","Neurons",3159,3.77847835,0.00375477,0.2646568,0,3,6,"false","DAB1",128.5,3,0,1,0.69128018,"false",0,46770,0.5,FALSE,FALSE
"DCC","Neurons",4828,3.91551072,8.343e-05,0.25539452,0,2,7,"false","DCC",35,2,0,0,0.67605436,"false",0,3356,0.50746269,FALSE,FALSE
"DLGAP1","Neurons",7748,3.89617486,0,0.25666199,0,1,6,"false","DLGAP1",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"DLX5","Neurons",2825,4.10928962,0,0.24335106,0,1,7,"false","DLX5",23,1,0,0,0.65452338,"false",0,0,0,FALSE,FALSE
"DNM1","Neurons",6372,3.89617486,0,0.25666199,0,1,6,"false","DNM1",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"DOCK8","Microglia",4444,4.18621269,0,0.23887941,0,1,7,"false","DOCK8",6,1,0,0,0.64597637,"false",0,0,0,FALSE,FALSE
"EBI3","Microglia",2365,3.97856242,0.00108391,0.25134707,0.0952381,10,7,"false","EBI3",2.85714286,10,0,3,0.66904862,"false",0,15304,0.19047619,FALSE,TRUE
"EEF1A2","Neurons",8757,3.96595208,0,0.25214626,0,1,6,"false","EEF1A2",62,1,0,0,0.67044977,"false",0,0,0,FALSE,FALSE
"EPHA10","Neurons",8471,4.79613283,0,0.20850131,0,1,8,"false","EPHA10",40,1,0,0,0.57820746,"false",0,0,0,FALSE,FALSE
"EPHA3","Neurons",5561,6.02648172,0,0.1659343,0,1,8,"false","EPHA3",8,1,0,0,0.44150203,"false",0,0,0,FALSE,FALSE
"EPHA5","Neurons",6988,6.02648172,0,0.1659343,0,1,8,"false","EPHA5",8,1,0,0,0.44150203,"false",0,0,0,FALSE,FALSE
"EPHA7","Neurons",6629,6.02648172,0,0.1659343,0,2,8,"false","EPHA7",8,2,0,1,0.44150203,"false",0,0,0,FALSE,FALSE
"ERBB3","Oligodendrocytes",3354,3.77175284,0.00145141,0.26512872,0,6,6,"false","ERBB3",75,6,0,3,0.69202746,"false",0,112324,0.33789954,FALSE,FALSE
"ETS1","Endothelial",7444,4.04623792,0,0.24714315,0,1,6,"false","ETS1",51,1,0,0,0.66152912,"false",0,0,0,FALSE,FALSE
"FABP3","Neurons",4819,3.18453132,0.00663842,0.31401795,0,13,6,"false","FABP3",10,13,0,1,0.7572743,"false",0,145240,0.08737864,FALSE,TRUE
"FAS","Astrocytes",5173,3.77217318,0.00070147,0.26509918,0,3,6,"false","FAS",116.5,3,0,1,0.69198076,"false",0,20590,0.50436681,FALSE,FALSE
"GAB1","Oligodendrocytes",4248,3.78184111,0.00059675,0.26442147,0,3,6,"false","GAB1",106,3,0,1,0.69090654,"false",0,37174,0.50480769,FALSE,FALSE
"GGA2","Neurons",5165,1.8,0,0.55555556,0,1,2,"false","GGA2",5,1,0,0,0.6,"false",0,0,0,FALSE,FALSE
"GNA14","Astrocytes",5250,4.03278689,0,0.24796748,0,1,7,"false","GNA14",64,1,0,0,0.66302368,"false",0,0,0,FALSE,FALSE
"GNB5","Neurons",6836,1.66666667,0,0.6,0,1,2,"false","GNB5",3,1,0,0,0.66666667,"false",0,0,0,FALSE,FALSE
"GRIN1","Neurons",7282,3.89617486,0,0.25666199,0,1,6,"false","GRIN1",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"GRIN2A","Neurons",7284,3.89617486,0,0.25666199,0,1,6,"false","GRIN2A",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"GRIN2B","Neurons",6579,3.89617486,0,0.25666199,0,1,6,"false","GRIN2B",171,1,0,0,0.67820279,"false",0,0,0,TRUE,FALSE
"GRM1","Neurons",8042,4.02395965,0,0.24851144,0,1,7,"false","GRM1",57,1,0,0,0.66400448,"false",0,0,0,TRUE,FALSE
"GRM7","Neurons",7025,3.93989071,0,0.25381415,0,1,6,"false","GRM7",110,1,0,0,0.67334548,"false",0,0,0,FALSE,FALSE
"HLA-DPB1","Microglia",8723,3.9924338,0,0.25047378,0,1,7,"false","HLA-DPB1",57,1,0,0,0.66750736,"false",0,0,0,FALSE,FALSE
"HPRT1","Neurons",4837,3.93778899,0.00042531,0.25394962,0,2,6,"false","HPRT1",56,2,0,0,0.673579,"false",0,6162,0.5,FALSE,FALSE
"ICAM1","Endothelial",3700,3.88482556,6.667e-05,0.25741182,0,2,6,"false","ICAM1",90.5,2,0,0,0.67946383,"false",0,14682,0.55590062,FALSE,FALSE
"ID4","Astrocytes",7650,3.89617486,0,0.25666199,0,1,6,"false","ID4",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"IFIH1","Endothelial",5820,4.04833964,0,0.24701485,0,2,6,"false","IFIH1",63,2,0,1,0.6612956,"false",0,0,0,FALSE,FALSE
"IGF1","Neurons",2331,3.99033207,0,0.25060571,0,4,6,"false","IGF1",81,4,0,1,0.66774088,"false",0,0,0,FALSE,FALSE
"IGFBP3","Neurons",7177,3.99033207,0,0.25060571,0,1,6,"false","IGFBP3",81,1,0,0,0.66774088,"false",0,0,0,FALSE,FALSE
"INHBB","Astrocytes",4091,5.03110551,0.00504104,0.19876347,0,11,7,"false","INHBB",1.44444444,11,0,2,0.55209939,"false",0,477424,0.22222222,FALSE,TRUE
"IRS1","Neurons",7784,3.99033207,0,0.25060571,0,1,6,"false","IRS1",81,1,0,0,0.66774088,"false",0,0,0,FALSE,FALSE
"ITGA1","Endothelial",8351,4.18411097,0,0.2389994,0,1,7,"false","ITGA1",12,1,0,0,0.64620989,"false",0,0,0,FALSE,FALSE
"ITGB4","Astrocytes",8349,4.18411097,0,0.2389994,0,1,7,"false","ITGB4",12,1,0,0,0.64620989,"false",0,0,0,FALSE,FALSE
"JAK2","Neurons",6449,3.75704077,0.00160068,0.26616693,0,3,6,"false","JAK2",95.66666667,3,0,0,0.69366214,"false",0,56562,0.34932349,FALSE,FALSE
"KCNH1","Neurons",2799,4.35855401,0,0.22943389,0,2,7,"false","KCNH1",86,2,0,1,0.62682733,"false",0,0,0,FALSE,FALSE
"KCTD12","Microglia",6010,4.02395965,0,0.24851144,0,1,7,"false","KCTD12",57,1,0,0,0.66400448,"false",0,0,0,FALSE,FALSE
"KHDRBS2","Neurons",3036,3.91088693,0,0.25569647,1,2,6,"false","KHDRBS2",63,2,0,0,0.67656812,"false",0,0,0.5625,FALSE,FALSE
"L3MBTL3","Neurons",8112,4.79613283,0,0.20850131,0,1,8,"false","L3MBTL3",40,1,0,0,0.57820746,"false",0,0,0,FALSE,FALSE
"LGR4","Astrocytes",5028,4.14333754,0,0.24135132,0,1,7,"false","LGR4",24,1,0,0,0.65074027,"false",0,0,0,FALSE,FALSE
"LHX2","Astrocytes",6761,4.10928962,0,0.24335106,0,1,7,"false","LHX2",23,1,0,0,0.65452338,"false",0,0,0,FALSE,FALSE
"LIFR","Astrocytes",6573,3.89617486,0,0.25666199,0,1,6,"false","LIFR",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"LNX1","Neurons",4615,3.89029004,0.00033213,0.25705024,0,4,6,"false","LNX1",22.75,4,0,0,0.67885666,"false",0,9002,0.2652439,FALSE,FALSE
"LYN","Microglia",6094,3.82093317,0.00092479,0.26171617,0,3,6,"false","LYN",76,3,0,0,0.68656298,"false",0,26042,0.33783784,FALSE,FALSE
"MAP2","Neurons",3383,4.01261034,0,0.24921433,0,1,7,"false","MAP2",79,1,0,0,0.66526552,"false",0,0,0,TRUE,FALSE
"MAPK9","Neurons",3042,4.08238756,7.7e-06,0.2449547,0,2,7,"false","MAPK9",12,2,0,0,0.65751249,"false",0,274,0.52380952,FALSE,FALSE
"MLLT11","Neurons",4381,3.19125683,0.0016916,0.31335616,0,4,6,"false","MLLT11",31.75,4,0,0,0.75652702,"false",0,41910,0.29854369,FALSE,TRUE
"MTUS2","Neurons",3170,3.97141656,7.397e-05,0.25179932,0,3,6,"false","MTUS2",46,3,0,1,0.6698426,"false",0,1252,0.5,FALSE,FALSE
"NCOA5","Neurons",2833,3.83984868,0.00105898,0.26042693,0,2,6,"false","NCOA5",93.5,2,0,0,0.68446126,"false",0,24744,0.50271739,FALSE,FALSE
"NECAB2","Neurons",7323,4.35855401,0,0.22943389,0,2,7,"false","NECAB2",86,2,0,1,0.62682733,"false",0,0,0,FALSE,FALSE
"NEDD4L","Neurons",3614,4.05128205,0.00011472,0.24683544,0,4,6,"false","NEDD4L",19.5,4,0,0,0.66096866,"false",0,5996,0.26811594,FALSE,FALSE
"NME1","Neurons",7274,3.95334174,0.00021751,0.25295056,0,2,6,"false","NME1",48.5,2,0,0,0.67185092,"false",0,5192,0.5,FALSE,FALSE
"NOTCH2","Astrocytes",5420,4.10970996,0,0.24332617,0,1,7,"false","NOTCH2",26,1,0,0,0.65447667,"false",0,0,0,FALSE,FALSE
"NR4A1","Endothelial",3583,3.85161833,0.00068976,0.25963113,0,4,6,"false","NR4A1",49.66666667,4,0,1,0.68315352,"false",0,20064,0.33796296,FALSE,FALSE
"NRIP3","Neurons",5663,4.77427491,0.00084069,0.20945589,0,2,7,"false","NRIP3",3.5,2,0,0,0.58063612,"false",0,65248,0.5,FALSE,TRUE
"OPRK1","Neurons",6142,1.66666667,0,0.6,0,1,2,"false","OPRK1",3,1,0,0,0.66666667,"false",0,0,0,FALSE,FALSE
"OXCT1","Neurons",4580,4.0668348,0,0.24589147,0,1,7,"false","OXCT1",64,1,0,0,0.65924058,"false",0,0,0,FALSE,FALSE
"PAK1","Neurons",6926,3.89617486,0,0.25666199,0,1,6,"false","PAK1",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"PALLD","Astrocytes",4050,4.1223203,0,0.24258183,0,1,7,"false","PALLD",28,1,0,0,0.65307552,"false",0,0,0,FALSE,FALSE
"PBXIP1","Astrocytes",8629,5.66204288,0,0.1766147,0,1,8,"false","PBXIP1",8,1,0,0,0.48199524,"false",0,0,0,FALSE,FALSE
"PDIA2","Neurons",7573,3.89617486,0,0.25666199,0,1,6,"false","PDIA2",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"PIN1","Neurons",4594,3.99789828,8.871e-05,0.25013143,0,2,6,"false","PIN1",31.5,2,0,0,0.66690019,"false",0,3886,0.50833333,FALSE,FALSE
"PLCB1","Neurons",6935,5.15510719,0,0.19398239,0,1,8,"false","PLCB1",13,1,0,0,0.53832142,"false",0,0,0,FALSE,FALSE
"PPFIA4","Neurons",8593,3.89617486,0,0.25666199,0,1,6,"false","PPFIA4",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"PPL","Neurons",8608,4.1382934,0,0.24164551,0,1,7,"false","PPL",38,1,0,0,0.65130073,"false",0,0,0,FALSE,FALSE
"PRC1","Neurons",8095,1,1,1,0,5,1,"false","PRC1",1,5,0,0,1,"false",0,20,0,FALSE,TRUE
"PRKAA2","Neurons",5997,4.14333754,0,0.24135132,0,1,7,"false","PRKAA2",24,1,0,0,0.65074027,"false",0,0,0,FALSE,FALSE
"PRKAR2A","Neurons",5462,3.86759142,9.036e-05,0.25855885,0,3,6,"false","PRKAR2A",26.33333333,3,0,0,0.68137873,"false",0,6302,0.34234234,FALSE,FALSE
"PRPS1","Neurons",5116,3.93989071,0,0.25381415,0,1,6,"false","PRPS1",110,1,0,0,0.67334548,"false",0,0,0,FALSE,FALSE
"RGS4","Neurons",4087,4.15552753,0.00666649,0.24064333,0,18,7,"false","RGS4",2.69230769,18,0,5,0.64938583,"false",0,911892,0.09401709,FALSE,TRUE
"RGS7","Neurons",6995,4.10928962,0,0.24335106,0,1,7,"false","RGS7",23,1,0,0,0.65452338,"false",0,0,0,FALSE,FALSE
"RHOU","Oligodendrocytes",8533,3.89617486,0,0.25666199,0,1,6,"false","RHOU",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"RPS6KA6","Neurons",8093,4.15384615,0,0.24074074,0,1,7,"false","RPS6KA6",14,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"RSPO2","Neurons",5288,4.03278689,0,0.24796748,0,2,7,"false","RSPO2",64,2,0,1,0.66302368,"false",0,0,0,FALSE,FALSE
"S100A10","Endothelial",6028,4.04413619,0.00013951,0.24727159,0,2,7,"false","S100A10",38,2,0,0,0.66176265,"false",0,9650,0.50684932,FALSE,FALSE
"SERPINA1","Microglia",7795,4.50945776,0,0.22175615,0,1,7,"false","SERPINA1",49,1,0,0,0.61006025,"false",0,0,0,FALSE,FALSE
"SERPINE2","Astrocytes",5375,4.14333754,0,0.24135132,0,1,7,"false","SERPINE2",24,1,0,0,0.65074027,"false",0,0,0,FALSE,FALSE
"SEZ6L2","Neurons",2656,3.18957545,0.0037023,0.31352135,0,10,6,"false","SEZ6L2",18.33333333,10,0,4,0.75671384,"false",0,73456,0.16828479,FALSE,TRUE
"SLC2A4","Astrocytes",6559,4.05002102,0,0.2469123,0,1,6,"false","SLC2A4",55,1,0,0,0.66110878,"false",0,0,0,FALSE,FALSE
"SNAP25","Neurons",7173,5.92643968,0,0.16873537,0,1,8,"false","SNAP25",8,1,0,0,0.45261781,"false",0,0,0,FALSE,FALSE
"SNAP91","Neurons",6512,3.89617486,0,0.25666199,0,1,6,"false","SNAP91",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"SOX2","Astrocytes",2777,3.80369903,0.0006968,0.26290198,0,4,6,"false","SOX2",60,4,0,0,0.68847789,"false",0,62120,0.27830189,FALSE,FALSE
"SRM","Neurons",5617,5.93232451,0,0.16856799,0,1,8,"false","SRM",2,1,0,0,0.45196394,"false",0,0,0,FALSE,FALSE
"SSBP3","Neurons",6226,4.04623792,0,0.24714315,0,1,6,"false","SSBP3",51,1,0,0,0.66152912,"false",0,0,0,FALSE,FALSE
"STAT4","Neurons",2481,3.15720891,0.00741855,0.31673545,0,13,6,"false","STAT4",9.61538462,13,0,0,0.76031012,"false",0,239074,0.08284024,FALSE,TRUE
"STXBP1","Neurons",4734,3.9331652,0.00670572,0.25424816,0,2,6,"false","STXBP1",59,2,0,0,0.67409276,"false",0,305200,0.5,FALSE,FALSE
"SV2A","Neurons",6516,4.17822615,0,0.23933602,0,1,7,"false","SV2A",19,1,0,0,0.64686376,"false",0,0,0,FALSE,FALSE
"SYN1","Neurons",7301,3.79445145,0.00018895,0.26354271,0,2,6,"false","SYN1",95.5,2,0,0,0.68950539,"false",0,7204,0.50534759,FALSE,FALSE
"SYT16","Neurons",7617,3.9924338,0,0.25047378,0,1,7,"false","SYT16",57,1,0,0,0.66750736,"false",0,0,0,FALSE,FALSE
"SYT4","Neurons",7346,5.92643968,0,0.16873537,0,1,8,"false","SYT4",8,1,0,0,0.45261781,"false",0,0,0,FALSE,FALSE
"SYT7","Neurons",6583,5.92643968,0,0.16873537,0,1,8,"false","SYT7",8,1,0,0,0.45261781,"false",0,0,0,FALSE,FALSE
"TAL1","Microglia",2409,3.04665826,0.03115495,0.32822848,0.0054902,59,5,"false","TAL1",5.11764706,59,0,6,0.77259353,"false",0,862028,0.02757748,FALSE,TRUE
"TGM2","Endothelial",2981,5.47120639,0,0.18277505,0,1,8,"false","TGM2",3,1,0,0,0.50319929,"false",0,0,0,FALSE,FALSE
"THY1","Neurons",4895,4.086591,0,0.24470274,0,1,7,"false","THY1",47,1,0,0,0.65704544,"false",0,0,0,FALSE,FALSE
"TIMM50","Neurons",3288,4.0668348,0,0.24589147,0,1,7,"false","TIMM50",64,1,0,0,0.65924058,"false",0,0,0,FALSE,FALSE
"TLE2","Neurons",4841,4.10928962,0,0.24335106,0,1,7,"false","TLE2",23,1,0,0,0.65452338,"false",0,0,0,FALSE,FALSE
"TNFRSF25","Neurons",2827,3.96595208,0,0.25214626,0,2,6,"false","TNFRSF25",62,2,0,1,0.67044977,"false",0,0,0,FALSE,FALSE
"TRIM32","Neurons",7862,4.09247583,0,0.24435086,0,1,7,"false","TRIM32",45,1,0,0,0.65639157,"false",0,0,0,FALSE,FALSE
"TRIM37","Neurons",8104,1.8,0,0.55555556,0,1,2,"false","TRIM37",5,1,0,0,0.6,"false",0,0,0,FALSE,FALSE
"TUBB3","Neurons",3563,3.83606557,0.00093289,0.26068376,0,4,6,"false","TUBB3",41.75,4,0,0,0.6848816,"false",0,110450,0.25791139,FALSE,FALSE
"TWIST1","Endothelial",6351,4.50945776,0,0.22175615,0,1,7,"false","TWIST1",49,1,0,0,0.61006025,"false",0,0,0,FALSE,FALSE
"UBASH3B","Neurons",5903,3.97477932,0,0.25158629,0,1,6,"false","UBASH3B",106,1,0,0,0.66946896,"false",0,0,0,FALSE,FALSE
"UCHL1","Neurons",2583,3.01429172,0.02671632,0.33175289,0,55,5,"false","UCHL1",5.79245283,55,0,2,0.77618981,"false",0,1775076,0.0416735,TRUE,TRUE
"VCAM1","Endothelial",2940,3.7826818,0.00028602,0.26436271,0,4,6,"false","VCAM1",56.75,4,0,0,0.69081313,"false",0,37336,0.28443878,FALSE,FALSE
"ZC3HAV1","Endothelial",2412,3.08406894,0.01426548,0.32424697,0.00672269,35,6,"false","ZC3HAV1",10.14285714,35,0,0,0.76843678,"false",0,845216,0.05696757,FALSE,TRUE
"ZFYVE9","Neurons",6638,5.66204288,0,0.1766147,0,2,8,"false","ZFYVE9",8,2,0,1,0.48199524,"false",0,0,0,FALSE,FALSE
"AAG1",NA,2714,3.94493485,0.00022997,0.25348961,0,2,6,"false","AAG1",56,2,0,0,0.67278502,"false",0,12618,0.50925926,FALSE,FALSE
"AASDHPPT",NA,4884,3.89617486,0,0.25666199,0,1,6,"false","AASDHPPT",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"AATF",NA,4292,3.93022278,0.00027431,0.2544385,0,2,6,"false","AATF",57.5,2,0,0,0.67441969,"false",0,13736,0.50446429,FALSE,FALSE
"ABCB1",NA,8255,4.17822615,0,0.23933602,0,2,6,"false","ABCB1",6,2,0,1,0.64686376,"false",0,0,0,FALSE,FALSE
"ABCD3",NA,8341,4.13240858,0,0.24198962,0,1,7,"false","ABCD3",39,1,0,0,0.6519546,"false",0,0,0,FALSE,FALSE
"ABCF1",NA,5709,4.01261034,0,0.24921433,0,1,7,"false","ABCF1",79,1,0,0,0.66526552,"false",0,0,0,FALSE,FALSE
"ABI1",NA,7466,3.89617486,0,0.25666199,0,1,6,"false","ABI1",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"ABI3BP",NA,7819,4.15384615,0,0.24074074,0,1,7,"false","ABI3BP",14,1,0,0,0.64957265,"false",0,0,0,FALSE,FALSE
"ABL1",NA,3704,3.67339218,0.00393599,0.27222794,0,7,6,"false","ABL1",67,7,0,2,0.70295642,"false",0,238376,0.20496894,FALSE,FALSE
"ACAT1",NA,2891,4.0668348,0,0.24589147,0,1,7,"false","ACAT1",64,1,0,0,0.65924058,"false",0,0,0,FALSE,FALSE
"ACAT2",NA,2638,3.15973098,0.01231946,0.31648264,0,22,6,"false","ACAT2",7.36363636,22,0,0,0.76002989,"false",0,381962,0.06060606,FALSE,TRUE
"ACBD3",NA,4101,4.1223203,0,0.24258183,0,1,7,"false","ACBD3",28,1,0,0,0.65307552,"false",0,0,0,FALSE,FALSE
"ACLY",NA,7552,5.20807062,0,0.19200969,0,1,8,"false","ACLY",43,1,0,0,0.5324366,"false",0,0,0,FALSE,TRUE
"ACOT7",NA,4226,5.33291299,0,0.18751478,0,1,8,"false","ACOT7",20,1,0,0,0.51856522,"false",0,0,0,FALSE,FALSE
"ACTA2",NA,5967,4.05842791,0,0.24640083,0,1,7,"false","ACTA2",41,1,0,0,0.66017468,"false",0,0,0,FALSE,FALSE
"ACTB",NA,4232,3.85666246,0.00147295,0.25929155,0,3,6,"false","ACTB",59.66666667,3,0,0,0.68259306,"false",0,48960,0.33716475,FALSE,FALSE
"ACTG1",NA,8658,3.8457335,0.00089769,0.26002842,0,2,6,"false","ACTG1",74,2,0,0,0.68380739,"false",0,19268,0.50344828,FALSE,FALSE
"ACTN1",NA,5704,4.06599412,0,0.24594231,0,1,7,"false","ACTN1",55,1,0,0,0.65933399,"false",0,0,0,FALSE,FALSE
"ACTN2",NA,8642,3.93989071,0,0.25381415,0,1,6,"false","ACTN2",110,1,0,0,0.67334548,"false",0,0,0,FALSE,FALSE
"ACTR1B",NA,5991,4.10886927,0,0.24337596,0,1,6,"false","ACTR1B",51,1,0,0,0.65457008,"false",0,0,0,FALSE,FALSE
"ACTR3B",NA,8071,4.03993274,0,0.24752887,0,1,6,"false","ACTR3B",80,1,0,0,0.6622297,"false",0,0,0,FALSE,FALSE
"ACVR1",NA,3628,4.03825137,0.00305377,0.24763194,0,3,6,"false","ACVR1",24.66666667,3,0,0,0.66241651,"false",0,281652,0.36410256,FALSE,FALSE
"ACVR1B",NA,3321,4.10298445,0.00142262,0.24372503,0,3,6,"false","ACVR1B",30,3,0,1,0.65522395,"false",0,140714,0.51785714,FALSE,FALSE
"ACVR1C",NA,6763,6.03068516,0,0.16581864,0,2,8,"false","ACVR1C",9,2,0,1,0.44103498,"false",0,0,0,FALSE,FALSE
"ACVR2A",NA,6711,6.03068516,0,0.16581864,0,1,8,"false","ACVR2A",9,1,0,0,0.44103498,"false",0,0,0,FALSE,FALSE
"ACVR2B",NA,5792,4.10298445,0.00142262,0.24372503,0,2,6,"false","ACVR2B",30,2,0,0,0.65522395,"false",0,140714,0.51785714,FALSE,FALSE
"ADD1",NA,5087,4.14123581,0,0.24147381,0,1,7,"false","ADD1",24,1,0,0,0.6509738,"false",0,0,0,FALSE,FALSE
"ADH1B",NA,7827,4.61874737,0.00090195,0.21650892,0,3,7,"false","ADH1B",2.66666667,3,0,0,0.59791696,"false",0,35836,0.33333333,FALSE,TRUE
"ADRA2A",NA,2662,4.01387137,0,0.24913604,0,1,6,"false","ADRA2A",53,1,0,0,0.6651254,"false",0,0,0,FALSE,FALSE
"ADRA2B",NA,5212,4.01387137,0,0.24913604,0,1,6,"false","ADRA2B",53,1,0,0,0.6651254,"false",0,0,0,FALSE,FALSE
"ADRA2C",NA,4868,4.01387137,0,0.24913604,0,1,6,"false","ADRA2C",53,1,0,0,0.6651254,"false",0,0,0,FALSE,FALSE
"ADRM1",NA,3917,4.08701135,0,0.24467757,0,1,7,"false","ADRM1",45,1,0,0,0.65699874,"false",0,0,0,FALSE,FALSE
"ADSS",NA,4452,4.07061791,0,0.24566295,0,1,6,"false","ADSS",26,1,0,0,0.65882023,"false",0,0,0,FALSE,FALSE
"AEBP1",NA,6767,4.50945776,0,0.22175615,0,1,7,"false","AEBP1",49,1,0,0,0.61006025,"false",0,0,0,FALSE,FALSE
"AEBP2",NA,3473,3.94493485,0.00019454,0.25348961,0,2,6,"false","AEBP2",67.5,2,0,0,0.67278502,"false",0,14788,0.51153846,FALSE,FALSE
"AFF2",NA,8327,3.89617486,0,0.25666199,0,1,6,"false","AFF2",171,1,0,0,0.67820279,"false",0,0,0,FALSE,FALSE
"AGER",NA,7034,6.00924758,0,0.16641018,0,1,9,"false","AGER",2,1,0,0,0.44341694,"false",0,0,0,FALSE,FALSE
"AGL",NA,2959,3.14375788,0.01204984,0.31809065,0,24,6,"false","AGL",8.54166667,24,0,0,0.76180468,"false",0,618626,0.0711478,FALSE,TRUE
"AGO2",NA,4887,4.19083649,0,0.23861585,0,1,7,"false","AGO2",4,1,0,0,0.64546261,"false",0,0,0,FALSE,FALSE
