"","P_GSM208625.cel","P_GSM208626.cel","P_GSM208627.cel","P_GSM208628.cel","P_GSM208629.cel"
"TNFRSF1B",32.0450149013364,26.9926900196548,40.2448361130735,30.3872970353924,32.7852310316038
"RAB33A",53.5340506734491,99.7350723583329,68.8002971448396,46.7008146100808,98.4956306068687
"LAMC1",83.0640863801307,89.061058397268,127.368361817217,92.333759612111,84.2584855576021
"TMEM14B",39.0423799393836,80.3346867893594,67.8612772838094,40.9037381353446,115.357138015978
"REEP5",211.859540200273,504.020923677354,369.146777797528,269.096777797528,526.30044351426
"GRSF1",81.9528473264809,82.7541583931149,60.410644788289,71.9018401983527,102.544109506408
"MAPKAPK3",155.013607956827,189.715657235113,201.153769955287,217.139689102251,158.032133461682
"ATP6V1C1",63.9738819203109,88.3476173243792,50.5153502784274,67.6236750998444,82.8469427448984
"VPS28",156.73222514543,221.563570585338,119.064656952608,120.199295303618,182.262315731896
"MYH10",663.490915446488,772.622360620088,414.232776992769,424.779871571244,684.634277797528
"HLTF",117.113325025016,180.871777797527,123.851945611326,113.566386375951,178.134277797527
"ZFYVE9",242.807376384828,188.201661392482,200.456617852746,188.863898035494,201.630638634366
"RPS27",1984.25918960444,2098.68461564211,3108.85092496502,2872.49406270393,2136.51086401272
"TUBGCP4",60.5798473498727,81.9435738922649,60.8016986344481,57.3173956017142,92.6232828765686
"IGF1R",235.262340063972,126.070809248511,70.1052780739546,88.1245166188212,51.6780647314905
"CTTN",22.0656300674615,18.3336875043647,20.0936590079917,32.8008834794583,19.9843348297005
"HPRT1",200.236969803429,423.947106488976,126.742439626685,127.781811613772,505.670456083948
"PDHA1",199.062017969407,336.209383209031,219.842084510246,212.166674122945,300.461612993742
"RPS5",957.745748061531,1261.0876274544,1287.52880380909,1360.93239176168,1177.76278674955
"MAPK1",188.941964176544,398.026663394613,209.959277797528,148.696777798189,357.910125476109
"ABCB7",25.0636337953492,30.1327857361039,28.7505043903798,30.3381815589057,29.0714543301152
"ARRB2",189.585324006015,171.746777797528,213.64600603314,194.333086200482,193.84301354453
"PRPF4B",67.7739439887025,57.7901399412638,67.0393837383909,71.5860165314985,60.3074511425135
"UBC",1772.44677779753,2660.33095655324,2277.05927779753,1889.68277312982,2186.65477787723
"YES1",37.4033092074108,31.8864982610453,50.5699348522924,53.0479415531544,33.6902545112854
"NOP2",208.652352714865,191.640527797528,201.129698993935,212.971551140874,159.509277797549
"GTSE1",207.657940313497,174.454689437958,154.034228169074,186.983621782545,153.096497140192
"KRT18",48.6311999592232,52.234153251906,52.589584730858,58.2971339801318,47.1741281268529
"HSP90AB1",1887.2404267011,2528.36751620492,1873.19875293289,1759.69399443989,3448.38764994915
"RPS19",1155.57712229654,1543.39665922791,2400.9610911363,2023.73068114997,1736.19579962476
"FADD",61.7914165147737,70.2477686740294,70.1342633804745,58.952128490879,57.0579903400902
"PXN",234.012535609453,186.48236068625,228.910525522946,184.501117778682,178.996234773538
"ID1",197.768182534716,193.459277797528,383.925891548541,252.670657297535,277.072733706013
"NQO1",105.685280342983,105.625792556653,121.671884011078,150.826338008804,101.437780188691
"CDK5",265.325472766284,416.14776787953,152.286417174826,150.952578103896,273.75320891596
"TRIM5",10.4267445372522,11.1729951200279,11.3159939034703,12.1850102513982,10.5111620691772
"GRB10",22.6262055289125,18.2367962866925,19.3087698226519,19.24922020884,15.5585530323708
"ACVR1B",41.3533026017724,34.1235284779078,34.9094162712952,43.0210271559587,30.4081978936034
"CRMP1",429.998090910288,501.219316572323,328.516173328529,402.982619610085,482.984776404021
"RB1",15.345320855092,15.9778406662774,25.6092656292649,19.8615477459323,24.2979166828776
"PPP2R1A",493.827070126359,535.167603344835,367.606909974222,239.04630449878,589.064353100106
"ATF2",26.5477499408307,22.3903056698807,33.6823519464592,33.2288409070642,35.2736036735083
"SPP1",824.920878685655,1027.00927779753,3925.38739852243,1901.22125840128,1967.19902109327
"SPG21",61.2387540649809,40.5975618499557,43.902832550931,52.6245505807969,36.4996867605606
"PPP2CA",374.871777797528,540.629388948605,375.30900513025,413.499646299362,605.787825077019
"MARK2",27.5877569117943,22.5863247814846,25.8187630350713,26.7641409293465,20.4455534005246
"NBN",55.9936434380079,50.5115096462052,71.2948284224914,84.7974053662569,50.4667096942469
"LXN",19.4726359265993,20.085711835947,23.2659048028645,24.778821552598,16.859149822543
"ZFYVE26",85.1215459792197,87.4037241375329,107.79872932323,99.0720302491504,85.4958937299467
"PRUNE2",25.0194848106996,49.0946645864063,42.5583929216039,27.3848673516326,50.215216870976
"RPS6KA5",104.6172106497,105.599604496983,107.902874594317,96.2250915415691,96.1077693522619
"PINK1",532.583692044465,905.327406406582,445.529888002247,433.085216455778,647.169772025123
"EEF1A2",870.951965105258,1298.40280472704,353.397158134061,253.721777797528,1031.85870322611
"THOP1",70.8801293443006,81.3213244568922,44.5920525752608,48.6201598527887,50.9388762572173
"IPO5",40.7677602146433,27.5716059350226,51.9791279649018,49.2233312161369,60.3737323278047
"TERF2IP",438.120652020897,648.799311234836,436.897173609277,458.987052371699,686.331793293369
"UCHL1",1169.60602213932,2571.84029029593,519.821777797528,514.534277797527,2432.04880100792
"RPS25",562.759479025406,949.570147130727,838.739302786726,1012.08390800504,756.008515021114
"MAP3K8",9.53525767823407,9.56544897626356,10.9960270416497,10.1408903366088,9.85936998765773
"PTMA",102.407112595081,132.131392542892,151.846777797774,148.334277798286,130.283507623362
"MNAT1",73.0287351893004,79.6860033094323,82.1911935272603,73.0449377072779,79.1297356398493
"ATP6V1E1",682.486434601543,1255.06758528026,630.347791240081,489.564932067336,1169.89397858262
"ADRA2A",33.5395080012879,33.8100546680913,29.5052255336298,38.3914147932487,36.9974531368485
"MECR",95.5892890864627,107.538567179642,107.555074476469,83.2927147157972,101.094542735957
"CDC42",61.1587231108833,206.304088754968,54.03812830816,65.7369026945264,190.200188440169
"PTP4A1",202.735884388184,232.021509382847,235.956807782487,208.634277797528,273.150592093134
"LYN",66.4464746358884,59.9489142447724,177.526564522489,109.783909450538,64.8170744925803
"ADSS",98.043038403951,99.5360103772492,95.8259867586201,83.819428614773,155.821777797597
"RGS7",266.657692125195,390.213486172724,145.772921590448,179.134277797528,454.139548612927
"FLOT2",351.171777797528,407.89114224979,369.434821710901,338.064866356449,369.146777797528
"NOTCH1",83.8519221629967,69.6265686506077,78.8854284638024,69.8351718256319,60.5141366759134
"ATG12",62.1036406109006,49.8942067266447,49.6033429472825,48.4019972059375,56.5676824017413
"CLIC2",23.7469932246626,19.0514475069765,24.1096237624362,27.8949595450334,18.18397363903
"BLNK",18.9468274983143,17.2149436044945,41.3645347305771,34.1646067483758,20.3982049695175
"RANBP1",212.246777797528,459.071777797527,305.528082305633,265.560409692866,457.724150143189
"LRPPRC",86.0497846706646,179.371777797528,115.896228833177,91.5536022927278,175.471777797528
"HSPB1",591.238749520404,450.318213991991,480.675330092874,639.322795792207,756.740647450313
"RNF111",68.1960041683298,103.518052650406,64.1202161871343,70.990293264625,109.055799366523
"SAP18",88.1738358969134,129.565288749397,124.833653165937,110.615001017168,118.817866905175
"PRC1",21.7438058291471,24.8608418019439,19.2982569396863,15.7938340622877,26.5348790654551
"DDX42",143.799136193152,202.609277797527,149.58509764521,156.842565236176,238.829644405488
"MYO1C",168.591466773098,132.159518238927,134.500658617949,178.344165379902,94.6890922660834
"GNAI3",181.896777797527,150.468564875663,231.458484815609,210.075515605974,236.214723395613
"PEX19",109.57803143222,131.630073144061,87.7716375432397,91.304611934506,113.112605287479
"LMO2",97.6469392152398,163.137034410204,260.668490222114,157.084293504658,170.015130401258
"CASP7",23.930408035052,18.7401748200912,29.1430383499637,29.1416019848517,21.4716686436943
"MAP2K1",432.380795365765,789.824080281915,285.888293247339,256.671098246286,843.840510490035
"LSM4",84.0120193172057,113.284289256602,94.4724159485406,87.8973442345388,110.542772988881
"ARRB1",356.599514925654,478.81850619799,333.583957996379,334.946924507942,414.16513799376
"SF3B1",233.09563239943,204.727651125109,256.699190115291,245.583658791768,264.387420582234
"KLHL12",38.7350499480594,56.961675154384,56.9351091769926,37.8063501275861,57.0852118415785
"TRIM27",85.9456375457876,100.132326104756,92.2049003414232,88.9475634040082,107.221823921111
"SYNCRIP",131.472858990632,106.321833186036,179.941740238718,250.984802107873,138.105548720221
"HNRNPU",240.998824416065,222.272552830915,263.471777797527,216.955798495936,301.707878085532
"GOT1",242.545851331359,849.692685293884,269.559297573189,185.403561622821,704.905041746607
"WWOX",176.364093447333,220.863880512816,174.884655108553,279.935985028116,227.808199318537
"SUPT16H",290.784277797527,343.490617764249,306.20793340334,270.717822626445,458.453951342654
"DYNC1LI1",57.538775531578,95.0471046719706,48.8156459117361,51.2640309058384,102.456713024207
"CAV1",54.742105785886,86.8101042183556,86.0497846706646,74.7488655996181,54.3670707128694
"RNPS1",175.789552042097,193.203713744485,149.632081518326,151.70173850948,215.748142024175
"UQCRC1",367.668230739582,844.716933860738,305.891208524927,270.65311450236,618.981357853328
"IDH1",101.463905725537,90.732747163683,179.459891936599,108.977903966208,112.411799992107
"UNC5B",224.195878140119,222.222524680955,241.755913975241,220.594139303795,215.119933794991
"EEF1D",327.26368660398,352.119484529397,348.528759821242,328.60676403744,309.220184875815
"MRPS34",84.2509247901205,92.1950972183108,55.1548230371014,67.1422389727773,76.9000001724113
"ZC3HAV1",89.4534421128165,76.2483192015449,184.521777797528,139.639564858866,123.562059593839
"RCC1",75.1511851449445,67.3465542460682,71.5675044522676,73.2191806199109,69.5607410757578
"HEXIM1",152.48068765611,208.002067098132,127.457109479744,181.952474107358,121.800795534735
"CYB5R3",554.746604947058,779.0482724302,667.593061813927,624.329842241541,582.192419260133
"PEX16",63.4093089233259,73.3825858509393,57.1283778110291,53.259558025773,71.629793452661
"XPO1",315.407801347419,363.338459317035,459.40680359353,512.159277797528,416.355178298363
"SCAP",223.530196189132,252.683339100338,205.881117919358,194.098080429663,197.09478675082
"PUF60",249.772528307534,454.400514075704,336.712514329862,314.777365777014,394.159482094095
"LYVE1",102.221675982465,85.9106397299186,264.534951076332,194.264610510239,86.0497846706646
"PEX3",34.0280325858263,48.2753223258689,43.0217292600755,42.112072513691,45.3853531667259
"DHPS",84.2774570734181,111.690514258798,91.7307654458531,63.7615338701229,134.078616384707
"CALM1",515.16605981856,717.905932220714,487.999431996336,547.577250423355,754.692428913251
"PSMD12",171.343266566463,278.710100693421,95.779447596588,127.493954853064,212.086358470279
"PRKCH",61.8127271871436,49.9066484126322,86.0631335836827,61.4638281536211,41.954078440298
"PSEN2",52.5982730259727,103.237591726571,64.9529267491359,55.6763090950221,85.7743362142114
"SSBP3",239.978453175985,212.721403938592,143.471965098446,188.188305425681,164.86715815032
"PPP2R5C",25.3989653246579,22.7562364936623,26.08261343402,26.4410962899024,27.7731493397079
"UBE2I",89.5264480733225,126.736792103407,77.7090702427688,100.480078489235,103.638769878994
"PLSCR1",13.712525353751,12.7611763770832,23.0928701149637,14.2882103015744,20.8920362817911
"TMED9",158.829300311989,239.391676151565,233.813233740679,232.772889433931,235.575738377908
"FABP3",87.1996948810705,115.249034968513,49.8942103218949,61.1467784641169,82.3500616012811
"SMURF2",18.2290811545782,15.6346709839074,23.7848696885856,29.8266477262437,21.0065871260111
"CREM",114.805814290449,83.7856651102404,115.458720629366,136.359982394334,109.241546023948
"BICD1",32.6891655414803,28.6010618437748,28.0829406324436,27.1865063728482,24.3409649645073
"CDC5L",73.368935468453,72.7399314392081,80.0105297507375,77.1250955247104,74.6871431570609
"CXorf40A",101.340384044748,194.410930903388,98.7238230640757,106.157820337119,177.871777797528
"TMEM246",205.963748166546,337.758116732073,111.196796137505,147.554691240112,325.756042592089
"TXNL4A",85.9159429370275,68.8886624386497,75.2793622899008,76.9361428179782,65.9433083571623
"MAPK3",503.868488823874,468.013939593987,403.683427991367,395.609277797527,419.426652556389
"IKBKB",38.6374513378178,32.4611547150123,39.2915890858588,36.6684853416263,30.8199389642115
"TSPAN7",958.046366897491,1247.89559729496,1095.59588913851,777.850971008736,1424.02399496027
"EEF2",1256.49965072857,1061.9135715567,943.660346112006,996.804797087715,1264.49383146863
"TPPP",167.04181253075,189.357073241504,176.965171270797,98.2762360005491,259.406174494537
"VIM",576.885951155436,879.132881979189,2081.21633166625,807.357834592852,791.190302749505
"TCF3",99.9719840823593,74.4948456244092,87.0200810192737,91.726306827956,87.0537259355767
"ACTR3B",66.1039616316945,129.305399667295,70.8626036643854,62.0892624323069,126.313084408109
"SNW1",171.418299481367,215.443013059596,158.844421194117,185.331024605557,198.742456215697
"GTF2F1",48.0381377328253,64.7044786048054,63.0558374099591,52.688307247354,63.5725132107328
"ACAA2",128.814005326125,197.848015367194,209.171663434551,185.140985913725,176.641707971819
"HDAC1",51.4079188204879,58.4089660472446,78.4224860595297,74.7082625299303,66.3696179902979
"SHC1",163.658193553805,183.571777797528,261.411465976911,193.036747293772,202.296777797527
"CREBZF",46.9090578197039,46.1690259008363,44.4687076446165,45.4608353655754,50.3174534841912
"TANK",199.341432519726,225.810517381587,268.47453520846,227.168965069419,233.055555706653
"SP3",66.7810554613131,70.9034148842866,64.9729071075838,78.008133207109,108.959308224877
"KHDRBS1",243.628567475243,449.530820391841,303.596777797528,263.728536317218,379.919742014431
"ITGA5",133.344649004915,113.342399440712,135.714808920567,110.823865709428,110.540602673222
"MEF2A",348.141192325751,385.699513572381,268.284277797528,240.975386939174,399.591192795651
"PYCARD",20.8063965583461,27.0390292702432,39.468079765817,24.6287990718818,23.6288631789088
"TLE4",15.3651349364731,15.0978432858541,17.1412432418876,19.7106160669462,19.4846644724813
"HIF1A",290.711658055502,378.084277797528,433.04077352507,356.141575033072,496.160889772985
"PHF21A",114.635768630557,134.384277844726,128.299250078197,127.40563832517,133.409277860514
"DDAH2",175.088879992784,175.2829407052,229.455003848436,259.192307728352,165.103892415997
"ATP6V1B2",548.331209713338,1796.88427779753,554.027964968385,327.17203194703,1829.22072346343
"SAFB",20.227883726617,23.4156244694397,16.5953901694359,18.0378149631559,21.5159379228885
"BAG6",388.319787803754,526.287499949984,287.998890559365,289.751997690915,366.631254180009
"NKX3-1",43.1663253385222,40.6645248392289,46.1564097525761,51.8695150174096,43.8573842785206
"USP5",191.751631135821,204.803712489968,171.23265100458,149.723500783345,163.68965883965
"RANBP2",53.908222065955,72.0818894773811,66.3721738502814,60.2661643438538,62.6724110953428
"PELI1",111.571794394728,103.344393460368,143.97446316991,131.052730555606,129.734277971425
"TOR1A",165.57177779753,177.871777797528,140.356767835227,141.06340004136,136.221777825388
"IFNGR1",140.720612142055,157.2355478116,205.228779766944,202.515252142393,163.221868451918
"DYNC1I1",279.030219006542,694.625320988051,161.391191555627,189.36500701624,657.416175957786
"U2SURP",40.3343691229302,50.4880012142475,43.8189106191361,44.9210344152625,43.582219262761
"TUBA4A",211.451296832169,575.030639353547,123.752407430262,201.708369090265,828.693469398684
"MLF2",697.724470994491,705.530241783187,506.440106953537,452.623372236345,392.395608210934
"PGRMC1",142.251398850649,262.868936611053,248.637692508522,196.100336905706,318.570141996354
"IQGAP1",45.6679549102196,38.4345405387235,65.8004991208469,64.5057412131575,33.0871900405088
"RASA1",44.3338911127615,108.293514141291,30.2049663580071,41.3723634312291,108.852861481345
"PRPS2",18.1186183998093,29.6713541337924,17.2770789060108,22.0608716338895,35.838916254094
"PIN1",171.534277797528,251.846219842635,96.0210533061576,105.574833843349,192.479035829342
"TNPO3",132.805417374003,138.29213731327,134.432381438212,149.667806752492,137.461560437449
"N4BP2L2",41.6934966801385,29.9914944578738,38.1987348254867,45.3591965556522,33.3280024066855
"ZC2HC1C",29.6025300665661,35.374061197704,31.6542197805628,34.4447722718742,33.6029136481482
"CCDC85B",402.855203248284,549.840561764527,205.306439696516,352.343796470932,310.931580059799
"PCYT1A",14.3534866620736,13.2880737319183,12.9171733695241,13.6575292900287,13.3114224665732
"CYP3A4",223.028037769862,150.004025451285,184.476484647325,176.171777797528,134.384277844726
"NFIX",31.5667464584623,34.1106079994441,30.7660428026908,30.4453530290627,34.8459506260553
"SFPQ",63.7411924405586,75.7226077625835,71.8098796449823,79.2613764420327,79.7021025069259
"ABCD3",125.686468177508,131.129795364439,157.086767044395,149.197253289665,141.632687086058
"CCDC59",24.8632089071303,30.9991481903369,28.9631991205843,31.5089117875258,31.2144728460527
"PCCB",80.8065919420392,114.133441056483,105.559343117446,98.3046903584549,136.037748927507
"RYR2",32.4656514487343,48.7338529135173,36.9575861415477,19.0009651261249,40.2001807205548
"TEK",81.347458167634,62.8070845527795,87.9769958105079,78.7505591833381,62.7370041590802
"CBFB",199.297754763164,147.896295205904,309.941088578489,267.039604071127,282.742488627919
"MEGF6",64.4927113191959,65.3083454429033,58.9473159669538,60.7037348801785,58.0869226866934
"H2AFX",36.0272013878834,30.0802206092248,29.574204160462,30.0675198639265,32.1081049766104
"UBE2B",158.041624702846,190.18350006915,123.555854719376,150.898246107593,175.771956189184
"PNMA1",324.144560839818,660.306155786287,269.371777797527,236.920088373473,716.131456476421
"ASCL1",157.011988828912,113.343432038917,126.1426425871,280.058262226794,89.9294783619942
"B3GNT2",76.4146058060991,65.058524623793,72.7735215987277,77.7469505475342,71.8426885151803
"MRPL15",111.319374278864,287.974466462739,152.008964653248,105.50259228599,244.50937926794
"CHD3",207.695337249312,187.989563646712,127.944940668265,166.377942921771,165.275632384175
"TUBB2A",1751.29085589947,2181.55896586907,650.080341369094,1000.24677779753,2597.7901571651
"POLDIP2",232.843371865547,234.537761672319,202.821000108941,195.907069067093,199.986291244305
"RPS15A",786.68210253675,1243.82831984473,1474.82017522126,1348.30769473538,1332.70286976608
"MAGED1",768.10307033926,1737.80927779753,753.047478508751,612.057361365668,1459.5342345422
"SARS",264.494460190317,686.159732362994,296.916762449368,284.072284471832,555.513531420611
"ELAC2",78.644603819478,110.944856572399,76.0409101695619,67.7453825137279,86.9165312432485
"PSMD8",159.699400723374,311.00678740749,181.777871461192,137.596135640974,264.570584831054
"HNRNPH1",33.8767296622629,26.7173967101129,35.454652999036,31.5903186527228,22.0199334269422
"ACOX1",27.8381961920691,27.1152520921006,38.1181475518892,31.9320945862124,41.6621914764199
"NDEL1",208.409310230598,312.584277797528,131.094138341445,149.740898781642,276.713034964788
"DVL3",91.4223705510563,85.1846786834671,76.2696028434129,80.8133763085261,72.181127528026
"AHCY",64.7101622030333,93.9409615897966,80.6337314641012,58.5320118782352,75.8537780055786
"FKBP4",93.2853637763506,97.5897893546801,93.4012643380006,87.4574153274038,120.28902757102
"NPTN",838.127379447366,1190.09964588047,721.763289725625,522.176568488995,1012.25746210106
"ESR2",36.2885408648594,42.9173882059805,45.7371323255312,40.5150210707867,44.7498533562474
"COX5A",248.284277797527,707.407754249908,272.9293379299,277.783735306726,505.925194914091
"LDLRAD4",22.822000215993,36.2042943881406,34.2376032905174,24.2364902845799,41.1079430734129
"SGTA",176.709808036525,161.984163876316,134.391314117811,147.263413031357,137.692580116986
"ANXA6",365.546777797528,341.812655892651,140.871777804888,177.139984082482,322.934277797528
"SMPD1",46.1459866519667,44.788081254715,40.8818101493125,43.8260495431331,43.31603125405
"EXOSC5",87.9890988169544,102.575855693443,103.595956784056,98.0970783751231,106.539551962199
"U2AF1",362.728290995731,449.819948591603,405.339168094257,360.262450976594,344.722192860985
"ATM",94.466068730906,57.4564106369899,76.4253529579119,92.1167932548625,62.0215691099818
"RYK",81.3853143888963,69.4761558419281,84.4876647426101,79.1567808487741,88.1185772789892
"TAF6",288.630270068007,246.543740320602,227.682888088877,260.825168115397,214.638218060076
"MDH1",967.827866830651,3118.64677779752,853.608751985812,621.646777797527,2597.90302779752
"SERINC3",240.559277797528,336.921347018642,161.213304059781,168.305885564757,375.450368886736
"RTN3",1769.87720163774,2486.25787281904,1069.73037944346,1298.37554371647,2584.44068020803
"CHGB",95.5378284969648,299.596012787332,46.3176206976383,79.4938905773885,278.879026039354
"RELA",259.921777797528,229.544907129058,312.717858910125,270.89909540712,238.434277797527
"TRAF3IP2",105.321846605429,171.472636234189,156.184193071403,125.944016908026,167.421777797529
"LETMD1",157.44880600058,223.989844909154,176.640084556679,133.369353349261,251.085410244189
"SHMT2",258.038646432847,295.040322634185,321.620671298499,312.584277797527,231.576594169174
"DNAJC3",13.6894247695044,11.483168772632,14.7420739939333,12.7707852161053,14.1418441596958
"PLCG1",105.624974667833,98.0798781145751,103.806170793402,107.595738049683,102.876332348813
"ESR1",20.1136990366372,19.6169070654939,19.6812478829714,21.1821368103377,15.492659986749
"RPL24",1561.37813196658,2367.03009752621,2330.24978250152,2631.79823064785,2633.07958061569
"FTSJ3",151.935741454289,168.454328082141,223.368468077677,185.000050138964,148.721777798189
"SRPK2",61.4326455121722,107.768044895067,71.0072863408413,68.0194355265486,114.17224949774
"SSR1",161.6190701587,162.816192490995,166.47177779753,208.411431762284,174.737628263024
"LIN37",13.9574011941495,14.9046629732527,15.0493851973306,15.0443018086986,15.3653008943047
"HEXA",130.958696225448,149.347312490757,151.495473735849,113.086660508555,155.219667362573
"COPG1",134.901533726399,106.349637061047,94.5813986774333,87.7739706424871,124.687993540126
"SYNE2",24.9792929783923,28.799814990933,29.9898734503443,23.6795608497727,22.4265829062166
"WAS",50.7236486903162,37.4451176913689,48.1418531638504,49.20688446582,41.3899308773837
"SRSF7",80.464089030025,61.0828441308083,72.7616261582463,89.142401203772,72.3336701584748
"TRIM21",62.526144332754,61.0285235922534,84.0255032569922,73.351516638547,69.6855646295349
"MAST1",179.731918880813,155.756758428833,94.8649627462368,90.1180997558721,116.839810680389
"CASP10",63.0677246932554,51.5217069919987,64.288243008669,57.2516274300052,43.0325463989248
"CSNK2A1",100.654834775165,122.010775682495,100.461599608047,102.91176924419,126.221531121899
"ARHGDIB",153.537253321179,141.471777803568,565.505528224237,273.928110695426,232.279522902088
"LAMP2",131.52782488737,131.353077355515,215.076206857261,220.405767176779,119.066483295766
"OXCT1",143.484277800851,276.716000440866,120.829439536498,142.160667309127,355.157387578552
"SMYD3",68.252130464257,201.705821390727,72.737891595022,68.3854914613299,151.761807112057
"TMED3",37.101969916454,58.4139272189582,42.5299503271512,35.4121266377484,53.2986800581928
"FHL2",115.186712352718,184.979820798315,122.713655022434,106.479009119991,162.712405892885
"SUMO3",52.8503055300144,101.691092119736,71.4889532597915,68.1550995881494,85.6136494786917
"CDK5RAP2",83.7751123306231,75.181606911339,89.1064779751104,79.5157139094046,69.1746998475377
"SIRT1",50.2977580289751,51.5745827518569,60.1494889145926,76.972564201915,45.3774570260415
"EPRS",26.7224674549303,26.5661585635242,28.3303077433348,30.0369172300696,24.7762714256525
"MAG",111.670251880321,100.617928824055,147.203978778334,48.8744948086308,141.493351462949
"USP20",91.094123929072,99.8719922414208,67.6170686971278,79.8538621550916,103.935839427707
"SRP72",23.2057748910268,24.9826026475395,20.4284473878063,25.7571482175656,26.1167891294751
"CEBPZ",33.3333907846045,45.2282380001176,34.1249357626153,49.4315453075252,39.4983714629014
"UBL4A",118.549120811539,189.823732861602,119.257667058451,131.741423322463,172.943311021816
"RPS6",2587.97177779753,2694.74176084192,3378.19677779753,3060.78025810861,2867.45345977771
"ASF1A",28.8169892853383,44.3545459017568,43.1487259286811,49.0718729604594,41.7936124931264
"PML",185.433472094301,185.965501290539,163.650896350908,170.733576706507,188.383879819835
"HNRNPAB",210.058761957088,247.314502689047,242.170231492121,265.180047805374,216.758886783263
"TSPAN6",54.5623910103607,84.3914286303881,77.8145522865646,82.243035095057,66.4230023188233
"U2AF2",91.2418851040501,78.6377327803954,73.5677663968568,80.1421830861569,77.0840693270406
"SLC25A46",64.1589768461673,109.629008940144,85.7261055291621,73.2451100390023,129.576098604144
"CD55",53.8265184653937,52.1613849471127,87.3475033016345,52.4382698541753,53.1005352151908
"MAP1B",73.9137618298891,107.14394310905,67.6970113792269,52.8380373099358,116.183475285481
"UBE2D2",138.185851908253,202.917544432797,150.215620185154,144.940017959857,241.632549111557
"EXOSC7",73.3168650089035,84.7505585071287,89.5423444454926,84.5506889898154,83.5565497122819
"HNRNPK",157.213246294669,223.886046364765,201.21413579926,141.489998807006,307.061704773462
"QKI",611.14580891336,509.182794815563,860.753409343303,939.879583569034,856.306132128903
"TLE1",176.018424513887,170.790454078803,159.21612126268,206.367433333279,121.364092563621
"NOC2L",91.7952119283685,100.433420812433,61.0778345582378,73.4870727441691,73.130453111558
"SSR3",20.1041716698427,19.6301919026861,20.764700387629,25.7561084327112,18.3237627240138
"AREL1",74.2096131103817,129.027724412597,61.901572390367,50.9033017599587,134.746652176134
"APPBP2",150.860455896814,183.411518538446,123.831670556395,160.018974037918,196.260446085972
"LRCH4",95.4799440555457,90.3331487934662,83.0871015853006,88.0858449665842,79.4308825458605
"BTBD3",211.651343710815,357.976037880581,93.8497988039673,140.00927780714,312.198618925998
"CSNK2B",414.154809294458,508.673596017204,516.989906112857,415.313252582226,516.028703270615
"ANXA5",270.384277797528,255.451838766261,650.971370808038,419.691115463045,301.532775177814
"PSMC3",175.420505133488,420.536323291568,234.387035722838,174.474313288963,261.246531189435
"TUBGCP2",101.935013596744,191.296120256157,87.7739706424872,88.3948606954104,144.583519644753
"RPS14",1831.20642988706,2436.63360298075,2644.62738223666,2925.31568199947,2558.44223804071
"TOP1",14.7082793596134,12.3450003605959,15.1728790426114,16.8449023339202,11.5555702476728
"SNX15",93.2564344390523,89.704358292216,92.749267974956,90.6747790715338,107.936747670549
"COIL",21.4093113080945,21.6882086134802,25.441690067157,24.1640526129391,23.1012797290458
"TRIM32",70.5029218267216,144.977197696242,76.0366840800272,91.5005580653757,124.965049354566
"RPL31",57.8722623127042,36.9708426206145,54.767282707038,61.5711988178219,48.1223548111144
"EHD1",32.9733557074748,27.4854444470795,23.1912951505006,25.4105415397798,25.5964743815172
"GNL3L",64.9494756654117,52.0345301962853,58.7691602940552,60.754161513725,51.6522077282228
"ACVR1",32.3067503702341,40.1411508398671,42.153737219511,33.0569963164968,31.7749611890987
"TMEM33",53.6541179826908,54.9141400843564,80.212508249541,78.9012327608988,80.5253420524432
"ZFP36",252.941095609431,187.771777797528,302.329699150407,166.006701320238,382.516517798073
"SUCLA2",108.251857388323,231.758141486836,76.1086164344055,87.5615277119714,242.676252169014
"RAP1GDS1",200.288140813276,362.719432907956,204.597533721728,175.92099625841,403.378866827685
"RAN",130.3135197146,365.195767270376,147.118096981056,174.511061612695,372.833944423935
"SSBP2",92.8040531540457,77.0541399832866,85.1676480306411,81.6861916588295,96.485229189597
"NDUFB6",182.228228415998,378.15381777846,243.740262227773,227.543722706677,337.24240739405
"RPL7",2899.2782409251,4287.42263789134,4004.08097950836,4279.72137324409,4190.25568174891
"RPS24",2412.30957901926,3260.46681038494,3008.38427779753,3604.15551338083,3217.5913167585
"TCF12",160.651337775394,164.606671448726,215.664818552229,229.990681035463,160.763839781073
"RUNX1T1",123.646778656588,59.0728552540157,74.0314295654183,119.262652591771,65.9997419196953
"ITFG2",28.3584321466808,27.9043725942501,27.9043725942501,29.8223825328301,25.0371717403792
"AP1S1",34.7704154446163,43.7635911999322,30.8512345379384,28.7901769549231,44.8990911833734
"PSEN1",82.8792152611058,91.5882530381801,128.845883705384,88.2062106244478,107.339451097984
"UBE2V2",47.8107536113668,96.2927826441005,46.7443699892744,41.9901325164111,106.846826695914
"SDF4",267.911754451869,317.726161455692,275.561145164647,293.534277797527,288.561073041909
"NDUFV1",316.085082711433,685.661945053041,305.497094808771,303.506904107515,655.646777797529
"ERCC4",98.2594809260639,70.6847130440061,88.0468049231908,90.2432635863935,77.7225510666365
"KLHL36",27.0101118811663,24.6070836431054,26.0538886895866,32.1148461425552,26.1165200040869
"PDE4A",195.809277797528,235.507644631852,87.8858117128162,145.476693670507,203.071777797528
