"","GSM503958_PD_1364_SNc.CEL","GSM503959_PD_1401_SNc.CEL","GSM503960_PD_1647_SNc.CEL","GSM503961_PD_2515p_SNc.CEL","GSM503962_PD_2525_SNc.CEL","GSM503963_PD_3769p_SNc.CEL","GSM503964_PD_3790p_SNc.CEL","GSM503965_PD_3803p_SNc.CEL","GSM503966_PD_5138_SNc.CEL","GSM503967_PD_5476_SNc.CEL"
"AREL1",9.22429675946958,3.64206562931925,10.2663446854713,8.2477934895723,10.7590335747889,2.57705286846219,2.98493136612911,5.66568888663027,12.1687198218369,19.6577141659033
"FAF2",94.7649528972998,5.08412516912512,36.7540365195961,36.1614847046,28.6459988065032,9.83279739526298,7.13704440824245,37.2033976087457,72.3720330165673,80.0327266268158
"DLX2",2.25666056690986,3.47897958411537,7.04646911753058,6.75580997064375,3.69803991056629,7.51005214689568,7.47280378506253,4.71608561061183,2.1589315797911,2.47203459675126
"RPA1",10.0126157428899,10.284918641593,9.84306224331197,12.6952415447353,5.83344419190354,7.52346655049503,6.1829128665856,16.3040448053266,15.0388069482959,15.1113382263026
"TAOK2",3.84509971686007,5.96385055381799,3.43482441826233,4.00414040904173,6.54143259762364,3.4460918838715,4.48270329998121,3.25819047958619,3.35512113624634,2.98815340555353
"PCYOX1",3.58731915764495,2.78874246653302,4.08553708334916,2.99273460894399,10.9838801879283,2.64383694907238,2.54666301912222,6.01959279998503,3.64803139659658,3.77162036719388
"MORF4L2",761.256199520602,446.001933019094,782.156249510983,395.243432425872,425.377221293138,78.9969366106998,98.1876710454892,892.949549683759,1066.24985869457,1196.93059602407
"CEP250",11.0331190961734,4.14149973565786,12.3655636249075,15.1998170369628,7.34157316086414,12.9595114890033,19.7433085798832,10.6952880138125,5.83188254299952,4.58086328150758
"MRPS35",15.2933580984981,15.2933580984981,35.0177824848957,7.97281148779992,28.3259839150921,10.8700577902512,9.77830789837357,12.0674530228664,22.5679697407654,62.7070835236312
"RRAS",4.69690339461286,3.31522016957383,7.3996594096752,7.66195267066943,5.60314101147676,9.73076667947495,9.85625385300795,6.52951849217567,6.98847925857268,5.10608371779355
"NEDD4",4.43956890090826,4.0683616791774,3.56725265855729,5.35773656545668,4.13793337433667,11.2011660738004,7.36897425740302,4.50966347595882,3.59612111766985,2.85701076085672
"MINK1",5.01035690112337,6.85367149583824,7.04646911753058,24.9223775067991,9.80206062076449,12.1960112360026,6.5421203459548,23.7871102222653,6.47286406653099,5.31120601986599
"PBX2",19.7061694755157,6.53021455047397,14.1647179777045,16.1151126281025,7.21039434115631,50.4646204325682,17.6448496729934,16.4538165047921,8.63206201313994,7.54018232332715
"CANX",747.392691536743,943.315764896867,1149.40545084785,328.06732644303,589.006153270031,24.9867677133035,105.224766149064,530.179135782477,1398.48324979765,1940.9152107493
"JUN",5.39646877912265,7.52153558521556,7.48815421760971,13.1701630972292,20.9425874294258,6.58537969658205,6.92909266650808,21.4325146431714,11.0226981676756,7.66078853696474
"TUBA1A",509.55200306492,148.821439073367,605.664394171465,1669.51941100212,257.483728379465,1137.9412761439,1030.85712343475,1930.85150858438,523.694749499657,765.356756778661
"CLNS1A",12.4764094281894,21.6732041406002,103.850696856635,22.3492928188877,6.09427476128902,9.47300908002477,19.3891080158918,39.5022173197196,58.2523790247353,65.4074493093941
"HCK",4.21143408892421,2.78874246653302,6.48379505520848,3.90872114274126,6.83851217747809,7.54254947178528,8.10062196260333,3.78892802246103,3.23444643525582,4.27709136318665
"TNFRSF10D",3.517287485076,4.11728434478177,4.90982400716589,7.95977875378443,4.09109741920179,11.3889136852545,11.6503876804464,5.1781635246806,3.61179143178428,3.46226709804203
"GATA1",4.88754886103566,4.03756410490486,4.47130024675574,8.40137922624432,4.48086827470465,10.3075518476031,15.0847304542174,6.12229333821123,3.7107782619426,3.10496146902477
"KDR",5.75369857398815,6.34534397871813,4.30343913087322,9.02882420779733,3.84787418771389,5.29630447680985,8.41146194333013,3.14140174239485,4.63367197844012,3.55475795648882
"RUNX2",4.31394546727387,5.18925523655674,4.89333122917785,4.88568978801871,4.66116725664927,7.03397871714526,7.79397057995223,4.38306359488362,4.60618208905243,4.63973874237164
"DOK5",30.0988955352206,25.3913940142637,24.0715463702425,11.0397152216547,19.9397505770492,9.81058528244701,6.14658404144332,33.574988048625,76.7469542998148,147.58964717245
"GAB2",30.0575773269631,13.5722402419177,32.2107432732049,57.4994333777704,28.4945208404951,62.7650328090311,61.0044380198955,49.9998480754505,42.9528289634438,37.3668227488874
"PRPS1",9.02681329025288,3.74673070630283,3.14423964488888,4.12548608168169,16.566401437907,4.12752771931831,9.24664390431313,7.74225323633432,5.41698091110633,3.28508790857299
"RPL12",467.644708288901,221.447404657355,262.683096906088,186.570396649949,365.99484354207,211.560254666422,198.873756139997,208.309780092458,219.924581579138,166.092752669085
"TANK",2.57130943720876,3.29931048929717,4.30166490138938,5.16020322028266,3.20958677952082,8.95819093846457,4.11031713761083,23.8971710521517,5.06073864657147,7.66081791907563
"PGRMC1",96.0829892490243,22.5038584030127,158.694225628209,161.457715780155,133.876734135952,15.2117717231088,20.473257913074,386.922717861695,191.910153506645,270.604199643714
"GJA4",4.1585963204579,13.6652795901289,6.01663563371811,4.21311869715375,7.87051209776406,15.4821935122358,4.73975118260653,4.34975739277429,3.22383071877978,3.980914226085
"TTC1",4.23057891966607,9.99323160092323,39.5682087795012,44.1513928392344,7.96510304023114,8.05470253752749,12.1030610076141,45.3460384214889,14.9710394442688,31.0056208307462
"SMAD4",5.20721778669362,13.819441707531,3.91018350167059,3.22655832873312,4.63056398026297,2.23784765047373,3.53668212370411,4.46573436124312,6.5570473790294,9.17589082132736
"SMPD1",4.62621422286555,3.25902356092252,5.86439319346368,7.83206166613765,5.42234705772761,8.67677216153898,7.61947488653824,8.52503788581047,3.2273930183779,3.980914226085
"EPHA3",14.8370356808988,23.5326167038819,19.8472473722145,6.41415870683112,6.73705096716435,6.109050336878,6.10636586788535,9.54350325382198,39.1791151695155,48.2369071802361
"ALDOB",2.76257149036665,2.58088189445717,3.06740681122377,3.3418163530113,2.79469096022491,3.39915935363485,3.91220312584359,2.62443414525131,2.61537058370939,2.83298797140556
"ZFYVE9",10.0999127848146,15.1376406629139,15.2715922247072,12.4989957139504,10.524031044747,6.71218075724771,6.71027911001956,7.71935386251272,11.1523699097537,7.41434707582767
"ESR2",11.3460781952166,6.31517688580437,15.0486310685565,11.9316928701561,7.96162699179188,20.4931036863533,18.3649564376446,10.0323090716747,9.01178456674172,8.14605707055375
"NCOR2",3.99777264527037,2.64420291168612,6.46238370733473,11.1301665314746,2.88642184807115,18.7932424643082,13.8839314372305,7.63563914270262,4.07880626488286,2.41203150614814
"TNR",8.85441683328099,4.18949489750137,12.6029050612131,30.8728686914401,11.3627833279328,8.80023864707293,15.6819558997827,16.1023619693055,28.8407178519808,25.6034778167969
"PLAU",4.53183679419711,4.12683031805546,7.07883110383227,9.98973495420444,4.52124167746604,16.2698080239327,5.36145866347239,5.4880605352603,3.84045960438696,3.85522195582942
"MAP2",6.19788257513003,4.56213850896094,9.42050127112126,16.2150656206821,7.34325564196039,8.36588903284942,5.77021481144544,42.1751370009106,7.9817407443476,5.13365615174682
"ANKEF1",11.8055458619243,3.55215270694179,2.9706079790339,3.15095160316065,3.95474845807073,3.73500239843864,3.48630662243318,2.9748109728596,2.98399108040164,3.9547737424514
"N4BP2L2",15.8598003344952,5.93170808894659,10.3585285191472,16.8353346449572,4.42702780056037,2.49182187248768,7.29433926606446,16.7379459708318,32.0797495750239,15.2771069336768
"NLRX1",14.7580697247694,9.96954164812844,7.1525061886778,8.94732699336603,8.95451661216113,15.2240472359026,8.44183871871042,7.16599244977805,6.03849205564662,5.85580567822992
"IMP4",17.6782283228783,3.26726893807269,20.3133727152549,12.6317846453799,14.1271947020011,12.9461666689887,15.277224375449,30.2475342178372,12.149064301966,8.4369220888811
"TAB1",4.00312267558842,4.25405398409985,4.43563558246719,5.6379905237197,5.59817746018165,13.7052199682498,6.79631197409953,5.37526228285012,3.93113460775985,4.37683468192043
"HNRNPL",12.1797560311143,7.22896547003083,13.1251057594271,22.3465499883724,20.0043325514662,7.35164835036867,15.4673339644256,35.0036461871307,22.7056682783059,23.4211505606473
"DDOST",14.0100268011597,9.96237574820694,30.7996980938186,56.0755496838263,19.6869462004295,14.0816437947833,39.5109966663052,48.4861661510078,37.5023286557843,16.1242314663864
"NLRP3",3.4129241629822,2.98493136612911,4.32431502008114,3.69598121184511,2.79830152436687,5.42349106605628,4.45775169073379,3.80031868870859,2.98493136612911,2.78694419544045
"ATP6V1G1",6.70228076322373,6.88021929594562,6.85610635190387,4.49555195560626,4.26369708534619,3.73386781101341,3.15432326863362,22.7412815099391,11.8169963704603,15.3610396550102
"ST6GAL1",3.06033482171883,3.66254923891924,5.50622982062365,4.64137283784833,3.30757083397951,5.67526700328228,5.4944551210525,3.56640070993587,2.89359749428228,4.81479273391381
"STAMBP",183.762167032189,13.8675869077015,65.4476948761324,29.0649941879215,37.8510031890334,9.38627961129124,10.5530670328829,20.7317422803403,86.9388442041252,146.333224085592
"NDUFB6",6.68926310449505,8.48941135767123,7.04531364668547,21.4017252369049,4.92260923948379,2.45246448764181,5.96252657353619,29.5316602699486,10.387484768324,9.28942547789936
"IGF1",8.30946137527015,5.23348003830297,12.9431563975538,15.0168086658012,8.3355305387186,17.5336363642793,32.2137643048774,12.6551280453827,9.55658919318405,8.52583576170776
"ATG10",3.55012893203379,27.7630489544452,3.84875282917798,4.80965097579077,3.78924129758257,11.2011424998415,9.57614454868469,6.07318852106314,4.66450040341316,4.59155615344654
"VKORC1",6.56685993258358,10.3976316760943,7.04646911753058,11.2760041635275,4.44193793796118,5.23118705284007,8.68763590574536,10.1447631577332,7.68918870537925,12.8352283335016
"NDUFA9",13.9249464679941,8.14174950807263,51.4823220107482,26.4843588191329,7.68933234576295,9.14348000055797,8.68203479092102,34.0834197487895,19.431469206455,22.1141301266843
"PLAT",2.31834480565595,6.48380677976752,4.57893065434621,4.29436843662269,5.76252807260118,2.85812343755091,2.56692026933486,2.85627571957671,2.82560976077709,3.92303177410194
"VAV1",6.45685851043974,2.65651675195639,6.44192210304865,9.78374526184421,5.69300988490971,26.2916959863301,10.2344907941987,9.50905652403305,5.04072205972989,4.60662106679544
"CDK5RAP2",4.9475846946093,3.1874776216585,6.99959185737817,8.40710098954011,5.97890258082411,9.93927189646465,12.8112770261555,8.16030118287375,6.81974187303308,6.5415632653268
"LRP6",11.3743088086902,7.6264909957955,9.10516509358806,12.86374333728,8.06892428232514,15.9686679645011,8.88952723991306,16.7171508278029,9.03466705881703,7.23445897349022
"CHGB",22.6282260535393,5.2624834567924,12.264982639967,28.8157125267719,16.3903701409434,16.195109600403,12.6770744334425,242.158705421938,16.8842659595606,39.7275013005872
"DKK3",10.7885480793808,15.5482221012475,35.8723309163811,34.7558252490703,3.14922727373525,16.4154559951734,19.0231956966194,45.3494405268825,42.9133294433213,67.0060863405305
"DYNLRB1",14.9384842681187,3.54816640012633,28.1200378152906,34.2641865526334,5.86760196792323,6.26124970450354,16.4456201834302,53.1620299581218,22.2886409432171,48.5703387590136
"QKI",4.81137290178882,5.87047917116048,3.22525558860033,15.6408129584239,3.16374771388492,3.50794125600733,3.49858743404214,12.8496479370676,4.75753083473431,5.22982572533898
"MDFI",3.95772699543584,2.30155331171979,6.68612467921649,8.90188572326186,4.63907791788876,15.9793503320729,9.9350242919411,6.6606874638765,4.7869050713386,3.4742013003163
"DGKZ",7.37141247535674,9.11949340373848,10.3826311554111,16.3556893889194,5.36017600947256,21.7797957955161,11.9631305136494,15.1744162748012,4.68226407820091,4.94024795991225
"SF3B4",8.33097225447927,6.45571179396712,5.49686802410818,6.06587808179804,4.07783597153702,5.37603623110564,5.83682078673019,3.48789503801024,4.08820174301375,3.78153648658616
"NME1",18.5396549047568,14.1404504198011,13.6324353536374,19.0778734454808,13.6043565582112,13.4552390786837,19.8165836537285,25.2762253325657,15.5323344605415,30.0132879980595
"PLD2",8.43948193648617,4.0284868066608,10.790989179136,18.4262832370051,21.3480171766638,26.5332842254606,15.3378076375691,14.180246624122,7.72450404988976,8.18669022030993
"MAP1B",316.826411797751,751.936501357094,621.249805211182,418.998537685831,439.146745429164,25.7744622450691,31.0971113741981,630.488636916709,675.873472914357,1283.15542533144
"OLA1",33.7385904081728,85.3037816138566,83.3979965192561,74.6360726383334,34.4346613687781,15.3043073254266,12.080108401619,83.1340044941516,150.900157969175,59.8267944444736
"CDK9",5.4140852491895,3.04462380737196,7.82992146555863,5.59084725125324,7.32312699034169,6.04664536774413,6.7287248665886,5.10638537850602,3.32854117506009,3.46167219871851
"DEDD",15.494056484801,25.720796492435,43.4844258699198,19.2712346839417,93.664545702308,21.0577391447374,11.2602957860433,29.2972162681326,73.0042628848879,113.898814814852
"IER2",20.9397304086359,57.9208911342849,58.3907996310778,25.9484010944938,35.529367852128,24.1826574813537,58.9542581993867,14.3295914996025,52.6775459956688,54.8380956250766
"GSPT1",8.18173220191634,3.34467100086897,2.3668181447262,2.30922947011943,2.3312143431172,2.26422583291828,2.45253748551221,2.06697124310979,2.29905589093037,2.52730707733114
"DAPP1",196.914223326291,269.236265793822,203.513111917775,69.694230692867,243.230178147943,104.382718008494,136.062624942461,47.7137696553799,197.798150190788,127.061597795093
"TYMP",3.87054260886835,2.56897028979986,2.91154090131008,4.45510607292915,3.22337254930587,6.35094044166144,5.81066207907202,3.90604660602857,2.81813476318438,2.33305789314572
"ATP6V1B1",2.66458688585134,2.37193364333383,3.46740442533784,2.83907191909059,5.34224145107462,4.36540342151458,3.6645816888174,2.84377342935603,2.75615108017388,2.8546030884945
"CD4",9.64855790501205,11.7088383945113,7.90475691034651,8.42401684194228,5.3531448812373,14.4152806887028,6.74370112682611,7.59646313010869,8.04796774507891,8.40382576524513
"CDH3",6.59201206482444,5.10674924463583,8.1041370811652,6.22845625818345,6.96587708734534,7.00722473278507,5.21076230232207,4.33754359234634,9.68474026286914,8.31081181471058
"TAB2",4.33862272462646,8.25704712424903,15.8521002342402,7.4843232588243,4.42881558137778,6.41399420079994,5.98333944987151,9.24614697162174,6.04277598314292,4.53463570976855
"RAB1A",3.35692113553001,6.69843182425315,3.24982586535445,18.0123384474905,6.68559507065283,4.87406585662096,15.6399293766903,37.5208446001472,4.97161659424912,9.47900213646836
"SLC25A44",5.26991708320236,6.17166689594153,37.1311516345586,26.8007880947781,13.528768645299,14.826247959136,18.1710509725835,29.6404232803048,26.9114152233367,41.5432491496596
"HSPA4L",4.44271596588515,5.89883891929864,3.28107969178489,5.71507843840563,3.22586681197487,4.33444197401704,10.595346140007,27.2937882603544,16.2416848229818,4.58624306328609
"CENPJ",4.1585963204579,2.87954999268528,3.86504567238056,11.2214848270497,7.20175359272221,5.46138420121777,6.50467783029257,13.0428127598849,3.0242821081322,3.82077261934396
"PRKCG",3.12899870980096,3.68021780377439,7.20268942308039,11.1312000957104,6.0797337664296,17.0934656637671,13.2936976420937,9.79243397353891,3.59197604774708,4.13074894562518
"KHSRP",3.15805828023533,2.79918941245583,3.50312806349403,7.81604401230026,4.33411476517244,7.24972861680266,7.82525861513389,6.63323184501391,2.57882442523244,2.7243794269965
"ZNF467",5.42875435277894,3.28678079836118,12.264982639967,7.94386608401065,7.4659072339297,14.2680253817232,12.8013897632214,7.97536145985366,4.49860266561393,4.95458910756621
"AHR",3.87824941856216,10.2093151971644,3.84616645668846,3.38102638227231,8.48080010947469,3.18212309508691,3.38102638227231,4.27616792472956,5.73859451934235,7.68921926176006
"MARK2",7.55547160666148,4.68902927119666,7.08766892085234,10.5243009741142,8.11702323637397,13.0829628764923,11.6576137214442,8.20238092563001,4.7644575657755,5.48136053220999
"BIRC2",4.55755192503707,52.8312923716888,9.00726193290123,13.852851909535,8.05669832704653,6.67264878640673,36.7944480938918,87.3548928331138,30.9511299976695,26.5638974771618
"FOXO4",4.67298064486827,4.21801855593263,14.9482722283591,28.7532015007616,30.1546498293828,29.3227047432643,27.8765555983415,38.9580128250531,18.7966769622093,18.7849255459989
"GGA2",3.61990106447237,5.07390332469999,3.28630989874659,8.88736416643199,13.4335323684609,7.93375299701969,10.5360471373382,5.81970592148809,3.62780419496604,3.53557738979007
"ATF7IP",8.44676458857093,3.41128012030707,3.20740228895898,3.00616344381848,3.78512888162349,5.77932892504686,4.29665322919042,5.21497692505569,6.19379794910071,4.93485156305373
"MAP4K1",3.45249628804606,3.39673247096569,9.43467892881453,6.50965613239326,4.90568774568853,11.1890302725528,6.91548868893793,4.82032903290381,3.39169303969329,3.06575876903296
"UBR5",4.28119829418302,5.74436820179381,8.57180180765494,30.9340966527303,8.27347020013103,17.1399544061864,15.4906442684418,36.3824096584727,16.594700607441,17.756176010994
"PHF20",3.16742091959881,3.90634292632132,6.05485175190917,7.30986112903653,5.4880605352603,14.7814803552222,15.1602487350592,11.3109492023334,4.61347787809154,3.79542229793633
"FFAR2",7.36139188531803,8.2928821203196,3.35236511898068,3.29090391945441,3.52696819820581,3.6941076185615,3.5707127314899,3.28494649902419,3.64803139659658,3.07133704054358
"GAPDH",12.2213077473298,13.114929109058,42.040903857656,191.785227689929,10.5013569768899,15.7746834038989,22.4281071699364,504.446392206812,41.4566922323331,53.3887927781369
"ATP6V0E1",2.87206597981951,7.25668173550748,10.2561762406704,8.45106292100513,9.63193975175371,7.13671441417089,5.52213330274709,10.2979531682513,19.0708328633541,31.3367480734398
"TRIM37",20.9393224715277,75.848112279521,33.349349923533,32.7441489153902,7.92353937095699,4.09898870162986,4.48114300467224,140.713915885115,44.8563267148897,96.020098956737
"NPTN",110.526070504505,134.880399551938,125.326836309609,109.248415179782,75.8006687463668,6.37392375398948,7.33564853064413,196.944318436257,273.173523861392,439.668424571085
"LYL1",4.51106088092389,3.7466416088606,5.84237745909232,6.93587219047396,5.72248891088024,5.21969194885738,7.23766238134487,9.65060075468953,3.04665619702745,3.04144013673601
"DYRK1A",276.070809619262,39.4122595377376,352.594479446943,72.1100445156878,116.568928879273,9.2195090064943,14.7115929119381,97.9901671828083,286.166413298221,461.366976911944
"ECT2",3.95916348236741,21.9651613771354,2.57705286846219,2.68427527836831,3.76196018529834,2.33523606600723,2.56942688699935,2.88996736805285,2.68324593697545,3.31992688416739
"ATP8A2",9.64855790501205,18.0797560883255,3.3883671997789,2.25657755420316,14.4500633133961,4.03657166828171,2.83826757346273,6.65616855856096,3.12485493670702,3.83004474468665
"MKRN3",6.17957256804531,9.81103952033484,5.37296933340554,3.98282341833056,3.98800263473524,5.99098924127296,7.72813599830433,5.03524708625477,5.86066654080961,4.87573650334348
"SMURF1",5.75205326217663,4.44633251187917,4.90207290380093,3.6959812118451,3.87364859430416,2.66049950396313,2.45664145155039,2.75796930215725,7.85682771767226,10.5443718359882
"BLMH",4.87427268211956,8.44662078355253,4.14625382074903,5.48799888576938,4.58481763051886,5.02909409818223,8.67775764607002,3.72933800784337,2.98357566876368,6.50042930842483
"CACYBP",10.9256488183104,10.8141189823673,26.0128058839354,67.1546715176994,20.8892689581058,10.776873793011,108.43685995157,243.980341108254,215.821384453045,148.678366561879
"ANP32B",36.7291110228758,6.99092612382875,177.266731934645,220.860069001828,77.1446232813763,210.500264306161,339.935960941715,164.283419744553,195.851209724625,138.329218481193
"VAPA",193.008574075064,276.129648714137,417.927743156615,144.022733520431,373.502670556386,39.0489417702103,46.1990136237203,299.752578328004,766.796705121854,825.47988546025
"NRP2",4.94840169496087,4.63767377795873,4.08877059365003,4.81357861538269,4.36194753833529,3.98380217225191,4.32675597166009,4.28491430903638,3.55183294873612,3.95835464557429
"F10",3.1616360884352,3.41492421108804,4.27604823758478,7.45399066030719,4.92346685578131,16.8600234688292,13.6727952785543,8.83765933457867,3.1616360884352,2.95405777786585
"RPS6",2.71443499093934,3.09831498438516,2.7519992806811,7.80320967463661,3.03890491705958,13.464415514474,7.9011369159431,5.00246581450845,2.03213269600532,2.29306195538729
"EMD",15.9752921666862,11.178149743104,17.894254684304,28.467152841692,12.8756712777407,33.3399708833213,27.736792607668,20.5956786844622,18.336918166791,15.5511352573364
"DCTPP1",13.4917906338584,6.12593377229604,13.14192374897,29.2103339119553,3.66268441451774,7.58735832570898,9.20849414250847,15.3211330427999,5.89930470048559,7.01085914439088
"KLK5",5.50618478249146,2.68035133748355,6.64426639948152,7.98355496327761,6.36771493276826,4.96331781937694,6.02203556084204,5.38775856929788,2.85001421876936,2.59042184119866
"REL",3.18164334402589,4.38768975857818,2.52117155741656,2.73304918611463,7.72429624925974,3.14936862729234,4.40914040209258,2.53812562650192,2.65076021131325,2.71685349205963
"TNK1",5.01035690112337,9.39573382846091,8.55974908133863,8.49070820677257,3.2445008945821,9.6867844543808,12.1647483511012,6.01023453182777,5.01882179510441,3.16269375287542
"SIRT3",4.48405970117001,3.47994949191078,5.18745210943008,4.02210752504557,10.5087663880961,4.4481292524441,3.42447714583735,3.83765534521702,3.28125318146963,3.52381522362561
"TUBA1B",140.32991313145,324.73208131402,531.094694586661,765.578800908022,214.780544476784,215.107656483777,188.933433548572,1737.39614228409,263.42226298408,595.307594553937
"VHL",9.65748287322556,13.7308712621453,16.8275650383697,6.891448726894,31.5235086339951,20.6120530254863,8.22055816496765,10.6057001633382,13.7361161213813,8.8275498395145
"SOX2",4.64163017150654,3.02593763685233,8.13107515376986,10.6009175973072,3.9063698268501,18.2587193028034,8.75095374140636,16.8983529375344,3.98579927518035,3.57960138112445
"GNAO1",5.69217087776629,3.07542923279269,3.29840745683363,9.64170866175405,5.4880605352603,7.72417147098918,13.6620231196662,9.91577053603051,2.8299201698303,3.01278651125972
"SARS",21.1367506709338,12.2925226884956,43.0451627068035,61.9515712966154,12.6578869182951,8.28131013068643,13.762644045814,38.9531792119083,34.6757615552776,38.4687400257528
"PLCG1",7.54328698554218,2.8310164943245,14.9206210615601,14.1506379615524,3.46672714284469,25.4985248184992,18.309715207443,10.999517715787,5.26115729982183,6.0486965587962
"WAS",21.6317260739001,22.9939397462089,10.9065544697903,15.1333424688446,11.5687908024816,19.0092729399556,19.5879007065779,11.4745085682871,14.0359403646666,12.3320208916619
"SUCLG1",18.4991691495197,11.0288098344623,116.671736067749,59.1942333606406,46.7822622443298,11.9816166950679,9.24664390431312,89.20462898174,89.5931284572971,119.365202339449
"ACVR1",11.9729683898257,5.62817613661728,8.02126591709187,4.52866425824216,4.56646322320322,4.50002338925977,3.79152274958142,4.8920130676437,10.6674374110637,9.99625937395776
"PLEKHB2",213.907360427765,227.93005504342,218.338317482268,66.4065875111416,164.733182963842,3.96651379969147,10.5530670328829,206.12424883155,346.887828923654,300.786751594895
"MRPL40",13.9705990235704,4.39504501286983,16.8845873876349,43.3804350348446,16.8303468243146,26.833179397372,16.5121261590092,116.611430487805,21.8144214724629,47.3308173022983
"RAB7A",9.06198106563929,17.4541167838044,16.8845873876348,9.56413760569126,14.0657669183756,2.6988479349468,4.16599793887886,35.9123413119457,9.37096889605185,29.0001265612941
"OASL",4.27936378232826,3.6275851051494,5.51933188142459,5.38711889203204,4.22028402031374,5.71701738496188,5.32977715084245,4.00143195177656,4.06476287766954,3.68385716295281
"POLR1B",449.827386078463,151.398932721038,197.331789980742,45.3069589198132,263.275572128675,73.5078489376576,81.0121237041072,29.3043095506139,200.918280033972,133.35655792065
"NGFR",4.10458197198034,21.4897649203144,5.43300830375381,5.44910520955186,8.67241573116436,7.15554656981658,5.41167232483158,4.34203812061874,3.71382710527047,7.4886661666117
"DARS",5.11603410244818,13.7120163518194,55.1383039185265,43.7519184677827,5.08608234417817,16.2670987325288,10.9933998433053,31.966660440641,59.2275238859866,49.3013939950987
"UBE2V2",17.7790730460723,24.229740735303,45.9611516314419,44.2808776297692,13.5636050701444,8.14408250248354,12.0506724579917,94.9420698967974,128.719105256662,202.794479418413
"ANXA5",8.21832672697474,9.71563889741718,9.47506185355149,11.9815834505795,4.36950365226399,5.21969194885738,15.4352337055907,38.8068979491324,15.1376406629139,21.2358585028373
"PUF60",7.5103116673598,4.90533209212152,21.6641219306751,28.4294042553796,9.57195098192422,19.7255250036642,18.9350992123722,46.0683520637886,14.7667091938495,11.4237918520983
"RERE",5.95909667130015,5.06090317211981,8.55745306927052,15.3220103120439,7.78933707522886,8.65831566195452,8.67241573116436,34.862137888544,7.83617749564205,7.44205171906864
"JAK2",6.36468146346366,12.6995538865204,3.83417870379315,3.14621054597102,3.31506436702915,3.56396201505745,3.47923609903043,3.59931517472355,6.87001688989921,4.78636331788261
"IKBKB",5.0771620590245,12.0408016369834,3.41675070596133,3.4634056926543,7.09517713104751,6.1108189138399,3.94730197777868,3.33823309208982,4.54406561880457,3.49453094691702
"KRT3",7.70962407564023,2.9246581072921,26.3778310765015,26.8167141624848,16.2218252489683,56.533603545483,33.8649944699479,23.342766513246,7.34723849260921,7.17793709333802
"SHMT1",4.76019429353299,4.67580827595795,6.96926395696342,3.88479309260338,5.11531289082985,4.84115733528039,5.32485212976284,5.08953822337826,4.67580827595795,3.28921938759979
"SNW1",9.67614244009116,10.7992954016122,74.8206106450709,114.470328363868,12.6210924034786,62.8234653813045,25.1822343426328,69.9986230327867,137.347340540476,142.783134778971
"EPHB2",6.58354721938977,8.6767610449187,6.04494038764782,6.98433965002688,5.4880605352603,5.7158632053347,12.8274352788267,12.2758486638904,7.93657321168921,5.50848570218502
"PEPD",6.59169488701826,3.74242038213106,5.16806920675834,11.0494918181696,4.42637288545737,9.36552428812202,4.85592082615344,8.8943410983933,3.64803139659658,3.86645336477167
"UBE2D3",19.8304024052547,24.5566275986727,245.646642602203,29.3340781427121,80.3492061988413,7.73213441324236,36.0707352996055,49.2852001072487,473.901907292016,387.276759182781
"TNFRSF1B",12.7300184220002,6.64206190613401,12.1913397061925,25.6899876071323,9.00036507825772,45.5142498088374,32.6559729816293,18.6327219766883,9.19001445648802,15.7905323541615
"KLHL35",7.82775884824978,4.57979326652451,7.76074250745242,17.9514472261535,6.87001688989921,35.0859881768121,23.84439316579,12.6089398372016,5.9602192763873,5.74763317096174
"FYN",4.76179135849202,5.54335631252136,18.65797058302,14.6784186005912,2.94131451226375,4.76104785721351,28.2048970528524,25.9686283947166,12.7622293880359,17.5262569625886
"PASK",2.6717951282775,3.73972647771798,2.45739882091519,2.79406076030923,3.52080861204667,2.96386547464408,2.92003251873796,2.76714203755388,2.48110195249313,2.54599825311743
"RET",5.38532796605016,21.409400211147,6.19522355332126,10.7705026518276,11.3754101601465,7.76617973336683,4.72446253842839,13.7768560773671,9.14945524839373,10.402370295157
"ATP6V1B2",57.1828847227871,40.3019100995588,22.7165586724646,20.7763254756891,32.0464775918081,10.4475908728329,11.4305029539088,77.2955346960053,106.935747545472,259.744297325137
"DIABLO",46.9920715025811,58.3283681309218,69.2642484617251,41.050706301183,11.4018055670423,16.7240022327791,41.6496059245668,68.1723899238587,47.5410735241687,52.8804141219486
"ACTA2",7.07519526700264,3.68727366826648,6.12800909561358,16.4713288251488,5.16529145825638,6.06688072248445,7.45660624265473,7.40425820054155,7.56827595516141,5.78938004983965
"BCAR3",3.17570525572577,3.64269268133452,7.2588249395065,3.70075539746763,4.49414041959675,4.4304380147698,3.41880390854306,13.4153381218186,17.0372777549832,9.26065928812669
"RPS11",156.741833088571,21.2822299524838,519.45047485124,283.218582140448,523.530739474772,94.1221651998349,133.623576987489,248.497811936267,685.432178447309,984.69712192661
"TNFRSF1A",6.10527838239116,2.7930095484948,14.5689097709539,15.4900574654024,15.139364670317,22.5630014762901,18.2584462833345,54.3707046044633,20.8127638946889,17.7392838563681
"RAB11B",2.5581248101004,3.78103256431883,11.3676066851632,3.05347749413352,2.49901184347813,2.98493136612911,2.67349495093529,5.45032651140524,2.91880609807567,2.75329911556312
