"","P_DMNV_GSM488119.CEL","P_DMNV_GSM488121.CEL","P_DMNV_GSM488123.CEL","P_DMNV_GSM488125.CEL","P_DMNV_GSM488127.CEL","P_DMNV_GSM488129.CEL"
"IGFBP3",507.02499912267,54.4685911274585,146.867941109937,87.8984624658385,50.9554811904327,29.1986382227351
"DDX3X",49.4882129042559,55.0797249018915,45.7004189348694,65.5267961906981,76.4320750316533,161.481079284839
"NR4A1",65.6186038501981,104.063945642561,49.2362337586487,69.2630099580464,88.4891750974607,87.1944859485871
"PRDX2",282.879429905612,316.18664810663,117.459958276511,214.219566445031,138.927206273624,404.232876011605
"ERBB3",89.8635983024622,35.5346672814686,331.018212768399,79.3606224063938,25.1841683978055,46.0074558307766
"SH2D1A",24.2615077930627,38.2288699282728,18.4967936825226,24.3393885589915,31.9361585974206,57.1264901549371
"ILK",218.895165764498,51.4519140496928,171.290944230441,71.2176413978817,51.1615707212061,58.7297964311806
"HNRNPL",237.649778488055,218.560939070908,194.392441028321,225.790161662744,183.55985985089,306.575139372155
"DCP2",36.2385831652315,18.0949017341371,54.5406624500236,55.9425803135791,24.0366322989125,18.3256083680919
"NCOR1",105.300844747535,74.3958034683494,185.861611713596,123.854119123918,92.2795672433006,43.2389216172708
"SNRPA",84.061490104869,49.8492268944703,68.3686874216714,46.4472561177317,54.9336356984257,66.888860793014
"STAU1",372.612844043673,153.556039558154,419.409643128207,710.826626853321,123.763162549513,132.995969979607
"TMSB4X",1316.08587246696,2550.01379438915,4411.66979551384,2837.70754389154,652.436080791541,2331.38734639949
"ANXA2",526.771011927795,104.137622092677,529.762578808684,344.170537360618,114.731369739803,117.921976005827
"DLG4",46.5160523285682,56.8270608501952,39.3787098513331,46.4214514449067,60.4193030504177,48.5532232443203
"ID4",35.9211624795412,21.7427214073462,53.8330262204204,51.3570948049104,27.3851518844097,21.5453140159847
"LRPPRC",179.160108965314,74.5664980269997,212.961316231529,239.170614371926,101.777227546398,32.7385159906011
"HNRNPA1",167.783919214842,46.3885203333308,159.155682999234,137.334071921579,43.2949873666097,57.8190606544227
"ZNF451",153.437541025573,55.7988314095696,119.78823490142,163.690740383949,51.0478911849623,58.1209292334458
"DOK1",43.512729463278,76.6945672375313,32.4644603749218,34.4839588290506,42.5913826916792,101.267587472328
"RPS19",1743.8197078293,262.997696432881,1211.65773068229,527.361108565886,82.3306730414641,455.932274945865
"MEPE",38.1864165474193,35.8144990260217,26.9274612064495,31.2684525746981,38.0472021283639,47.1081053835906
"CCT4",254.635838836229,59.5191887446149,363.716779407614,130.512211224841,68.7013518687215,91.4678309597585
"DCTN1",343.601110870285,115.503840186482,290.865160722813,131.476848193892,108.371959450803,157.242432599698
"HLA-B",1037.05705439844,368.654448505437,782.808380646271,360.517822720288,110.062454895074,223.965572752273
"NDUFB7",51.7411749023453,39.9939179790797,35.9773558765539,29.764247740331,26.3126894533778,35.9246756261689
"ANP32A",15.3661600841205,17.8716499498832,16.7765271775161,14.6569790753298,15.3632564683517,17.2013585241528
"SMAD6",43.6713325307333,129.542797335114,50.1602621483258,77.5267798618717,87.6967896163081,120.930249855272
"SERPINA3",939.28923028339,228.554157608785,668.139524014541,353.076189042714,76.004278671516,246.544773389434
"GABBR1",260.457118701074,150.661514134725,335.333982006666,147.860259709461,154.887390213303,99.9728785523808
"NEDD8",246.414231913572,116.599800939533,153.168534585943,90.6181395805512,62.3290831502011,124.440105909255
"PHB2",756.249815187175,94.3624185638097,534.259197512279,131.017609717408,154.383089914487,56.5927060141175
"PPIA",1380.84324028325,910.830801192488,2185.99458894472,1091.19388184833,137.086626119394,1004.16199932563
"TAF9B",17.1582711433659,33.2593948889307,17.3226472716855,19.0693457493991,20.3990226989179,38.2552307154316
"AGTR1",17.8689363400627,13.0834405244496,12.8061545409122,14.4895472979534,16.3803633071484,13.8247982453582
"SEPHS1",58.2521922646973,35.7201003802227,46.4841447619268,44.4432396479383,34.0646075764632,32.5393379795322
"KCNQ2",45.4287456384444,68.3997675937972,39.2402109666408,61.0481173714352,81.0363482971342,71.0509430288724
"ITCH",29.0749765460658,53.5341409303134,32.9687203785851,37.058881297565,52.3019924033823,38.6732812531352
"SLC7A9",26.8316997979621,23.4252353645984,20.2900549462532,21.7870401581502,23.1747135398489,32.5583906440239
"SET",184.433649942825,226.01750767171,411.824680153617,212.839888667168,119.258046336127,512.269987846
"CDC20",18.2759675210042,33.7282232611706,16.8695169615986,18.564055355534,22.7844877499486,38.2062226654437
"NASP",134.010742009972,37.7193939832249,178.502595864855,76.0092726631433,28.3221714403673,68.0699400319334
"PTGES3",379.975177030242,239.094445348221,540.937305529761,501.865446101935,70.9026955455879,224.533111428026
"CDC5L",98.5756843553637,60.5778291922552,128.083351738328,170.079526678389,38.3159582685667,39.2132020657359
"TNFRSF25",57.507869174539,135.896346576006,60.6558196581898,65.1031624726752,83.5485272965252,69.1147213518604
"EEF1D",554.443241073295,160.152507564422,346.131481894081,267.712035447494,36.9420502647551,244.375089567341
"SEC24D",12.8148766791317,16.9002907697794,12.5092746842622,14.193844552956,16.9561498905543,24.8637793305455
"CDK1",16.1032046037085,17.237695391508,12.3476340219536,12.7694410382816,15.3944707765813,13.5510267888519
"ZNF629",145.760131339545,99.350069249478,83.0729770740607,88.6160582944283,121.093766013261,76.9183639622402
"BMP8B",16.5290046397559,22.4677602152449,14.9731344782211,17.1049987934948,20.4819934911368,24.1110204742634
"RAP1B",463.457267446018,110.438238718229,407.110106673855,429.857833780339,86.3779056770982,281.138833761933
"SHMT2",192.874639356992,62.3770662193121,127.536883112412,133.168546213478,68.2095244172667,109.471400761434
"PLAU",40.0771291355149,65.695633545903,39.4629886230652,46.3406413386946,61.1266875000004,78.4264967424181
"TAF11",76.1132599022935,80.0729512303484,57.6437677918486,82.1485570089386,112.280022497776,58.4904212840737
"GPKOW",106.351782274756,71.2543339275709,53.4915806133079,93.6518585287047,62.2045921917175,45.2871325159311
"GATA1",34.3725334147959,85.402657735065,24.8471268801401,30.154491020424,48.6509479047542,42.7469193306162
"TAZ",164.87775440612,142.03420968592,121.836986775387,100.37090918057,125.64590026376,227.548969195576
"BIRC3",15.9603357548766,20.2434372419061,14.5718481421274,15.6373422371445,18.6716454003328,17.1387832620606
"ADH1B",17.9102920011175,39.8759794744635,17.2355580223512,20.6923026495884,27.0197256447268,33.0013608084091
"ADD1",337.009902021943,138.970578690431,391.269295179686,134.814048054153,43.3485692379938,147.356470486909
"NOTCH2",17.7710113160637,22.5080805730061,17.7318955412455,19.5358517138049,30.2080254710084,36.9160523932762
"PSPH",16.1671501547635,29.0261183382397,14.7748366047484,20.7957685797747,29.8397084238179,21.1451349692578
"NFAT5",18.9326862652962,17.341179036965,22.5771019402304,20.8324710949278,20.2399792552933,29.0272659997823
"TRIM5",15.6331231240562,20.4937453966946,16.8374273601119,38.436322168312,92.3084462353828,18.2419687996905
"CRYAB",946.535794125544,1065.80419951707,4418.28557602307,1398.25118362829,127.118606106214,1014.34796638897
"TRAIP",16.4135107053786,55.0491228157618,18.2856210273437,28.5843420956731,26.026053467219,47.7363077168137
"EIF3F",333.97832046356,122.125873930991,268.084368271324,210.299337859213,75.5687962571375,198.869365437737
"ERCC2",33.5678126350755,36.8451307710023,32.8223427417639,31.1343200509648,53.4166738971319,17.2013585241528
"CD84",18.4580670816866,28.2101948948642,16.762974857138,18.6609397275681,20.1756901962517,28.8606222102214
"IMPDH2",224.681474913355,184.924918517979,334.567775418326,214.782200976982,184.563537734842,111.724664490852
"ATG14",62.4354944066445,37.2741824137135,54.3372345335969,61.0226725412816,39.0050727782961,34.2296687854231
"RAD23A",44.0035997947719,27.9248986911292,62.8337176809054,36.1848779239679,28.784265289758,30.6641297115081
"VDAC1",73.275100027132,39.5662690793093,152.685407116099,81.3922128965379,43.8651226756817,28.9909261656362
"GABPA",21.9569017103923,21.3245588299233,14.4724847049821,17.0290820840084,26.9511834648356,29.6351095236332
"RAB5B",65.4315345359445,81.0531292728962,140.227451232202,76.0878890024842,75.8734034683338,97.00544955781
"HIST2H2BE",113.466586364228,38.4360195283813,183.150037384907,104.229357487706,47.6473319710943,32.5583906440239
"FAS",22.7605303564898,26.3733107920259,24.5806860620985,26.1956437890664,31.3893529983672,19.6474730385092
"GTF2A2",125.344093572243,95.136064044085,176.044628993515,150.490759196231,107.111243526211,94.8071627239545
"TUBB4B",890.991341140904,263.408888773644,649.391172746842,294.61731719569,47.0684787048505,236.401850097947
"ACVR1B",19.302694792873,21.7571096064984,16.027483594828,16.995582802058,26.563336727903,26.5376977969205
"ADSS",43.1259972162816,30.00454485855,78.1518842827277,57.067560226121,44.4372679508023,39.5610839871598
"RPL36",690.663142940818,202.461159579161,749.138856331565,355.935958236931,50.1139357725747,189.012150083814
"RCC1",98.8163182132701,159.983870841079,75.3941844936021,99.4542699027709,113.34828294446,139.886334355884
"UBE2I",68.9094209142834,89.2122546444983,44.4977906104105,51.950236764408,71.449584159113,56.3689940198921
"LSM2",17.6334203825819,35.9257322593349,33.5812659164799,21.9391027392977,21.642063605419,21.1174590456696
"FGFR4",19.0744522163997,41.1367283377958,16.2907993056215,18.686943195471,27.5775349492138,31.3094976165291
"SHANK2",47.2704935564501,47.4866179671262,40.3666812844385,53.5538641384301,49.5136495906966,143.570142110873
"CEP250",49.160878673975,72.9698223922189,43.65456012781,50.7451717223157,79.0167338319964,80.7842318726568
"PSEN1",170.767479103139,30.4684782640163,189.574523842026,64.6637821075556,15.7845214192191,43.1287599724007
"SUCLG1",203.995590156726,76.4105215710511,226.815199294663,252.480608137531,200.365558741137,92.6825449139528
"PDE4D",15.7089778015918,15.5973648345419,14.0244202925347,15.4653756339242,15.3017794245607,21.0516958431899
"PEX14",82.4425190921513,83.5578544250202,61.9835721295179,85.4332602018653,123.592157584334,53.9292545890739
"CEP57",15.7908770844844,22.0742584511289,15.8544333169854,17.6403868059086,13.8059875611415,19.6032908535342
"ZAP70",37.7267780499527,59.2760936149171,29.6138268876361,37.6862926132356,45.8250300829576,56.6263970495079
"NDUFA10",118.493803712758,43.4389216430039,427.625073245596,77.9530824294716,55.5354555951968,46.2161561884558
"AREL1",27.3143525344634,22.835274301587,23.0044239076585,23.2684094099384,20.0049741231107,24.7068712253254
"BMPR1A",22.4599753243198,34.1920565719569,25.4090322540206,29.188694246842,27.6767347365616,42.1015709320816
"ETV5",72.4184337654193,71.5565785661757,126.093217383219,76.4976185028895,68.4303399236572,91.6201879556038
"ACTN2",27.1677601811184,25.0865591526898,22.9068389651846,22.8534330850654,40.7840552568309,32.4246951328615
"TAF13",13.1604779406207,18.5919592551902,12.1209313785034,14.0105186483178,18.6276408583295,15.5741919064232
"CDKN2A",21.6424137881187,28.3406653912319,18.0110965337148,21.9539749349538,35.7126877631668,25.1324694399224
"UBL4A",97.2805752406147,119.104700421293,52.584275821723,61.9141323711811,68.4362304232586,77.7088963073797
"RPS6KB1",24.1510073102004,23.0595757627948,20.6566026679162,20.1044113345472,18.064884424565,37.3723327918764
"ELK3",26.2304575210178,30.231258450851,20.6557448148029,19.5437625637161,30.6135665521713,32.3593204688208
"EPOR",21.3890266991956,24.9893323693355,22.5880286387516,24.8553632015627,28.8446690974351,23.7014332603568
"HDAC1",232.545857826642,42.9899454457814,197.001439937869,67.9486040179506,28.7403996379352,40.1006154679217
"PPARD",18.7929964449312,44.2978892160818,22.9327464383838,26.0180266207584,33.7865882545609,22.0480027952906
"RAD51",17.7884391468495,16.0862887161726,16.1989429533532,17.2352179073269,22.935215363511,25.5938774574983
"S100A1",111.843053025322,172.893218208539,111.168575857424,110.251958576989,176.590020508618,119.95676759862
"NCK1",20.6844021963788,30.905216242496,26.134980902753,21.0029842741739,29.9222732333458,25.5452461683648
"ZFR",440.904846474323,237.941587501855,627.496278071414,671.707993030146,179.185878410966,145.628627808107
"MPG",112.586970540777,156.034940234869,138.885189448659,111.539230728391,141.506219219416,83.5276990769915
"CEP76",13.833688347567,16.0606905803636,13.8915585943563,18.159987692247,18.0819596708459,13.6967100744228
"CDH3",30.9800466107771,70.1411867101247,23.003907677858,28.3442332800646,50.1692979801189,40.4050925004024
"RELA",195.578316744612,62.8918263822276,207.52860339007,72.7472712579015,56.8815421710973,62.5859548857545
"SARS",221.075810952694,59.5384665405308,146.044639034028,78.8171518881781,52.9324810487579,42.0379710431384
"CD22",26.2610460735153,80.8949997666603,34.6517060594166,39.2531065661364,47.4597023263164,44.6143169240087
"CYP3A4",160.53388374915,244.057964965904,121.189189303316,155.158237293796,154.799637768,171.719332181967
"UBE4A",311.493972559698,151.643221152255,349.088147934879,437.00211455147,59.3354287787254,131.808031404339
"SMPD1",146.210982904247,94.3508955310657,129.608817315325,89.9041154153238,84.5107238377659,78.9462009273331
"ATF2",17.6003341225135,22.5080805730061,18.4087542597713,16.7277231001021,22.8060641710186,31.0230497823082
"DHX9",16.3222894489866,24.3880930119418,17.0783390329333,18.83859385257,31.1642072162596,18.2129564858795
"RBM25",173.623060849026,116.046844162242,239.056600557913,276.008884022208,125.191775835753,114.953310226914
"HTR2A",32.039107579457,42.7061058396465,27.9759303635341,31.6116287377655,26.4743315226097,97.4933645771796
"MLH1",164.824617161285,61.7341254548341,108.350714581028,110.400997446902,55.4936881472767,50.9336230588515
"SUMO1",48.2869363424308,64.6658951879865,141.456094256241,75.2792775908451,54.9454375116068,71.5090865376347
"INHBC",19.9594448763489,38.4057983975117,17.5346668162859,20.7930044288922,24.2394385256525,28.7418760692458
"HTATSF1",253.023569124266,74.4356179358263,253.935911154154,415.492411164163,182.639289450522,79.8841283038391
"CYHR1",32.1520370600708,43.6196640934802,30.5178376023865,34.5521381372579,33.0474025974771,28.747034933728
"TARDBP",163.524920511008,70.5410531453939,300.045698576821,171.687210486965,42.6952763581291,82.1311410099433
"TRIM23",18.8072689470886,22.1505070404855,19.0500681205408,20.0917821779103,24.3834214294005,46.3964484003033
"TOP1",34.0059009482723,40.5239349534412,73.7365407046374,72.7328785009517,51.0163013745215,49.510746270535
"CCNL1",182.597458047365,66.0630279537868,171.763764664626,133.53691903389,87.4850056344984,88.653767410684
"NELL1",47.4758247973186,56.8854427800628,35.1247346620517,60.2797031215556,62.8122500808964,90.119729237647
"DCP1A",60.7022874384901,51.9643546386805,60.8566539827529,51.4403723845823,63.3292190642001,37.3204688880086
"PLXNB2",318.920736952138,73.1852260900609,176.514430706068,76.3056076206086,45.448076853101,64.2741358031942
"NCAPD2",19.2098597446032,44.9299716164317,32.1002078742788,30.2663161396857,29.6378534172597,53.303494323261
"GRB10",243.113883879445,243.220415543495,323.375348240666,269.78057695918,257.542388838932,170.002020074417
"RRAS2",30.6521193704038,23.2200100966837,35.5591498138352,46.4291609479288,48.7266681334753,34.2909362043832
"TPR",63.9153490538175,137.289469517625,200.814551737282,267.386543467541,66.2748334383452,89.6637024408709
"PAX9",25.3675719643236,53.9795757831445,30.6738822472096,34.1978510750027,56.3627993732177,38.5995038324297
"DHX15",24.8329598288902,20.8154326693178,64.7249064717475,24.5443521369917,21.0581159416598,17.6620628697271
"PTDSS1",253.770295042432,49.3902924026203,192.20230380681,150.399882825241,133.953023311605,83.6114043277535
"VEGFB",33.0564488568584,29.4309811647957,28.7579131371194,25.980898498395,19.7696021493381,29.7160852017531
"LAMTOR5",355.411849640862,50.8958535576404,339.756041449483,170.571203868166,42.0408895846949,123.381344989755
"UBE2A",128.709643778005,39.436840106293,137.288694985801,208.307174974129,42.6837411574044,30.3495138145942
"KHDRBS2",47.9913681091012,46.0124503423895,42.0170240977208,40.0926171208405,52.1100675071243,79.7665092143908
"CKB",336.019396633402,128.711224526488,124.079170116534,118.629406676813,71.6713163318736,105.725355803492
"MAP1A",21.7487594493414,42.5503127677342,34.4454459549924,41.899038187306,35.8717504542171,51.7221561368647
"BAG6",410.563892900386,58.3009526032948,271.995779541463,124.292236100265,47.3557296469392,128.655365405579
"UBE2Z",152.226377915343,87.3145793896995,215.314728185063,102.045830631671,93.5675537277976,95.6632342168689
"SAMM50",161.39485369653,93.2727841742937,177.039087098089,104.487060612884,62.5334218509358,40.490923011669
"CLTC",565.614857064234,225.657675710767,900.737856159897,488.242193960317,40.6439688894898,194.960190298635
"TNFRSF14",42.5785933983154,76.6234449468345,43.4132595925701,55.5734716116635,59.3923970892394,68.0603066236337
"HSPD1",1148.69505568165,459.753712761838,1074.94267770714,1148.25469797976,206.03377754197,783.564067916415
"RPS15",4005.59874498649,1077.93170998125,4104.37534936745,1922.27540513271,320.601775095392,1491.30342519851
"CUL3",101.048575848,55.3432669562382,132.282662707412,234.426994752634,44.6036996072264,63.0446205511037
"SRSF7",193.329635511415,88.6654751410957,270.258458644728,202.015712052012,67.9136748583144,50.1567904612675
"NFIX",24.348908943475,72.6130459148903,26.852653837648,31.1829752831869,36.8667404348179,54.1701181957393
"NFKBIB",62.2904214247551,94.486342663241,70.1052396635831,73.8132401340776,108.152840777432,114.406676502262
"PRPF4B",17.3270422759186,17.1337869356522,16.3031726103694,15.3424956827581,19.6438876391196,36.4775253197837
"SNRNP27",49.1470254931241,87.9599315338097,69.3218958438653,85.1714917873883,54.3862439753488,129.13987822414
"UQCRB",500.483698769521,409.268552284452,618.362577703875,1046.53791343432,387.540823806974,543.347353885215
"PSMD14",280.436517200756,125.547927209594,350.563566721694,459.274508194952,208.407174974129,107.797036651424
"NME1",165.132080101323,57.1862931929477,98.805717437746,84.7107038334044,75.0507665835374,75.9633462656699
"LRRC59",88.7828122642628,45.7119267133908,107.680535739731,53.3008673596954,42.5969663962112,37.5763410577746
"TCF4",495.258841241793,311.248765533719,346.678033437149,631.838352222318,642.787533205674,325.299551351886
"EIF2AK2",45.005764499299,45.7520488756973,38.4493206458046,38.9431801027379,50.5198535158194,43.7651714033317
"SCAMP3",117.716010868877,80.3816751099097,79.4766867636983,71.0525599994497,78.1258170430774,41.8849738360346
"CRYAA",27.7305305618026,47.329106518584,19.8037850723208,22.0351079011438,28.5437564646611,34.0255474443844
"IPO5",45.2943000345518,25.9216622517001,60.0095857270624,66.4307984661417,31.8151625984928,24.5307472836546
"SNRPB",143.423881846319,47.4143093016697,109.755687575042,56.7262544079387,61.8045958163199,29.3624391503983
"GSK3A",141.969028792949,121.469617417709,108.247117288716,92.5658315483466,100.530660634822,97.9446530558899
"TLE4",20.2023361191216,26.8621869977148,18.7427738194371,23.8202440290168,46.4174183414092,19.7624362138462
"XRCC5",77.882042658455,39.9653254333343,199.837122769706,67.3271686509723,46.4947289380737,57.5399857432357
"MAX",369.0996857327,225.36431815708,283.243530849954,500.125082565533,339.342548108268,184.878593956825
"PBXIP1",828.484530317213,172.034934623738,343.417235091256,330.440051283279,148.539753560053,254.069109104565
"ATP6V0A1",42.6712837580616,91.1739746125318,51.0820024323613,41.0803076720547,88.8534345389078,101.965950069005
"BICD1",23.1168447355172,29.6875429983284,24.0185064094113,40.5835215951776,34.3897912442189,97.2091054521049
"SART1",148.372002700775,44.2166564357718,87.0130257965759,87.3013083654553,65.5204948719365,50.5374703068722
"CBX1",361.934236905837,104.216228714025,255.247035298838,298.066202272765,141.984101743022,110.914579488029
"SUCLG2",44.6590996244391,20.6894322635142,68.6168481697164,43.8329337563762,24.3296109187192,25.2283412861606
"BCAS2",112.934342172342,75.0600100753623,154.553812077355,197.829871775635,60.2458494253675,63.0104239796247
"MAPKAPK3",167.805122099672,138.858513180736,135.013052054045,114.729751898711,151.317810941236,131.411693035826
"CBFA2T2",17.2691246649453,41.3324671677455,15.9605000999088,16.0047456831683,22.0173412080145,22.7347680011615
"RPL12",1156.60248781747,578.821363066917,1074.46335300719,976.626033341233,382.280203488837,801.566172979103
"SMYD2",19.1413719999208,26.4889476149918,23.1378864269677,19.1825687989579,21.4998259732229,29.3827851937356
"TUBB3",491.626238106569,223.946071490279,443.640645111172,190.893842702525,53.9225146453237,180.274856113953
"NHP2",577.077722249795,118.747064229276,256.389785055776,175.253277062505,103.807992840151,114.062933612756
"BMPR1B",20.7379938137596,18.8965077424117,19.9268395530804,20.3103183620979,27.1677464528725,29.4266007187084
"PAWR",14.181871541694,25.534632702608,12.7997264368926,15.9160025150959,17.8828626152615,19.5476045544156
"BRIX1",17.2715377896571,16.1631140761683,19.6369618557587,20.6010799328807,18.5287549133713,16.0276776711203
"SOCS2",12.3639158668258,13.6524489227668,14.4255773734235,12.412747222473,14.4246149034833,13.7856709345577
"ITGA4",12.3915279349741,20.1804940419738,11.9021967561594,12.7685944719996,13.4581064054382,23.3518916629268
"DYNLRB1",640.316581349322,380.512560168338,1096.07012067853,342.599967064259,127.232470719281,323.892050964352
"BIRC5",19.5519577655226,37.076148874324,19.3136313212758,23.1192292565608,29.1486560891666,22.307060915686
"BCR",205.679746451033,37.3293332411205,96.2359793846984,48.927393847202,32.1025923505941,40.9932565702566
"THY1",604.712629238633,347.895636285092,283.432360905314,346.099822747603,343.846829968542,177.742845063962
"GIT1",164.343612071302,394.474581455836,199.35673000812,254.613563057719,324.23467483697,386.839189600637
"VAC14",17.039924811638,24.0893655666485,14.904131362525,17.0224882757591,21.9452537127039,26.2534091467708
"FLNA",242.380302825536,277.815313270803,173.192112322114,160.067431227887,134.363392772787,170.843807205871
"PGK1",571.340383194632,156.965704558513,740.779661417358,555.595332574672,51.2684237634837,80.7767662919246
"CIRBP",629.757073814912,206.743861800699,224.203902965922,143.251767707192,153.000578064926,130.628640093134
"VDAC3",61.1836008805075,43.2590814323331,157.85673546963,57.5216219352549,48.2219133764221,51.2025267323391
"SON",37.6039647030115,50.9060381157665,160.798500610509,120.276044457043,51.4551451577528,64.1223147566922
"CD81",1125.84866003349,272.758114561617,651.526755496329,417.937434721043,187.547113641284,294.702431799416
"RAB11A",19.3416776595517,16.0320321491082,25.2784380900893,35.591153159865,16.7365125320131,18.7461604366199
"DAG1",579.83971745878,132.064528538028,197.487287263561,143.128201367292,75.6535431131861,50.8930960879437
"IDH3G",131.087113020225,58.3106111178576,98.7459979319461,45.6105617669714,75.9645565156371,46.9371713994473
"TESC",41.8195441716892,70.3067724240906,38.7961489262072,35.6794629204729,41.6651342602511,58.924408261061
"EPHB2",23.5664428414709,23.0732552787805,34.3069596864289,23.8347497856729,29.1522132098592,29.2699643346901
"MAPRE2",243.184628254255,163.188303802265,349.757026621028,180.662853773628,112.555707977343,208.089548629235
"CASP6",13.2863495103693,20.6856463676137,13.4474958551973,14.683578119739,18.8928697602772,15.309881951249
"MDM2",18.3159364491934,23.1191001886722,16.6942972860976,17.8614739875628,29.0257376376445,37.4894835409716
"POT1",14.0134372596324,23.9978258627998,17.5579914944021,17.2467439553407,24.9770280986227,20.3453256988207
"SURF1",660.657483406885,88.1421775634643,252.510719092503,204.407167053975,162.461417985072,94.9893826064742
"PRKCH",19.0560767542202,35.7201003802227,26.8528042468908,18.6540797774911,20.0929121222098,22.1315286062356
"E2F1",42.704293428061,52.289604692266,36.3480206934988,42.0433491630888,67.0026907281816,65.5017429192577
"IMP4",142.00252601383,56.8890166596383,99.1554065397702,52.0507922704546,45.6406755851369,35.9516014408366
"AXL",44.3368125913439,95.096838657823,66.031729417034,51.8142864754819,91.4352740945643,68.0472867894812
"EGFR",22.6865836745606,38.4057983975117,32.6595162443209,34.079970893371,27.1870278746425,61.3092958149008
"TAB2",100.501839755405,59.4013393101986,178.950881812003,132.978488935688,91.5457000652493,58.8864092004821
"XRCC6",549.343177478812,144.190608302365,312.595410755902,236.683912334483,102.15005706667,171.699602502836
"NFKB2",15.778529538073,16.6574793446004,13.4414044935689,13.3984453106944,17.4910916259623,18.2221877803954
"ABI3BP",15.3537170448829,16.3628902581203,13.4786021495993,16.089562943446,16.5761834673799,23.1025738322358
"KHSRP",82.7268747526583,74.567270224645,118.801738317785,121.38920374755,214.481016764836,90.8559191959601
"COL4A3BP",67.4407003543153,69.6316439002674,120.19714639294,113.976731279634,86.4966812064008,46.9465326211516
"CLU",2620.49887879293,508.988594490121,1318.97014119426,838.046717672623,107.008112558777,839.991371105741
"RAB2A",21.1025385495971,41.2770712205396,19.2931086633737,24.1861070000289,35.9609767329128,53.3540330347308
"CDC25A",29.9740285472622,53.3204167261433,33.9516212005043,34.9368851778135,69.0703717360235,34.9810984200874
"CDK4",114.593510191323,46.4298344026772,93.1910790143812,50.3786753134961,63.8156834543812,64.1223147566922
"ATM",95.296245780668,53.4652729771275,106.088473936999,61.4839711260664,56.4192169132957,52.9161187898402
"PLCB1",14.5090578770417,19.6139345889279,15.8949485194061,21.6421943275534,43.9546402080322,19.5209864806764
"NCAPG2",18.7161911939454,22.7311539713511,17.4740331203274,28.3277953188516,19.2854449290876,23.3535293791939
"VKORC1",84.1760861572544,111.95189740099,147.173756600023,73.1293426305891,56.3069116058681,81.2804026040451
"WWP1",25.5742572272315,26.7853879107663,169.226925713119,64.3961479171883,35.4125361096572,58.6145376641406
"KCNA2",22.9841930558409,33.0840294155981,20.5816715535721,23.0574271910474,40.8986753394845,27.6196021670365
"EIF4H",578.78635843298,118.938801350341,374.644565554898,291.296765191193,112.339038681245,145.282623401321
"TMEM246",50.9515383261308,21.544397395842,69.2624915090804,36.9612042252618,32.091758725714,24.0372274113064
"CD48",20.5436019452745,33.3654331403651,17.7455531855753,21.4005985318602,41.3670272642963,27.2556924786372
"LDLRAD4",29.3248335838484,35.534020678585,50.4104784816294,38.0372314131703,36.4608785683311,35.7433206161042
"HNRNPAB",193.446615129983,76.8748754618191,287.495226250674,131.0597739239,119.391202080854,80.4387013242451
"MRPL12",53.9863732679024,66.3056481019669,57.2873417821372,40.0639256139722,59.2315374843232,43.7113250192278
"UBC",4138.89133409968,1512.33099315579,3535.95862445271,1421.95042289684,334.681458168277,1346.12606693479
"ZNF467",37.1545602483556,44.0821467311935,30.5769756145959,33.3840740431393,46.5251947968013,41.1245695016529
"TSN",178.399036918227,142.791789639949,193.177914937868,173.372905460227,110.12288301927,56.5555307039259
"ZC3H4",120.009865598579,98.712679876417,168.650493793878,222.007881271512,201.952703053574,169.332275276216
"STAT1",35.5704733082977,58.6461496772309,23.2601053608305,25.9060048692387,42.1059578358749,55.5356785093559
"FAM96B",391.836521094135,48.9168769284414,283.531205273341,92.1433262466256,58.526588940028,33.5203362300095
"AR",20.0376716319571,21.4417129803008,18.3478791030336,25.0264178825646,25.8714337560436,44.7364376207961
"DNPEP",16.2006028044826,23.6852713453849,15.939604374668,16.0208105052948,18.6858941041294,17.8274257173795
"EPHA2",22.0325380222183,19.1227226196359,25.0940344678964,28.3662181981193,33.4123219202444,22.7347680011615
"PSMC1",620.906738915371,322.932839613075,460.161811377766,378.9770611948,290.366975308347,582.008555451621
"MEF2A",79.1216593289618,36.7577146122392,88.1469992492301,107.261492515707,42.6194410533325,37.7670035790433
"LMNB1",16.5250980705575,19.2485032896413,14.8154992730684,15.9787741300094,19.2588921914685,21.4575229562818
"TAL1",39.5328096697213,95.5738341026544,33.9134504896724,42.8450075578019,42.5386203477526,80.3595502363334
"GAB1",70.5089359877359,55.3126134373086,52.6705883010841,78.2881098439702,125.97751331239,71.2418597447115
"TRIM27",73.5809223214459,53.6167619788886,82.2023503815127,55.1222931318844,57.342229248081,45.9639905529834
"PSMD9",23.4726312835927,27.4860016006198,17.0842144804396,21.2272980506857,34.2302857434931,26.9194441318085
"NAA50",92.5136607065055,50.472898764613,122.073908049955,132.534776501864,70.9611323040817,49.7452852160987
"TFAP2C",18.4231157980707,23.8334694765123,15.5026414278902,17.3161569557735,23.4910108288095,19.0670377487667
"APPBP2",29.2263170672907,26.6710729559654,49.4744095803614,33.898610842518,26.4292207450966,45.4587720926756
"AP2M1",279.541196379802,50.668706205338,212.959349141298,78.8071379993084,22.0272169310758,88.4346394359729
"STAM2",21.1169288406799,24.0204287230583,23.2379059862184,23.9315511476015,25.1961537675987,24.3934693124919
