"SrNo","V1","V2"
111152,"P23258","Q13748"
111184,"P23258","Q76KD6"
111198,"P23258","Q9HC77"
111361,"Q96HA8","Q99708"
111510,"O60880","Q9UIB8"
111532,"P43351","Q14191"
111622,"O94973","P61966"
111623,"P61966","Q9Y6Q5"
111662,"P19447","P43351"
111718,"Q9C030","Q9C035"
111805,"P21675","P28360"
111822,"O00264","Q12770"
111839,"Q9NRM6","Q9UHF5"
111864,"Q05086","Q56P03"
111865,"O00268","P21675"
111998,"Q5TZA2","Q6P597"
112095,"P49585","P55212"
112113,"P15559","P25685"
112156,"P15923","Q06455"
112157,"P15923","Q02363"
112158,"P15923","Q99081"
112159,"A0A024RD16","P15923"
112160,"P15923","P27361"
112161,"A0A024R2W7","P15923"
112162,"P15923","P61296"
112163,"O00233","P15923"
112164,"P15923","Q92831"
112165,"P15923","P41134"
112166,"P15923","P63279"
112167,"A0A024R4Q5","P15923"
112168,"P15923","Q14511"
112169,"P15923","Q7RTS1"
112170,"P15923","Q96RJ6"
112199,"G4XH65","P08069"
112200,"P05556","P08069"
112201,"P04899","P08069"
112202,"O60674","P08069"
112203,"I3WAC9","P08069"
112204,"P08069","Q06124"
112205,"E9KL35","P08069"
112206,"P08069","P12931"
112207,"O14654","P08069"
112208,"O14543","P08069"
112209,"P08069","Q9UEF7"
112210,"P08069","Q15139"
112211,"P08069","Q9UKW4"
112212,"P08069","P62987"
112213,"B2R5U3","P08069"
112214,"A0A024R6S2","P08069"
112402,"O15105","O43541"
112406,"F1D8Q9","P28749"
112421,"A0A024RB32","P25685"
112524,"P12644","P34820"
112542,"P23258","Q96L34"
112566,"P43351","P49736"
112596,"O00268","Q15542"
112634,"P63208","Q9UKT8"
112720,"P43351","Q06609"
112752,"O75581","Q13467"
112768,"Q9NQC3","Q9NZD8"
112875,"A0A024R1N4","P36543"
112934,"A0A024R1N4","Q96RP7"
112985,"P15923","Q02535"
113109,"F1D8N5","P55210"
113379,"P04075","P36543"
113412,"A0A024R9F1","P17542"
113449,"O00268","Q03060"
113453,"O00268","P49848"
113454,"O00268","P45973"
113591,"Q9BTT6","Q9P2H0"
113691,"O43172","P56134"
113779,"P09936","P11142"
113782,"P23258","Q9NXR1"
113843,"O95831","Q8IX03"
113892,"A0A024R5T5","O43541"
113894,"O43541","P50616"
113895,"O43318","O43541"
113907,"O43541","Q9HCE7"
113950,"P21675","P28749"
113978,"O43172","Q07955"
113991,"P49137","Q13151"
113992,"P49286","Q13151"
114013,"A0A024R7L5","Q96CS7"
114047,"P15923","P49639"
114048,"B4DJ51","P15923"
114049,"B4DGU4","P15923"
114050,"P13349","P15923"
114051,"P15923","P28482"
114052,"P15923","P17542"
114053,"A0A024RBE2","P15923"
114054,"P15923","Q13309"
114055,"O96004","P15923"
114056,"P15923","Q6ISE0"
114057,"A0A024RCY2","P15923"
114058,"P15923","P49137"
114290,"A8K5I0","P25685"
114309,"P12980","P15923"
114386,"A8K401","P28749"
114388,"A0A024R9B4","P23258"
114405,"P25685","Q01484"
114412,"Q9NZ94","Q9Y4C0"
114755,"O14576","P63172"
114878,"A8KA82","P25685"
114920,"H6UYS5","P46821"
114995,"P14209","Q96C92"
115115,"Q00169","Q92859"
115116,"P19174","Q00169"
115136,"P00533","Q00169"
115142,"Q00169","Q8NEB9"
115169,"P08069","P46934"
115238,"O00264","P48039"
115258,"P40763","Q14765"
115319,"P48039","Q13151"
115334,"Q9BZR6","Q9NQC3"
115344,"P28749","Q02363"
115345,"P28749","Q16254"
115346,"P28749","Q15796"
115347,"P28749","P84022"
115441,"Q16637","Q96HA8"
115535,"P46821","Q9NS23"
115635,"P08670","Q12934"
115688,"O14576","Q96G01"
115716,"O15247","P0DI81"
115758,"F1D8Q5","Q9BV79"
115759,"P10276","Q9BV79"
115796,"O00268","P17544"
115798,"A0A024RD47","Q15406"
115831,"P05023","Q15910"
115861,"P49368","Q13151"
115985,"Q01196","Q16635"
116007,"Q7Z434","Q8IUC6"
116106,"P05023","P23528"
116108,"P05023","P54710"
116158,"P41235","Q9BV79"
116159,"F1D8N7","Q9BV79"
116223,"P05023","P27361"
116250,"P17542","P27361"
116315,"Q08499","Q13023"
116449,"P17542","Q9UNE7"
116492,"P18669","Q14203"
116503,"P52798","Q15375"
116545,"P25098","Q02952"
116668,"O75843","P61966"
116675,"P54259","Q9ULU4"
116676,"O95405","Q9ULU4"
116677,"P05771","Q9ULU4"
116710,"O43680","P15923"
116712,"P10242","Q9UKT8"
116721,"P46934","P55212"
116892,"O75475","P55210"
116895,"Q7Z434","Q9Y4K3"
116896,"O95786","Q7Z434"
116897,"O43318","Q7Z434"
116898,"Q7Z434","Q92985"
117022,"Q96RT1","Q9BTT6"
117048,"P28749","Q06190"
117053,"P55212","P61289"
117117,"Q14204","Q15796"
117270,"Q14653","Q7Z434"
117273,"P08670","Q96C92"
117274,"Q12873","Q96C92"
117285,"P20916","P46821"
117320,"Q99627","Q9UNS2"
117480,"P04637","P28360"
117676,"A0A024RDY7","O95379"
117753,"P04637","Q9UNS2"
117766,"P51787","Q9Y6J6"
118024,"P18754","P35790"
118025,"A0A024QZJ8","P18754"
118029,"P18754","Q16778"
118039,"P18754","Q6FI13"
118060,"Q06265","Q9Y2L1"
118073,"P98155","Q15036"
118083,"Q06265","Q96B26"
118151,"A0A024R939","Q9BPW8"
118155,"Q06265","Q5RKV6"
118164,"P98170","Q96HA8"
118170,"O75884","P28749"
118176,"O43747","P61966"
118268,"P28749","Q99708"
118270,"P17542","P25800"
118307,"Q06265","Q9NQT4"
118325,"Q06265","Q9Y3B2"
118550,"A0A024RAJ5","Q9NQC3"
118826,"P25685","Q00613"
118835,"Q99460","Q99933"
118836,"Q99460","Q9Y4K3"
118837,"Q15797","Q99460"
118886,"P24046","P46821"
118981,"P19404","Q14194"
118997,"A0A024R5Z5","O00268"
119028,"Q14194","Q9NQC3"
119182,"P28360","P55771"
119223,"A0A024R9M9","P19634"
119258,"Q16186","Q99460"
119300,"P07814","P41252"
119335,"P51116","Q9NQC3"
119480,"Q14765","Q7Z7K2"
119485,"P46821","Q01081"
119565,"O14796","Q9UIB8"
119707,"Q04724","Q13761"
119708,"Q13547","Q13761"
119722,"Q13761","Q9HCE7"
119862,"O75427","Q9NQC3"
119911,"P28360","Q04727"
119957,"P08758","P30154"
119958,"A0A024RBB6","P30154"
119961,"P30154","Q99497"
119963,"P25205","P30154"
119991,"P30154","P67775"
120032,"P30154","Q14738"
120043,"P30154","Q13033"
120044,"P30154","Q562F6"
120273,"Q9ULU4","Q9Y613"
120293,"O95257","P57060"
120399,"O00268","Q7Z7C8"
120413,"P41221","Q13467"
120462,"P15907","P20273"
120496,"P28360","P50458"
120536,"P15923","Q8IUX7"
120679,"P17542","P23771"
120785,"O75027","P22830"
121072,"O75928","Q14765"
121083,"P46821","Q8N4C8"
121084,"A0A024RD37","P49763"
121087,"P06731","P52272"
121088,"P05412","P52272"
121089,"O14776","P52272"
121182,"O75381","Q96G25"
121482,"A0A024RAY2","P55212"
121501,"P17542","Q13309"
121564,"O00268","Q12962"
121613,"P08069","Q03135"
121633,"P84022","Q13761"
121669,"O00159","Q9UIG0"
121677,"P29322","P52798"
121724,"O95831","Q15047"
121786,"P00533","P05023"
121834,"P63167","Q14204"
121841,"O14576","P63167"
121847,"P28749","P49715"
121848,"O75629","P28749"
121849,"A0A024RB10","P28749"
121850,"P28749","P29375"
121851,"P28749","Q92994"
121852,"A0A024R274","P28749"
121853,"A0A024RBB6","P28749"
121854,"P28749","Q9BUH8"
121962,"A0A024R8S8","Q86XP3"
121991,"A0A024R5R9","Q15406"
122090,"P22695","Q9NQC3"
122099,"P06858","P98155"
122102,"P15923","Q16559"
122113,"P36542","Q96IZ0"
122114,"P62070","Q96IZ0"
122115,"P29590","Q96IZ0"
122117,"A0A024R4Q5","Q96IZ0"
122121,"Q96IZ0","Q9NY61"
122161,"Q96IZ0","Q9GZV3"
122162,"Q96IZ0","Q9NVV9"
122175,"Q9H293","Q9NRM6"
122182,"P43034","P46821"
122193,"A0A024R6X2","Q13761"
122224,"O43439","Q96HA8"
122229,"P28749","Q13574"
122291,"Q9P2M1","Q9UNS2"
122315,"P24385","P28749"
122530,"P09326","Q13478"
122539,"P30154","P32119"
122542,"P05412","Q14765"
122621,"P08047","P28360"
122626,"O00268","P08047"
122682,"P05549","P55212"
122687,"P11387","P55212"
122688,"A0A024RD16","P55212"
122689,"P08670","P55212"
122690,"P55212","Q05513"
122691,"P49768","P55212"
122692,"O95155","P55212"
122693,"P05067","P55212"
122694,"P55212","Q12873"
122695,"P55212","Q13077"
122696,"P55212","Q92851"
122697,"P05198","P55212"
122698,"A0A024R2H1","P55212"
122703,"O00755","Q13467"
122706,"Q01974","Q13467"
122712,"Q13467","Q9HD26"
122735,"Q9BT78","Q9UNS2"
122795,"A0A024RAT1","P52272"
122916,"P06729","P09326"
122980,"Q9C035","Q9H0C5"
123018,"Q7Z434","Q9UHD2"
123020,"Q7L5N1","Q9UNS2"
123050,"P28360","Q04724"
123056,"O75381","Q8TAQ2"
123085,"P35555","Q13361"
123151,"P17542","Q13547"
123155,"P28749","Q13547"
123197,"A0A024R895","P30154"
123210,"P30154","Q13547"
123246,"A0A024R2X6","P28749"
123309,"O43815","P30154"
123412,"P30154","Q04206"
123585,"P42701","Q14765"
123673,"P19634","P28482"
123695,"A0A024R452","P52798"
123729,"A0A024R730","P30154"
123731,"O60674","P30154"
123732,"P30154","P35613"
123733,"A0A024R3X4","P30154"
123734,"P30154","Q9NP72"
123741,"P30154","Q99996"
123758,"A0A024RAY2","P23258"
123811,"P78357","Q9NQC3"
123814,"P30154","Q5FBB7"
123847,"P17542","P25791"
123850,"O75821","O95831"
123858,"P17542","Q96ST3"
123971,"P39687","P46821"
124040,"P23760","P28360"
124099,"O95793","P46821"
124138,"O00159","Q9NYV6"
124145,"O15519","P55212"
124196,"P05060","Q16635"
124206,"P52798","P54756"
124287,"P23258","P68363"
124302,"O95630","P13196"
124398,"P20226","P28360"
124400,"P14859","P28360"
124402,"P28360","P61956"
124407,"P28360","P49802"
124452,"Q05513","Q96IZ0"
124456,"Q9BX70","Q9C035"
124480,"P18669","Q99569"
124491,"O76094","P55212"
124629,"A0A024R6C9","Q8WVM8"
124630,"P02775","Q8WVM8"
124857,"P28749","Q13573"
124909,"P17542","Q09472"
124950,"P15923","Q09472"
125104,"O60682","P15923"
125116,"Q8WWV3","Q9NQC3"
125152,"P15173","P15923"
125155,"P43146","Q00169"
125222,"P36543","Q07889"
125223,"O15342","P36543"
125224,"A0A024R883","P36543"
125303,"P46821","P63167"
125360,"P23258","P68371"
125377,"P52272","Q9BQ04"
125426,"P09326","P29692"
125428,"P08754","P09326"
125462,"P09326","Q8TDN6"
125719,"P49810","P55212"
125836,"P55212","Q14790"
125904,"P08047","P28749"
125906,"P08047","P17542"
125938,"P42574","P55212"
126055,"Q93034","Q9UNS2"
126071,"O95831","Q8NC60"
126091,"O14745","P36543"
126162,"A0A024QZJ8","P30154"
126225,"O14576","O95793"
126247,"P02545","P55212"
126252,"P20700","P55212"
126254,"A0A024RDV3","P55212"
126453,"P09326","Q9BZW8"
126457,"O95831","P42574"
126468,"A0A024QZA8","P52798"
126488,"P13639","P30154"
126509,"Q14201","Q8N9N5"
126566,"A0A024R2C4","Q9NQC3"
126629,"O95831","Q9Y3Q8"
126636,"A0A024R145","P36543"
126637,"P36543","Q9Y4K3"
126638,"O95670","P36543"
126639,"A0A024R7X3","P36543"
126665,"A0A0A0MR45","P55210"
126723,"O95684","P30154"
126757,"P28749","P33993"
126889,"P27694","P43351"
126891,"P45983","P46821"
126929,"P18074","P43351"
127052,"P17542","Q12873"
127192,"C7S316","P51787"
127277,"P58340","Q9UNS2"
127325,"P68366","Q9NQC3"
127352,"P51787","Q99996"
127429,"P05023","P35611"
127522,"P61201","Q9UNS2"
127559,"Q13761","Q92769"
127760,"Q14194","Q9BTT6"
127775,"Q12934","Q13515"
127784,"P17542","Q86XI2"
127923,"P41250","P41252"
127966,"K9JA46","P09936"
127980,"P09936","Q15843"
127982,"P09936","P62987"
128030,"P30533","P98155"
128039,"A0A024R5Z8","P30154"
128043,"P30533","Q9NQC3"
128326,"O00238","O43541"
128410,"Q12959","Q9BTT6"
128430,"P25205","P43351"
128431,"A0A024R8E2","P43351"
128432,"A0A024R3Z2","P43351"
128520,"P42677","Q9UHY7"
128608,"A0A024R0R9","Q9NQC3"
128803,"P28749","P78396"
128851,"P08069","P17936"
128876,"A0A024R9Z8","O00268"
128884,"P08069","P40763"
128885,"A7UKX8","P08069"
128886,"P08069","P23458"
128887,"P05019","P08069"
128888,"P08069","P22681"
128889,"P08069","P27986"
128892,"P08069","Q13322"
128904,"O15524","P08069"
128905,"P08069","P62258"
128906,"A0A024R7I1","P08069"
128907,"P08069","Q9NZN5"
128908,"A0A024RBD2","P08069"
128909,"P08069","Q9P104"
128931,"P38159","Q14011"
128977,"Q99626","Q9BWD1"
129000,"P78352","Q9BTT6"
129016,"Q9UBW8","Q9UNS2"
129032,"P28749","Q7L2E3"
129041,"P05165","P05166"
129116,"P62258","Q16635"
129125,"A0A024R8H5","Q8N9N5"
129188,"P04637","Q8N9N5"
129377,"O60260","Q9BT88"
129396,"P19525","P55210"
129397,"P55210","Q13489"
129398,"P19438","P55210"
129399,"P08670","P55210"
129400,"P55210","Q06609"
129401,"P07948","P55210"
129402,"P08311","P55210"
129403,"P55210","Q05513"
129404,"A0A024RAY2","P55210"
129405,"P11021","P55210"
129406,"P20936","P55210"
129407,"A0A024R682","P55210"
129408,"A0A024RD16","P55210"
129409,"A0A024R4H5","P55210"
129410,"A4D2P0","P55210"
129411,"P55210","Q9UBF6"
129412,"A0A024R2U5","P55210"
129413,"P55210","Q5U0E6"
129414,"O95155","P55210"
129449,"O00295","Q01844"
129493,"O15123","Q15389"
129498,"P46821","Q9GZY0"
129526,"P45985","P52798"
129781,"P26641","Q14527"
130162,"Q06265","Q13868"
130163,"A0A024RCM3","Q06265"
130169,"A0A024R2P7","Q06265"
130170,"A0A024RA25","Q06265"
130175,"A0A024QZ90","P57060"
130176,"O00148","Q06265"
130181,"P42285","Q06265"
130186,"Q06265","Q9H444"
130196,"Q9NRM6","Q9Y4K3"
130202,"P51787","Q9Y4K3"
130275,"P09936","P46527"
130315,"P57721","Q9UKA9"
130340,"P78509","P98155"
130406,"P28749","Q86Y97"
130412,"P17542","Q92831"
130490,"O15085","P46821"
130527,"O43541","Q13950"
130637,"A0A024RAY1","Q96CS7"
130682,"P24864","P28749"
130702,"A0A024R3Z2","P28360"
130752,"Q93009","Q9ULU4"
130772,"O75925","P28360"
131174,"Q08999","Q9HAW0"
131203,"P19634","Q96BS2"
131422,"O95256","P09326"
131451,"Q9H8Y8","Q9NXV2"
131544,"A0A024R7R0","Q15406"
131560,"P10244","P28749"
131649,"O75095","Q13361"
131709,"P46821","Q9Y3F4"
131727,"O43541","Q9Y3F4"
131854,"P23258","Q9UGJ1"
131884,"L7RRS6","Q9UNS2"
132000,"P35556","Q13361"
132106,"P08069","P46109"
132181,"O00268","P52655"
132191,"O00268","Q16514"
132327,"P52272","Q99698"
132340,"O00268","Q15545"
132384,"O43541","Q15750"
132503,"P19634","P31946"
132609,"P18669","P49703"
132619,"O43541","P31273"
132629,"Q9ULL4","Q9Y2F9"
132686,"A8K5I0","O95831"
132779,"Q7Z6G3","Q96HA8"
132833,"O95197","Q9NQC3"
132849,"P25685","Q9UNE7"
132850,"P16278","P25685"
132851,"P00441","P25685"
132852,"A0A024R9N2","P25685"
132855,"G4XH65","Q14151"
132865,"O60504","Q14151"
132870,"Q13098","Q9UNS2"
132878,"P08069","Q7Z3Y8"
132979,"O00168","P05023"
133139,"O14576","Q9NP97"
133260,"O00268","Q15544"
133263,"P17542","Q9Y295"
133365,"P15923","P55036"
133445,"A0A024RBL3","P55212"
133463,"P05023","P58549"
133621,"P09936","P13473"
133629,"O14576","Q96FJ2"
133850,"Q14204","Q9GZM8"
134018,"O75381","P40855"
134020,"O75381","Q13547"
134021,"O75381","P50542"
134022,"O00628","O75381"
134027,"A8K3E0","O75381"
134028,"A0A024R9F1","O75381"
134073,"Q07912","Q969R8"
134151,"O43541","P36897"
134154,"O43172","P36897"
134164,"P23258","P49023"
134206,"P46821","P60709"
134251,"P15927","P43351"
134252,"P43351","P63279"
134253,"P55196","Q9Y4C0"
134254,"O14936","Q9Y4C0"
134381,"A5H1P5","P51787"
134440,"O43541","Q15797"
134567,"P02649","P98155"
134577,"F1D8N5","P41252"
134690,"P01344","P08069"
134719,"P15923","Q6GYQ0"
134787,"P31930","Q9NQC3"
134941,"P15924","P55212"
135043,"P68400","Q9BWD1"
135411,"Q13761","Q9HAU4"
135422,"O43541","Q9HAU4"
135448,"P28749","Q15329"
135463,"A0A024R5E8","P19404"
135544,"P18627","Q03701"
135547,"A0A024R138","P40925"
135692,"Q96C92","Q9Y2X7"
135698,"P42575","P55210"
135699,"P55210","Q02078"
135700,"P55210","Q14814"
135701,"P49810","P55210"
135702,"P55210","Q13490"
135703,"P06454","P55210"
135704,"A0A024RAE4","P55210"
135706,"A0A024RDV3","P55210"
135707,"P55210","P98170"
135708,"P10144","P55210"
135709,"P15924","P55210"
135710,"P49768","P55210"
135711,"P55210","Q92851"
135712,"P46934","P55210"
135713,"P55210","Q08378"
135714,"O15392","P55210"
135715,"O15519","P55210"
135716,"P55210","P61289"
135717,"A0A024R9J0","P55210"
135718,"P55210","Q14203"
135719,"P55210","Q9HAW4"
135863,"P20160","P33981"
135882,"O95613","P23258"
135914,"P40925","Q13368"
135977,"P28476","P46821"
135994,"A0A024R8F4","Q9HAW0"
135995,"P20226","Q9HAW0"
136032,"Q9P2R6","Q9ULU4"
136041,"Q06265","Q9NQT5"
136419,"P15923","P52945"
136451,"P10909","P98155"
136452,"O75553","P98155"
136507,"P14921","P17542"
136581,"P02489","Q96HA8"
136679,"Q13023","Q96CV9"
136835,"O95273","Q9P015"
137036,"O15260","Q13530"
137038,"Q86Y56","Q9HAW0"
137048,"P34931","Q92844"
137096,"A0A024R162","Q8NFG4"
137099,"P55212","Q676U5"
137163,"Q14204","Q9NRI5"
137173,"P48729","Q9BT88"
137184,"P17600","P37840"
137209,"A0A024QZ47","Q9BT88"
137229,"Q9BT88","Q9NQ11"
137257,"Q8N9N5","Q9P0T4"
137258,"O95379","Q8NBZ0"
137438,"Q07955","Q13151"
137509,"O00159","Q9P2S5"
137583,"O15530","Q00005"
137614,"Q13404","Q9C035"
137616,"A0A024RA90","Q9C035"
137669,"O43172","P56134"
137710,"Q5TZA2","Q8N8N0"
137826,"Q13137","Q9UKA9"
137848,"O60784","Q9UKA9"
137849,"Q9BWF3","Q9UKA9"
137850,"Q07666","Q9UKA9"
137916,"P61088","Q9C035"
137968,"Q8IYR0","Q8N9N5"
137988,"P34931","Q13077"
138025,"P25786","Q13077"
138070,"O95073","P25786"
138090,"A0A024RD33","P49763"
138114,"A0A024RBN1","Q9NQC3"
138197,"P55212","Q12873"
138306,"B2RA10","P25786"
138342,"Q14527","Q9Y5J5"
138578,"P45877","Q8N9N5"
138714,"O95947","Q99873"
138717,"P25786","Q15008"
138742,"A0A024RCN6","Q9UBN6"
138743,"P11586","Q9UBN6"
138744,"P12268","Q9UBN6"
138745,"P52272","Q9UBN6"
138746,"Q13263","Q9UBN6"
138747,"Q9UBN6","Q9Y266"
138748,"Q8IUC4","Q9UBN6"
138749,"Q08211","Q9UBN6"
138750,"A0A024R1K8","Q9UBN6"
138751,"P49903","Q9UBN6"
138752,"P35580","Q9UBN6"
138753,"O75083","Q9UBN6"
138754,"Q9HAV4","Q9UBN6"
138755,"Q15393","Q9UBN6"
138756,"P14868","Q9UBN6"
138757,"P13797","Q9UBN6"
138758,"Q13310","Q9UBN6"
138759,"A0A024R1T9","Q9UBN6"
138761,"E5KNY5","Q9UBN6"
138762,"A0A024RC65","Q9UBN6"
138763,"Q09028","Q9UBN6"
138765,"Q8WUM4","Q9UBN6"
138766,"P27797","Q9UBN6"
138768,"P15170","Q9UBN6"
138769,"P62191","Q9UBN6"
138770,"P45974","Q9UBN6"
138795,"P50591","Q9UBN6"
138839,"A0A024RE22","Q7Z434"
138900,"Q14011","Q15428"
139044,"D3DR86","P34931"
139050,"D3DR86","P41252"
139059,"D3DR86","P30154"
139070,"D3DR86","Q99460"
139160,"O95831","P20333"
139219,"P21359","Q14204"
139241,"P34931","Q99558"
139279,"P23258","Q9NRI5"
139300,"P23258","P49841"
139311,"P23258","Q53EZ4"
139360,"O95947","Q6P1W5"
139403,"A0A024RD80","Q9UKT8"
139406,"Q9UKT8","Q9Y266"
139409,"A0A024R904","Q9UKT8"
139428,"O14980","P18754"
139429,"P18754","P48729"
139451,"O75815","P18754"
139456,"P18754","Q9Y4K3"
139458,"P18754","P62826"
139465,"P18754","P51693"
139466,"P18754","Q5T3J3"
139467,"P18754","Q99832"
139468,"A0A024RAX7","P18754"
139469,"O95865","P18754"
139470,"P18754","P62879"
139471,"P18754","P55084"
139472,"P11177","P18754"
139473,"P18754","P27694"
139474,"P18754","Q04724"
139475,"K7PPA8","P18754"
139476,"P18754","Q13509"
139477,"P18754","Q13432"
139552,"O75533","Q9HAW0"
139604,"O43741","Q9NXV2"
139611,"O43741","Q8N9N5"
139770,"P05023","Q15796"
139841,"A0A024RBB6","P37840"
139858,"Q17RD7","Q9NQC3"
139942,"Q13064","Q9C035"
140006,"P25786","Q13064"
140039,"Q53G59","Q96HA8"
140066,"O00264","P22392"
140073,"P22392","Q9NQC3"
140112,"O43541","P62942"
140181,"A0A024R7W9","P09936"
140243,"C7S316","P51787"
140306,"P60410","Q9Y5Y7"
140361,"P26368","Q13151"
140399,"A0A024R5Y1","Q9NQC3"
140488,"P14373","P25786"
140577,"Q14527","Q9H832"
140678,"P02795","Q8TE69"
140733,"O00159","P22087"
140751,"Q14011","Q15415"
140818,"P46821","P62136"
140871,"O00295","P50222"
140906,"O75489","P12544"
140936,"P23284","Q8N9N5"
141011,"A0A024R1N4","P18669"
141022,"Q15654","Q9NXV2"
141098,"Q9HAW0","Q9Y3T9"
141261,"Q9NQC3","Q9Y5P4"
141309,"P25786","P55072"
141326,"P55072","Q96HA8"
141371,"O76015","P25786"
141439,"A0A024RCY2","Q96HA8"
141440,"Q96HA8","Q9UL45"
141441,"P61457","Q96HA8"
141442,"P38432","Q96HA8"
141480,"O95259","Q96HA8"
141481,"Q08379","Q96HA8"
141482,"Q08AM6","Q96HA8"
141483,"Q15323","Q96HA8"
141485,"A0A024RC45","Q96HA8"
141487,"I4AY87","Q96HA8"
141489,"P49247","Q96HA8"
141491,"Q92698","Q96HA8"
141492,"Q96HA8","Q9NQ48"
141576,"P41252","Q99759"
141614,"O76061","O95831"
141731,"Q13530","Q9P035"
141799,"P43351","Q14191"
141948,"P60370","Q96HA8"
142014,"A0A024R2A4","P31948"
142044,"P31948","Q9Y4K3"
142045,"P31948","Q9P2S5"
142046,"P22392","P31948"
142047,"P11171","P31948"
142048,"A0A024RDK3","P31948"
142050,"P31948","P41279"
142051,"A8K5I0","P31948"
142052,"P31948","P59046"
142053,"P31948","Q05C05"
142054,"P31948","Q2WGJ6"
142055,"P31948","Q308M6"
142056,"P31948","Q3SYG0"
142057,"P31948","Q53HY9"
142058,"P31948","Q59GL9"
142059,"P31948","Q5QNY5"
142060,"P31948","P62879"
142061,"P31948","Q6IAX9"
142062,"A0A024RC56","P31948"
142063,"P31948","Q86WA0"
142064,"P31948","Q8NI51"
142065,"P31948","Q8TA90"
142066,"P31948","Q93000"
142067,"P31948","Q9P2K8"
142068,"P31948","Q9UMW8"
142069,"O94763","P31948"
142070,"O95072","P31948"
142071,"L7RRS6","P31948"
142072,"P04626","P31948"
142073,"P18074","P31948"
142074,"P19086","P31948"
142077,"O15169","P23258"
142092,"P23258","Q9P209"
142097,"P23258","Q08AG7"
142131,"P23258","Q6NZ67"
142145,"Q7Z434","Q9NQC7"
142366,"P25786","P35520"
142371,"B0LPF3","P51787"
142430,"O95947","Q96LI6"
142437,"O94842","O95947"
142482,"P46379","Q7Z434"
142486,"Q92616","Q9HAW0"
142578,"P55212","Q53GL7"
142582,"Q6NYC1","Q9Y4E5"
142589,"O95786","Q7Z434"
142595,"Q7Z434","Q86WV6"
142726,"Q05086","Q56P03"
142787,"O43745","P19634"
142841,"P23258","Q96L34"
142995,"Q14011","Q5VWX1"
142996,"P46821","Q9H2C0"
143063,"P09936","Q9Y4K3"
143071,"P00533","P09936"
143082,"P09936","P13591"
143129,"P09936","P56537"
143172,"N0E4C7","P31040"
143303,"B3KSH4","Q9C035"
143316,"Q13151","Q14011"
143317,"A0A024QZK8","Q13151"
143333,"Q14204","Q5TF85"
143346,"B0I1S9","Q9HAW0"
143376,"Q53FD0","Q8N9N5"
143383,"A0A024RB45","O95379"
143453,"B2R6Q4","P08069"
143454,"L7RT18","P08069"
143455,"P08069","P29353"
143456,"P08069","Q6PIS1"
143457,"P08069","P22223"
143458,"P08069","P49407"
143459,"P08069","Q14449"
143460,"P08069","Q01995"
143461,"A0A024R2Q3","P08069"
143462,"P08069","P40763"
143463,"P08069","Q92569"
143464,"P08069","P09630"
143465,"P08069","Q9Y337"
143466,"B2RBR3","P08069"
143467,"P08069","Q9BTC8"
143468,"P08069","P11245"
143469,"A0A024R305","P08069"
143470,"P08069","Q14258"
143471,"P08069","Q9NRW7"
143472,"O00459","P08069"
143473,"A0A024R499","P08069"
143475,"P08069","P20936"
143476,"P05019","P08069"
143477,"A8K3M3","P08069"
143478,"D0PNI1","P08069"
143479,"P08069","P31946"
143496,"O95273","P15923"
143497,"P15923","Q02363"
143498,"E9KL23","P15923"
143540,"O75593","P15923"
143547,"O43541","O75582"
143551,"P37840","Q5VU43"
143606,"P15923","P17542"
143767,"P55210","P98170"
143835,"P63208","Q9UKT8"
143890,"Q06265","Q8IUH5"
143989,"A0A024R782","P19835"
144006,"O43741","P55212"
144016,"P06241","P34820"
144032,"A8K401","P46821"
144038,"P34820","Q96NZ8"
144074,"P25786","Q13829"
144131,"Q13467","Q7Z7G0"
144135,"P60903","Q14527"
144192,"P09936","P83916"
144204,"Q9BPW8","Q9HA65"
144360,"A0A024R6P0","P00325"
144516,"P43351","Q06609"
144535,"D3DU92","O43172"
144580,"O43172","Q01081"
144585,"P17020","P25685"
144643,"P60520","Q14204"
144651,"P60520","Q00005"
144652,"P25786","P60520"
144655,"P60520","Q9BPW8"
144747,"Q93084","Q9HAW0"
144855,"O00295","Q96SB4"
144919,"A0A024QZW3","P09936"
144932,"P34931","Q00653"
144933,"P34931","Q15653"
144934,"P34931","Q01201"
144935,"A0A024QZU0","P34931"
144936,"O43353","P34931"
144937,"P34931","Q9Y572"
144938,"O43318","P34931"
144939,"P20333","P34931"
144940,"P34931","Q15628"
144941,"O14920","P34931"
144942,"P34931","Q99759"
144957,"Q9GZV5","Q9NQC3"
145010,"A0A024R1N4","P36543"
145056,"A0A024R843","Q9C035"
145093,"O43318","P34931"
145095,"P34931","Q13233"
145096,"K7PPA8","P34931"
145151,"A0A024R4T0","Q14151"
145251,"Q9H8W4","Q9NQC3"
145381,"O95379","Q9H8W4"
145472,"P37840","Q96N67"
145502,"O43439","Q96HA8"
145509,"P14923","Q96HA8"
145510,"P15531","Q96HA8"
145511,"Q15645","Q96HA8"
145513,"P12004","P18669"
145537,"A1L306","Q96HA8"
145539,"O95848","Q96HA8"
145541,"P00492","Q96HA8"
145545,"P20807","Q96HA8"
145549,"P41212","Q96HA8"
145551,"P14373","Q96HA8"
145553,"Q01850","Q96HA8"
145555,"Q13867","Q96HA8"
145557,"Q5JR59","Q96HA8"
145559,"Q96GX9","Q96HA8"
145561,"O60547","Q96HA8"
