"SrNo","V1","V2"
35529,"Q96CD2","Q96HA8"
35681,"Q15323","Q96CS7"
35692,"Q15646","Q6UXD5"
35784,"P55212","P98170"
35807,"Q13362","Q6NYC1"
35969,"P13196","Q8WTR2"
35970,"P25786","P32320"
35971,"P32320","Q96HA8"
36002,"O00442","Q7Z2W4"
36208,"P49459","Q14527"
36236,"A0A024R475","Q99460"
36242,"P57060","Q29RX4"
36248,"P67936","Q99460"
36249,"P25789","Q99460"
36250,"P27708","Q99460"
36251,"P54727","Q99460"
36252,"P61289","Q99460"
36253,"P06748","Q99460"
36254,"Q99460","Q99814"
36255,"P62191","Q99460"
36256,"A0A024QZ26","Q99460"
36257,"Q8IZL9","Q99460"
36258,"Q99460","Q9UQ88"
36261,"Q99460","Q9Y4K3"
36262,"Q99460","Q9BRP4"
36269,"P13674","Q969S8"
36270,"P13674","Q9NZC7"
36431,"Q9C030","Q9C035"
36614,"P78386","Q96CS7"
36670,"P46821","Q9NS23"
36697,"O00410","O95379"
36777,"P04183","Q6UXD5"
36916,"O43172","Q9NQX3"
36922,"P25786","Q9BQ83"
37077,"P60896","Q99460"
37133,"Q00005","Q8WVK7"
37148,"O15379","P28749"
37374,"P14373","P17542"
37447,"P82650","P82663"
37469,"P25786","P28074"
37485,"Q14204","Q5VZV1"
37486,"P34931","Q5VZV1"
37505,"A0A024RD16","Q14011"
37529,"Q6NZ67","Q96CW5"
37569,"P28749","Q02818"
37861,"P40925","P54274"
37862,"P40925","Q9NYB0"
37863,"B7Z6C2","P40925"
37864,"P07900","P40925"
37865,"P40925","Q13344"
37867,"P04637","P40925"
37876,"O00159","Q07666"
37923,"O43172","O94906"
37966,"P82650","P82673"
37979,"A0A024R892","P31040"
38010,"P36543","Q8IWZ8"
38043,"O43172","P48431"
38122,"B0QZ35","Q14204"
38135,"Q14204","Q9UKE5"
38182,"Q13127","Q9UKT8"
38256,"A0A024R7U9","P36543"
38329,"P62993","Q14204"
38508,"A0A024R0G8","Q9NQC3"
38519,"A8K5I0","P23258"
39178,"A0A024RD99","Q9NVV4"
39225,"Q9H0M0","Q9NQC3"
39237,"O43541","Q9H0M0"
39249,"Q9H6S1","Q9NVV4"
39264,"P09936","P19438"
39274,"P54577","Q14204"
39282,"P09661","Q14204"
39339,"O94992","Q14204"
39364,"Q14232","Q96HA8"
39365,"Q6NYC1","Q9GZZ1"
39420,"Q14204","Q96RQ3"
39436,"Q15797","Q99460"
39569,"P36776","Q14204"
39575,"P14866","Q14204"
39584,"Q14204","Q14315"
39679,"O43541","Q9C0C9"
39728,"P23258","Q7KZ85"
39759,"O00159","O76071"
39845,"P35998","Q9C035"
39956,"P35998","Q99460"
40013,"P11021","Q99460"
40211,"A0A024R475","Q9UIB8"
40219,"O60880","Q9UIB8"
40276,"A0A024R2Q3","Q9UNS2"
40448,"P23258","Q6XZF7"
40485,"P07900","Q14204"
40539,"P23258","Q9Y2I6"
40577,"P05023","P28482"
40646,"A0A024QZ26","Q14204"
40723,"P17612","P51787"
40802,"P28066","Q99460"
40831,"Q5VT66","Q96AG3"
40925,"A4D105","Q14527"
40998,"A4D105","Q9NQC3"
41026,"A0A024RB38","Q6NYC1"
41031,"E9KL44","P23258"
41064,"B4DTX6","Q6NYC1"
41113,"Q14527","Q9BWH6"
41231,"Q8N5N7","Q9P015"
41302,"Q6NYC1","Q9UBQ0"
41313,"P25786","Q9UDY6"
41496,"P63279","Q6NYC1"
41640,"A0A024RCQ4","Q7Z434"
41740,"A0A024RB77","P49591"
41919,"O43172","Q01081"
41921,"Q01081","Q6NYC1"
41950,"O00268","Q5VWG9"
41975,"Q14011","Q92945"
42116,"O95831","Q15843"
42205,"P82650","Q07021"
42214,"Q14204","Q8NC51"
42226,"Q86XP3","Q9NRC8"
42247,"P05067","Q86XP3"
42252,"Q86XP3","Q9Y3U8"
42258,"Q86XP3","Q9Y314"
42296,"P60896","Q86XP3"
42300,"Q14204","Q96FU2"
42313,"P61956","Q14204"
42343,"P08133","Q9H0W5"
42396,"Q13151","Q9H0W5"
42419,"Q14204","Q96T51"
42421,"P46821","Q9H0W5"
42499,"E9PJK2","Q86XP3"
42516,"O94762","Q86XP3"
42521,"Q7Z497","Q86XP3"
42547,"P49591","Q8WX93"
42563,"P0CG48","Q86XP3"
42660,"O00159","Q9NR30"
42731,"O43172","P49759"
42774,"P45974","Q9C035"
42831,"Q99460","Q9BXM7"
42841,"Q16531","Q9H496"
42867,"Q9H496","Q9UNS2"
42868,"Q93034","Q9H496"
42913,"O95379","P62258"
43015,"Q15038","Q9NRM6"
43029,"A0A024R0V4","Q9BWD1"
43087,"O43734","Q9NRM6"
43126,"Q9NRM6","Q9UHF5"
43131,"Q9H293","Q9NRM6"
43145,"P46459","Q8WVM8"
43261,"A0A024RB77","Q14204"
43321,"O14654","P13674"
43324,"P28749","Q96GY3"
43361,"P05067","Q5SSJ5"
43368,"B4DZT3","Q5SSJ5"
43369,"Q5SSJ5","Q9Y5H9"
43376,"Q5BKZ1","Q5SSJ5"
43387,"Q16891","Q5SSJ5"
43392,"Q16629","Q5SSJ5"
43423,"P07900","Q5SSJ5"
43483,"A0A024R3Z2","Q5SSJ5"
43530,"P35226","Q5SSJ5"
43600,"A0A024RDY4","P28749"
43613,"O43172","Q9NQP4"
43616,"P00533","Q8WVM8"
43666,"P00533","Q99460"
43714,"O00268","P00533"
43755,"P61956","Q5SSJ5"
43814,"A0A024RA96","P09936"
43948,"P49591","Q99614"
43955,"P29083","P49591"
43958,"O95352","P49591"
43961,"P49591","Q9Y294"
43968,"A0A024R3P9","P49591"
43970,"P49591","Q15029"
43971,"P49591","P52655"
43977,"P49591","Q9Y5X3"
43978,"P49591","Q9HAV4"
43979,"P49591","Q9BTW9"
43993,"A0A024QZT2","Q6ZNE5"
44027,"Q13642","Q14765"
44163,"O75886","Q96CS7"
44227,"P08133","P23297"
44237,"A0A024R9Y6","P13196"
44278,"P82650","Q7LCB3"
44295,"O43172","Q9Y333"
44316,"A0A024R475","P82650"
44345,"A0A024QZS4","P36543"
44346,"P82650","Q9BYN8"
44387,"P11441","P82650"
44394,"O60260","P82650"
44399,"A0A024R713","O95379"
44419,"A0A024RD99","P82650"
44423,"P04637","P82650"
44424,"P82650","Q9BV73"
44425,"A0A024R9P0","P82650"
44429,"P55854","P82650"
44443,"P82650","Q99496"
44448,"P82650","Q9UBC1"
44506,"Q15038","Q96CS7"
44535,"P05161","Q7Z2W4"
44536,"P05067","Q7Z2W4"
44537,"P15151","Q7Z2W4"
44538,"Q15843","Q7Z2W4"
44539,"Q00005","Q7Z2W4"
44540,"P51858","Q7Z2W4"
44617,"P25786","P28072"
44719,"Q7L8S5","Q9C035"
44769,"Q9BYD2","Q9P015"
44821,"Q16401","Q99460"
44918,"P17980","Q99460"
44940,"O94826","P31040"
44965,"N0E4C7","Q9UNS2"
45060,"E5KNL5","O95831"
45084,"B2R6F3","P36543"
45138,"P17948","P22681"
45140,"A0A024R0G8","P49591"
45172,"O00159","P22681"
45350,"O43181","Q9P015"
45371,"P25786","Q15843"
45453,"O75380","P31040"
45665,"O00264","P08684"
45675,"N0E4C7","Q14204"
45713,"P43351","P63096"
45852,"A0A024RD37","Q9Y5Y7"
46186,"P23258","Q9H4B7"
46274,"Q14204","Q9GZM8"
46296,"A0A024R8H5","Q7Z434"
46303,"O43172","O43290"
46304,"O43172","Q9BTD8"
46627,"P34931","Q9Y230"
46748,"A0A024R475","P98179"
46750,"A0A024RB77","P98179"
46751,"A0A090N7U0","P98179"
46753,"P98179","Q86VP6"
46775,"P52815","P98179"
46779,"P68104","P98179"
46785,"P13612","P98179"
46813,"P04637","P98179"
46847,"Q8N653","Q9C035"
46863,"Q6NYC1","Q9NP64"
46924,"O00116","O75381"
46926,"O75381","Q8NBU5"
46927,"Q6NYC1","Q9NVM9"
46928,"A5YKK6","O75381"
46930,"O75381","Q8WVX9"
46932,"E7EWE5","O75381"
46933,"A0A024R068","O75381"
46934,"O75381","P56589"
46935,"O75381","P78371"
46936,"O75381","P48643"
46937,"O75381","P40227"
46938,"O75381","P50570"
46939,"O75381","Q14204"
46940,"O75381","Q13409"
46941,"O75381","Q13576"
46942,"O75381","P52732"
46943,"O75381","Q3ZCM7"
46945,"E7EQR6","O75381"
46946,"O75381","Q9BVA1"
46947,"O75381","Q9NRH3"
46948,"O75381","P07437"
46952,"O14975","O75381"
46965,"O75582","Q9NRM6"
46996,"O95831","P05161"
47082,"O75381","P0CG48"
47126,"Q09470","Q9NQC3"
47130,"Q8IYB5","Q9HAW0"
47134,"J3KPF3","Q9HAW0"
47135,"Q7Z497","Q9HAW0"
47290,"O00154","O95379"
47291,"O95379","P00966"
47292,"O95379","Q9NT62"
47320,"P43351","P60709"
47336,"P23258","P60709"
47389,"P0CG47","Q9C035"
47400,"A0A024R224","Q9UNS2"
47433,"Q4G0J3","Q6NYC1"
47566,"Q14204","Q9NP97"
47631,"P12035","Q5SSJ5"
47671,"P63279","Q06265"
47714,"B7Z2P9","O15247"
47721,"P0CG48","P49591"
47772,"O15212","O43172"
47857,"P28749","Q06190"
47962,"P06454","P25786"
47979,"O43815","Q14204"
47996,"O95831","P35228"
48009,"P25786","P35228"
48123,"P55212","Q14139"
48126,"O00487","P25786"
48247,"A0A024R2Q3","P09936"
48251,"O43396","P25786"
48252,"P25786","Q8N5Z5"
48268,"P25786","P61289"
48311,"P25786","Q13620"
48315,"E9KL30","P25786"
48323,"P25786","Q96CW5"
48329,"P15884","P25786"
48330,"P25786","Q5T124"
48376,"P25786","Q13200"
48415,"A0A024RDM4","Q9P015"
48473,"J3QSY4","Q6NYC1"
48685,"P25786","Q9UJV3"
48741,"Q13151","Q99801"
48745,"O00159","Q96EY1"
48747,"O00159","P04637"
48970,"O95831","P00533"
48972,"O00159","P00533"
49255,"A0A024R4E2","Q13151"
49269,"A0A024R4E2","P82650"
49296,"O43172","P83876"
49353,"P28749","Q14209"
49354,"P28749","Q9NY61"
49355,"P28749","Q14188"
49356,"P21675","P28749"
49357,"P28749","P61956"
49358,"E2GIM6","P28749"
49359,"A0A024R2T6","P28749"
49360,"P28749","Q5TKA1"
49468,"P05161","Q86XP3"
49475,"P55854","Q86XP3"
49481,"Q59GL1","Q86XP3"
49485,"A0PJF8","Q86XP3"
49488,"Q86XP3","Q9Y237"
49490,"Q86XP3","Q9BVI0"
49493,"P23352","Q86XP3"
49494,"P07814","Q86XP3"
49511,"P02545","Q86XP3"
49547,"A0A024R3Z2","Q86XP3"
49555,"P23258","Q9H0W5"
49557,"Q13344","Q86XP3"
49566,"O95831","Q9H0W5"
49570,"P05023","Q9H0W5"
49600,"Q14204","Q9H0W5"
49657,"O43541","P51784"
49684,"O00264","Q9H0W5"
49692,"Q99460","Q9H0W5"
49754,"A0A024R4W4","P17542"
49762,"P15976","P17542"
49797,"Q86XP3","Q9Y230"
49798,"Q7L2J0","Q86XP3"
49820,"A0A024R625","Q00005"
49834,"B7ZKQ2","P20160"
49884,"P46821","Q9BXM7"
50028,"Q13501","Q96IZ0"
50034,"P14416","Q96IZ0"
50060,"Q6PI78","Q9NQC3"
50080,"Q504Q3","Q96IZ0"
50189,"P13866","Q96IZ0"
50195,"O15357","P34931"
50201,"Q6NYC1","Q96IZ0"
50202,"A0A024R2U9","Q96IZ0"
50204,"Q96IZ0","Q96TA1"
50205,"Q86VP6","Q96IZ0"
50213,"P21283","Q96IZ0"
50219,"O15357","P05166"
50237,"P82650","Q9H061"
50238,"P34896","Q96IZ0"
50241,"A0A024RB99","Q96IZ0"
50244,"Q96IZ0","Q9UBQ0"
50246,"O60749","Q96IZ0"
50254,"P0C2W1","Q96IZ0"
50290,"E9PJK2","Q96IZ0"
50302,"P48431","P82650"
50334,"O43623","Q99460"
50349,"O00264","Q8NBP7"
50352,"O43172","O43447"
50399,"P61956","P82650"
50503,"P51858","P82650"
50531,"P0CG48","Q96IZ0"
50575,"O00264","P27824"
50588,"P08047","P28749"
50620,"O95379","P41236"
50773,"A0A024R475","Q5SSJ5"
50776,"Q5SSJ5","Q93034"
50792,"A0A024RBH7","Q5SSJ5"
50797,"P62847","Q5SSJ5"
50798,"P18583","Q5SSJ5"
50801,"Q5SSJ5","Q9BVJ6"
50802,"A2RUM7","Q5SSJ5"
50811,"P46087","Q5SSJ5"
50812,"Q5SSJ5","Q96PK6"
50831,"P02545","Q5SSJ5"
50848,"P23258","Q13162"
50852,"Q5SSJ5","Q9BVS4"
50866,"E9PJK2","Q5SSJ5"
50867,"Q5SSJ5","Q99496"
50888,"O95831","P35226"
50982,"P51858","Q5SSJ5"
51066,"Q96GG9","Q9UNS2"
51157,"P34931","P82909"
51270,"O00159","Q9UIG0"
51299,"P06702","Q00005"
51345,"O95486","Q6NYC1"
51358,"P28749","Q6NUQ1"
51513,"P25786","Q16186"
51518,"A0A024R4M0","P23258"
51640,"Q6NYC1","Q9HAZ1"
51702,"Q16186","Q99460"
51765,"O95831","Q9BUV8"
51932,"P25786","Q68D86"
52041,"P08047","Q14527"
52043,"O00159","P08047"
52077,"P08047","P55212"
52137,"A0A024R2T4","Q9UNS2"
52171,"O94826","Q7Z434"
52173,"A0A024RDV3","P55212"
52340,"Q15843","Q9UNS2"
52361,"A0A024R0Z3","O43172"
52373,"A0A024R475","P46821"
52374,"A0A024R730","Q96ER9"
52540,"P46821","Q9C0C7"
52573,"Q6NZ67","Q6PJ06"
52584,"A0A024R5Q7","P08133"
52782,"A8K517","P23258"
52862,"O43172","Q15843"
52863,"A0JLT2","P28360"
52907,"O43172","Q92917"
52932,"P32119","P43351"
53111,"P46821","Q504Q3"
53175,"P08047","P28360"
53255,"O75400","Q6NYC1"
53275,"O95831","P29353"
53339,"P34931","Q99757"
53518,"Q6NYC1","Q9UIA9"
53534,"A0A024R2M7","O95831"
53541,"P28360","Q07687"
53552,"Q14204","Q8WUM0"
53583,"O95831","Q16658"
53645,"O95831","Q504Q3"
53646,"O95831","Q96DB2"
53683,"P09936","Q71U36"
53712,"P23258","Q96L21"
53716,"O95793","O95831"
53739,"O75381","Q71U36"
53750,"P43351","Q71U36"
53835,"P08133","P16104"
53968,"P49810","Q14204"
53983,"A0A024RB77","P28749"
53986,"G3XA84","P17948"
54182,"P98179","Q13620"
54183,"P98179","Q93034"
54184,"P98179","Q13617"
54185,"A0A024R7W9","P98179"
54186,"P98179","Q96GG9"
54222,"P09651","P98179"
54224,"O14818","P98179"
54243,"O00264","O43567"
54267,"P98179","Q00987"
54300,"O43719","Q14204"
54304,"O43541","P36894"
54377,"P98179","Q13111"
54396,"P0CG48","P98179"
54595,"E5KTA6","Q6UXD5"
54618,"Q6NYC1","Q96IZ7"
54848,"P0CG47","P23258"
55006,"F4ZW62","Q8WVM8"
55226,"B2R4R0","P23258"
55779,"A0A024R333","P09936"
55817,"O95831","Q16762"
55882,"P02511","P55212"
55962,"A0A024R145","P36543"
55964,"P17948","P19174"
56071,"P28749","Q08379"
56083,"P28749","Q13627"
56147,"P23258","Q02543"
56323,"P25786","P35998"
56363,"O15111","Q9UNS2"
56727,"P23258","P82930"
56773,"A0A024RBT2","O15033"
56888,"P05023","Q8IXH7"
56909,"O43541","Q96J02"
56917,"P17542","Q01196"
56925,"Q13561","Q99460"
57008,"O95817","O95831"
57010,"Q9NRC8","Q9NSE4"
57057,"P31040","P55809"
57069,"O00159","O00422"
57071,"Q9NSE4","Q9UMR5"
57075,"O43852","Q9NSE4"
57125,"P27348","Q9NSE4"
57138,"Q15843","Q9NSE4"
57140,"A0A024R3Z2","Q9NSE4"
57147,"Q9NSE4","Q9UBD0"
57229,"P55081","Q6NYC1"
57233,"P0CG48","Q9NSE4"
57241,"P05067","P25786"
57487,"A0A024R338","P25786"
57514,"A0A024R880","Q13151"
57528,"A0A024R880","P05023"
57532,"A0A024R880","P13674"
57616,"O43172","O75554"
57694,"A0A087WW00","O15033"
57765,"A0A087WW00","Q9C035"
57873,"O00159","O60264"
57894,"P50991","Q00005"
57916,"O95071","P23258"
57960,"P25786","Q99081"
57965,"P25786","Q9UKT9"
58060,"P23258","Q6FHY4"
58124,"O95379","Q8NBF2"
58199,"Q96IZ0","Q9UNH7"
58200,"O15355","Q96IZ0"
58206,"P42224","Q96IZ0"
58293,"Q00005","Q99832"
58353,"P31040","Q02127"
58384,"Q9BQ24","Q9NQC3"
58499,"O00159","O15205"
58500,"O00159","Q504Q3"
58501,"A8K2I7","O00159"
58586,"G5EA09","O95379"
58664,"P04818","P36543"
58666,"P04818","P18669"
58745,"P25786","Q9Y620"
58799,"P13196","Q8TD31"
58856,"P13196","Q9H788"
58900,"A0A090N7U0","P25786"
58905,"A0A090N7U0","P82251"
58929,"A0A090N7U0","P82650"
58979,"A0A090N7U0","Q5SSJ5"
59085,"P27694","Q14527"
59092,"P27694","Q13151"
59191,"P27694","Q9NQC3"
59230,"A0A090N7U0","Q9UNS2"
59347,"P13196","P61224"
59349,"P13196","P61956"
59400,"P01023","P05023"
59433,"Q96FQ6","Q9NQC3"
59543,"P28360","Q9UNL4"
59653,"O95670","P36543"
59718,"O14503","Q96CS7"
59776,"Q7Z434","Q9Y6K5"
59800,"A0A024R475","Q9UNS2"
59827,"O94817","P46821"
59870,"P68363","Q99460"
59916,"A0A024RDV9","Q14204"
59923,"A0A024RDV9","O95831"
59936,"P23258","P62280"
60017,"P68363","Q9Y4B5"
60048,"P46821","Q9NX47"
60107,"A0A024R8I7","Q9UGH3"
60140,"Q15046","Q6NYC1"
60218,"Q7Z434","Q9NX47"
60266,"P68366","Q99460"
60279,"P23258","P68366"
60328,"P25786","P68371"
60336,"O75381","P68371"
60338,"Q96IZ0","Q9H0W5"
60384,"Q06265","Q13868"
60399,"A0A024R7C5","Q9P015"
60400,"Q9P015","Q9Y3B7"
60404,"P52815","Q9P015"
60414,"Q02218","Q9P015"
60430,"A0A024R3R0","Q9P015"
60439,"Q8WVM8","Q9P015"
60501,"P00352","P35228"
60522,"P55212","Q7L5N1"
60552,"A0A024QZA8","P28749"
60583,"Q13501","Q9C035"
60659,"P13612","Q14204"
60730,"P13612","P31040"
60807,"P13612","Q86XP3"
60846,"O95831","P57075"
60855,"O43172","Q9BUR4"
60864,"Q96CS7","Q9Y6I3"
60917,"A0A024R7G8","P25786"
60925,"O43395","P23258"
60928,"Q9GZP9","Q9NQC3"
60989,"A0A024R475","O00264"
61016,"Q9NQ50","Q9P015"
61073,"B7Z1F5","O00264"
61095,"Q8WVM8","Q9NQ50"
61129,"A4D105","O00264"
61245,"O43172","O43395"
61282,"A0A024R1K7","P23258"
61296,"Q71U36","Q99460"
61453,"Q14689","Q6NYC1"
61470,"Q9H4G0","Q9UNS2"
61476,"Q8TBC4","Q9BWD1"
61515,"Q6NYC1","Q6ZMK1"
61703,"P21281","P36543"
61744,"P39210","Q8WVM8"
61745,"Q8WVM8","Q96EY1"
61746,"P63027","Q8WVM8"
61747,"P61956","Q8WVM8"
61749,"A0A024QZ47","Q8WVM8"
61750,"O95249","Q8WVM8"
61826,"P25786","Q8TAA3"
61832,"Q99460","Q9UNM6"
61917,"P49406","Q9P015"
61961,"P05023","Q13563"
61986,"Q14011","Q96FF1"
62091,"Q09472","Q9UKT8"
62152,"P40925","Q13368"
62203,"O43172","Q9UGL1"
62447,"Q14204","Q9BUV8"
62509,"P46821","Q9NT62"
62512,"P46821","Q8WWW0"
62524,"A0MZ66","P05413"
62541,"Q9NQC3","Q9Y5P4"
62562,"P05067","P36543"
62565,"P36543","Q9NQW7"
62569,"P10768","P40925"
62608,"Q6ZNE5","Q8IYI6"
62701,"A0A024R8W0","Q13151"
62726,"A0A024R8W0","P46821"
62821,"O43439","P17542"
62822,"P11387","P17542"
62824,"A0A024R8Y7","P08133"
62825,"P00492","P08133"
62881,"Q15369","Q9UNS2"
62891,"O60934","P23258"
62980,"Q92466","Q9UNS2"
63001,"P28360","Q04725"
63028,"P09936","Q9HBL8"
63113,"P63167","Q00005"
63134,"A0A024R244","P23258"
63170,"O75489","P03923"
63172,"O75489","O95139"
63178,"O75489","Q99497"
63189,"O00217","O75489"
63193,"O75489","P09001"
63194,"O75489","P49821"
63196,"O75489","Q9Y512"
63197,"J3KPF3","O75489"
63199,"O75489","Q15526"
63262,"O75489","Q13418"
63280,"A0A024R2H1","P17542"
63304,"Q96IZ0","Q9NVV9"
63363,"P09936","P18825"
63372,"P11387","Q00005"
63387,"Q5SSJ5","Q8IY81"
63399,"Q6NYC1","Q8NAV1"
63508,"P05413","P53350"
63563,"P47897","P82650"
63658,"Q6NYC1","Q9P1Y6"
63701,"P28749","Q92769"
63975,"P05413","P0CG48"
64058,"O60885","Q6NYC1"
64074,"P25786","P62195"
64144,"O00268","Q9HBM6"
64154,"B0YJA4","P36543"
64404,"Q96L50","Q9UNS2"
64480,"P08133","P20936"
64542,"Q9H496","Q9NRD1"
64618,"Q9NRD1","Q9UKT8"
64683,"P31040","Q9NRD1"
64695,"O00268","Q9NRD1"
64797,"P51808","Q14204"
64832,"P25786","Q92752"
64856,"P25786","Q53FN0"
64931,"Q9BX70","Q9UNS2"
64953,"O43172","Q15020"
64954,"Q6NYC1","Q7L4I2"
65129,"O95831","P16104"
65151,"Q06265","Q9NPD3"
65162,"O95379","Q9NY33"
65169,"O75436","Q6NYC1"
65295,"O00231","P25786"
65307,"O00231","Q99460"
65346,"P08133","Q93034"
65415,"P49720","Q99460"
65466,"P25786","P49720"
65598,"P17542","Q99081"
65777,"A0A024RBE5","Q6NZ67"
65789,"P27348","Q14204"
65915,"Q7Z434","Q96FW1"
65952,"P46821","Q99497"
65970,"P25786","Q15436"
65988,"P36543","Q96KR1"
66007,"O95831","Q8WV28"
66019,"A0A024R475","O95831"
66046,"P00352","Q9NUX5"
66055,"P00352","Q15843"
66058,"A0A024R3Z2","P00352"
66120,"P17542","Q9Y4A5"
66125,"P08047","P17542"
66134,"P17542","P23769"
66169,"P17542","Q9UPN9"
66174,"P17542","X6REB3"
66175,"B3KWV4","P17542"
66179,"P00352","P0CG48"
66181,"O75365","O95831"
66225,"P15884","P17542"
66285,"Q6NYC1","Q9UH65"
66351,"O95831","Q96HA7"
66428,"A0A024RDM3","Q96C92"
66443,"A0A024RDM3","Q16635"
66453,"E9PJK2","P46821"
66474,"P55212","Q15750"
66576,"P23258","Q71U36"
66585,"B2R4P9","Q96IZ0"
66621,"A0A024R4E2","Q7Z2W4"
66649,"P43034","Q14204"
66758,"P13612","P31948"
66774,"P13612","Q5SSJ5"
66779,"O75489","P13612"
66782,"P13612","P25786"
66885,"Q6P1L8","Q9P015"
66914,"O00264","P31943"
66917,"O00264","Q96BA7"
66921,"O00264","Q14318"
66945,"O00264","P51572"
67029,"A2VCK8","P13196"
67032,"P13196","Q86VL0"
67048,"P13196","Q2YDC4"
67153,"P46821","Q9UQL6"
67162,"P05023","Q9UQL6"
67174,"Q8WVM8","Q93034"
67175,"Q8WVM8","Q93050"
67176,"A0A024R578","Q8WVM8"
67177,"Q02218","Q8WVM8"
67178,"Q6MZF9","Q8WVM8"
67179,"O95793","Q8WVM8"
67180,"A0A024R6C9","Q8WVM8"
67181,"A0A024RDG1","Q8WVM8"
67182,"Q8WVM8","Q9UK85"
67242,"Q5TAQ9","Q9UNS2"
67255,"P25786","P62191"
67282,"P13639","Q13151"
67316,"P62191","Q6NYC1"
67410,"A0A024R2B3","Q9NQC3"
67421,"O75489","Q16795"
67508,"P42677","Q13151"
67655,"P23258","P50991"
67685,"A0A024R921","P25786"
67712,"P36543","Q93050"
67713,"P36543","Q16864"
67716,"P36543","Q8TAD4"
67718,"P55795","Q14011"
67720,"P08174","P36543"
67774,"Q13596","Q9NQC3"
67870,"F5GXF0","Q9NQC3"
67902,"P13196","Q00535"
68070,"B3KWV4","P55212"
68309,"A0A090N7U0","Q14011"
68345,"A0A090N7U0","Q13151"
68355,"A0A090N7U0","O95831"
68383,"Q59EK9","Q9P015"
68410,"P11387","P28749"
68508,"P05023","Q9BXB1"
68641,"O00159","P27694"
68730,"O00264","P27694"
68816,"Q7Z434","Q96J02"
68859,"A0A024R001","O75489"
68987,"A0A024R475","O75489"
69003,"O75251","O75489"
69004,"A0A024R745","O75489"
69010,"A4D1U3","O75489"
69015,"O75489","P31040"
69016,"Q6NZ67","Q96SN8"
69035,"O75489","P19320"
69144,"O95831","Q9NRD1"
69189,"P23258","Q9NRD1"
69241,"Q9NRD1","Q9UNS2"
69382,"P25786","Q9NRD1"
69430,"P05023","Q9NRD1"
69536,"Q92752","Q96HA8"
69685,"P13612","Q13151"
69767,"O75937","P17096"
69784,"P62263","Q5SSJ5"
69817,"A0A024R475","Q06265"
69875,"O75381","Q9BUF5"
69897,"B2R4R9","Q99460"
69959,"Q13151","Q8IXM3"
69997,"A0A024RDB4","Q13151"
70148,"O14745","P40925"
70415,"O14737","P23258"
70467,"Q2TLE4","Q9UNS2"
70468,"P05023","Q9BWJ1"
70628,"A0A024R475","Q14204"
70639,"H6UYS5","Q14204"
70647,"Q13344","Q14204"
70654,"A0A024R542","Q14204"
70655,"O15355","P25786"
70663,"O15205","Q14204"
70676,"Q02952","Q14204"
70677,"Q14204","Q60FE5"
70678,"Q14204","Q8WUY3"
70679,"Q14204","Q9UBQ5"
70683,"O15355","Q6NYC1"
70684,"P62847","Q14204"
70707,"Q14204","Q99496"
70708,"P35226","Q14204"
70718,"A0A024RDV8","Q14204"
70719,"P22392","Q14204"
70722,"Q14203","Q14204"
70733,"Q14204","Q29RX4"
70742,"P42285","Q00005"
70746,"C4P096","Q14204"
70763,"P05060","Q16635"
70768,"O60260","O75489"
70941,"O75381","P68366"
70978,"P55212","Q14790"
71017,"B2R6F3","Q13151"
71044,"B2R6F3","O00264"
71144,"O43172","Q7L2J0"
71149,"Q13151","Q7L2J0"
71262,"A0A024R9W5","O75489"
71296,"P17948","P98077"
71311,"O75489","P00533"
71684,"Q9NYK5","Q9P015"
71696,"Q53S58","Q9P015"
71704,"A0A024R6C9","Q9P015"
71708,"Q14318","Q9P015"
71710,"Q7KZN9","Q9P015"
71900,"A0A024R294","Q00005"
71986,"P25786","Q3T906"
71993,"O95273","Q9P015"
72081,"P46934","Q9UGH3"
72124,"P61201","Q9UNS2"
72147,"O95831","Q93034"
72211,"P0CG48","Q6NZ67"
72327,"P0CG48","P57060"
72387,"A0A024R2U9","Q6NYC1"
72395,"B4DT49","P08133"
72405,"P08133","P40692"
72632,"P28749","P62318"
72683,"O14561","P0CG48"
72734,"P0CG48","Q6ZNE5"
72832,"P25786","Q8IWZ5"
72902,"O95816","Q00005"
72922,"P13196","P40337"
72936,"P0CG48","Q8N4N3"
72965,"P14923","Q9NSE4"
73001,"P05067","Q9NSE4"
73008,"P11586","Q9NSE4"
73013,"P49411","Q9NSE4"
73014,"F4ZW62","Q9NSE4"
73018,"B4DF66","Q9NSE4"
73020,"A0A024RC42","Q9NSE4"
73035,"A0A024RD80","Q9NSE4"
73037,"P07900","Q9NSE4"
73092,"P0CG48","Q9BRR3"
73104,"P61956","Q9NSE4"
73111,"P55854","Q9NSE4"
73140,"P0CG48","Q9HAW0"
73152,"P0CG48","P15907"
73199,"O14796","Q9UIB8"
73223,"P0CG48","Q96G21"
73240,"O95831","Q15773"
73260,"O15033","O43464"
73327,"O43172","O43660"
73344,"P31040","Q5VT66"
73355,"Q5VT66","Q9P015"
73357,"Q03468","Q9UNS2"
73369,"A2RUS0","P09936"
73374,"P07900","P09936"
73378,"A0A024RB77","P09936"
73383,"P31948","P55017"
73389,"P05067","P31948"
73390,"P31948","P78318"
73394,"A0A024R0A8","P31948"
73401,"P25786","P28066"
73403,"P16949","P31948"
73405,"P09936","Q9BYV2"
73413,"P09936","Q9Y4E8"
73428,"P17980","P31948"
73437,"P31948","Q15BH2"
73459,"O75368","P25786"
