,GSM503950_C_1074p_SNc.CEL,GSM503951_C_1271p_SNc.CEL,GSM503952_C_2829_SNc.CEL,GSM503953_C_3132p_SNc.CEL,GSM503954_C_3397_SNc.CEL,GSM503955_C_3543_SNc.CEL,GSM503956_C_3603_SNc.CEL,GSM503957_C_5220_SNc.CEL,GSM503958_PD_1364_SNc.CEL,GSM503959_PD_1401_SNc.CEL,GSM503960_PD_1647_SNc.CEL,GSM503961_PD_2515p_SNc.CEL,GSM503962_PD_2525_SNc.CEL,GSM503963_PD_3769p_SNc.CEL,GSM503964_PD_3790p_SNc.CEL,GSM503965_PD_3803p_SNc.CEL,GSM503966_PD_5138_SNc.CEL,GSM503967_PD_5476_SNc.CEL
ING3,20.8464568352308,32.469188209926,17.3084968399455,20.4065261198152,15.2908339452539,7.20702133669925,12.0805018557408,9.42735195868374,6.57691009585561,8.78865443920693,4.43563558246719,7.19102717680358,3.56466392489676,5.30183082773322,11.5245883111921,11.1291908095454,7.38143760110497,6.7789359100086
PSMF1,25.9961288974118,24.7651109639285,11.3800068118885,23.2710541533408,7.8593258213559,9.70846184742712,3.81891295923897,12.7284341493215,4.69521553343337,3.17546640137046,5.20337273985448,7.8571611282597,3.84457853909271,4.1585963204579,4.36151124112338,10.1463106212783,4.4874374567534,4.33243829753996
NR2F1 ,5.24424753593481,6.50881769153925,3.51086426798261,8.94903385161273,6.3720515105671,6.7040928099092,9.54112120736438,8.5168138523328,14.8060591980315,7.21660303939324,10.5783867036729,12.7983903790991,11.6336522351765,18.1508013107028,13.7226811209314,16.7171508278029,10.0191669005831,10.782022537145
WDR45,37.4537610027156,43.1139482431131,37.112581357429,25.5338920847382,6.16398831333373,15.8334481683794,10.0179067712222,12.2860103916384,5.17654171972712,6.98531421927589,9.5996037042257,10.9813030515093,6.38682102547526,5.32580676014863,4.83709867013851,8.86941535950745,11.3068339436458,7.09491238691911
ACOX2,3.60292700193256,4.20361475011969,3.26609598332644,6.31568461908958,3.59122976678452,3.64380625616848,3.98752984439769,3.47912639781886,5.30200539746344,9.4487798264225,9.27258627621674,5.45331625607048,7.15604781231635,7.27343766349029,6.10064146741205,5.388563151865,6.85995501835203,4.88485887688106
DEFB1,4.56173388824041,4.96964012059131,5.09511995517341,5.17477391678863,5.51134148680128,5.52284232813018,8.1733896333349,4.39352883736616,9.45255829060585,11.1435751042986,9.87560105900964,13.3842275436163,7.99067005274224,8.18574539739565,6.85376937198683,6.34839765814353,7.03728996738857,11.2859507723199
SAP130,12.9812794042782,12.5926843904661,8.00323510851832,13.512835548431,6.65312169119151,8.70144016966501,4.46770010775828,7.70260699077877,3.63329383795725,5.03233217699089,4.72371668806272,5.95788693538816,5.68035659612115,5.03233217699089,4.61386286257415,3.95172087372055,3.81295583833756,6.35712671789609
USP8,39.2705616211489,45.8196854707238,26.1598197081907,24.2754591466287,36.8749100333829,28.8489533572804,33.453645051425,36.0851528437164,15.3921261614702,11.7023253562859,18.65797058302,12.2141299866692,17.9777259077118,8.50157199420381,6.19523754922522,15.4379685049374,26.6267591093071,37.822325817618
GLRB,20.1252949308933,18.5173294710288,18.5359798794446,31.957683551621,14.8129985944251,4.15867882233267,2.73046682213259,12.9395762673399,12.9529874637703,4.16323807496704,2.51426165080136,2.65892616638474,4.23894717069957,2.15341998975039,3.25522929111751,2.78119912505794,3.83578074982027,4.1837762553026
ZBED8,13.5656182186425,12.6563460430623,10.1014835105498,26.9889337865016,7.06702458789644,33.3636592634146,15.8664430076717,52.968858378911,5.93862174549216,12.366608182498,5.44286888584136,6.7747749609398,6.93508991764427,4.97633775357359,4.2887664226085,8.29568356029959,9.71297345109713,8.7003893631156
MCTS1,43.6685133402507,72.357571094257,18.220353756266,32.1980706928019,9.70872362256306,11.5290201708172,3.52791018074925,25.1751353803516,6.03945738393527,11.0806860590567,4.65763044560162,3.75252692044956,5.54756236894991,3.16742091959881,4.75658030574186,4.38347747364879,4.4663634988502,12.6304552335088
MIR21 ,70.2193851081823,65.1510973474484,8.17348418156842,57.2546127918759,17.6747913548956,21.4669047312856,14.5677233254203,44.4697743122124,7.92430218869116,7.18283669402168,5.32771545909604,9.64855790501205,18.4096666629687,6.44684190451171,4.22719352267864,19.6509237450013,11.0320638908586,13.3764186779667
