,GSM503950_C_1074p_SNc.CEL,GSM503951_C_1271p_SNc.CEL,GSM503952_C_2829_SNc.CEL,GSM503953_C_3132p_SNc.CEL,GSM503954_C_3397_SNc.CEL,GSM503955_C_3543_SNc.CEL,GSM503956_C_3603_SNc.CEL,GSM503957_C_5220_SNc.CEL,GSM503958_PD_1364_SNc.CEL,GSM503959_PD_1401_SNc.CEL,GSM503960_PD_1647_SNc.CEL,GSM503961_PD_2515p_SNc.CEL,GSM503962_PD_2525_SNc.CEL,GSM503963_PD_3769p_SNc.CEL,GSM503964_PD_3790p_SNc.CEL,GSM503965_PD_3803p_SNc.CEL,GSM503966_PD_5138_SNc.CEL,GSM503967_PD_5476_SNc.CEL
GCFC2,15.3485415002773,10.1157087388561,12.533623795493,6.99583858154839,8.36280194074764,5.48819606429053,4.58364710378278,6.70180555723176,3.51761731857383,4.1585963204579,4.96366879291326,4.61175531215238,3.91996658073315,3.73796259592179,4.84134159087628,8.32941619041353,3.70559256070048,5.58147500624795
ADORA2A ,3.06662125704717,4.28322523844053,5.57319723023005,4.1350318822802,3.52053655852502,2.89502418643936,5.16689744753632,5.80957350963503,4.19355359225802,8.7412695869574,8.01441840168162,5.98303784374889,7.5502304301159,10.4052378541837,6.08994883081579,6.27902500734435,8.07490455897198,5.22559369570719
MIA3,29.3762866843044,27.4521906369873,8.97247161500034,18.0699568734006,5.14552009055778,9.42489541869416,3.12918075123413,9.43051143296096,5.59745500916073,5.55043300764748,5.65957450315289,3.3317455945021,2.85323237683948,3.01213452223309,2.68873833770865,5.36505159052789,5.8120694571243,6.36743900989629
MTERF3,22.3404942655304,43.0714547700831,13.8306156690002,17.0511450202222,12.0727844678723,18.5970452752793,5.94023966175124,49.6919012126079,7.52852564008082,3.3806520067663,8.08115727435993,7.24139595742844,3.8962525724506,4.08089200210297,3.40226936254628,4.31929964041991,10.7873889298157,33.3201532827233
COPS5,65.3792020002207,85.2123048656798,11.2566980553447,58.4876628396378,9.2675855159979,23.9690179076856,13.4518024507217,60.9578362732738,8.77077880134887,5.81131624842992,9.74509070006958,9.93450999034097,6.17279469392102,9.00740594955194,7.28285763982225,8.48596158943085,15.067629475698,39.0187664450168
CAPZA2,84.0939001136145,98.4026340457565,44.4549624382131,79.3604090518541,30.5705976439656,16.2943049559318,20.5517687547984,47.9205398306477,15.4537134022265,12.7599353455457,11.965426055628,17.3163507957305,8.09539888803377,4.00358373970651,11.730919870168,37.3210461256324,31.570138394013,38.7651720735417
OSBPL9,70.3260096817294,70.5454304009227,17.2794086911914,30.8989068904759,12.7318526578333,23.4391042562059,11.3370194367998,38.2635200698703,12.5712930259827,7.44036879993694,7.3840398554938,19.193577802531,11.7719761247908,7.43103376798966,5.42679990796078,12.9323129487333,14.2854096777827,24.6414423066632
SETX,34.5973050103056,26.3569169331977,6.22837860315084,31.090982457594,13.292810486538,7.85766771326811,5.04987932513087,16.5269613895374,11.0432785828503,5.36791941299384,7.25003463146012,5.98475237936255,5.84525390637246,6.82220752390236,5.30251390913927,4.45610806810534,5.0357543584029,6.31266176805665
MPP3,3.86134660115857,4.49243616565927,14.4637771447985,42.9847416337368,19.2798839787972,15.1963462792635,9.10381179120145,19.3905470511575,4.11005168126916,7.02202707968594,7.69912640393595,5.17216702016698,6.64232269222679,3.74986066360357,4.91512690128325,3.28226519416782,6.46901025624923,3.81486364319032
PQLC2,4.54996753417749,7.09868321161522,4.84154036307289,5.14434419223098,5.10487767268543,4.2218508779835,4.5071883874136,4.33006026258083,8.57088222192873,7.81975911467498,10.747956740173,11.4010800832491,6.87001688989921,22.441571392693,15.4692705324049,8.16295525126946,5.03449582737687,4.9223677596575
ESR1,6.36177694854697,6.88716442379307,4.11547754656046,8.9219691675066,5.1775512540206,8.8654883443829,7.7954190796993,5.77844036712295,13.4132844569886,5.60285636024017,16.5861829613662,24.3659268656085,12.145137226406,42.9272602610464,35.7821172126801,13.2888403670367,9.17650868650986,7.4537568118754
DNAJA2,95.3178830199949,86.4856945032032,41.099273298128,54.3317198955227,19.3551159100644,14.6962314819138,25.6603319837839,15.4335251596639,12.7060561886213,11.0916255878054,11.550603817184,16.3366196420011,22.1509866720048,7.10853689429629,10.8639350959464,19.69204451539,22.1568669621879,18.689797469179
SLC25A40,15.4315157644932,14.2372719150127,4.09181978959726,6.79165539460869,10.7461363373419,4.06665281863654,7.54299455639649,2.6902020608567,3.46065692945854,3.77634304001222,4.37052429990929,4.50517752153929,2.09388658272984,3.40373413870243,2.95605663376293,4.43218615115768,2.49815256754868,2.72203250958189
CAPRIN1,59.996049198344,52.7732477551051,16.8019527402551,29.0006768074905,16.9111257952404,22.6596579638087,21.5485843241164,42.6188479295737,5.04942646381903,15.3788893170125,11.0448257994461,7.80889904120837,3.32829404175699,7.14786522669442,6.71480094368936,27.725788200816,21.943386013663,31.5899839687555
CDC123,33.2913029856668,54.2247215400282,10.9301472542274,29.0537119260742,6.47776329492684,11.3589566867993,11.8833660686083,24.6941150407902,6.27834438037484,6.80269976271052,12.5123262510733,12.7204182897403,4.38576429279705,4.59388309555646,9.65241004127969,9.14078778176396,7.67884372419603,8.7307299681917
RAB33A,25.6976668820893,48.0048429956662,10.2377758501848,43.9733987721968,4.91066290822052,8.28881465016736,4.94956216150879,26.0987309491137,6.97217255233025,6.10363726546487,5.98320306134166,10.9851294742024,3.61415434098958,4.55005950761157,4.0907738614958,5.70245505684199,4.62663846863578,5.81131624842992
FASTKD1,55.613270338684,46.7117033584539,49.4206443546556,33.5105492115331,32.878156496673,25.3577468058244,23.6175356288273,64.6585421693518,22.5056259295089,17.4917922043079,15.735607556498,13.6671733636899,4.74824353984117,16.5314514063878,12.6315498754021,22.7995026974299,37.5528142116095,38.4501076791909
ZAP70,5.33849668846003,4.28856613471379,6.46941843546873,5.05897576308225,2.99135843637161,5.75550840405313,3.23506550079785,4.58739400118315,6.75158756298489,5.2937000336956,11.0625124728714,10.7432324431274,8.16462449225764,20.2165574502694,13.5045554796071,5.75550840405313,7.0569074069353,5.3639978974485
PRPF4B,10.7505869572677,11.388624173951,9.90267884503192,4.06656671730129,6.25579564547739,4.74712452710279,4.67120669646603,3.37631123093094,3.79615084383625,6.9648567841974,2.80478547610904,2.36596374914812,5.15349698182668,2.75910559917513,2.55677179550365,2.60353357125789,2.5251039887156,2.46080746847428
CCSER2,128.589470984825,149.876834832145,66.7193928916777,158.07745376851,28.6249083521275,136.619553935271,92.2881325805559,182.169150893155,6.6983126976968,32.2246269182786,51.9484099075793,9.68829928987386,22.2592199069837,5.56770642021662,3.37654861609239,44.4326936095163,101.724734258389,140.818174923015
SLC1A1,34.4098292657553,33.3717352743112,6.20531932889403,19.3599877738884,4.60840707865908,17.2109623967758,6.16801196022438,20.6338653292762,5.52502769676132,4.08369203581602,4.33995337070083,4.46918960680888,3.69499996791299,3.52662501127345,3.08802943111877,9.02523176782178,11.0820427329517,9.87946874581855
NPHS1,3.2665058262348,2.42025843424369,3.0646397437869,3.65092716755466,3.81218215379833,3.40974696872498,3.73051511101005,2.8414089457694,6.01348688313091,12.6369791254583,6.87456829004092,5.56325305229442,6.05473356576694,5.5855863144516,4.91760526523214,3.86125427686256,3.65084619538017,3.56662804153396
DDX18,18.9635350832499,20.2917425626094,9.64114505270055,5.4880605352603,53.758433945799,14.5435614680223,7.07764871035751,17.2608613123593,5.24769789763895,6.84760608056387,4.62881549550956,4.81469812326816,8.49991613924519,3.66800919194933,4.13111328543009,4.70138527708704,10.6402921513277,12.5286112728962
IFIT1,46.6663965349436,35.7477041798256,13.8394960427925,89.1246467790669,6.54571158875956,10.2757791838445,2.86664694948993,34.4605273198787,2.65082059900439,16.6599335483574,3.95491058926644,10.8943011426219,2.26075749383026,2.53758494623056,3.7191546479826,8.54592775587882,3.88935218737951,4.7072963318416
TBC1D22A,16.8053723910858,13.2391232530091,25.1595130623329,9.71852040006739,14.3938632920334,10.1815453433997,6.16709748194733,10.9842577986777,4.68163900183281,20.2762833886565,8.34235208852931,4.97533896899917,4.89118714178993,4.71605883769021,3.94446463556983,7.65237807771336,4.06498054476365,4.68455648773186
FAM3C,116.697017864178,154.612178668826,19.370742896656,283.859887560267,53.3555968010637,55.6127475174539,45.7740283050722,56.6902217517772,14.6061757866953,49.8073142657254,30.0213276304098,30.7461550243004,5.21221270562147,5.98616187032343,6.68877388449135,31.1623660382667,43.1368641216949,48.5226652210893
POLR3F,40.9477168124325,63.4609823064358,19.358249411683,43.0467578799772,14.242587649124,14.8449718744166,11.5873462171404,27.0905614768552,9.14669371663376,15.945751840762,10.2791278815795,9.93627830220737,5.65310891004326,17.4055748924589,9.47466068504815,10.8131467886774,14.0351557632504,18.8692981899824
MCF2,47.5933601805,81.0579731239077,59.2535200230964,47.0529570533899,15.7977034373371,22.599691242841,83.8733545461536,8.08426449935235,15.9539777411973,21.6430230765022,16.3222424810749,5.9738728905722,36.5823164043112,3.16402593282592,8.21974465750775,8.08810498677269,14.749704784564,9.44713140351048
FBXL5,40.5495906786421,16.135367705354,25.5459435100511,27.0524693397531,8.79744286024627,47.312866952859,49.9641516817305,33.4324732369018,4.94828079332046,6.32877040530615,26.0680923744829,10.0264452429073,5.56562137082084,10.1455974483172,5.75547572463658,6.4447317307279,17.9023436114849,36.4458423151561
KRT15,6.5695977245251,6.92091883265529,4.99785746594957,5.94937186685058,4.44874038258537,4.96894596984087,6.20309697872823,4.42013270282567,9.38813139911504,6.8680193631386,10.5906687377394,11.1596550368232,25.6276307386667,23.3619404783355,14.0974213698597,10.3813087452225,5.10356555145769,5.91928839890979
FAM13B,51.3489107899485,48.9875104774375,17.3084968399455,76.158337043545,19.618010778902,32.0132391071766,19.8288785072398,55.8184089623073,25.3096415132723,10.284918641593,16.0147182647494,10.4473179170682,4.30570737878789,2.61053112358967,11.9597591051417,20.2149935875228,22.4883302713504,29.4250506833202
AK6 ,79.2268399436848,117.437583067499,16.0101391214317,53.409159349913,10.0459425284466,10.2499750239223,7.34164177160111,45.394185093967,13.4193246692379,7.63952780664593,7.98125494221821,13.1389987661078,3.74921539404449,5.21687936564419,5.88567699901394,14.6450438813415,8.73995633823144,10.8564497628661
KANSL2,26.0797492841404,12.2704527764654,18.5295719542614,12.617733655095,24.2937685498544,25.8312060493867,9.21570154425078,43.2669985095455,14.0410840806413,11.8218082197096,11.435269684432,9.10210953801685,4.83639937790389,5.83869084887375,4.64891580639457,15.5033757647725,9.72870541227358,12.3205381955219
CDC5L,60.5880887114067,49.1950245934783,11.6308312980042,57.9674813005516,8.4348152865826,33.6764151356003,18.8400741927844,42.5732146699908,4.58881051290638,8.44662078355254,11.2330683002394,13.2327658306803,5.02632255079925,9.25887088746919,8.98607903974706,11.8580274588371,19.1460740264409,31.8151291889261
MIR4680 ,10.7327588591083,7.74445424986674,4.02684886393095,3.50871465085867,7.62056425910494,7.25534927061841,7.75379712656682,3.44462055624139,3.16742091959881,3.48895836868171,3.06474121178381,2.57967018973063,4.42637288545737,2.57705286846219,3.95746379089141,2.84970364497994,4.7464716407803,4.2567533780691
ALOX15B,3.46146491632807,2.91468727606818,4.58822866864904,5.12966881640115,4.84115733528039,4.10223103941093,4.2104929199605,3.58324235241383,6.19788257513003,5.09088387140176,7.20158953014109,5.46502867088267,9.80928241816444,8.37987213044123,12.487203561894,4.82898018315031,4.66272755167392,5.72863959586415
HSPA14,32.3918309608593,36.5315524885066,7.32620910206581,37.1581350266583,7.56724052952873,23.3862811991381,12.8311273972975,32.2853716965344,8.32096475185038,4.17814520278698,4.43563558246719,8.32571228218394,5.97966426040524,14.8118297223994,5.97972453422294,7.52453617731256,11.7364176508788,18.7986702688923
DNAJB14,36.1265828001528,30.572757657836,4.98964117221266,17.5713993438759,28.6278251528682,14.2228945022043,35.0788059539629,22.0557990363918,5.22101763604225,4.12521199099062,13.6912828110314,7.21958446995427,3.76420293901615,2.98610308620757,3.19707768815853,12.2396489395992,23.8852714483562,14.5884827037506
SEC16A,27.0092324936741,30.7737817885195,6.52509141564969,23.5213372255218,5.91792944546701,11.097555606084,8.55863487668961,19.9890383036151,5.32469742731981,8.11171914046774,5.16806920675834,8.49913861943573,5.77773683632289,4.04223540341578,4.12202873392545,7.00083642014018,10.5366340538686,8.42861111504036
MIR6125 ,85.4688521432351,84.5379903880305,16.0460447758168,75.2772765131951,22.3093422347744,25.1245009826866,44.7551702368234,43.6187898886798,18.911877758023,27.2031460866892,19.584501113693,20.057801623311,16.5036370175937,10.8621949041322,10.7546113322322,14.2030852133974,24.2656824477236,38.7116825467275
WDR11,24.7133167450573,30.6309030924529,5.4785374535062,30.5499852952869,7.87736708704456,14.0307302724192,10.2669965913443,34.4820242725577,5.33742095610823,7.9545055462701,6.04494038764782,6.25672095676287,4.54190328111364,2.57705286846219,2.87896711171969,11.0041649364847,13.3073541099675,11.8782212045641
IGHG1,3.63932021458286,2.98493136612911,2.38927373193043,2.83826757346273,4.48612406170497,3.18976886152568,2.73664233204052,2.76069954619487,6.90915827709479,6.04847278470989,5.12888113950074,5.00754772005704,3.4325508206898,6.76102880356215,4.91512690128325,4.96536667881279,3.17921731858574,3.66729469509865
SECISBP2L,57.9636780345872,87.7528444760944,54.2436531498369,36.2053087966569,6.8678348366626,68.1150430866466,64.8896429106996,155.345115812873,17.4947060278136,7.66593796549681,20.3133727152549,38.7645706448306,15.6198198630777,9.58794507056173,15.6181334144073,34.5928653356434,24.2033994523992,13.09920415854
TSN,102.06461726328,138.069562762699,51.21894571768,50.1109728469847,32.4374101033208,65.555275711986,30.9294212449976,99.2944638183156,20.5142682689922,7.7541144677764,23.4493835668266,26.4307009924646,11.2970718593254,11.943172561712,25.9885406394703,36.7838295349191,66.4871330174517,64.2917461337384
MRPL48,57.3918080391545,91.7445100216156,17.4583214056713,71.3427125430502,7.47167823745329,26.185774215065,10.7590335747889,83.6629940280911,11.2992399276725,11.7845386772613,7.19107481738784,11.5628872292887,6.42280585241175,7.62929996998978,11.0913296374265,20.9997788463837,13.2843231616991,17.6703937596641
PFAS,14.2531012043814,12.1624160454106,8.34882391649719,15.2663454808724,7.17255775534952,6.74936939292281,9.00574632354065,29.047811955778,5.97946887604224,5.47136298509885,5.82328113242577,5.40723014124151,8.30373938071626,4.04652377294929,8.13682270235847,6.8642377177213,6.88509334611882,7.07182979799256
SEC63,47.8647644745704,44.8754647736571,11.2566980553447,45.3292359040277,24.6481056200806,47.3358345048248,18.9933828283003,127.161652017115,7.04459770147463,6.25958817077474,8.45740638177281,8.41306405922615,4.28942120171115,3.96298829111021,6.9569819867542,8.3744256064132,53.4163697101589,63.6192571144383
FKSG49,88.7210699875278,90.7410314320301,294.768790482699,107.275046469998,543.028415784323,223.96691105325,407.825289947979,180.289642732591,498.280928653512,487.909582370512,528.996502163828,345.647323594992,603.339506044743,532.756436991033,476.943646210518,237.700685577394,400.334987630359,339.534500870915
FMR1,29.3762866843043,23.2917700907431,24.5852947553194,29.3780531269795,35.4232103395874,37.8608565603663,41.1500946399473,81.7125837132254,5.35768427669742,10.683017809066,11.6893375758588,11.0490522579383,14.527539811784,3.83349129586582,7.53738760222685,11.7067057788902,34.349473997875,71.1682448218743
TMEM242,26.7976116054233,29.616068009523,7.24968077819774,27.3895130848881,21.9045023891505,30.5163297212242,15.7027754100914,52.1507579601581,4.08957364208723,3.94145334806793,19.7753632301876,7.72427591157314,8.11175131403849,4.96268697814203,3.83346226913664,7.3349729287011,31.3599553411968,18.8688985646563
GRTP1,3.5669004626217,4.12326794815086,8.32232272798041,5.19583898282888,2.95688015849197,4.6549555079446,5.02082692975572,3.40102672471059,12.2031173982572,8.06754451785448,5.84094007798509,10.3891427546498,13.2848582119172,13.2568850142009,11.1557724101779,6.18686729617919,3.64630208760561,6.14321137817536
PSMC2,7.98603793524474,5.3218505227682,7.63597735479252,7.71547780615297,27.8000638187957,5.58053000389582,3.95303176515114,21.6557560118812,2.8071370184198,7.03397871714526,3.59005018691851,3.2503620836567,6.40953100810755,2.6902067608249,2.01547705884159,4.20480616050913,3.48611499916153,5.26337679956719
TP53BP1,60.6874309535594,24.8382786579852,27.5636824809417,37.9580948307742,10.1338742792358,32.2774944581395,16.5872859439311,44.0560197684231,33.7733380894155,7.30904391313236,18.9342050677697,6.25939411451104,3.80065270452421,6.00522036753468,3.42201060024832,7.05126635632887,15.0906000717617,28.8622721011379
SYF2,28.0026200029334,30.7737817885195,25.720796492435,31.6026178961616,36.5083660618709,24.8096463255741,22.7176964680153,45.6363396499648,11.9729683898257,15.8849037660688,16.5258377770559,17.2720575056418,17.8609244677546,19.184290711309,15.4878319157504,26.899533061993,24.1299886289452,29.5039492204058
ADAM19,6.59995854128549,7.12921757683657,9.89788816819674,7.31343134254468,8.11940518236489,7.29881003681573,8.15682272923479,6.46373386753824,12.2926554894155,9.94893972019401,11.0457143127454,11.4481706468777,15.938468147234,19.0379523663055,13.5719053830805,9.52680658381995,7.96980299541252,9.0720255738337
BRCA1,2.95040992253087,3.87694234216672,2.83744344088561,3.5230091821583,3.19815334792005,4.50012657995249,3.38317125764538,3.73840604770363,8.46228721146142,3.90099420262204,4.75012490628268,8.09060321448242,6.10617507293642,11.7749336301778,10.558964525432,5.73333135139631,3.64459575787802,3.66799614430313
DEFB4A ,2.67165700736808,3.14134025538092,3.52267297903796,3.36000817176191,3.12996166700628,4.72431311466262,3.57490569047697,4.68536403859906,5.69339841789585,8.76850881420888,5.16806920675834,3.5162992083823,3.32811407588474,9.3473806213742,7.18761277943746,6.55264566681759,5.28667642148207,6.89890010483006
ALG5,45.9058702053334,42.3081539590419,20.1881775908373,24.9895597656341,18.644425178,38.4523910717992,9.0720255738337,48.0200112753705,20.9561153484198,21.2350985180717,13.0335503109698,11.7937021100572,7.62728859926981,10.1532681941432,6.55320751764309,10.9678973800396,15.4308021423022,19.3497590041023
ARPP19,114.586452613246,134.845799209711,28.6313917297597,115.331590748767,59.0271555744764,78.928007220563,45.2054467414665,140.546794748363,25.5182920310934,34.9901113273573,25.6116879865569,19.6417120833599,18.4543037515304,10.2583802776378,7.71838136061473,59.7537792891904,50.8913175036439,112.287240097777
CAND1,144.694153438625,88.0335287415138,10.2279927459288,85.2454369552229,83.9139414613824,38.6194609433918,38.4654469617938,64.6850034450575,14.8370356808988,7.674717370674,12.9798124886805,16.3097937239611,8.27087065582945,9.58794507056172,5.32629004809804,10.6665492661123,66.0775560246222,93.8255542126864
LOC101928625 ,11.7665528912933,21.1607984307973,20.5649761477098,14.9863754240677,5.70597179806442,6.64595463307221,4.07993746349314,4.3320165190928,6.19788257513003,4.86442698835439,3.58427115279374,4.21299628685136,4.85149884500616,2.9765343664966,4.14529495355931,4.545005983553,6.09839070770896,3.20407675328394
WDYHV1,32.3452538411142,21.4991695140689,10.0981146637556,10.9785220019828,10.6675998436813,14.5663441400899,5.15824221054865,15.9017917619166,10.5382298449261,7.78580315702941,7.24240451664835,6.75950603398538,5.06815704586192,5.3744039713185,7.74957906197582,4.49025930729673,8.49648646449484,7.62610765701742
FANCL,100.324695018929,86.5289978104527,35.3193128799321,159.455728735494,26.5998866616646,126.627460832623,42.133754705023,237.376874268417,6.57224127182524,31.8643416984322,18.65797058302,8.01752772843751,4.81466387588909,5.34050784258115,5.77483788794562,35.8054321289783,81.2662221672114,154.802338958481
METTL18,39.021586810413,40.3824179950906,16.4310383845462,35.4636957940838,11.0367194853053,12.3160080942954,13.2249366231872,25.362126921259,7.15347309073124,15.8930268641243,6.56129130265166,18.2008966466458,9.13389516237536,9.0720255738337,9.62301810191353,10.1150036383141,11.9001485588156,14.473943933471
PICALM,8.82355130168589,11.0158815664096,18.2798333096666,5.30733470834125,20.6800382537432,21.8969681435055,59.0068602446019,51.4132247660854,13.8934071338808,14.9057329005024,2.48697483034011,3.4171124154339,6.36505896144767,2.63145434304769,2.97977159938398,3.00962631786498,12.4316480063385,11.6265574147763
CDC37P1 ,5.52456087338864,7.65503766205259,3.52437483905058,9.64855790501205,3.32385764148268,8.39255124743321,5.20408945860177,3.36571513462471,17.4194840095212,3.67351004462085,12.9673055583475,16.7575851750047,13.2407982907617,32.7224101355498,21.3001286236003,12.9612716024149,7.62454028497823,6.74811701444428
DDX10,59.2614347025592,44.4971133891227,7.37989798430009,23.2060687433631,16.4768594585079,5.29930940204952,5.80660999829833,7.08766757875829,5.46048005800164,8.32436689040837,5.38538601191423,5.16133639729147,5.86603520968079,5.07101014697466,4.16773608216898,5.97762941287021,5.25341840459007,4.54412964878395
FOXP3,7.48352673760389,9.4477086070884,4.4551349617767,9.59634765770141,7.89850071897531,13.6758673419822,14.3797971502268,7.076161390132,23.7619574592562,8.64602468202399,18.5273521479948,23.37368408419,15.2350617424503,60.2005798603974,46.2713363661685,22.031113712415,11.2702661625845,9.59178477368634
FAM49B,2.83826757346273,1.94135809609959,3.21524700471766,4.94470928477995,4.95098419915305,3.51368973532098,4.05158145476291,5.95764658392955,9.53768399799466,16.5152672803759,8.2339444098496,4.51492858684344,17.4573175100647,10.6914471464927,5.36145866347239,5.05489230598134,4.03179027909791,5.6522465104068
SP110,3.49997227456915,3.00372328216287,2.45246448764181,3.4634056926543,4.19848041319348,4.62955084708542,3.96887510772264,3.46965372090616,5.09330780494012,4.69471027637078,7.00880302907427,6.58937324502341,5.32415941528538,8.28778738766033,7.69931321686641,5.1966025152923,3.87651929876827,3.66729469509865
HIF3A,6.55760912002219,5.65844903280786,5.11237960342986,7.62694386767653,6.79037084689819,14.5042387937314,12.6535700138603,4.53365998320282,16.3713492488406,7.28643569145775,14.7447227449551,12.1826453675216,13.4335323684609,49.6253078768038,27.0106441731042,34.2906511023244,10.2124054654235,10.1801694450687
ATXN3,103.241207191764,91.1854456906606,21.1229981367038,75.8731797509303,46.10739508051,24.6145824899546,130.061724384413,48.5047756607829,6.65736577941474,36.7493772204807,29.6302224748848,7.70716450244818,15.3848184047429,13.6221754260848,3.59621317950621,30.174820187659,40.2160184195031,52.6547395314722
CCBL2,48.5459479523066,109.403094352146,53.5459326510433,18.8087775606244,20.1776371520363,75.6715851347403,26.4834525486041,106.674321083091,9.47616715104631,7.58699611518417,59.0645494950222,20.5857681318553,24.3909424633472,8.4789937868735,7.48982837606234,8.36888668172328,26.3735591268183,35.4232103395874
RNF7,65.3135299985381,63.8806658511413,18.9124207166158,38.774483617648,4.77293765553964,13.4314000985668,6.73296294946931,47.5720742193468,3.68409966162264,6.21077368032678,10.747956740173,8.70208288482937,4.35261504481992,6.92182650818721,10.2075192544651,9.70568606161254,8.07244348466821,12.2920683942086
ARL3,134.675934134171,129.869956515804,34.8641442614395,112.917671315713,13.0143952269666,58.5265740315179,25.6124738648186,69.5973196296715,18.3640448123778,13.6857974321365,22.6231761407608,31.813105887918,11.5756698950012,17.3734293072191,5.83682078673019,48.494909544818,29.791405902557,25.3467696972663
UBE2H,30.0395286575065,23.1087839856906,4.74712452710279,20.2198366946596,8.18954032126821,4.34360591580846,4.72097992256027,7.00965493369291,3.09513763057852,4.59781212976089,3.08287958813563,6.83391173761241,3.74327908686971,3.80406190321067,4.42933540211554,4.85167190559599,3.41083779623831,5.36356625392427
PCOLCE,4.48268786051201,3.22997557382588,3.73221114961277,4.10931706901003,2.85689768581951,4.20733820236537,4.265554002976,3.72668580561722,4.92173299214588,4.02378979087474,11.435272171966,5.5453641805695,12.55614739316,10.4968182117545,12.301771724847,5.17312721336127,4.48268786051201,4.79977644332679
SYT11,156.491160292531,204.572644377016,38.4081733019707,191.851796673553,24.2838322090026,94.8002525666413,78.8601135999206,208.438648968872,16.6226657482175,19.2893699077624,82.4368375364859,38.8496464249332,22.4927975359384,8.86910870753036,13.3311821843079,30.5290735152242,63.2135678372308,108.69378941593
TP53AIP1,5.69846911394674,5.75891941375488,6.81274377962212,6.65122112514871,5.50931331171141,7.15724443932816,12.4694251453662,7.74658865420477,16.3774719573797,6.13623656761096,35.1485655212906,8.87196942387975,14.3395393278858,16.811213028879,17.6806130384568,6.53155013845695,19.8113841637216,14.246050827921
SENP3,3.5695958187814,3.57198283462816,4.11005342452181,4.08228381155722,2.79036144752472,3.56371759153328,3.78366919338447,4.35526599434629,4.35352050714316,5.98597769313248,4.42819079452696,9.06379290923992,3.88528398911531,8.90347007786337,5.8042766773311,4.46541275070854,6.67078235090287,6.61116118365056
ARFGEF2,30.7790454912302,61.4073856829192,11.7169698444989,24.908457996832,8.79744286024627,41.056595975942,17.3999078003872,92.7877892281503,4.23732968003567,3.93985198548602,9.94565256876248,7.39209733932745,4.85195921846609,2.45246448764181,2.54658046615053,12.068661695602,31.983774015842,37.8645380811197
HPRT1,181.497794345017,153.293324950319,37.8102969797627,126.13358079796,64.2510339302856,34.7464104843222,15.4765235567825,48.4721036583196,12.0447006419652,37.0238100784686,16.0549494319139,7.94173667694178,7.13309716270393,10.1699950364853,5.14584581460943,63.5709642180582,48.2446933797562,39.4807754587359
GPALPP1,11.37367796973,11.5433396967134,4.87100770025209,6.52302525825011,4.00078304166125,4.76546891595247,3.95705165261833,4.13815689244234,3.32762427066195,3.83693593551547,3.67438251394895,3.980914226085,3.74495319647556,2.27344210805967,3.34474730676886,2.71141899031072,3.95705165261833,3.42279147625509
PSEN1,19.2468480110601,15.2050472455462,60.5232191473237,12.4557315542871,12.8873911403704,67.5535490835135,35.079555620904,229.819544144454,5.10048983463592,6.159817071772,13.420991900604,6.18231835458292,3.97566348116956,5.10048983463592,4.57045504020256,5.57439819201339,25.0205551546649,59.5164004837515
IGHM,22.7913273761417,25.8713288600208,21.5845134258107,33.5393524252063,48.0295143729989,52.2232993152583,40.3623512077437,22.8481721803075,44.7098575446179,105.269979024295,78.5379870413341,57.4760686270359,53.6173970308073,156.140594603684,111.22694616433,48.9861173994464,34.4760267680475,33.3201532827233
DIEXF,29.1556060361786,15.0721586279587,26.5670612228529,9.62488993849773,9.53635909128777,6.41740569615482,5.96695214739245,25.1460255524677,6.13893442770933,12.4461349136619,6.47476602079033,5.44036850091122,2.65513341004864,2.80922916701521,4.9882091952534,8.32991039877781,8.2557081676755,6.55125153202516
LOC101930578 ,6.04218992022634,8.7682148918756,2.85967939056972,20.6826863282595,10.438948753285,10.0071379035633,3.02440154873678,49.216809901515,4.96325999582111,4.5282966894031,3.1269651062659,2.99373884773228,2.51495430474873,4.47210923484543,3.25819047958619,2.76396541874818,3.3861094026886,3.98225005735676
ARPC2,55.3982668786387,111.728292443169,39.769652475817,50.2128299396996,14.1073608006591,32.9663085113108,37.5162382060667,40.349863506923,12.3154947410005,6.61519403681745,23.1453102495067,12.9922487053846,24.9370942936583,8.26220741239679,16.6517222657633,46.4931679274968,23.9255392845157,26.5825302192518
NLGN4X,10.6531556139831,8.48288329112145,7.1019960014027,13.171852191313,31.3162467882837,10.3034101691697,21.84300025278,16.3494696122178,6.77030095279235,3.80068475698298,10.747956740173,4.18753167947986,7.76885701322099,3.40439342277818,3.73215335103806,2.62427678370313,10.5043620468954,14.6734042322876
PEX1,10.5939303223672,6.42711150746171,8.5653251710324,6.32923643149937,9.98089788922627,19.1831301304989,11.7849710222776,32.4618498228203,4.11846686414098,5.89563459074081,3.95792568591956,2.90290534340263,15.8995506064309,2.85344332573804,3.75209895210778,4.93708444927244,5.36543667234331,8.77364521638939
COPS2,16.7147851634795,12.6867548590041,17.9342134614099,18.9646013767102,16.4291611479655,10.7222914708514,8.92667949414033,49.6929194651392,5.04634686076963,23.5830448516618,10.1761527433777,3.19363162063899,3.89226813338692,2.74590773982637,2.70329318520563,5.29817213083309,5.95394716667964,20.59700534236
BTF3,265.93504792224,253.248637472922,159.168693392568,178.836446912128,176.42250249208,395.92203722597,335.295039906998,520.203221074561,69.2714485472295,13.3338507394267,172.353165648186,72.8140832022763,44.1763712671752,33.5795036119656,39.287572243764,90.9195485427317,376.713048934485,364.889345777663
