"","GSM850449","GSM850450","GSM850451","GSM850452","GSM850457","GSM850458"
"LOC100505774",98.3704433841786,79.6652139739539,79.2105670438063,123.878756831351,83.48638290215,57.0635264027053
"MIR124-3",129.695984233189,52.7090578617089,163.095933353016,61.1989077722056,49.6212096463781,57.2020917927399
"LOC105374738",71.3481936609467,43.2721830382047,68.078200599478,31.998669185087,105.320539030267,59.8207461362014
"DOCK3",195.185084479063,343.971923404964,244.931582026655,331.519058333354,218.209333293731,179.804834301645
"CHST6",113.295912327848,115.70753442712,94.8956466611052,152.372844280207,88.722862047036,91.937784776674
"MIR1284",16.3808123598253,10.3232905631848,7.48383629123754,17.6495561741009,6.82546814050858,9.35585822615361
"LOC101927377",56.0314530111986,42.2973683592,45.5953564837046,47.8677470347806,71.7836312438525,52.2348225232861
"LOC105373418",76.5579343966597,67.3092557723008,84.3791705046725,86.3036098713916,107.201850549021,90.174836682004
"LOC105376289",117.660152416395,76.0074010777416,131.955529793909,103.75183193707,72.1360239196797,85.2027446583151
"IER5",170.230177173128,150.252584836099,167.507862001707,136.565854302235,178.085222939229,212.912080571838
"NOP10",101.733710509105,132.403734107088,117.199207168814,159.070886013076,165.833308653101,160.061663729334
"GEMIN7",123.366425123965,123.340176012366,111.773393485008,126.943349090645,180.973920440476,129.75551063403
"FADS2",564.381543802848,438.551359857679,472.75732449569,623.597355602964,461.005770806684,346.157308930008
"LOC101927073",23.5057368296191,19.0381052793717,18.571391356769,18.2987728904924,26.3482456367931,23.2350364022012
"PMS2P1",54.8781141503208,48.0626736361671,42.5826550427754,86.2990037693151,45.957518630323,33.1957352211901
"DIRC3-AS1",114.823649089719,80.1554660236537,80.099259489711,82.0006249586554,75.0613326936659,61.5736847018163
"LOC105373974",24.305147764746,20.6829203787156,27.1091880799382,17.0213197998451,26.4623448398266,31.3753359146424
"TRPC1",110.792852299473,137.32628677139,77.3386673536207,153.984998761178,94.0596461688184,71.5159929851903
"LOC105375289",66.6976025752043,59.4809588862748,74.8844362788584,55.0686371613266,53.3366385771673,47.7006823907189
"LOC102723440",12.5898570750281,13.516971083219,15.8687325686316,12.1291454087133,10.9758137466518,10.5840215567953
"OR10G4",313.113955358283,286.033834294203,362.16542192274,251.890167930856,218.044682904142,254.601127853493
"LOC105371344",114.25543626406,56.06859448547,49.0907737167224,59.5151475979447,36.8959613062799,51.9804061042544
"HOXC10",67.5746392602632,55.5795018945463,75.8961079937503,48.6770556276401,76.5306633739586,82.4689423350067
"HGSNAT",111.222433659186,149.852256694266,107.106260520346,167.559886284654,111.986188320358,86.1252284795267
"FAM184A",64.4162602078024,79.3394229815525,56.0385219810236,81.7180005506932,55.555660173907,52.6344694060259
"LOC105373047",43.4042377136611,33.9344799804412,38.0320289114861,39.1597323692311,45.7283196121958,49.9317650281417
"LOC102724351",25.9606931739674,22.4824288825851,27.2389464754854,23.429447034401,21.3122351415632,18.6190685969714
"LOC105373867",68.752391864948,89.1349919323074,71.4532139610637,82.5777382801527,43.957182119565,75.5875121151995
"CSTF1",44.5245461335668,42.026633779309,60.8238823285617,29.7309776632339,20.3511582480317,40.0593747913333
"DGCR6",21.1684979681289,47.7653655322838,41.5416322953603,39.2406218729537,53.6092854257119,50.6560261418126
"LOC105378727",124.212452232819,130.585689985785,122.951114313353,136.447580251874,160.852438836492,152.828097761735
"CPEB4",29.0428876835794,36.1004270884935,48.6324038780702,36.0684119691108,50.971079400168,45.8987831218365
"SESTD1",83.9009359785972,101.724755316077,81.0913429452127,134.135193368594,79.1176132666639,68.6422529456447
"LOC100128276",27.6160293921609,36.5947554639376,37.2709064097358,36.7563600559308,12.1981292278602,37.6899245025261
"LINC00276",16.2635128276012,12.3604383268205,14.4602942036502,15.6245637060922,19.8220875241147,16.9822180888852
"LOC105370122",29.0001006044577,23.4481467963424,27.964197031003,25.1690699193094,31.459525373083,33.7099831248635
"CLVS2",69.2907083650431,247.430579295671,114.304627462948,305.610859833702,68.6339270934042,96.833813060641
"LINC00896",116.249362949605,102.802532858437,108.249083494063,91.7490935770429,120.968448789725,139.597761753792
"LOC105379351",10.5955237604172,7.71299940714043,10.8354712910435,9.90165031344336,20.724609311476,9.46783786241363
"LIMS3L",58.6533253886911,51.2685787756375,46.5377320610168,33.8614535701428,41.3846255847809,27.8786925804754
"FRRS1L",224.45228916557,379.756276726829,299.778893299883,379.616265783218,245.33291579865,222.03972481755
"PDE1B",121.513264658091,163.447443307444,178.15423886117,240.898399785437,125.295778710758,123.916543726124
"PACSIN1",315.720690636565,366.024142549717,364.612951913896,441.457884579273,297.344586539919,290.216553378611
"LOC101929216",16.6196949849991,18.5264171706183,22.9936565062068,23.7999229856436,25.103506652982,26.8349631150573
"LOC102723692",38.1104833326829,34.3770537426549,40.3596287865788,44.1679815964587,60.4303335493225,41.8841067267892
"SEMA3B-AS1",123.876696059427,118.599572551103,116.876737324403,128.67812418177,190.219587183741,127.461435173791
"LINC01052",4.93568047282676,6.25954155967088,6.20375193710438,5.43925099234469,8.87725721885145,6.08442107983503
"LOC441086",163.433395562478,83.4745785931578,70.5334156393953,110.780642447553,76.1863693317181,62.7697257291563
"GPCPD1",32.3923223507251,48.517018815536,24.2582740028666,45.2320350153802,28.8609923324433,22.3519222125627
"OR2P1P",11.1088225106762,10.3935817181409,9.98099746138519,10.0252964988086,12.8769409324087,12.4197480337849
"LOC375196",34.9999510686441,33.8034830089505,32.2001610740018,30.1001964979153,39.4250860838226,40.6943895005223
"LOC105370024",131.788986473543,102.835886677772,106.632691662547,94.029269189862,79.5544099079245,91.3386777622199
"LOC105376271",40.3085505130329,50.487453252792,46.6103357493029,56.1973034007196,57.2797384544008,64.2677473403082
"LOC105375669",122.422251817209,67.5175664263422,89.1547648989896,80.0082020213737,118.308916658054,116.860940899693
"ZSCAN4",26.5352088745526,24.7488399781643,38.7086208062327,26.9311139487523,36.8633684378505,37.97120821408
"MOB1B",21.1372091787341,26.1427318152715,17.2013036174668,30.9940418483502,15.14203287015,19.2875367424895
"SLC16A1-AS1",10.6302159498615,7.60699153694836,7.4937715639104,9.50616208137869,7.19323631069943,6.41292706801055
"CAPN8",228.954958545615,195.970270783325,190.556234514096,158.403346002028,227.338465891376,261.585543062922
"LOC101928739",79.7854074403695,95.759253463377,148.642617319208,103.899579126493,184.938015167075,116.71514762084
"BMPR1A",11.9940334805753,14.7215635460389,23.5437789984057,20.2969352782608,18.5440955503838,35.1024543105392
"ARHGAP19",89.3691501469966,72.4961260858304,52.3610455383632,66.5950481136747,58.9236951251785,45.0926065074835
"LOC100287837",46.2066630599132,31.128151459187,33.621146103537,49.4062276594689,55.7035743762139,48.8888308712541
"LOC102725116",6.48582006542072,5.53506400583526,6.51254754564451,7.27079439884802,10.5216860278203,6.72503604369745
"LOC105376043",20.7243651044381,12.6162128477616,38.3130241249867,46.5966392451932,16.655341152221,13.2336580349701
"TAS2R13",12.6844406791142,20.9989312785615,13.8065312728691,19.0460378531461,12.9883926575266,11.3394204350826
"LOC105377538",9.82819171426631,10.4965476971464,13.1803977256911,11.6645277948803,12.7817369782436,15.8022052477734
"GLT1D1",135.018473218993,158.529442929023,156.714623721425,231.96719783292,128.096478067298,124.259211980462
"LOC105378889",24.6084007856769,22.1923724451178,26.0463985692057,21.7468569538833,29.4940697126801,28.5437306207579
"TOM1L1",20.7492890508057,33.466482054919,44.250136487009,44.7933605182752,24.6165554989815,22.6193881480272
"LOC101929272",31.9700478874845,52.7873010663753,53.822220231362,37.2211054935751,68.5489185193092,50.6524097264946
"NSUN2",182.914926671911,191.370679935989,187.300637532687,257.953283407357,159.246405698606,159.974594581158
"OR2L8",86.7611938630203,197.779213872093,109.94003244312,251.456319345959,129.072603365481,53.7405432439186
"RYR2",75.6637827784997,221.509075690239,98.8518458236637,219.672581446264,91.5596472785791,72.3190589636154
"ATP1A3",117.551325778719,206.352770796482,230.658876049062,276.897266227504,131.115823941066,140.756525767877
"TMEM190",192.999727459754,183.963022986879,185.858646954695,168.916096146526,227.765906359109,218.363361335728
"GPR37L1",323.439484696871,260.464149101033,203.498873778838,292.975862597227,217.524184566793,191.984895434833
"TCEAL2",191.047424671171,315.910701697971,314.800713388431,505.884070002262,214.430304532841,205.612334088495
"OR8T1P",37.8978999258864,35.9718137766782,38.3884126161041,30.1973281314604,26.7659323041057,30.2459904595238
"LSM3",50.2717497850697,55.7342011376752,69.0778846863346,67.9938803368179,89.4756367220606,67.686818405824
"DUSP18",208.207611448725,238.65504102209,240.425315184257,222.71856335396,272.011530872458,283.916325939095
"LOC105379700",17.0207180982091,23.4023742757688,22.9243512247198,9.31598941285073,22.4114952396625,31.4203642392946
"LOC105375749",75.3164972044281,36.7628828918773,33.2258683646005,58.4626775510273,75.6464775323216,67.2454616805259
"OR4R2P",10.0905296632191,11.6258234504928,15.7099969997745,12.8230362507475,19.9480801546582,13.668187132664
"LOC105375485",28.3650008081469,43.6604773918343,17.9793878914511,27.0131129819444,11.7095765507304,25.9229320426718
"SCN1B",175.036501768658,266.405304770717,201.455865396061,254.913682161591,176.473897742444,164.598114579115
"LRP4",219.854004449475,190.57221728985,214.656046287678,294.72670952646,238.292874156712,407.183135604295
"CT47B1",212.627590128875,171.292004354741,199.58022900736,167.34446224578,269.009814777328,208.050940512293
"LOC105372777",38.0820965228466,18.8468433210124,41.4105942300426,46.0149577897657,16.7152960255974,28.5783753898977
"FREM3",13.1261507306517,7.90673460275987,8.45545857404415,10.6884222268187,7.03858779938786,7.82323878318563
"ZNF154",88.1144669292927,122.978559252274,126.641285954041,104.899718776238,134.85180293964,144.632704231352
"LINC01032",12.8333596639448,14.9960122069593,18.311587956011,22.042668759997,12.7540098906639,12.4229164443704
"LOC101928354",33.0628916084549,27.9546426945233,28.8071294097548,28.1969653834521,15.8993843722392,29.7225914132754
"LINC00895",44.5552644785855,36.5190922554402,52.2714762744425,39.0154869177149,55.9899893298364,52.3931755034934
"UNC13C",68.3291843378551,382.339647248582,112.703694614324,189.552674213267,71.0151042542383,85.7450807374107
"LOC105373638",17.1646912270481,15.4032833269071,19.0505137578143,21.395181313172,20.3464331700778,26.4256673395905
"LOC105371466",111.704616487456,84.8343126652123,61.9408381584637,56.8332770669853,31.6728108056518,74.0536530511388
"HHIPL2",33.4012687611159,30.2519450837347,35.3108097414461,30.8547350268167,39.8743473387365,39.4104413248793
"LOC100129297",9.99383223523251,12.6670440947528,12.0515015139808,12.0515015139808,14.4420035783937,14.3653476274703
"PTPN14",35.1988404975423,54.3609212337067,45.0720761134019,40.3622305605865,47.4036091467417,69.7172616798049
"ARPIN",24.2050807158554,21.2095925365251,21.6637336280809,34.3913060542677,16.4407362248581,21.1278052028362
"FAM193B",109.822892182537,146.14969417341,110.605859027881,121.548813472404,177.453350010141,135.022497548949
"NOTCH2NL",242.747226154848,273.739344947037,150.737127989259,221.774087818332,132.114133191701,187.481963611847
"LOC105374438",14.8568772066344,11.5419813512316,10.0408395636487,8.03935634760528,8.19897180849521,7.93863518678498
"MCM8-AS1",16.7484537014915,15.321333889683,19.1933149332813,14.2161608011381,20.652048697843,20.0013711629994
"CKMT1B",72.7378813680452,174.31948148052,87.1451820549158,109.267913054915,77.5139463995009,65.3643457875169
"LRRTM2",79.230060568399,116.701799756189,78.4173508810708,124.728210973645,67.8980859361368,77.9192561608262
"LOC105371824",20.5948112649133,24.6091001426029,22.6620269472759,23.0931328578524,26.3281090123849,29.543523625558
"DBNL",114.901753125742,85.0921417369812,104.693567947737,111.913789557571,91.2475551943254,72.6172806284199
"LOC101928284",56.5358860027926,26.4784359269887,69.7058097558294,50.8831471594186,20.0925253919872,42.7709100766591
"LOC101929756",71.3750031978187,63.2619885277389,86.5790460773972,53.4941787312737,91.4105641876376,84.5681785069293
"LOC100270746",51.0744196202964,81.9017855810718,56.7685111545501,95.5665611017273,127.409761173537,77.9398905263709
"RILPL1",27.135056358602,32.7812281281043,26.7326138022051,23.4739382551357,34.0495540937857,34.4880343634361
"GJD3",88.3393921296006,44.57614651915,44.9647330962855,55.326355979864,70.7308650159876,88.9843055124422
"LOC105369885",21.1221384722934,16.8527368962,10.8841512128412,17.1221860219924,8.55953248560256,14.5531343618398
"KCNE3",35.1940588188598,26.8381067970371,32.3846220082477,26.8058689920319,40.1361964635736,35.7090785137106
"LOC105377164",79.0279456309896,73.1958018550149,56.0600451039435,62.0969282812679,37.7898529604744,64.7328447123401
"LOC105374464",43.3632505076691,43.2377636319122,52.5472004916615,48.440135650129,60.6199602080123,54.9707020674503
"CHRM3",71.4910630636112,44.0493858598288,91.8366429021205,104.614353618665,38.8954906258383,61.3539787807441
"LOC105375816",10.5861566309645,7.43069935882345,12.6853199280157,18.7867942062586,18.0819579630631,16.4898343383104
"MRGPRD",124.882974919484,119.948557693214,135.401789895084,90.9983196478604,159.392065072819,139.919768773335
"AFAP1-AS1",125.860607380575,68.166594269998,69.7387693205551,51.5801834818003,142.325859311969,89.3639468366237
"TMEM191B",462.096066922948,239.496041431865,269.595947458827,231.495926947217,399.99606577841,409.79568978676
"TBC1D22A-AS1",57.9769687164549,36.5082851586372,51.4615141164692,46.0574298076651,61.6884289590135,60.7179004545998
"CHAF1A",88.0344932981708,130.779536039624,144.389197441349,99.7430213692491,150.599691034428,148.933862414889
"OTUD6A",65.9717285092829,39.8462209735399,47.2819948604427,58.5187480630376,41.5245606862023,37.4094798149331
"LOC105374855",22.9594471807126,22.3737627552014,49.3061260303291,34.3210788936712,13.8818601991618,27.3426847211227
"DNASE2B",30.2226654986568,29.2540203234832,17.4193513774788,27.5537925059819,32.8323247283163,35.9134164931531
"OLMALINC",205.702711377956,207.698933791732,158.323434071763,245.762502261449,249.875042131871,268.737343376354
"LOC100508226",87.0902313493103,177.380917037661,83.4767194468559,94.6662323567683,67.2921821272786,78.8852136621357
"LOC100129395",64.2921191736297,63.1547350693355,102.561325335139,67.8331695425228,105.764012054622,88.6252569480554
"LOC102723729",92.7535760626674,89.2508497577133,103.132769603111,84.9593015094047,119.06231164021,108.150085828069
"ACSL6",112.347016310803,153.969736517301,119.550056363283,184.85330147184,110.690147214992,101.07966655731
"GK3P",28.1912003020081,16.9275702337513,17.8265794349375,20.7578195143946,25.7649698652346,28.4764618495964
"HIST1H2BO",84.2822544538517,73.5726167831608,94.8209537977912,57.8886657578743,106.064790110492,94.1747896081079
"LOC105370359",56.0920731279859,45.3868041080622,52.2035857265003,87.224105967507,20.9843809718856,60.8550464775582
"GLMN",16.6603753596858,26.2635130272673,18.797266822934,28.7591872518366,16.4863714476671,16.2844828572648
"KCNA2",183.503274874659,360.652346456204,236.803566607631,485.458109606053,208.452808559497,178.400147766649
"SEMA7A",423.280436386883,390.131045985887,393.251375055846,492.600062275484,395.300508290894,275.243178706261
"RASSF1-AS1",42.6186207683213,29.5691322306698,24.8324207130839,18.3315516379084,31.3822524536388,55.1405212396725
"IL18",12.885074735752,14.4040039983479,14.9352450112208,16.2213389159932,16.4079602870496,20.0595036026893
"LOC105370889",21.4728234834675,59.2813747754708,49.0712460282666,31.8271263992212,18.2528646904966,29.9646579425085
"ZDHHC11",84.7086269620138,79.29516524288,67.6988302049122,88.9355922668325,97.2075186312864,101.02244122106
"GPR31",32.7697099886703,34.4349099700274,37.2295945642098,39.3031489484448,37.8524296250585,55.2541913382943
"OTUD6B-AS1",29.0457464256569,59.6741828191017,62.2852651689924,69.1946696357545,43.0304493277143,26.9846112805856
"LOC105369884",11.9090960030987,10.7322822740729,18.7460794864985,14.6516577364228,16.2132117030542,21.1411507181645
"LOC101928146",46.9045833638712,39.9167401251903,45.1442706848072,37.6768905489636,26.0571248459288,40.5197958402851
"LOC105373206",92.0125662598578,119.180467376231,84.3432670142824,50.8512735095241,42.2133084727912,71.5832926260548
"LOC101928188",109.573339054546,132.006485413939,126.68351567862,122.215715463434,142.385852835728,158.775554692821
"RPL14",451.295943301489,423.89613440546,533.095797922763,453.396046195551,300.99610335648,436.195779277813
"LOC101927857",9.65918188091525,6.51049844217423,8.3582910694339,8.38865201225352,7.13267876372773,5.617292780535
"TAS2R39",57.7071029264981,83.0124028533391,38.3575056157898,24.465943253275,87.4652474537579,66.619840738748
"FAM166A",100.310721264703,92.7574979502432,104.038810529316,92.9199195532019,127.498547380072,111.500007734751
"LOC100128001",42.3515245843984,65.9161008560816,57.7122630947196,45.3843188570184,111.009397279819,51.7516515877326
"LINC01312",20.7243651044381,15.0054533324357,15.5736585958349,13.3987917044171,22.7861771813013,18.7629270072042
"LOC105374082",94.3975819853722,138.025402691648,76.9649135154688,110.544083377487,64.4988261833982,88.1903563483248
"ZNF283",12.0870812155433,9.32259116443839,8.21740002947799,9.38068971005328,16.7163619863337,10.0950629372009
"LACE1",8.76230236928518,34.8469866232272,18.5621510522889,32.9750056143825,32.4925034913115,44.2171152236903
"LOC105376518",220.739652384544,159.962951981224,222.469384407552,165.026396912927,283.094321354337,215.794756555819
"GPR1-AS",60.1134535113256,35.4644089815053,48.1114374804024,44.8619056622776,59.3665759110531,61.8207820632655
"LOC100128792",37.3625495477746,28.4779027877364,28.3983263074245,24.7264976401416,33.3897410571949,43.5426407247106
"DNM1P35",230.591895825737,183.354517312884,202.061548703498,160.522197366901,259.220319329616,229.097515044509
"LOC400867",56.0920731279859,30.7059003308683,38.9789412666247,33.6223579543133,26.9070812915038,30.5127223916617
"LOC400043",78.7261488151989,57.695424249832,62.9686136736521,55.71442506082,82.3229057045377,77.440265837379
"LINC01388",8.66648514419926,9.71820590529458,4.94904445043065,7.82534848074342,10.5263254473448,10.2822137242484
"LYRM4",12.8929276994059,15.4828698069998,20.7851463352318,24.3331130878308,11.9289321745771,14.094994403839
"TPK1",8.0913027263362,7.06103173104721,7.17075486820523,6.21116545816157,5.68247723749937,5.80887989155598
"LOC105373664",7.40023969175933,7.92717046344239,7.3225594447887,8.32288094386366,10.3536962932621,8.72218142869825
"SLC7A6",315.693336708281,216.29837252937,327.28711598312,235.962370896506,338.637750487549,362.547445891287
"S100A12",21.0111030774322,18.8198862091504,21.8906516987073,22.3041768439331,20.1968304624677,41.8380875117347
"LOC105376580",38.1214740456025,33.062777021403,30.1771362841408,34.9633374555682,47.7674845187047,37.7802148235135
"PARS2",18.7925898960333,23.2005805280269,49.2652679913268,51.3710266100608,47.9756018529,58.4056081784859
"BDH2",17.2657009433425,18.0324810175106,18.8747809981188,23.5907601294824,22.5365691698614,26.2242025946961
"RBM3",210.553785002276,151.048599766965,198.341395330972,222.49637174896,178.559861125213,120.019498793175
"LOC389199",229.219504603217,158.183685187798,199.383194008464,168.255983444221,228.741765758663,246.754057909576
"TAAR1",24.4027697506286,19.5316916216592,17.2408500225041,16.6923943037341,29.3356692453173,21.4686564162796
"TOR1AIP1",7.81630627969099,16.5022747404602,17.329402408714,10.0250463377137,6.74914149505066,9.80830607478636
"LOC730183",131.492800413604,107.903885096529,120.53798142828,106.358608699998,151.493911173619,135.98917457398
"LOC100505978",21.1439058363273,23.7286973991977,28.2117645635907,25.9085972185671,34.9347037257386,27.6198389074994
"LOC105375128",47.9049223841517,43.4326477430239,64.2473035160163,39.3394532039031,109.143847737128,46.7194375251239
"IGF2",209.896019910818,200.233561933909,179.479592085245,247.696041083029,185.055730358888,145.032257075912
"LOC100240728",46.0709358838987,34.9712388731028,44.5768571749112,37.5744739198652,35.5752995641807,28.9566740590613
"LOC105376871",15.6126334683646,14.0520917855843,23.3573548905882,13.3232948517116,21.7055037423359,21.5177302302482
"OR2G1P",19.9849076363417,16.6236928692375,23.2564018470913,15.0155352749261,27.6420939096454,21.1620135464692
"HMSD",41.8767042591365,35.5351528556244,27.0844333029443,37.2328462103532,49.2900315722135,41.4097331298966
"BCAS1",44.5826355357709,57.2323920090377,29.8383530074651,67.983653946608,70.5671089206567,66.6946438405004
"LOC101929937",66.3879730858982,91.4665290532932,85.2085325430329,53.6072045550954,83.791906793705,115.909419258802
"PGBD4",13.9687788421235,33.1668018485861,34.7478545836063,67.0044031814616,14.4593420393452,21.4601313315046
"LOC105376454",37.1127499625227,36.9814272592466,60.2208847994172,19.9704785610943,47.2748180346419,67.0628551049304
"LOC105378744",24.8178287829923,22.929293531673,23.7338789209531,22.2232051523483,27.4762840662342,29.45137324851
"LOC105377781",19.4087997674096,11.4656242500772,20.5978235598496,12.1043524833928,11.1459910889208,11.0079811532054
"CBLN2",7.71001677994578,8.02971620867445,6.26713903791005,5.28504223192958,4.38024631688739,5.96149843227288
"LOC644135",22.7639182743043,18.1949981578311,19.7922263566713,17.7122550923513,13.8964454469077,17.4101532859957
"LOC105375740",9.67099279477661,8.43265540005645,8.19741478854755,7.93403081070732,7.81215730763267,5.94185747405515
"ELF1",52.6365125179865,59.0448776054233,57.5707459336777,65.4381473984861,67.2614045328702,77.4596995311188
"SLC25A33",61.9137526541326,38.9958582942625,37.0638283248885,63.1941453346559,22.2076833918372,47.1348424264702
"PRDM9",50.3002268021617,57.0142641143767,54.4083057833989,57.8137200061319,63.4558382448319,70.6421330045301
"CNNM2",33.0863903414598,42.2879875430848,27.773671507357,65.792215954465,25.8507637521744,29.1119182517642
"IGFL4",76.0411792275272,85.0772797277261,91.8097838676927,96.9272221219537,123.787171456082,96.5647674967601
"LTA",37.929935152612,30.599432676185,24.6357416671063,40.8040373100111,37.6117622906389,51.8453250359283
"PCDHB3",53.7191659359958,45.0839494783736,45.970103206193,62.3034004081419,60.7597909077756,69.2529201181087
"GSTT1",324.365146947986,289.845243447531,316.652574749929,215.11554910324,422.929094304605,322.839881413558
"FKBP8",177.228891732887,188.536363962592,188.790714686762,216.657744965635,151.596958638052,162.171781859266
"NFE2L3",143.688421199841,371.865474943604,206.831914100079,302.411669225875,105.488652121483,211.133105556924
"LOC105376874",37.2029469325545,37.1216517408398,29.1197486961753,36.6320872191603,30.1912377685912,25.7668629799
"LOC105375032",5.77709412339221,4.77636139592637,5.55314859084194,4.72761974371606,5.77770682548566,7.29435290610948
"RPS8P3",101.195056209358,116.510001952427,129.934073684254,103.507966576998,142.813643345422,135.376358020783
"SLC52A3",166.397967351778,129.429529747933,132.297592680799,112.075567939913,178.762460856809,161.020883538471
"LINC01046",32.131312319288,29.8602222831856,32.867640797835,26.3927175207719,47.2479883256127,31.8051613427548
"SYN2",216.403796617716,468.755887367913,365.628824470615,600.814158128948,281.139430650236,225.596206787702
"SUSD4",5.50702439748471,10.7896562701101,8.30215001020354,9.1935241802023,5.6760527616204,6.33775548228049
"LINC00501",166.513461034435,117.781243496223,112.440113118061,78.2130804143039,168.397393741473,150.509318368368
"LRRC37B",9.45715996711218,14.5022716702109,9.17254450870099,8.8336213922505,25.6045269487418,9.8242685646576
"LINC00462",34.4127433076794,30.5155989010605,32.7807736869372,25.306954581081,35.1176159011117,42.1489854504596
"LOC105369792",9.44033463347453,8.71563029125084,12.648470199153,10.1092495564187,12.9501508666157,12.6396972243184
"LOC105369177",55.9586401923798,60.0855427873714,39.3642749396845,34.025276960989,19.2228054657768,46.438356191947
"DKK3",25.3770418174673,22.8189578560444,36.4317148604668,31.9137226539671,41.204671376317,34.2331703004485
"RRN3P1",36.8916650687294,43.1319488989344,36.6726597815134,45.15794719571,33.4406735304691,31.8714775860971
"FLJ45248",34.8356601959006,27.2313009061102,37.7153785175017,31.8707706619427,42.8125243976698,39.1690708321113
"OPCML",74.8137218975668,147.651376906343,97.8314893559851,63.5080249956889,67.2093478546893,58.5533171832827
"SLC16A7",21.4037102682304,13.2904864031877,7.69937852664065,27.4056415003395,9.292031210854,9.35613059956183
"CAMK4",98.2901540075986,466.020626153693,113.33534161994,158.3055472272,97.4314073576386,82.2169529541406
"ANP32BP1",36.3962270839904,28.8836067422004,36.2890906401661,24.2134877949306,40.592885755025,39.3255762242127
"RPL23AP2",9.92607255426286,7.43318234750531,13.9513323435603,5.77331522843171,10.8949751443512,15.7010158623301
"LOC105377884",42.7870408331337,24.3429650761076,47.6331812746132,31.2818948697401,50.6722505212176,47.0210874738876
"LOC105374892",130.803107024859,86.4855978151734,83.1230104567376,148.385365189805,93.3283186538693,64.055475804035
"LOC100652758",199.436408839677,132.905500150549,172.825704933902,140.267211744312,221.888794146833,189.909464959412
"LOC105376693",109.946738654517,95.6694235262549,107.600129201872,73.5982215568681,86.5840272184811,60.7186159283209
"LOC101927357",112.579551841439,110.159415536851,140.697803896934,95.986060388061,169.836413439536,126.655858446748
"LOC105371576",23.200307145549,20.4325873927106,28.2814659880127,17.8861751043671,14.7705843741265,19.3484219447492
"MPP6",56.1397992569365,94.8784147435681,53.9244256430915,134.261141195413,33.6004348714671,69.1112659045958
"SLC35G5",71.282844361986,73.850357510552,33.1419135896637,28.9754065797328,112.659565315816,56.8459632945688
"SLC37A3",139.103219426576,213.146270215922,161.96384638137,228.750803384668,134.091594978407,142.412601517436
"DAO",152.213973865204,195.170879336943,141.521555496369,344.368172348902,164.170716149646,97.0288588363162
"UNC79",115.819470816306,242.198144123385,144.954267781055,226.808673200122,140.766672892466,101.630385921696
"LOC105370488",26.9937405264359,33.4858805320643,21.7464047454075,23.833897728617,24.3771912076678,15.6634271173687
"LINC01047",9.7825121705313,9.34496978936503,8.5336385193821,8.84521983845699,7.72609812191093,7.26399394474098
"RPS3",98.8271136030772,117.521426286069,111.396338259817,101.357919041764,92.5918303016004,82.1275297548239
"SHISA2",14.4380800213077,15.5221661768725,13.8823605611366,9.56010855436189,15.757874008851,18.848972814027
"LINC00606",78.5469853213112,84.3473594744064,86.5692646704394,71.5877087426826,100.227250370578,95.7867367627444
"LOC284581",46.1308189705543,132.189520537937,77.3019016389951,81.3666675593154,63.4520996949595,40.1138351807164
"MIR3945HG",39.9690949500903,38.5549715954794,41.8416256555249,32.8237234697781,51.8528722377872,43.3612667834662
"KDSR",26.0457666872999,10.7136710457432,12.3681772940117,16.2637495624934,17.073867696125,34.6654359798911
"ZNF664",26.0122808430458,32.4446118189865,23.9574092722116,43.4569193275419,20.9527252866941,24.5117061139369
"SDR42E1",11.0139266459368,14.8172827515344,10.5400806424165,10.6768783802464,9.25771403904262,9.17620740372094
"ONECUT2",15.6569359406786,31.0737617986195,24.8517062231178,54.4618090554134,20.3225002393473,14.8420966321877
"LRP8",72.2857316902289,141.357341270414,98.7532963146189,204.412838522675,119.669608561885,36.1755989959036
"LOC105374388",22.5978403909571,23.2811432461479,22.8827890591354,21.1231487082519,31.1768874845527,24.552312356433
"LOC105372432",93.4227494855667,82.9337831821997,99.337050085123,104.60543488212,74.5891044441236,79.4388592138422
"FAM135B",57.6084285810082,115.052298850866,83.5308955262425,96.6958454275699,63.8926910664985,60.991487643584
"OR55B1P",9.89448761914069,6.22307226707132,9.79404618999447,7.77495863654081,12.3814038767095,9.67975813638396
"LOC105371451",6.42176112025105,5.41505878656889,6.22139885216785,5.68023650614137,7.07991971253624,7.38729914473704
"LOC105376463",21.7875791458341,20.8554711545309,22.2438097822346,20.2170556816118,26.3647973036323,25.1665927277036
"SEZ6",167.177629603877,223.948935748431,225.053314169144,202.704035426555,174.29012249225,150.206038268859
"LOC105373194",101.053396314465,47.374506181402,95.6322954575191,86.2296428809569,70.966487670912,38.8792100131072
"RNF224",517.097672170521,317.831432635043,404.334080401951,287.534249106597,563.36573162734,449.994325899913
"LOC105371491",121.404324331074,138.486352605963,128.653509301767,135.883643767877,146.082444293492,177.025944067954
"CSN3",28.3886039674682,26.7753030729872,24.3247656377287,24.6512004716036,35.5140502789986,28.9398993656379
"AGRP",182.871443911881,174.202920427848,161.05972891099,143.655060003246,199.834657157686,206.083901337449
"CENPC",125.931029694391,156.330883093081,129.574498521692,241.643939201095,110.324316569877,118.726321155994
"LOC105369473",31.7396210864664,37.9364032968435,36.909006521011,39.852905403718,29.4405761500243,29.9749200389302
