"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"217911_s_at",-0.34051727553278,7.94767709209269,-0.884134456724195,0.385533531945169,0.776979870682894,-4.70672051539255
"214152_at",0.231407594885599,7.02759115138759,0.884020707548064,0.385593684237991,0.776979870682894,-4.70676360810396
"218819_at",0.204342884273362,5.18662278733987,0.883980402503234,0.385614999622571,0.776979870682894,-4.70677887606163
"200870_at",-0.196135053949208,7.87097267438544,-0.883921546449221,0.385646127113162,0.776979870682894,-4.70680117020442
"221093_at",-0.141729209357422,4.72684862462224,-0.883891276400919,0.385662136818669,0.776979870682894,-4.70681263570616
"64883_at",-0.14323331068449,4.75330811542543,-0.883832411304277,0.385693271566457,0.776979870682894,-4.70683493125266
"206224_at",0.138827795033022,4.4058152942552,0.883787315075963,0.385717124831985,0.776979870682894,-4.70685201084557
"205900_at",0.142620565757871,4.89514644420058,0.883648652434613,0.385790475263265,0.777049133038933,-4.70690452255603
"221109_at",-0.161782471310334,6.1124034912553,-0.883590440319632,0.385821271290732,0.777049133038933,-4.70692656534652
"221904_at",-0.167113851987061,6.69868487040195,-0.883505867080011,0.38586601602453,0.777068996472469,-4.70695858780028
"220236_at",-0.089191034582733,4.1587953698688,-0.88330153725815,0.385974133685363,0.777142847032239,-4.70703594300555
"213602_s_at",0.148665512550285,4.93468217949186,0.883200137995317,0.386027794696639,0.777142847032239,-4.7070743247755
"213049_at",0.31273453781276,8.38157325133885,0.883180135899071,0.386038380481446,0.777142847032239,-4.70708189552491
"AFFX-HUMRGE/M10098_3_at",-0.415813824231947,10.6291560199902,-0.883096231807703,0.386082787415902,0.777142847032239,-4.70711365135884
"215272_at",-0.0941413985724437,4.78999337190733,-0.8829756718861,0.386146600564488,0.777142847032239,-4.70715927585959
"217959_s_at",-0.228431838235702,5.78651338327924,-0.882942486671504,0.386164166916947,0.777142847032239,-4.70717183343502
"222209_s_at",0.210129191861585,4.93087767555033,0.882872544518296,0.386201191988884,0.777142847032239,-4.70719829876741
"211431_s_at",-0.109471279428007,4.72597647504327,-0.88287029337887,0.386202383706263,0.777142847032239,-4.70719915054219
"209397_at",-0.277565250677387,7.34799313938987,-0.882843332374255,0.386216656618661,0.777142847032239,-4.70720935175939
"209511_at",0.113395138834841,7.65269028479311,0.882520048591809,0.386387826832784,0.777286399881614,-4.70733165060418
"205030_at",-0.268553586211331,7.77957545780919,-0.882426190521973,0.386437531430525,0.777286399881614,-4.707367149737
"220355_s_at",-0.197077844131198,6.78036796335124,-0.882403960532854,0.386449304416896,0.777286399881614,-4.70737555709772
"205365_at",0.142813100458717,4.32209627836962,0.88237016620519,0.386467202315114,0.777286399881614,-4.70738833771531
"201986_at",-0.340900399578845,6.51550842876412,-0.882334520051632,0.386486081547091,0.777286399881614,-4.70740181819457
"219294_at",0.106460394086828,4.37042883897322,0.882220867082483,0.386546279441302,0.777286399881614,-4.70744479561982
"220741_s_at",0.166329888604204,6.83242304846627,0.88220414256502,0.386555138331401,0.777286399881614,-4.70745111951028
"205819_at",-0.112828077038242,5.03840827823211,-0.882181498264851,0.386567133109862,0.777286399881614,-4.70745968162277
"208278_s_at",0.131529552123656,5.31395533912717,0.881800347150616,0.386769066701197,0.777592337694331,-4.70760377028224
"209014_at",-0.254802351634393,8.49478991086538,-0.881762548547944,0.386789096107684,0.777592337694331,-4.70761805644368
"201724_s_at",0.231246578437848,5.97941475695391,0.881614641114484,0.386867478446301,0.777679734465642,-4.70767395346501
"32540_at",0.168486547353007,4.49764664675606,0.881417800567325,0.386971808487678,0.777819270746187,-4.70774833015284
"218969_at",0.0897971383370186,7.50141611989162,0.881277466019404,0.387046200197643,0.777895023452828,-4.70780134678518
"212299_at",-0.228554632409142,7.67174241758704,-0.881214966179545,0.387079334514279,0.777895023452828,-4.70782495599635
"213836_s_at",-0.216230451145823,6.58155663865486,-0.881086341180666,0.387147530907171,0.77796189301994,-4.70787353913635
"222051_s_at",0.10312558058776,3.97517694078992,0.880997116020652,0.387194842265662,0.777984458536563,-4.70790723675601
"209396_s_at",-0.350850975145329,8.56574858026796,-0.880918582552854,0.387236487493822,0.777984458536563,-4.70793689390908
"201518_at",-0.271921523730343,8.25975359510183,-0.880768567515193,0.387316046506587,0.777984458536563,-4.7079935385444
"200639_s_at",-0.244510194263795,10.0028932645616,-0.880768202130724,0.38731624029763,0.777984458536563,-4.70799367650043
"214376_at",0.244185257605964,5.44303440915332,0.880700073411062,0.387352375214858,0.777984458536563,-4.70801939855538
"209733_at",0.15950416005616,4.8884387499548,0.880670050578453,0.387368299774995,0.777984458536563,-4.70803073313253
"213846_at",-0.193713190379491,7.02168712612857,-0.880384411539914,0.387519828252417,0.778176375473622,-4.70813855359122
"210726_at",0.201408347110751,5.33611484120265,0.880358226043816,0.38753372130468,0.778176375473622,-4.7081484362821
"64432_at",0.10835065814704,4.09631729813333,0.880271223698449,0.387579883840796,0.778180101119293,-4.7081812700134
"200959_at",-0.2652342956491,8.50512192743719,-0.880220134289399,0.387606993010685,0.778180101119293,-4.70820054923533
"220428_at",0.136053614002609,4.35306134110773,0.88013477311199,0.387652290283771,0.778180101119293,-4.70823275908705
"205907_s_at",0.113941370175967,4.43340401172663,0.880066843847854,0.3876883396919,0.778180101119293,-4.70825838924024
"214402_s_at",0.128000134574617,5.12151971025987,0.880020555348529,0.387712905800037,0.778180101119293,-4.70827585317217
"221680_s_at",-0.15423492328637,7.1392001221104,-0.879959767178968,0.38774516866832,0.778180101119293,-4.70829878634877
